N	2gram	Losev_Dial	Mirosoze
1	и в	34	97
2	у достоевского	1	94
3	может быть	30	64
4	не только	35	63
5	это –	39	56
6	в этом	14	55
7	но и	14	54
8	он не	8	53
9	а не	39	53
10	в нем	7	49
11	не может	29	49
12	у него	2	47
13	и не	50	39
14	никогда не	9	38
15	в ней	4	37
16	потому что	21	37
17	не было	6	36
18	не в	11	34
19	и есть	24	33
20	для него	4	31
21	не есть	95	30
22	но он	3	30
23	как и	14	29
24	прежде всего	20	29
25	и он	3	27
26	в мире	2	27
27	но в	3	27
28	к человеку	1	26
29	человека и	2	26
30	в своей	4	25
31	он был	1	25
32	и это	12	25
33	свободы и	4	24
34	и все	17	24
35	у нас	7	24
36	ведет к	1	23
37	в своем	7	23
38	что в	12	23
39	он –	9	23
40	что он	18	22
41	в самом	9	21
42	бога и	1	20
43	в себе	8	20
44	отношение к	1	20
45	как бы	19	19
46	в его	6	18
47	того что	22	17
48	и потому	6	17
49	том что	18	16
50	если нет	6	16
51	в том	17	16
52	то что	25	16
53	было бы	13	16
54	достоевского в	1	16
55	и его	8	16
56	быть может	3	15
57	в котором	2	15
58	не знает	4	15
59	в этой	3	15
60	в конце	2	14
61	человек в	1	14
62	она не	10	14
63	нет ничего	14	14
64	те которые	1	14
65	так как	12	14
66	в глубине	3	14
67	та же	5	13
68	и на	6	13
69	друг друга	3	13
70	и вот	13	13
71	в них	6	12
72	он сам	1	12
73	к нему	4	12
74	– не	11	12
75	и у	3	12
76	но не	3	12
77	смысле слова	1	12
78	в человеке	1	12
79	это не	13	12
80	все это	13	12
81	и к	5	11
82	с тем	4	11
83	уже не	9	11
84	хотя бы	9	11
85	духа и	2	11
86	в которой	1	11
87	был бы	2	11
88	только в	10	11
89	как в	2	11
90	но это	10	11
91	и для	5	11
92	свобода и	1	11
93	жизни и	8	11
94	то же	9	10
95	человек –	1	10
96	так же	7	10
97	чем у	1	10
98	должна быть	11	10
99	не могут	6	10
100	не имеет	18	10
101	это и	12	10
102	связана с	1	10
103	в самой	1	10
104	человека к	1	10
105	есть не	11	10
106	все что	3	9
107	из самых	3	9
108	к тому	4	9
109	не мог	3	9
110	должно быть	7	9
111	что и	8	9
112	человек и	1	9
113	я не	11	9
114	не будет	5	9
115	то есть	1	9
116	с ним	3	9
117	вместе с	3	9
118	и во	3	9
119	образ и	1	9
120	бы и	2	9
121	есть уже	2	9
122	есть и	14	9
123	а в	3	9
124	от него	2	8
125	христа в	1	8
126	в этих	3	8
127	и с	10	8
128	тем что	5	8
129	в христианстве	3	8
130	о том	11	8
131	мира сего	1	8
132	вопрос о	9	8
133	себя в	3	8
134	есть религия	3	8
135	– все	4	8
136	т е	72	8
137	христа и	1	8
138	что не	8	8
139	за пределы	3	8
140	жизнь в	2	8
141	что есть	6	8
142	не так	1	8
143	в отношении	1	8
144	нет в	1	8
145	бог и	1	8
146	того чтобы	1	8
147	отношении к	1	8
148	нет и	5	8
149	с его	7	8
150	ничего не	29	8
151	они не	3	8
152	мира и	3	8
153	только и	3	8
154	для того	4	8
155	во всем	5	7
156	что человек	1	7
157	в духе	1	7
158	если он	2	7
159	не существует	10	7
160	в нашем	1	7
161	что все	16	7
162	точки зрения	43	7
163	она есть	17	7
164	все в	3	7
165	те же	1	7
166	чем в	2	7
167	бога не	2	7
168	что она	13	7
169	на этом	3	7
170	в боге	1	7
171	от нее	3	7
172	в жизни	4	7
173	отношения к	4	7
174	жизни в	1	7
175	себя и	3	7
176	он в	1	7
177	мог бы	2	7
178	но если	11	7
179	высшей степени	1	7
180	должен быть	1	7
181	не могу	2	7
182	также и	6	7
183	как он	4	7
184	все еще	2	7
185	же и	2	6
186	самого себя	1	6
187	есть прежде	4	6
188	с этой	7	6
189	не как	1	6
190	во тьме	1	6
191	и нет	9	6
192	было в	2	6
193	свободе и	1	6
194	людей и	2	6
195	есть свобода	1	6
196	– в	15	6
197	всего в	2	6
198	что у	2	6
199	его в	2	6
200	к чему	2	6
201	и она	4	6
202	у них	1	6
203	совсем не	1	6
204	личности и	15	6
205	по своей	1	6
206	вера в	1	6
207	в глубину	2	6
208	чтобы не	4	6
209	и от	4	6
210	и здесь	3	6
211	что это	20	6
212	его на	3	6
213	или к	2	6
214	это есть	19	6
215	если бы	10	6
216	в которых	1	6
217	у человека	2	6
218	в образе	1	6
219	в ее	5	6
220	того как	2	6
221	и более	1	6
222	на все	1	6
223	жизнь и	9	6
224	его не	3	6
225	быть и	7	6
226	к ней	1	6
227	на то	5	6
228	к богу	1	6
229	не к	1	6
230	еще не	7	5
231	бы в	5	5
232	он хочет	1	5
233	с самим	1	5
234	одно из	8	5
235	и как	13	5
236	– я	1	5
237	отличается от	9	5
238	с этим	4	5
239	природы в	2	5
240	во всяком	5	5
241	для этого	3	5
242	– о	1	5
243	чем его	1	5
244	перед ним	1	5
245	сказать что	7	5
246	к которому	1	5
247	все время	4	5
248	момент в	1	5
249	по преимуществу	2	5
250	хочет быть	4	5
251	верит в	2	5
252	личности в	9	5
253	и вместе	1	5
254	есть явление	6	5
255	от этого	5	5
256	человека –	1	5
257	сих пор	1	5
258	которая есть	1	5
259	вопроса о	1	5
260	и мир	1	5
261	личность и	5	5
262	должны быть	7	5
263	культуры и	2	5
264	в то	9	5
265	когда он	3	5
266	до сих	1	5
267	и этот	1	5
268	они и	1	5
269	оно не	7	5
270	человека у	1	5
271	и мы	6	5
272	да и	4	5
273	тот кто	1	5
274	земной жизни	1	5
275	то он	1	5
276	в основе	6	5
277	и если	5	5
278	жизни это	1	5
279	той же	6	5
280	– это	11	5
281	тот же	1	5
282	человека но	1	5
283	не для	1	5
284	которых он	1	5
285	так и	11	5
286	и тут	5	5
287	в их	2	5
288	сознания но	2	5
289	– идея	2	5
290	и я	3	5
291	то нет	1	5
292	на людей	1	5
293	думать что	3	5
294	как будто	3	5
295	что было	2	4
296	тему о	1	4
297	к этой	2	4
298	в разных	2	4
299	потому не	1	4
300	нас в	3	4
301	свобода есть	1	4
302	в своих	3	4
303	и даже	21	4
304	уже нет	1	4
305	нем нет	3	4
306	в такой	1	4
307	на природу	1	4
308	жизни он	2	4
309	сам не	2	4
310	поверхности земли	1	4
311	не всегда	3	4
312	в него	2	4
313	плоти и	3	4
314	не что	6	4
315	него не	1	4
316	в движении	1	4
317	есть также	3	4
318	что они	2	4
319	ее и	2	4
320	мы видим	4	4
321	что иное	6	4
322	современной цивилизации	1	4
323	к себе	1	4
324	и через	1	4
325	и этим	3	4
326	не от	2	4
327	и можно	5	4
328	будто бы	1	4
329	тому что	5	4
330	время как	6	4
331	в свете	3	4
332	себе и	1	4
333	в чем	11	4
334	а для	2	4
335	так что	11	4
336	и что	21	4
337	и никогда	1	4
338	и по	2	4
339	от всякого	5	4
340	его с	1	4
341	тогда когда	9	4
342	пребывает в	1	4
343	ни в	20	4
344	но на	2	4
345	оно есть	4	4
346	то время	6	4
347	как о	6	4
348	от его	2	4
349	никто не	4	4
350	я хочу	2	4
351	не знали	1	4
352	на своем	1	4
353	к другому	2	4
354	по сравнению	1	4
355	и тогда	6	4
356	иной мир	1	4
357	ли вы	1	4
358	в истории	7	4
359	может ли	4	4
360	к миру	1	4
361	мы еще	2	4
362	он должен	3	4
363	как к	2	4
364	могут быть	5	4
365	мир в	3	4
366	может не	4	4
367	ни с	4	4
368	сам он	1	4
369	мы не	11	4
370	одна и	3	4
371	сознания и	5	4
372	социальной среды	1	4
373	все равно	5	4
374	у всех	1	4
375	в силах	2	4
376	если есть	3	4
377	бога если	1	4
378	все эти	4	4
379	есть в	4	4
380	по своему	2	4
381	значит что	29	4
382	и их	1	4
383	это была	1	4
384	бога –	1	4
385	от того	9	4
386	стало быть	23	4
387	место в	2	4
388	идея и	5	4
389	и только	6	4
390	конце концов	1	4
391	иное как	6	4
392	в душе	1	3
393	и мира	4	3
394	можно и	6	3
395	это значит	29	3
396	о чем	2	3
397	– к	2	3
398	в виду	12	3
399	не бывает	1	3
400	духа как	1	3
401	ко всем	1	3
402	давно уже	1	3
403	все же	4	3
404	чем не	1	3
405	мир и	6	3
406	этого вопроса	1	3
407	ответить на	1	3
408	то это	9	3
409	даже и	9	3
410	в противоположность	3	3
411	в этот	3	3
412	одной и	4	3
413	в одном	3	3
414	и когда	4	3
415	приходит к	1	3
416	превращается в	6	3
417	конечно не	6	3
418	не вполне	2	3
419	можно ли	6	3
420	будет и	1	3
421	с другим	2	3
422	личности он	1	3
423	есть момент	2	3
424	находится в	2	3
425	есть по	2	3
426	к этому	3	3
427	что дух	4	3
428	дает для	1	3
429	верить в	2	3
430	и еще	1	3
431	на том	1	3
432	в состоянии	1	3
433	хотя и	9	3
434	души и	3	3
435	и сама	6	3
436	и за	1	3
437	я и	2	3
438	но ведь	2	3
439	и жизнь	1	3
440	есть та	1	3
441	же как	4	3
442	но когда	2	3
443	в свой	1	3
444	людьми и	1	3
445	отречения от	1	3
446	во всех	2	3
447	о себе	2	3
448	него есть	1	3
449	всю свою	1	3
450	ту же	1	3
451	и судьба	2	3
452	остается на	1	3
453	– он	1	3
454	и тем	3	3
455	и та	4	3
456	может уже	1	3
457	истории и	6	3
458	человека то	1	3
459	не значит	5	3
460	были бы	2	3
461	ближе к	1	3
462	для себя	2	3
463	и должно	1	3
464	но также	1	3
465	на почве	1	3
466	учение о	11	3
467	это уже	2	3
468	науки и	2	3
469	со всеми	2	3
470	все его	2	3
471	что нет	5	3
472	с таким	1	3
473	их и	1	3
474	нельзя уже	1	3
475	и будет	1	3
476	в пределах	1	3
477	как не	4	3
478	ли он	1	3
479	сравнению с	1	3
480	в которые	1	3
481	только одно	4	3
482	сознание и	4	3
483	есть одно	1	3
484	земли и	1	3
485	это все	1	3
486	и поэтому	1	3
487	не быть	1	3
488	его нельзя	1	3
489	только один	1	3
490	и той	4	3
491	что же	12	3
492	тому как	5	3
493	на этот	1	3
494	он может	2	3
495	всяком случае	3	3
496	и после	1	3
497	из него	1	3
498	мира не	1	3
499	же он	2	3
500	жизни не	1	3
501	обратиться к	1	3
502	и то	7	3
503	что оно	9	3
504	и всякий	4	3
505	нет ни	5	3
506	спасение в	1	3
507	ничего кроме	1	3
508	для нас	2	3
509	религиозной жизни	1	3
510	в ином	1	3
511	– значит	4	3
512	ведь это	2	3
513	но с	1	3
514	всегда есть	5	3
515	бытия и	5	3
516	и эта	1	3
517	есть настоящее	1	3
518	говорят о	2	3
519	для философии	2	3
520	со своей	1	3
521	идет на	1	3
522	идеи и	2	3
523	на его	1	3
524	об этом	8	3
525	есть любовь	1	3
526	человеке –	1	3
527	не созерцает	1	3
528	мы должны	1	3
529	есть всегда	9	3
530	но она	4	3
531	не с	1	3
532	лишь как	4	3
533	человеческого сознания	1	3
534	и самого	1	3
535	природой и	1	3
536	и ничего	5	3
537	но для	3	3
538	с которой	2	2
539	что если	5	2
540	возможно лишь	1	2
541	вообще не	3	2
