N	2gram	Vygotskiy_	KulturaY
1	и в	38	84
2	в том	59	74
3	потому что	14	68
4	не только	16	60
5	точки зрения	27	59
6	в этом	35	57
7	было бы	15	53
8	и не	16	52
9	может быть	25	47
10	что в	31	44
11	том что	44	44
12	того чтобы	15	44
13	в самом	8	41
14	для того	14	41
15	у нас	1	38
16	хотя бы	2	37
17	самом деле	4	37
18	так как	19	36
19	с точки	11	36
20	в области	9	34
21	таким образом	36	33
22	а не	7	33
23	если бы	12	32
24	можно было	10	32
25	не в	10	30
26	в его	22	30
27	прежде всего	6	30
28	все же	11	29
29	не менее	8	28
30	того что	17	28
31	все эти	9	28
32	уже не	3	26
33	в языке	3	26
34	в силу	9	26
35	то что	27	25
36	вовсе не	5	25
37	не может	11	25
38	вопрос о	2	24
39	с другой	11	24
40	еще не	6	24
41	то же	18	23
42	с помощью	64	23
43	только в	16	23
44	так и	11	23
45	языка в	1	22
46	тем не	6	21
47	по себе	11	20
48	во всяком	10	20
49	и что	15	20
50	но и	9	20
51	тем что	12	19
52	о том	6	19
53	речи в	7	19
54	обстоятельство что	4	19
55	что он	13	19
56	зависимости от	7	19
57	языка и	1	19
58	что же	1	19
59	всяком случае	10	19
60	но в	4	19
61	то обстоятельство	4	19
62	и с	5	18
63	с тем	18	18
64	к тому	8	18
65	в сущности	3	18
66	в качестве	25	18
67	связи с	14	18
68	между тем	10	18
69	вместе с	18	18
70	как бы	17	18
71	русском языке	1	18
72	все это	8	18
73	в той	2	17
74	другой стороны	5	17
75	как это	16	17
76	что это	8	17
77	слова и	8	17
78	о языке	1	17
79	как раз	1	17
80	это не	5	17
81	в виду	4	16
82	в зависимости	6	16
83	что и	14	16
84	что не	1	16
85	тот же	10	16
86	в русском	1	16
87	но не	7	16
88	при этом	13	15
89	именно в	6	15
90	в данном	1	15
91	как на	2	15
92	в нашем	2	15
93	том чтобы	2	15
94	и тем	8	15
95	один из	8	15
96	по отношению	4	15
97	целый ряд	4	15
98	только потому	2	15
99	того как	5	15
100	а в	7	15
101	должно быть	3	15
102	в них	3	14
103	и на	9	14
104	сказать что	10	14
105	хотя и	2	14
106	что такое	1	14
107	в связи	9	14
108	я не	1	14
109	сих пор	3	14
110	в ней	3	14
111	до сих	3	14
112	если мы	12	14
113	как мы	14	14
114	мы имеем	6	14
115	также и	3	14
116	отношению к	3	14
117	что она	7	13
118	в этой	7	13
119	там где	4	13
120	не случайно	1	13
121	не могут	5	13
122	в которых	3	13
123	той же	8	13
124	для нас	6	13
125	это и	1	13
126	по существу	4	13
127	в пределах	1	13
128	и его	5	13
129	с этой	6	12
130	говорить о	1	12
131	в результате	6	12
132	язык есть	1	12
133	того же	12	12
134	ясно что	4	12
135	а только	1	12
136	этот вопрос	5	12
137	могут быть	9	12
138	тогда когда	10	12
139	как в	14	12
140	речь в	3	12
141	этого слова	13	12
142	однако не	3	12
143	для этого	3	12
144	те же	6	11
145	должен быть	1	11
146	в своем	9	11
147	речи и	11	11
148	он не	6	11
149	в нем	4	11
150	и здесь	5	11
151	и то	9	11
152	еще и	2	11
153	совершенно не	1	11
154	из этих	5	11
155	этом отношении	9	11
156	уже в	10	11
157	слова в	8	11
158	в их	12	11
159	в таких	1	11
160	в какой	5	11
161	или иной	3	11
162	в речи	4	10
163	как и	20	10
164	речь идет	4	10
165	так же	26	10
166	конечно не	1	10
167	к этому	5	10
168	несмотря на	1	10
169	бы в	5	10
170	ту же	2	10
171	этом смысле	7	10
172	не просто	3	10
173	в общем	1	10
174	в то	5	10
175	после того	1	10
176	со стороны	1	10
177	в каком	3	10
178	с этим	6	10
179	они не	4	10
180	бы и	2	10
181	тем более	2	10
182	того или	2	10
183	тех же	2	10
184	в нашей	4	10
185	тем самым	6	10
186	от того	8	10
187	что слово	6	9
188	в своей	9	9
189	можно сказать	2	9
190	что все	2	9
191	в которой	4	9
192	но для	2	9
193	очевидно что	1	9
194	здесь не	2	9
195	мы говорим	1	9
196	слова как	1	9
197	или иного	2	9
198	ни в	12	9
199	не имеет	3	9
200	что мы	18	9
201	не потому	1	9
202	подобного рода	1	9
203	но это	7	9
204	и для	4	9
205	то мы	2	9
206	а также	6	9
207	на то	7	9
208	в целом	22	9
209	в этих	4	8
210	но все	4	8
211	в первую	2	8
212	может служить	2	8
213	что они	23	8
214	по преимуществу	1	8
215	с одной	8	8
216	это слово	1	8
217	тому же	6	8
218	в таком	4	8
219	тому что	3	8
220	не есть	5	8
221	в чем	2	8
222	в своих	3	8
223	в тех	2	8
224	отнюдь не	6	8
225	мы видели	8	8
226	был бы	2	8
227	заключается в	22	8
228	да и	1	8
229	то и	5	8
230	слов и	5	8
231	состоит в	4	8
232	с его	3	8
233	этом случае	4	8
234	независимо от	5	8
235	и как	11	8
236	об этом	2	8
237	в частности	4	8
238	далеко не	2	8
239	же в	3	8
240	само по	3	8
241	что на	2	8
242	же и	2	7
243	следует что	1	7
244	например в	2	7
245	а именно	1	7
246	нам не	1	7
247	в котором	3	7
248	в одном	4	7
249	свою очередь	3	7
250	указать на	2	7
251	на том	3	7
252	внимание на	4	7
253	во внимание	2	7
254	так сказать	1	7
255	к вопросу	1	7
256	а с	4	7
257	столь же	7	7
258	одной стороны	8	7
259	в процессе	33	7
260	с ним	4	7
261	сводится к	1	7
262	с ними	3	7
263	в слове	3	7
264	и более	4	7
265	когда мы	2	7
266	идет о	2	7
267	в свою	4	7
268	речи не	5	7
269	в истории	9	7
270	как например	2	7
271	до конца	2	7
272	бы сказать	5	7
273	на этот	5	7
274	в самой	1	7
275	все равно	4	7
276	смысле этого	10	7
277	лишь с	1	7
278	есть в	1	7
279	нисколько не	3	7
280	не все	1	7
281	и потому	2	7
282	том случае	2	7
283	она не	1	7
284	не знает	1	7
285	когда он	5	7
286	как он	8	7
287	не следует	1	7
288	были бы	3	6
289	только что	5	6
290	даже в	5	6
291	в корне	2	6
292	отличается от	5	6
293	на этой	7	6
294	случаи когда	1	6
295	не всегда	1	6
296	можно ли	2	6
297	вообще и	2	6
298	языка не	1	6
299	что как	3	6
300	что именно	3	6
301	именно с	2	6
302	по поводу	1	6
303	истории языка	1	6
304	речи а	1	6
305	гораздо более	1	6
306	мы знаем	10	6
307	в ее	1	6
308	не столько	4	6
309	указывает что	3	6
310	и именно	1	6
311	от этого	6	6
312	той или	2	6
313	могли бы	16	6
314	на этом	3	6
315	за пределы	1	6
316	однако что	1	6
317	мы называем	4	6
318	главным образом	3	6
319	его к	6	6
320	первую очередь	2	6
321	не на	2	6
322	оно не	3	6
323	если не	1	6
324	этой точки	4	6
325	но только	3	6
326	содержание и	1	6
327	перед нами	15	6
328	роль в	5	6
329	на основе	29	6
330	когда в	3	6
331	что если	3	6
332	в отличие	8	6
333	в сфере	3	6
334	тем же	8	6
335	свое время	2	6
336	в свое	2	6
337	в себе	9	6
338	что оно	8	6
339	данном случае	1	6
340	мы не	14	6
341	что с	8	6
342	или в	4	6
343	что эти	4	6
344	может иметь	1	6
345	отличие от	8	6
346	дело не	1	6
347	говоря о	2	6
348	только то	1	6
349	приводит к	5	6
350	которые в	5	6
351	на себя	2	6
352	нуждается в	1	6
353	и к	9	5
354	еще более	1	5
355	формы в	3	5
356	думаю что	1	5
357	в большей	1	5
358	не как	3	5
359	нас в	4	5
360	но что	3	5
361	и даже	4	5
362	более или	3	5
363	на которых	3	5
364	а во-вторых	1	5
365	и того	5	5
366	нельзя было	1	5
367	даже и	1	5
368	доказать что	1	5
369	в другом	3	5
370	связь между	7	5
371	превращается в	1	5
372	отметить что	1	5
373	вопросу о	1	5
374	ни одного	1	5
375	могло бы	4	5
376	речевого процесса	1	5
377	кроме того	1	5
378	точка зрения	1	5
379	не то	1	5
380	никогда не	11	5
381	и он	1	5
382	время в	1	5
383	обратить внимание	1	5
384	чем в	4	5
385	в конце	1	5
386	и у	7	5
387	у него	3	5
388	здесь как	1	5
389	но как	4	5
390	слово есть	1	5
391	и является	2	5
392	все те	1	5
393	в форме	2	5
394	бы уже	1	5
395	так что	3	5
396	всех этих	2	5
397	одного и	5	5
398	не так	1	5
399	речи но	3	5
400	смысле слова	5	5
401	и при	3	5
402	бы привести	1	5
403	в область	2	5
404	мы в	3	5
405	из того	4	5
406	речи как	4	5
407	в отношении	14	5
408	к его	1	5
409	о котором	2	5
410	относится к	1	5
411	быть не	2	5
412	и тогда	2	5
413	переход от	5	5
414	но если	2	5
415	которые можно	1	5
416	на вопрос	1	5
417	о нем	2	5
418	и от	5	5
419	мы находим	3	5
420	слово в	4	5
421	язык и	1	5
422	так в	1	5
423	по своему	14	5
424	или менее	5	5
425	это так	2	5
426	только не	2	5
427	в конечном	2	5
428	и их	4	5
429	говорим о	1	5
430	мы должны	15	5
431	или иначе	2	5
432	лишь как	1	5
433	что можно	1	5
434	отношение к	1	5
435	и только	4	5
436	не надо	1	5
437	есть не	1	5
438	в возможности	1	4
439	мы и	4	4
440	случае мы	1	4
441	или иных	1	4
442	одно из	2	4
443	как они	5	4
444	мне кажется	1	4
445	зрения на	2	4
446	иначе как	2	4
447	представление о	1	4
448	конечном счете	1	4
449	так например	1	4
450	как только	1	4
451	связано с	2	4
452	и где	1	4
453	ответить на	1	4
454	мы увидим	4	4
455	увидим что	5	4
456	точно так	4	4
457	в различных	1	4
458	уже и	5	4
459	до того	1	4
460	так мы	2	4
461	всего этого	1	4
462	к которому	6	4
463	не мог	4	4
464	и становится	1	4
465	из них	5	4
466	к нему	1	4
467	иначе говоря	2	4
468	аналогии с	2	4
469	как можно	1	4
470	его в	8	4
471	то она	1	4
472	совершенно ясно	3	4
473	отношения между	6	4
474	но он	1	4
475	не о	1	4
476	не говорит	1	4
477	которое в	1	4
478	это есть	1	4
479	характер и	2	4
480	но ведь	1	4
481	между ними	6	4
482	же как	10	4
483	постановка вопроса	1	4
484	в ряду	1	4
485	о которых	1	4
486	себе и	2	4
487	и это	7	4
488	в смысле	9	4
489	чтобы понять	1	4
490	остается в	2	4
491	в каждом	2	4
492	выражение в	1	4
493	мы можем	13	4
494	эти слова	1	4
495	не дает	2	4
496	почти всегда	1	4
497	в известных	1	4
498	как известно	7	4
499	могла бы	1	4
500	так называемого	1	4
501	тот или	1	4
502	что для	1	4
503	и все	5	4
504	и по	5	4
505	а главное	1	4
