N	2gram	Bakhtin_Pr	formyVre
1	и в	64	148
2	в этом	33	73
3	то есть	3	70
4	в романе	12	58
5	в нем	28	51
6	прежде всего	16	46
7	и т	14	40
8	и не	55	37
9	в его	30	36
10	и его	21	36
11	вовсе не	12	35
12	но и	26	33
13	то же	18	32
14	т п	10	32
15	не только	26	32
16	в литературе	4	32
17	но в	14	31
18	жизни и	3	31
19	так и	8	29
20	времени в	1	27
21	может быть	43	27
22	не в	15	26
23	как мы	13	26
24	как и	25	25
25	как бы	33	25
26	точки зрения	31	24
27	мы уже	4	24
28	только в	13	23
29	в то	15	23
30	времени и	2	23
31	человека в	8	23
32	в том	12	22
33	то что	21	22
34	связи с	3	21
35	во всех	4	21
36	же время	13	21
37	все эти	13	21
38	в своем	12	19
39	и др	7	19
40	и на	16	19
41	в основном	2	19
42	и для	7	19
43	таким образом	15	18
44	у него	11	18
45	и все	6	18
46	еще не	10	18
47	по существу	6	18
48	при этом	8	17
49	те же	3	17
50	с этим	3	17
51	в особенности	1	17
52	так как	9	17
53	в пределах	24	17
54	человека и	2	17
55	все же	11	16
56	в условиях	2	16
57	в связи	1	16
58	того же	3	16
59	в основе	4	16
60	и во	3	16
61	с рядом	1	16
62	и их	3	16
63	не может	26	16
64	в одном	20	15
65	в них	5	15
66	никогда не	11	15
67	с точки	21	15
68	так сказать	9	15
69	с его	11	15
70	в пространстве	3	15
71	вместе с	1	15
72	лишь в	4	15
73	и как	9	14
74	и с	9	14
75	так же	8	14
76	в конце	8	14
77	его жизни	2	14
78	всех этих	2	14
79	а не	29	14
80	как раз	9	14
81	все это	9	14
82	в самом	17	13
83	в котором	7	13
84	для того	1	13
85	друг с	4	13
86	во время	1	13
87	с ним	8	13
88	как в	7	13
89	роль в	1	13
90	здесь в	2	13
91	в их	6	13
92	с другом	3	13
93	в частности	1	13
94	того чтобы	2	13
95	а в	10	13
96	же в	2	13
97	и до	6	12
98	конечно не	4	12
99	не было	5	12
100	он не	14	12
101	что в	11	12
102	потому что	8	12
103	в истории	2	12
104	ничего не	8	12
105	но не	12	12
106	и наконец	7	12
107	из них	3	11
108	хотя и	5	11
109	его в	8	11
110	между ними	6	11
111	и у	3	11
112	романа в	4	11
113	ни в	5	11
114	в образе	2	11
115	уже в	5	11
116	мира и	7	11
117	в ней	2	11
118	и другие	1	10
119	кроме того	5	10
120	уже не	15	10
121	входит в	9	10
122	в ее	2	10
123	вещей и	1	10
124	сих пор	9	10
125	также и	3	10
126	до сих	9	10
127	уже говорили	3	10
128	здесь не	7	10
129	тот же	2	10
130	этом мире	1	10
131	в большинстве	11	10
132	и даже	5	9
133	но все	6	9
134	их в	8	9
135	на этой	1	9
136	с другой	7	9
137	всего в	2	9
138	здесь нет	4	9
139	должно быть	8	9
140	к себе	6	9
141	и следовательно	7	9
142	и это	8	9
143	в других	2	9
144	могут быть	9	9
145	та же	1	9
146	отношения к	5	9
147	оно не	3	9
148	том что	8	9
149	в самой	9	9
150	для него	23	9
151	жизненного пути	1	9
152	есть в	2	9
153	жизнь и	1	9
154	и других	1	9
155	одного и	1	9
156	мира в	5	9
157	и к	5	8
158	в результате	7	8
159	в виду	3	8
160	в этих	5	8
161	время как	2	8
162	к тому	4	8
163	но эти	4	8
164	и т.п	1	8
165	все его	3	8
166	с одной	1	8
167	в произведении	7	8
168	что и	7	8
169	характер и	1	8
170	рядом с	19	8
171	в мире	7	8
172	в индивидуальном	1	8
173	героя и	14	8
174	здесь мы	4	8
175	образ человека	2	8
176	и по	1	8
177	один из	3	8
178	в жизни	5	8
179	для себя	3	8
180	со всеми	2	8
181	если бы	12	8
182	большинстве случаев	10	8
183	до конца	10	8
184	значение в	2	8
185	том числе	1	8
186	во всяком	7	8
187	это не	12	8
188	на фоне	5	8
189	и потому	7	8
190	отношение к	4	8
191	отношению к	12	8
192	или иной	1	8
193	себе самому	6	8
194	здесь они	1	8
195	в целом	8	8
196	в той	5	7
197	еще более	2	7
198	не как	20	7
199	этого типа	1	7
200	между собой	2	7
201	связанных с	1	7
202	этого мира	6	7
203	к ним	1	7
204	к этому	1	7
205	из этих	3	7
206	в себе	11	7
207	но он	4	7
208	не знает	6	7
209	в которой	2	7
