N	2gram	Vygotskiy_	UchenyiS
1	и в	38	14
2	не только	16	10
3	а не	7	10
4	и не	16	8
5	прежде всего	6	8
6	то что	27	7
7	в этом	35	7
8	не может	11	7
9	может быть	25	6
10	хотя бы	2	5
11	то же	18	5
12	и только	4	5
13	все это	8	5
14	художественное произведение	1	5
15	в конечном	2	4
16	с другой	11	4
17	в этой	7	4
18	конечном счете	1	4
19	конечно не	1	4
20	что такое	1	4
21	но и	9	4
22	в их	12	4
23	бы то	1	3
24	было бы	15	3
25	не о	1	3
26	и то	9	3
27	и формы	1	3
28	по нашему	2	3
29	только к	2	3
30	и т.д	8	3
31	этой области	2	3
32	для этого	3	3
33	очевидно что	1	3
34	это не	5	3
35	как и	20	3
36	то ни	1	3
37	для него	6	3
38	формы в	3	3
39	в своей	9	3
40	все же	11	3
41	ни было	2	3
42	в области	9	3
43	в частности	4	3
44	в то	5	3
45	не как	3	3
46	у нас	1	3
47	другой стороны	5	3
48	не следует	1	3
49	но в	4	3
50	нашему мнению	2	3
51	этого термина	1	2
52	все они	2	2
53	таким образом	36	2
54	в самом	8	2
55	если не	1	2
56	же не	3	2
57	не приходится	1	2
58	могли бы	16	2
59	если бы	12	2
60	самом деле	4	2
61	могут быть	9	2
62	является в	4	2
63	не в	10	2
64	бы и	2	2
65	для всех	1	2
66	и с	5	2
67	до сих	3	2
68	же самое	9	2
69	думается что	1	2
70	одним из	6	2
71	но не	7	2
72	по существу	4	2
73	мы и	4	2
74	тем что	12	2
75	более чем	1	2
76	в себе	9	2
77	в его	22	2
78	в конце	1	2
79	т.е в	2	2
80	даже и	1	2
81	мы не	14	2
82	всех этих	2	2
83	между тем	10	2
84	что она	7	2
85	не есть	5	2
86	что он	13	2
87	на каждом	4	2
88	конце концов	1	2
89	на эту	1	2
90	этом отношении	9	2
91	как раз	1	2
92	каждом шагу	4	2
93	в некоторых	1	2
94	тех или	1	2
95	не могут	5	2
96	а как	2	2
97	что мы	18	2
98	сводится к	1	2
99	в буквальном	1	2
100	в том	59	2
101	представляется нам	1	2
102	том что	44	2
103	и через	1	2
104	или иных	1	2
105	нас в	4	2
106	но это	7	2
107	этом смысле	7	2
108	но даже	1	2
109	и для	4	2
110	и является	2	2
111	что и	14	2
112	к области	2	2
113	не столько	4	2
114	установку на	2	2
115	не случайно	1	2
116	смысле этого	10	2
117	с его	3	2
118	и у	7	2
119	превращается в	1	2
120	на первый	5	2
121	сих пор	3	2
122	только в	16	2
123	формы и	3	2
124	по себе	11	2
125	что все	2	2
126	не все	1	2
127	нам представляется	1	2
128	верно и	1	1
129	как основной	1	1
130	в той	2	1
131	признать что	1	1
132	что было	1	1
133	что в	31	1
134	чем к	1	1
135	очень легко	2	1
136	с которыми	4	1
137	иначе говоря	2	1
138	остается в	2	1
139	так или	1	1
140	было сделать	1	1
141	и даже	4	1
142	первый план	5	1
143	более или	3	1
144	т.д в	1	1
145	говорит он	8	1
146	мы полагаем	2	1
147	первую очередь	2	1
148	и потому	2	1
149	и этого	1	1
150	буквальном смысле	1	1
151	нам известно	2	1
152	но он	1	1
153	этом случае	4	1
154	в свое	2	1
155	в которой	4	1
156	и существенным	1	1
157	можно сказать	2	1
158	эти тенденции	1	1
159	восприятия и	1	1
160	мы можем	13	1
161	что же	1	1
162	или иначе	2	1
163	в данном	1	1
164	элементарным и	1	1
165	все его	2	1
166	что под	1	1
167	при построении	1	1
168	больше чем	2	1
169	представляется чрезвычайно	1	1
170	поставить знак	1	1
171	нет и	1	1
172	как на	2	1
173	в словесном	1	1
174	вообще в	2	1
175	и вы	1	1
176	быть не	2	1
177	важным и	1	1
178	часто встречается	1	1
179	он в	1	1
180	восприятия а	1	1
181	и все	5	1
182	которые могли	1	1
183	понятие не	3	1
184	что этот	2	1
185	содержание и	1	1
186	научного анализа	1	1
187	существенным для	2	1
188	такое что	1	1
189	все элементы	1	1
190	к изучению	2	1
191	же как	10	1
192	группы и	1	1
193	но нам	1	1
194	сказать что	10	1
195	в сфере	3	1
196	и эта	4	1
197	понятий с	3	1
198	в исторической	1	1
199	в процессе	33	1
200	общее правило	1	1
201	данном случае	1	1
202	является наиболее	1	1
203	речи в	7	1
204	его как	1	1
205	тезис о	1	1
206	функции это	1	1
207	но для	2	1
208	знак равенства	2	1
209	свое место	2	1
210	этот процесс	4	1
211	взятого в	1	1
212	и др	1	1
213	и содержание	1	1
214	его раскрывает	1	1
215	развитие в	1	1
216	и действительно	1	1
217	очень часто	4	1
218	того как	5	1
219	тех и	1	1
220	переходит в	1	1
221	общего и	1	1
222	почти не	1	1
223	в таком	4	1
224	исходить из	1	1
225	то и	5	1
226	так много	1	1
227	которое мы	2	1
228	ссылка на	1	1
229	и свое	1	1
230	перестают быть	1	1
231	она не	1	1
232	степени и	1	1
233	смысле и	2	1
234	в течение	2	1
235	до конца	2	1
236	относятся к	4	1
237	в своем	9	1
238	тогда когда	10	1
239	с тем	18	1
240	в наиболее	1	1
241	в значительной	1	1
242	входит в	7	1
243	для себя	2	1
244	стороны в	1	1
245	тем в	1	1
246	что только	1	1
247	является с	2	1
248	только при	2	1
249	одной стороны	8	1
250	именно к	1	1
251	нам думается	2	1
252	представлений и	1	1
253	относится к	1	1
254	слово является	1	1
255	он становится	1	1
256	находит себе	1	1
257	время не	1	1
258	или по	2	1
259	мы имеем	6	1
260	какие мы	1	1
261	от слова	2	1
262	но понятие	1	1
263	тому чтобы	2	1
264	что по	2	1
265	их в	6	1
266	же в	3	1
267	более точно	1	1
268	не для	1	1
269	он может	1	1
270	в ней	3	1
271	но по	3	1
272	или даже	2	1
273	впервые в	1	1
274	без точного	1	1
275	где же	1	1
276	но что	3	1
277	когда мне	1	1
278	даже не	1	1
279	функция а	1	1
280	и независимо	1	1
281	это значит	6	1
282	оно является	3	1
283	в этот	1	1
284	идет не	1	1
285	связанные с	3	1
286	встречаются с	1	1
287	этого сложного	1	1
288	на то	7	1
289	полагая что	1	1
290	но если	2	1
291	в большей	1	1
292	это же	2	1
293	таковым в	1	1
294	бы ни	2	1
