N	2gram	Tiupa_Narr	KulturaY
1	и в	19	84
2	в том	18	74
3	потому что	1	68
4	не только	32	60
5	точки зрения	10	59
6	в этом	17	57
7	было бы	4	53
8	и не	20	52
9	может быть	25	47
10	что в	3	44
11	том что	14	44
12	в самом	1	41
13	у нас	1	38
14	хотя бы	4	37
15	самом деле	2	37
16	с точки	2	36
17	в области	2	34
18	таким образом	1	33
19	а не	12	33
20	если бы	1	32
21	можно было	2	32
22	не в	14	30
23	и пр	1	30
24	в его	9	30
25	прежде всего	4	30
26	все же	7	29
27	не менее	3	28
28	того что	2	28
29	все эти	2	28
30	уже не	5	26
31	в силу	4	26
32	то что	11	25
33	вовсе не	1	25
34	не может	10	25
35	с другой	8	24
36	еще не	7	24
37	то же	4	23
38	только в	4	23
39	так и	9	23
40	тем не	3	21
41	по себе	5	20
42	но и	23	20
43	тем что	3	19
44	о том	6	19
45	что он	6	19
46	языка и	2	19
47	но в	6	19
48	и с	4	18
49	к тому	7	18
50	в сущности	3	18
51	в качестве	21	18
52	связи с	4	18
53	между тем	3	18
54	как бы	4	18
55	в той	6	17
56	другой стороны	4	17
57	как это	6	17
58	что это	3	17
59	как раз	2	17
60	это не	2	17
61	в виду	1	16
62	что и	1	16
63	что не	4	16
64	тот же	1	16
65	ничего не	2	16
66	но не	6	16
67	при этом	9	15
68	именно в	6	15
69	в данном	5	15
70	том чтобы	1	15
71	не было	2	15
72	и тем	4	15
73	один из	3	15
74	по отношению	7	15
75	только потому	1	15
76	а в	11	15
77	лишь в	1	15
78	в них	1	14
79	и на	3	14
80	сказать что	4	14
81	хотя и	3	14
82	в связи	2	14
83	сих пор	1	14
84	в ней	3	14
85	до сих	1	14
86	как мы	3	14
87	мы имеем	2	14
88	также и	1	14
89	отношению к	6	14
90	к языку	1	13
91	крайней мере	1	13
92	в этой	5	13
93	не случайно	2	13
94	не могут	1	13
95	в которых	1	13
96	по крайней	1	13
97	для нас	1	13
98	это и	3	13
99	по существу	2	13
100	в пределах	2	13
101	и его	5	13
102	с этой	1	12
103	говорить о	2	12
104	в результате	2	12
105	но также	1	12
106	того же	1	12
107	могут быть	3	12
108	как в	7	12
109	этого слова	2	12
110	в рамках	12	12
111	те же	4	11
112	в своем	2	11
113	речи и	1	11
114	он не	3	11
115	в нем	4	11
116	и здесь	1	11
117	должна быть	2	11
118	и то	1	11
119	совершенно не	2	11
120	из этих	3	11
121	этом отношении	3	11
122	уже в	3	11
123	слова в	1	11
124	в их	1	11
125	в какой	2	11
126	или иной	5	11
127	в особенности	4	10
128	в первом	3	10
129	в речи	1	10
130	как и	7	10
131	речь идет	4	10
132	так же	2	10
133	несмотря на	2	10
134	этом смысле	1	10
135	в общем	1	10
136	в то	3	10
137	со стороны	9	10
138	они не	2	10
139	на фоне	1	10
140	тем более	2	10
141	того или	2	10
142	в нашей	1	10
143	тем самым	6	10
144	от того	1	10
145	можно сказать	5	9
146	что все	1	9
147	очевидно что	1	9
148	здесь не	4	9
149	и есть	2	9
150	или иного	2	9
151	ни в	3	9
152	не имеет	2	9
153	что мы	2	9
154	но это	1	9
155	и для	2	9
156	дает нам	1	9
157	а также	7	9
158	но уже	1	9
159	в целом	1	9
160	своего рода	12	8
161	но все	4	8
162	в первую	1	8
163	может служить	1	8
164	в структуре	2	8
165	что они	3	8
166	с одной	7	8
167	тому же	5	8
168	в таком	2	8
169	не есть	3	8
170	в чем	1	8
171	в тех	1	8
172	отнюдь не	5	8
173	мы видели	1	8
174	да и	4	8
175	то и	1	8
176	слов и	1	8
177	состоит в	13	8
178	с его	6	8
179	независимо от	2	8
180	на самом	1	8
181	и как	5	8
182	об этом	1	8
183	мере в	1	8
184	в частности	14	8
185	далеко не	5	8
186	же в	4	8
187	само по	1	8
188	что на	2	8
189	например в	2	7
190	а именно	3	7
191	в котором	1	7
192	свою очередь	3	7
193	той мере	1	7
194	указать на	1	7
195	на том	3	7
196	внимание на	1	7
197	то только	1	7
198	так сказать	1	7
199	а с	3	7
200	столь же	3	7
201	одной стороны	7	7
202	в процессе	1	7
203	с ним	1	7
204	сводится к	3	7
205	как о	1	7
206	с ними	1	7
207	в слове	1	7
208	и более	1	7
209	когда мы	2	7
210	идет о	2	7
211	в свою	3	7
212	в самой	1	7
213	все равно	1	7
214	есть в	2	7
215	не все	5	7
216	и потому	2	7
217	она не	2	7
218	не знает	1	7
219	когда он	3	7
220	что касается	2	7
221	даже в	2	6
222	в соответствии	1	6
223	отличается от	4	6
224	не всегда	2	6
225	что как	1	6
226	что именно	2	6
227	именно с	1	6
228	по поводу	1	6
229	речи а	1	6
230	в ее	3	6
231	не столько	4	6
232	от этого	1	6
233	той или	4	6
234	могли бы	1	6
235	на этом	1	6
236	то или	3	6
237	или иное	2	6
238	первую очередь	1	6
239	не на	2	6
240	разумеется не	1	6
241	оно не	2	6
242	если не	4	6
243	этой точки	2	6
244	перед нами	4	6
245	а если	2	6
246	роль в	2	6
247	когда в	1	6
248	что если	1	6
249	же время	4	6
250	в отличие	5	6
251	соответствии с	1	6
252	свое время	1	6
253	в свое	1	6
254	в себе	8	6
255	что оно	1	6
256	данном случае	4	6
257	мы не	1	6
258	или в	2	6
259	как будто	3	6
260	может иметь	1	6
261	отличие от	5	6
262	дело не	1	6
263	не с	3	6
264	только то	1	6
265	приводит к	2	6
266	как к	2	6
267	на себя	3	6
268	нуждается в	5	6
269	и к	1	5
270	говорить и	1	5
271	формы в	1	5
272	не как	2	5
273	нас в	1	5
274	и даже	3	5
275	более или	2	5
276	а во-вторых	1	5
277	и того	2	5
278	нельзя было	1	5
279	в другом	1	5
280	отметить что	1	5
281	ни одного	1	5
282	точка зрения	6	5
283	не то	2	5
284	никогда не	3	5
285	и он	3	5
286	на протяжении	6	5
287	к себе	5	5
288	время в	2	5
289	как же	1	5
290	в конце	1	5
291	в двух	2	5
292	и у	1	5
293	у него	4	5
294	здесь как	1	5
295	но как	2	5
296	всего лишь	2	5
297	и является	1	5
298	все те	4	5
299	в форме	5	5
300	бы уже	1	5
301	в современной	1	5
302	одного и	1	5
303	не так	1	5
304	речи но	1	5
305	и при	1	5
306	в область	2	5
307	к его	1	5
308	о котором	1	5
309	быть не	1	5
310	и тогда	1	5
311	переход от	4	5
312	только о	2	5
313	не будем	1	5
314	о нем	4	5
315	и от	1	5
316	а на	1	5
317	более что	1	5
318	по своему	1	5
319	или менее	2	5
320	в конечном	3	5
321	как не	1	5
322	или иначе	3	5
323	отношение к	2	5
324	свою речь	1	5
325	и только	2	5
326	есть не	1	5
327	поэтикой и	1	4
328	еще раз	1	4
329	мы и	1	4
330	или иных	1	4
331	о чем	2	4
332	одно из	2	4
333	как они	1	4
334	как об	1	4
335	зрения на	2	4
336	конечном счете	2	4
337	как только	1	4
338	и где	1	4
339	к другой	2	4
340	мы увидим	1	4
341	речи ораторской	1	4
342	точно так	2	4
343	в различных	1	4
344	к которому	2	4
345	не мог	4	4
346	из них	3	4
347	к нему	5	4
348	всего в	1	4
349	иначе говоря	6	4
350	но еще	1	4
351	в году	1	4
352	аналогии с	1	4
353	его в	2	4
354	то она	2	4
355	отношения между	1	4
356	но он	1	4
357	не о	3	4
358	будто бы	3	4
359	которое в	1	4
360	между ними	2	4
361	же как	3	4
362	в смысле	1	4
363	мы можем	1	4
364	данный момент	1	4
365	ли это	1	4
366	не дает	1	4
367	или же	1	4
368	если же	1	4
369	собственно и	1	4
370	как известно	2	4
371	так называемого	1	4
372	тот или	1	4
373	и все	2	4
374	и по	1	4
375	однако и	1	4
376	утверждать что	2	4
377	во втором	4	4
378	как таковой	1	4
379	через посредство	1	4
380	то в	6	4
381	сам по	1	4
382	из которых	4	4
383	так или	2	4
384	здесь мы	1	4
385	отношения к	2	4
386	бы не	2	4
387	который не	1	4
388	в известном	2	4
389	ни на	1	4
390	первом случае	2	4
391	и стилистической	1	4
392	в значении	1	4
393	не понимает	1	4
394	а лишь	1	4
395	что вообще	1	4
396	мог бы	3	4
397	однако в	2	4
398	точку зрения	4	4
399	но на	1	4
400	различие между	2	4
401	и было	1	4
402	свидетельствует о	1	4
403	понимать как	1	4
404	широкое распространение	1	4
405	к одному	1	4
406	с языком	1	4
407	одного из	4	4
408	для обозначения	1	4
409	а то	1	4
410	таковы например	1	3
411	тех кто	1	3
412	знание о	1	3
413	мысли и	1	3
414	в собственном	2	3
415	в это	1	3
416	больше всего	1	3
417	за собой	4	3
418	за рамки	2	3
419	наряду с	2	3
420	на него	3	3
421	все время	1	3
422	который в	2	3
423	как сказано	1	3
424	в системе	1	3
425	бы то	3	3
426	всю свою	1	3
427	к жизни	1	3
428	в следующем	1	3
429	одним из	2	3
430	по аналогии	1	3
431	быть только	1	3
432	поэтической речи	1	3
433	именно как	1	3
434	при отсутствии	1	3
435	себя внимание	3	3
436	но зато	1	3
437	иметь в	1	3
438	даже не	3	3
439	также не	1	3
440	то ни	3	3
441	известном смысле	2	3
442	о его	1	3
443	которое мы	1	3
444	мы будем	1	3
445	в него	1	3
446	меньшей степени	1	3
447	и сами	1	3
448	эта фраза	1	3
449	та же	2	3
450	если в	3	3
451	и сейчас	2	3
452	и делает	1	3
453	что нет	2	3
454	что у	2	3
455	в россии	1	3
456	если это	1	3
457	его и	1	3
458	не знаю	1	3
459	и уже	1	3
460	не могло	2	3
461	тогда как	12	3
462	каждый из	2	3
463	образом не	1	3
464	тому чтобы	1	3
465	нет и	2	3
466	она может	2	3
467	том же	1	3
468	по происхождению	1	3
469	культурной жизни	1	3
470	в первый	1	3
471	для него	2	3
472	как у	1	3
473	таком случае	2	3
474	слова не	1	3
475	в противовес	4	3
476	есть уже	1	3
477	это еще	1	3
478	этом что	1	3
479	случаях когда	1	3
480	или даже	2	3
481	и со	1	3
482	на его	1	3
483	на них	1	3
484	как формы	2	3
485	и тех	1	3
486	а как	1	3
487	слава богу	1	3
488	не по	1	3
489	и может	1	3
490	но она	1	3
491	в начале	1	3
492	признать что	1	3
493	это дает	1	3
494	с таким	1	3
495	тех или	1	3
496	таким же	1	3
497	на ту	1	3
498	иное как	2	3
499	более того	1	3
500	что было	1	2
501	с которыми	1	2
502	почву для	1	2
503	от него	1	2
504	отвечает на	1	2
505	возможно лишь	1	2
506	которая в	2	2
507	без исключения	2	2
508	дело с	2	2
509	которой в	1	2
510	в принципе	4	2
511	одному из	1	2
512	его от	1	2
513	приходит к	2	2
514	это определение	1	2
515	мы были	1	2
516	от одной	2	2
517	том или	2	2
518	имеет место	4	2
519	к самому	2	2
520	или ином	2	2
521	достоевского и	1	2
522	раз когда	1	2
523	культуры в	1	2
524	обращает на	3	2
525	ними и	1	2
526	отказываться от	1	2
527	было в	2	2
528	в действительности	1	2
529	что этот	1	2
530	по его	1	2
531	не должен	1	2
532	и иных	1	2
533	с такой	1	2
534	но может	1	2
535	когда она	1	2
536	и когда	2	2
537	на своего	1	2
538	думал о	1	2
539	одна из	3	2
540	в текст	1	2
541	уже по	1	2
542	едва ли	1	2
543	явления как	1	2
544	как такового	1	2
545	что иное	2	2
546	о разных	1	2
547	в состоянии	1	2
548	то у	1	2
549	ни было	3	2
550	о роли	1	2
551	поскольку речь	1	2
552	и через	1	2
553	может оказаться	2	2
554	с другими	1	2
555	х годов	1	2
556	в собственно	1	2
557	и позволяет	1	2
558	который по	3	2
559	себе не	2	2
560	его жизни	2	2
561	в себя	6	2
562	точек зрения	2	2
563	такова например	1	2
564	на событие	1	2
565	в русской	1	2
566	идет по	2	2
567	от элементов	1	2
568	не составляет	1	2
569	очень часто	1	2
570	в случае	7	2
571	вниманием к	1	2
572	не будет	3	2
573	и существенно	1	2
574	и тот	2	2
575	здесь только	1	2
576	это же	1	2
577	на некоторые	1	2
578	функции не	1	2
579	его как	2	2
580	внимание и	1	2
581	и др	2	2
582	здесь совершенно	2	2
583	в данный	1	2
584	и ничего	1	2
585	надо полагать	2	2
586	а теперь	1	2
587	он уже	2	2
588	имело место	1	2
589	этого понятия	2	2
590	в литературной	1	2
591	вместе со	1	2
592	от нас	1	2
593	однако он	1	2
594	не могла	1	2
595	и строго	1	2
596	должен был	1	2
597	поэтому и	1	2
598	капитанской дочке	1	2
599	сами по	2	2
600	с этого	1	2
601	и одновременно	2	2
602	фигуры и	1	2
603	всегда в	1	2
604	у читателя	1	2
605	значении этого	3	2
606	есть нечто	1	2
607	подхода к	1	2
608	никто не	1	2
609	которая не	1	2
610	к другому	2	2
611	зрения как	1	2
612	два слова	1	2
613	который и	1	2
614	у нее	2	2
615	не является	8	2
616	совершенно иной	2	2
617	это все	2	2
618	самым мы	1	2
619	вслед за	4	2
620	и до	2	2
621	друг от	1	2
622	в совершенно	1	2
623	например на	1	2
624	и там	1	2
625	в сказке	1	2
626	начиная с	1	2
627	одной из	4	2
628	в глазах	1	2
629	всякий раз	1	2
630	характерное для	1	2
631	и после	2	2
632	читателя или	4	2
633	быть без	1	2
634	деле не	1	2
635	не знают	1	2
636	тогда в	2	2
637	ответ на	1	2
638	было как	4	2
639	для большинства	1	2
640	ничем не	1	2
