N	3gram	Voloshinov	FransuaR
1	то же время	1	55
2	в то же	1	55
3	в том что	2	27
4	с точки зрения	5	20
5	но в то	1	20
6	в этом отношении	1	20
7	для того чтобы	1	17
8	в связи с	1	16
9	нужно сказать что	1	14
10	не может быть	4	13
11	с одной стороны	2	13
12	на самом деле	1	13
13	а также и	1	12
14	с другой стороны	2	12
15	в другом месте	1	12
16	все то что	1	11
17	в отличие от	1	11
18	как и в	1	10
19	в данном случае	2	10
20	по отношению к	3	9
21	вполне понятно что	3	8
22	более или менее	1	8
23	в самом деле	2	7
24	нужно отметить что	1	7
25	в чем же	1	7
26	в узком смысле	1	7
27	включает в себя	1	7
28	можно было бы	1	7
29	прежде всего в	1	7
30	это конечно не	1	7
31	подобно тому как	1	7
32	в значительной мере	1	7
33	выходит за пределы	1	6
34	с самого начала	2	6
35	то же самое	1	5
36	и тот же	1	5
37	в изобразительных искусствах	1	5
38	только то что	1	5
39	то что в	1	4
40	том что в	1	4
41	в собственном смысле	1	4
42	так же как	1	4
43	в нем только	1	4
44	может быть и	1	4
45	и не может	1	4
46	один и тот	1	4
47	же время в	1	4
48	и как бы	1	3
49	во всем своем	1	3
50	еще тем что	1	3
51	в своей статье	1	3
52	те же самые	1	3
53	между тем как	1	3
54	можно говорить о	1	3
55	и т.п и	3	3
56	в разных местах	1	3
57	не входит в	1	3
58	важное значение имеет	1	3
59	тех или иных	1	3
60	есть не что	2	3
61	с одним из	1	3
62	в особенности в	1	3
63	не что иное	2	3
64	в связи со	1	3
65	все эти три	1	3
66	что иное как	2	3
67	в предисловии к	1	3
68	нет и не	1	3
69	в его наиболее	1	2
70	быть и речи	1	2
71	и превращается в	1	2
72	и вместе с	1	2
73	мы полагаем что	1	2
74	что в основе	1	2
75	одна из существеннейших	1	2
76	и в каждой	1	2
77	при таком подходе	1	2
78	узком смысле слова	1	2
79	в г в	2	2
80	и здесь и	1	2
81	такие явления как	1	2
82	мы уже видели	1	2
83	он и не	1	2
84	хотя бы в	1	2
85	на этом мы	1	2
86	в конечном счете	1	2
87	но там где	1	2
88	в последнем счете	1	2
89	и в его	1	2
90	не должно быть	1	2
91	ничего общего с	2	2
92	своей статье о	1	2
93	в нашу задачу	1	2
94	но это конечно	1	2
95	мы не можем	1	2
96	и в области	1	2
97	потому что они	1	2
98	громадную роль играет	1	1
99	еще одну особенность	1	1
100	тесно связана с	1	1
101	свое идеологическое выражение	1	1
102	это единая и	1	1
103	явления но в	1	1
104	явления природы и	1	1
105	что в ней	1	1
106	и некоторых других	1	1
107	в чем его	1	1
108	это особенно ясно	1	1
109	оказалось не в	1	1
110	в течение всего	1	1
111	стадиях своего развития	1	1
112	далеко не всегда	1	1
113	особенно часто мы	1	1
114	вместе с ними	1	1
115	отношений между людьми	1	1
116	во всем разнообразии	1	1
117	в данную эпоху	1	1
118	с этим словом	1	1
119	не только на	1	1
120	чем иным как	2	1
121	не может иметь	1	1
122	в последнее время	1	1
123	там где нет	1	1
124	существует как бы	1	1
125	играет громадную роль	1	1
126	от него не	1	1
127	только и может	1	1
128	чем же объясняется	1	1
129	один из наиболее	1	1
130	в совершенно иных	1	1
131	его и не	1	1
132	в тех случаях	1	1
133	здесь и там	1	1
134	таким образом мы	1	1
135	и закрепленное в	1	1
136	чуть ли не	1	1
137	течение всей своей	1	1
138	человека и его	1	1
139	в пределах того	1	1
140	всегда связана с	1	1
141	иной характер носит	1	1
142	и к тому	1	1
143	так как все	1	1
144	в одном случае	1	1
145	то или иное	1	1
146	весь этот материал	1	1
147	так же точно	1	1
148	в виду что	1	1
149	к слову в	1	1
150	та или иная	1	1
151	это и не	1	1
152	что в этом	1	1
153	только с помощью	1	1
154	наиболее чистым и	1	1
155	является таким образом	1	1
156	и наконец в	2	1
157	если только они	1	1
158	ни о какой	1	1
159	и их функций	1	1
160	в борьбе с	1	1
161	теперь мы можем	1	1
162	тем не менее	1	1
163	определяет выбор и	1	1
164	к сожалению мы	1	1
165	то же слово	2	1
166	не чем иным	2	1
167	в зависимости от	2	1
168	эпохи но ведь	1	1
169	само по себе	1	1
170	если бы мы	1	1
171	в одном ряду	1	1
172	во всей своей	1	1
173	вовсе не на	1	1
174	которые не только	1	1
175	в которых он	1	1
176	состоит в том	1	1
177	однако было бы	1	1
178	в едином акте	1	1
179	и находит свое	1	1
180	и при анализе	2	1
181	но не менее	1	1
182	само собой разумеется	1	1
183	она ориентируется на	1	1
184	в течение всей	1	1
185	того или иного	2	1
186	между собою и	1	1
187	на то что	1	1
188	автора и его	1	1
189	и это особенно	1	1
190	эта связь с	1	1
191	а не как	1	1
192	здесь мы должны	1	1
193	идеологическое выражение в	1	1
194	и не является	2	1
195	и связанных с	1	1
196	ясное и отчетливое	1	1
197	говорить не приходится	1	1
198	этот момент как	1	1
199	придется остановиться на	1	1
200	одно и то	3	1
201	и то же	2	1
202	только потому что	1	1
203	входит в нашу	1	1
204	есть прежде всего	3	1
205	тех случаях когда	1	1
206	и в некоторых	1	1
207	на происшедший в	1	1
208	и следовательно в	1	1
