N	3gram	Vygotskiy_	Tragedij
1	то же время	1	5
2	в то же	2	5
3	так и в	1	3
4	в том что	24	2
5	точно так же	3	2
6	в данном случае	5	2
7	о том что	4	2
8	но все же	1	2
9	в отличие от	4	2
10	понятно что в	1	1
11	сам по себе	2	1
12	и он сам	1	1
13	в этом мы	1	1
14	не только по	1	1
15	скрытом виде в	1	1
16	что при таком	1	1
17	играют никакой роли	1	1
18	том что он	2	1
19	не только о	1	1
20	одно из самых	1	1
21	друг друга и	1	1
22	имеет в виду	3	1
23	что он не	1	1
24	не может жить	1	1
25	на всем протяжении	4	1
26	может быть не	1	1
27	в обоих случаях	1	1
28	в скрытом виде	1	1
29	смысле этого слова	4	1
30	в конце концов	1	1
31	это мы видим	2	1
32	она все же	1	1
33	этим объясняется и	1	1
34	в этом состоит	1	1
35	и должно быть	1	1
36	с тем и	2	1
37	как это часто	1	1
38	вместо того чтобы	2	1
39	самое большее что	1	1
40	в той же	2	1
41	и вместе с	2	1
42	то что он	1	1
43	которая вся состоит	1	1
44	не может быть	6	1
45	по нашему мнению	1	1
46	не имеет своих	1	1
47	но при этом	1	1
48	я не хочу	1	1
49	в этом случае	15	1
50	во всем его	1	1
51	по сравнению с	20	1
52	с самого начала	13	1
53	ту же мысль	1	1
54	и то что	5	1
55	как и все	1	1
56	не только не	11	1
57	связаны между собой	4	1
58	не играют никакой	1	1
59	может быть понят	2	1
60	гораздо больше в	1	1
61	не могут быть	3	1
62	в высшей степени	1	1
63	объясняется и то	1	1
64	линии не только	1	1
65	обстоит дело с	1	1
66	как и в	4	1
67	может быть в	1	1
68	в самом деле	4	1
69	сводится только к	1	1
70	не только к	1	1
71	во всяком случае	1	1
72	к тому что	10	1
73	с другим в	1	1
74	что все это	1	1
75	тем не менее	4	1
76	и до конца	1	1
77	на вопрос о	1	1
78	это и есть	1	1
79	начала и до	1	1
80	после того как	1	1
81	приобретает символическое значение	1	1
82	никакой роли в	1	1
83	и не может	2	1
84	и в этом	2	1
