N	4gram	Bakhtin_Pr	Problemy
1	в то же время	3	26
2	но в то же	1	11
3	и в то же	2	7
4	бы то ни было	2	6
5	с самим собою и	1	4
6	в то время как	1	3
7	в том и в	1	2
8	том и в другом	1	2
9	и в том и	1	2
10	мы можем сказать что	1	2
11	дело в том что	1	2
12	точка зрения на мир	1	2
13	чего бы то ни	1	2
14	ни в чем не	2	2
15	на протяжении всего романа	1	2
16	и в этом отношении	1	2
17	по отношению к нему	1	2
18	никогда не может быть	1	1
19	именно в том что	1	1
20	и в другом направлении	1	1
21	на самом же деле	1	1
22	во что бы то	1	1
23	с одной стороны и	1	1
24	строгом смысле этого слова	1	1
25	имеют все же некоторую	1	1
26	но в большинстве случаев	1	1
27	а вовсе не как	1	1
28	и быть не может	1	1
29	и не может быть	1	1
30	выйти за их пределы	1	1
31	дело конечно не в	1	1
32	не может и не	2	1
33	что бы то ни	1	1
34	бы то ни стало	1	1
35	до своих последних пределов	1	1
36	бы они ни были	1	1
37	иметь в виду что	1	1
38	не чем иным как	1	1
39	в строгом смысле этого	1	1
40	на самом деле и	1	1
41	на себя самого как	1	1
42	несмотря на то что	1	1
43	это и есть та	1	1
44	позиции по отношению к	1	1
45	каково бы ни было	1	1
46	во всех его разновидностях	2	1
47	если бы не было	1	1
48	не в том что	1	1
49	к себе самому к	1	1
50	в большинстве случаев они	1	1
51	ведь в противном случае	1	1
