N	2gram	Trubetskoy	Myshleni
1	в том	11	195
2	в этом	15	167
3	то что	7	166
4	и в	26	162
5	том что	7	161
6	таким образом	22	147
7	точки зрения	13	143
8	с помощью	1	131
9	что в	9	119
10	не только	10	116
11	того что	3	109
12	в процессе	2	101
13	так же	5	100
14	потому что	7	95
15	того чтобы	5	91
16	может быть	10	89
17	с точки	6	89
18	что он	4	86
19	не может	4	81
20	как и	1	79
21	для того	5	78
22	так как	9	78
23	и не	8	78
24	только в	4	75
25	но и	9	70
26	заключается в	1	67
27	в его	5	67
28	сказать что	2	65
29	как бы	12	64
30	вместе с	15	62
31	представляет собой	3	60
32	и что	4	60
33	было бы	1	60
34	в качестве	3	60
35	то же	4	58
36	в отношении	6	55
37	могли бы	1	54
38	между собой	1	53
39	в силу	5	53
40	что мы	2	53
41	в самом	4	52
42	по сравнению	2	51
43	в сущности	1	51
44	мы должны	6	50
45	к тому	6	49
46	что они	1	48
47	тем что	1	48
48	мы можем	2	48
49	тогда когда	2	47
50	мы не	1	47
51	сравнению с	2	46
52	если бы	3	46
53	по отношению	1	45
54	но не	8	45
55	с другой	8	45
56	с тем	18	43
57	же как	3	43
58	отношению к	3	42
59	не является	1	41
60	о том	6	40
61	по своей	2	40
62	одной стороны	7	40
63	никогда не	5	39
64	с одной	7	39
65	так и	6	39
66	мы видели	2	38
67	в области	9	38
68	и к	5	37
69	мы видим	1	37
70	не в	2	37
71	в этой	4	37
72	с самого	3	36
73	в своем	3	36
74	все эти	6	36
75	самого начала	2	36
76	как в	1	36
77	а не	5	36
78	и его	1	36
79	того же	6	35
80	с другом	5	35
81	в себе	6	35
82	в которой	3	35
83	и т.д	6	35
84	друг с	5	35
85	он не	4	35
86	для себя	1	35
87	связи с	9	34
88	и как	3	34
89	приводит к	2	34
90	прежде всего	2	33
91	при этом	3	33
92	по себе	1	33
93	именно в	2	32
94	и на	2	32
95	той же	1	32
96	что оно	4	32
97	по своему	2	32
98	же самое	2	32
99	что и	6	32
100	но в	7	32
101	все же	6	31
102	на то	2	30
103	этом отношении	2	30
104	этого слова	1	29
105	между тем	2	29
106	как известно	1	29
107	могут быть	1	29
108	с этим	1	28
109	что с	1	28
110	самом деле	1	28
111	только что	2	27
112	с этой	3	27
113	в результате	3	27
114	другой стороны	1	27
115	в то	4	27
116	и с	10	27
117	в своей	1	27
118	связь между	1	27
119	что все	4	27
120	в их	1	26
121	что это	3	26
122	для него	3	26
123	в чем	1	25
124	что она	1	25
125	еще не	2	25
126	уже в	2	25
127	все это	6	25
128	можно сказать	3	25
129	по мере	1	25
130	только не	2	25
131	мы уже	1	25
132	это не	1	25
133	в смысле	4	24
134	мы знаем	1	24
135	тот же	2	24
136	понятия и	1	24
137	целый ряд	4	24
138	в сфере	1	24
139	на этот	4	24
140	того как	1	24
141	так что	3	24
142	в нем	4	24
143	в слове	1	24
144	друг друга	1	23
145	этот вопрос	1	23
146	состоит в	2	23
147	бы в	1	23
148	ни в	1	23
149	во всяком	6	22
150	не могут	2	22
151	то время	1	22
152	смысле этого	1	22
153	и развитие	1	22
154	к этому	3	21
155	и следовательно	1	21
156	и ее	1	21
157	представление о	6	21
158	в нашем	1	21
159	его в	1	21
160	там где	1	21
161	и все	2	21
162	не имеет	5	21
163	в сознании	1	21
164	и более	1	21
165	отношение к	5	21
166	в пользу	2	20
167	в виду	2	20
168	не менее	3	20
169	в котором	4	20
170	к которому	2	20
171	из них	7	20
172	время как	1	20
173	из этих	10	20
174	в такой	1	20
175	и других	1	20
176	а в	4	20
177	как раз	1	20
178	как показывает	1	20
179	на этом	1	20
180	должно быть	1	20
181	по существу	2	20
182	и их	1	20
183	в связи	3	19
184	во всех	2	19
185	а с	7	19
186	и по	4	19
187	один из	2	19
188	но если	2	19
189	в данном	1	19
190	в той	1	19
191	мы и	1	19
192	с развитием	1	19
193	как на	8	19
194	с ним	1	19
195	в себя	1	19
196	из которых	4	19
197	во всей	1	18
198	одного и	1	18
199	но это	1	18
200	в отличие	1	18
201	отличие от	1	18
202	всяком случае	6	18
203	чем в	1	18
204	в этих	4	17
205	в своих	1	17
206	их в	1	17
207	казалось бы	1	17
208	в одном	3	17
209	не есть	1	17
210	сих пор	5	17
211	до сих	5	17
212	в свою	2	17
213	тем же	1	17
214	и для	5	17
215	для этого	2	17
216	все что	2	17
217	иначе как	1	17
218	и того	1	17
219	у него	1	17
220	этой точки	2	17
221	речь есть	1	17
222	и от	4	17
223	и есть	1	17
224	совпадает с	1	17
225	обе эти	1	17
226	и только	4	17
227	и другие	3	16
228	в которых	4	16
229	значение в	1	16
230	мы имеем	2	16
231	к одному	1	16
232	такой же	1	16
233	и даже	3	16
234	на этой	1	16
235	между отдельными	1	16
236	то в	1	16
237	видели что	1	16
238	которые в	2	16
239	таким же	1	16
240	в них	2	15
241	от этого	1	15
242	и это	2	15
243	и является	2	15
244	со всеми	2	15
245	данном случае	1	15
246	на все	2	15
247	тем более	1	15
248	хотя бы	3	15
249	в начале	2	15
250	те же	2	15
251	отличается от	2	15
252	между этими	2	15
253	к мысли	1	15
254	которое мы	1	15
255	представить себе	1	15
256	том же	1	15
257	ничего не	1	15
258	как она	1	15
259	когда он	3	15
260	уже говорили	1	14
261	свою очередь	1	14
262	из этого	2	14
263	первую очередь	1	14
264	и здесь	2	14
265	связанные с	7	14
266	только тогда	1	14
267	одним из	2	14
268	одной из	5	14
269	он должен	1	14
270	учения о	1	14
271	в учении	1	14
272	от слова	1	14
273	один и	1	14
274	не можем	1	14
275	о чем	1	14
276	в первую	1	14
277	это есть	1	14
278	когда мы	1	14
279	и во	1	14
280	с его	2	14
281	к которым	2	14
282	что эти	3	14
283	с другими	4	13
284	и тот	1	13
285	его к	1	13
286	если в	3	13
287	смысле слова	1	13
288	к его	2	13
289	они не	1	13
290	в виде	4	13
291	значения и	1	13
292	на его	1	13
293	человека и	1	13
294	для всех	2	13
295	точно так	3	13
296	но все	7	13
297	с ней	3	13
298	связана с	2	13
299	лишь в	5	13
300	факт что	1	13
301	благодаря этому	2	13
302	в уме	1	13
303	все более	1	13
304	совершается в	1	13
305	к другу	2	12
306	даже в	1	12
307	только на	1	12
308	ясно что	3	12
309	должны были	1	12
310	тем и	2	12
311	с их	1	12
312	в одной	1	12
313	и потому	6	12
314	в первом	1	12
315	к нему	7	12
316	несмотря на	6	12
317	в ее	1	12
318	тем не	3	12
319	тому же	5	12
320	это мы	1	12
321	это и	1	12
322	в ней	1	12
323	входит в	1	12
324	они являются	1	11
325	с собой	1	11
326	не могли	1	11
327	в других	3	11
328	отношения к	1	11
329	не означает	1	11
330	с ее	1	11
331	и при	3	11
332	эти особенности	1	11
333	к установлению	1	11
334	в каком	1	11
335	не по	1	11
336	идет о	1	11
337	одно из	2	11
338	и другой	2	11
339	те и	2	11
340	в конце	6	11
341	он в	2	11
342	ничего общего	2	11
343	лежит в	1	11
344	или менее	5	11
345	и наконец	2	11
346	есть не	1	11
347	вслед за	2	10
348	является для	1	10
349	друг на	2	10
350	что именно	2	10
351	но для	1	10
352	о которых	1	10
353	что такое	1	10
354	одного из	1	10
355	связи и	1	10
356	с внутренней	1	10
357	не совпадает	1	10
358	на друга	2	10
359	тот факт	1	10
360	у нас	1	10
361	перейти к	1	10
362	но вместе	2	10
363	числе и	4	10
364	или иной	2	10
365	указывает на	1	10
366	из всех	3	10
367	за собой	3	10
368	речь идет	1	10
369	каждом шагу	1	10
370	к жизни	5	10
371	что его	1	10
372	учение о	4	10
373	и у	8	10
374	как с	1	10
375	представляют собой	1	10
376	если не	2	10
377	на каждом	1	10
378	относится к	2	10
379	не могло	2	10
380	том числе	5	10
381	виде в	2	10
382	в нашей	1	10
383	и до	1	9
384	связано с	2	9
385	к этим	1	9
386	что уже	1	9
387	как по	1	9
388	по одному	1	9
389	той или	2	9
390	более или	5	9
391	должны быть	1	9
392	та же	1	9
393	друг к	1	9
394	зависит от	1	9
395	с психологической	1	9
396	оно является	2	9
397	не представляет	1	9
398	может не	1	9
399	но эта	1	9
400	а по	1	9
401	не с	2	9
402	этот факт	2	9
403	место в	1	9
404	в момент	1	9
405	к этой	1	9
406	всех тех	1	9
407	только для	2	9
408	как только	1	9
409	больше чем	2	9
410	находит свое	1	9
411	одном и	1	9
412	оно есть	1	9
413	совершенно не	1	9
414	тенденции к	2	9
415	он может	1	9
416	в самой	2	9
417	в ином	1	9
418	но с	3	9
419	что перед	1	9
420	не как	2	8
421	из двух	1	8
422	не обнаруживает	1	8
423	о котором	2	8
424	в этот	1	8
425	и те	3	8
426	нет никаких	1	8
427	развития не	1	8
428	в эту	2	8
429	главным образом	8	8
430	этот путь	2	8
431	от нее	1	8
432	в течение	4	8
433	образом в	5	8
434	силу этого	1	8
435	на одном	1	8
436	дело с	1	8
437	связь с	2	8
438	известно что	1	8
439	рассматриваться как	1	8
440	собой и	1	8
