N	2gram	Tiupa_Hudo	StatiiOP
1	и в	23	103
2	в том	20	89
3	том что	9	77
4	в этом	12	76
5	что в	7	74
6	не только	20	60
7	о том	2	47
8	но и	14	46
9	то что	5	44
10	что он	5	42
11	в его	11	42
12	и не	16	41
13	может быть	19	38
14	было бы	1	32
15	в этой	2	31
16	вовсе не	2	31
17	тем что	1	29
18	все это	2	29
19	таким образом	3	28
20	а в	13	27
21	а не	13	27
22	но в	10	26
23	что это	1	25
24	так и	12	25
25	и его	12	24
26	все же	1	23
27	точки зрения	11	23
28	не в	9	23
29	так что	1	23
30	потому что	3	23
31	для того	5	22
32	в которой	3	22
33	как в	2	22
34	того что	5	22
35	прежде всего	5	22
36	у нас	1	22
37	в области	8	22
38	пушкиным в	1	21
39	и пр	1	21
40	того чтобы	5	21
41	это не	4	20
42	в своей	7	19
43	в то	8	19
44	только в	7	19
45	в котором	1	18
46	с другой	9	18
47	он не	4	18
48	об этом	2	18
49	не может	9	18
50	в самом	7	17
51	в году	2	17
52	между прочим	1	17
53	в русской	3	17
54	самом деле	2	17
55	как бы	11	17
56	в данном	4	17
57	в этих	4	16
58	с этим	1	16
59	сказать что	4	16
60	в статье	1	16
61	если бы	3	16
62	другой стороны	6	15
63	как и	3	15
64	по поводу	1	15
65	из этих	3	15
66	у него	2	15
67	я не	2	15
68	и на	3	15
69	например в	4	15
70	в отношении	4	15
71	как раз	3	15
72	для него	5	15
73	также и	1	15
74	то же	12	14
75	к тому	4	14
76	я думаю	2	14
77	с точки	3	14
78	между тем	4	14
79	и что	4	14
80	была бы	3	14
81	в той	3	13
82	именно в	2	13
83	в своем	4	13
84	из них	1	13
85	в качестве	31	13
86	а с	2	13
87	в конце	1	13
88	в нем	6	13
89	вместе с	1	13
90	со стороны	5	13
91	дело в	1	13
92	что касается	1	13
93	жизни и	1	13
94	тому что	2	13
95	в своих	1	12
96	не менее	5	12
97	ни в	5	12
98	так как	1	12
99	что они	1	12
100	в тексте	13	12
101	того времени	1	12
102	в них	2	11
103	в другом	4	11
104	никогда не	2	11
105	не было	1	11
106	и по	2	11
107	своего рода	9	11
108	из его	1	11
109	все эти	2	11
110	это было	1	11
111	на то	1	11
112	думаю что	1	10
113	не столько	7	10
114	в виду	5	10
115	речь идет	2	10
116	так же	2	10
117	в целом	3	10
118	что такое	2	10
119	что и	2	10
120	xix века	2	10
121	но он	3	10
122	во всех	3	10
123	а как	1	10
124	в каком	2	10
125	в истории	1	10
126	же время	7	10
127	на вопрос	1	10
128	но не	13	10
129	в частности	18	10
130	и к	3	9
131	с этой	3	9
132	говорит о	1	9
133	можно сказать	6	9
134	в одном	3	9
135	говорит что	2	9
136	внимание на	1	9
137	несмотря на	2	9
138	его жизни	1	9
139	и это	2	9
140	в чем	2	9
141	в каждом	1	9
142	и тем	4	9
143	не является	5	9
144	такого рода	12	9
145	времени и	2	9
146	и для	3	9
147	для нас	1	9
148	по этому	1	9
149	место в	5	9
150	в результате	1	8
151	и даже	1	8
152	по его	1	8
153	к которому	4	8
154	что она	2	8
155	связи с	3	8
156	одним из	2	8
157	действующих лиц	1	8
158	и др	2	8
159	могут быть	5	8
160	должен был	1	8
161	заключается в	2	8
162	не имеет	1	8
163	тем не	3	8
164	и более	2	8
165	мы имеем	6	8
166	той же	1	8
167	до конца	1	8
168	подчеркнуть что	1	8
169	в их	5	8
170	а также	6	8
171	в какой	2	8
172	дело не	2	8
173	отношение к	7	8
174	и о	4	8
175	с которыми	1	7
176	данном отношении	1	7
177	о чем	3	7
178	по себе	2	7
179	отличается от	2	7
180	в это	1	7
181	пушкина что	2	7
182	не просто	2	7
183	того же	3	7
184	на почве	4	7
185	в ее	6	7
186	что все	1	7
187	кажется что	1	7
188	как это	7	7
189	нельзя не	1	7
190	что для	1	7
191	из этого	2	7
192	во втором	4	7
193	то в	2	7
194	и то	4	7
195	то время	1	7
196	можно назвать	1	7
197	еще не	4	7
198	еще и	2	7
199	одной из	2	7
200	мы находим	1	7
201	но с	1	7
202	тем более	2	7
203	не все	2	7
204	русского языка	1	7
205	лишь в	7	7
206	отношению к	10	7
207	в словаре	2	7
208	же и	1	6
209	на его	1	6
210	одно из	2	6
211	и сам	3	6
212	в жизни	3	6
213	говорить о	4	6
214	по отношению	10	6
215	даже в	3	6
216	в отдельных	1	6
217	крайней мере	1	6
218	к нему	3	6
219	только не	1	6
220	отношения между	1	6
221	том отношении	1	6
222	же как	1	6
223	этом смысле	3	6
224	его как	1	6
225	в себе	13	6
226	в особенности	1	6
227	и здесь	1	6
228	из которых	2	6
229	в известном	2	6
230	по крайней	1	6
231	языка и	1	6
232	идет о	2	6
233	тем же	1	6
234	с его	6	6
235	и я	1	6
236	должен быть	2	6
237	в одной	1	6
238	действующие лица	1	6
239	этих двух	2	6
240	в литературном	1	6
241	при этом	19	5
242	как говорит	3	5
243	не как	2	5
244	по пути	4	5
245	уже не	6	5
246	и такие	1	5
247	одной стороны	3	5
248	во многих	1	5
249	до того	1	5
250	после того	1	5
251	с одной	3	5
252	хотя и	4	5
253	его в	4	5
254	не была	1	5
255	что не	1	5
256	в сторону	2	5
257	в уста	1	5
258	если не	1	5
259	столь же	2	5
260	или иного	4	5
261	не так	1	5
262	один из	2	5
263	и который	2	5
264	для себя	4	5
265	не на	5	5
266	оно не	2	5
267	в слове	4	5
268	никто не	3	5
269	свое время	1	5
270	не могло	2	5
271	отношении к	3	5
272	том же	1	5
273	ее в	2	5
274	но если	1	5
275	в мировой	1	5
276	текста в	3	5
277	в свое	1	5
278	это и	2	5
279	такое же	1	5
280	раз в	1	5
281	в сущности	1	5
282	на нее	1	5
283	нас к	1	5
284	является не	1	5
285	и потому	2	5
286	того или	4	5
287	не по	1	5
288	на это	1	5
289	как будто	1	5
290	и другие	2	4
291	все что	1	4
292	в центре	1	4
293	и без	1	4
294	в первом	1	4
295	что по	1	4
296	а именно	3	4
297	свою собственную	1	4
298	культуры в	3	4
299	казалось бы	1	4
300	не существует	1	4
301	не могли	2	4
302	которыми он	1	4
303	языка в	4	4
304	не всегда	2	4
305	и те	1	4
306	русского поэта	1	4
307	языка не	1	4
308	на сцене	1	4
309	который в	2	4
310	или иным	4	4
311	всего в	1	4
312	мы видим	1	4
313	статье о	1	4
314	на язык	1	4
315	тому же	1	4
316	xviii века	1	4
317	в таком	3	4
318	в связи	3	4
319	одна из	2	4
320	на этом	2	4
321	не могут	1	4
322	пребывания в	1	4
323	но как	2	4
324	в развитии	1	4
325	иметь в	1	4
