N	2gram	Propp_Isto	VrazhdaK
1	в году	1	18
2	не только	28	9
3	в этом	13	8
4	и в	40	8
5	и что	14	8
6	что в	19	7
7	и все	1	7
8	но и	21	7
9	то что	17	7
10	о нем	5	6
11	как и	5	6
12	и даже	4	6
13	и с	5	6
14	все же	17	6
15	в котором	5	6
16	в начале	3	6
17	в нем	8	6
18	но в	13	6
19	то же	21	5
20	у него	5	5
21	и не	19	5
22	между тем	2	5
23	об этом	11	5
24	не было	3	5
25	в то	4	5
26	это не	8	4
27	при этом	6	4
28	несмотря на	1	4
29	с ним	3	4
30	для нас	17	4
31	все это	6	4
32	в виду	2	4
33	что он	32	4
34	уже в	2	4
35	о том	12	4
36	может быть	37	4
37	в ней	10	4
38	и детей	1	4
39	целый ряд	1	4
40	в истории	2	4
41	как бы	6	4
42	так же	18	4
43	что у	3	3
44	в его	10	3
45	в том	12	3
46	т е	30	3
47	его в	15	3
48	связи с	10	3
49	но он	5	3
50	в связи	7	3
51	я не	5	3
52	и как	3	3
53	далеко не	1	3
54	тем что	7	3
55	речь идет	1	3
56	матери и	1	3
57	и у	1	3
58	в русской	7	3
59	человека в	1	3
60	он был	3	3
61	эти слова	3	3
62	том что	11	3
63	в этот	1	3
64	он не	10	3
65	и уже	1	3
66	в конце	1	3
67	и о	1	3
68	наряду с	6	3
69	одним из	2	3
70	в своем	5	3
71	на то	6	3
72	и его	5	3
73	к этому	2	3
74	и во	1	3
75	в той	1	2
76	таким образом	13	2
77	об их	1	2
78	и то	3	2
79	ответ на	3	2
80	но после	1	2
81	и он	4	2
82	после этого	5	2
83	его с	1	2
84	к себе	2	2
85	мы знаем	10	2
86	для него	2	2
87	его и	6	2
88	этот момент	3	2
89	о чем	1	2
90	как раз	2	2
91	о которой	1	2
92	же не	3	2
93	в них	2	2
94	а также	2	2
95	отношения к	2	2
96	его на	1	2
97	там же	3	2
98	их в	7	2
99	же как	7	2
100	в своей	2	2
101	вместе с	13	2
102	так в	7	2
103	отвернулся и	1	2
104	в это	2	2
105	не менее	7	2
106	и это	2	2
107	в эту	3	2
108	на первый	2	2
109	еще не	14	2
110	ко мне	4	2
111	но как	2	2
112	а с	4	2
113	деталей и	1	2
114	и дети	1	2
115	в русских	4	2
116	на основе	6	2
117	очень хорошо	1	2
118	в этой	9	2
119	в нашей	2	2
120	что к	1	2
121	при помощи	2	2
122	а в	15	2
123	мотивы и	1	2
124	на это	3	2
125	к ним	4	2
126	уже не	3	2
127	этой вражды	1	2
128	из них	5	2
129	в себе	6	2
130	не может	19	2
131	столь же	2	2
132	одна из	4	2
133	об этой	2	2
134	время он	1	2
135	он сам	1	2
136	довольно много	1	2
137	в эти	1	2
138	отнюдь не	2	2
139	но это	8	2
140	во время	5	2
141	не мог	4	2
142	в него	2	2
143	и ее	3	2
144	пришел к	1	2
145	никогда не	25	2
146	эти не	1	1
147	всегда одинаково	1	1
148	на большую	1	1
149	в особенности	3	1
150	все в	2	1
151	нет необходимости	4	1
152	к сожалению	3	1
153	своего рода	2	1
154	во всем	3	1
155	то в	1	1
156	этого и	1	1
157	связан с	4	1
158	так и	13	1
159	что они	13	1
160	этот материал	4	1
161	которую они	1	1
162	попадает в	8	1
163	для всех	2	1
164	и пошел	1	1
165	труд и	1	1
166	до сих	11	1
167	сказал что	3	1
168	один из	10	1
169	можно говорить	2	1
170	и этот	1	1
171	которым он	1	1
172	ему в	3	1
173	со мной	2	1
174	из которых	3	1
175	они не	8	1
176	с героем	2	1
177	ни с	1	1
178	этом говорят	1	1
179	также что	2	1
180	это будет	1	1
181	рассказ о	1	1
182	как показал	1	1
183	того как	6	1
184	к этой	5	1
185	в основном	4	1
186	знать и	1	1
187	еще до	2	1
188	знали что	1	1
189	героя в	6	1
190	некоторые мотивы	1	1
191	что уже	1	1
192	предположение что	2	1
193	не будем	7	1
194	он как	1	1
195	дает нам	3	1
196	или по	1	1
197	еще более	1	1
198	предположить что	2	1
199	от которого	1	1
200	из всех	2	1
201	что это	12	1
202	хотя и	1	1
203	от нас	1	1
204	а это	1	1
205	и был	1	1
206	он и	3	1
207	он вновь	1	1
208	и из	2	1
209	в ее	2	1
210	только не	1	1
211	того что	6	1
212	этом он	2	1
213	следить за	1	1
214	в другой	4	1
215	говорит о	2	1
216	в качестве	8	1
217	нас в	2	1
218	не хочет	1	1
219	прежде всего	15	1
220	никуда не	1	1
221	и другими	1	1
222	вошел в	1	1
223	ее и	1	1
224	с исторической	1	1
225	другой стороны	7	1
226	нет ничего	2	1
227	себе не	2	1
228	в этих	17	1
229	но на	1	1
230	за это	1	1
231	третий раз	2	1
232	в их	6	1
233	что самые	1	1
234	тому же	1	1
235	есть еще	3	1
236	обращается в	1	1
237	за что	1	1
238	но с	3	1
239	этот персонаж	1	1
240	ко всем	1	1
241	не ясно	1	1
242	что ни	1	1
243	можно признать	1	1
244	в спину	1	1
245	далее он	1	1
246	этого не	6	1
247	этот характер	1	1
248	с такими	2	1
249	как по	1	1
250	в одном	8	1
251	их и	1	1
252	равно как	1	1
253	на расстоянии	1	1
254	тот кто	3	1
255	полно и	1	1
256	на нее	3	1
257	не хотят	1	1
258	еще в	2	1
259	о своей	1	1
260	но не	7	1
261	в ту	2	1
262	в глубине	2	1
263	ссылаются на	1	1
264	за тем	1	1
265	если это	3	1
266	именно в	5	1
267	о смерти	7	1
268	уже на	2	1
269	в третий	2	1
270	сказал ему	1	1
271	такое же	1	1
272	то время	3	1
273	представление о	3	1
274	в таком	1	1
275	в процессе	1	1
276	пор мы	4	1
277	в жизни	2	1
278	уже давно	1	1
279	мы получаем	1	1
280	меня в	1	1
281	как говорит	1	1
282	но ведь	1	1
283	правда в	1	1
284	ясно что	2	1
285	не знал	1	1
286	как о	2	1
287	также в	2	1
288	начинается с	3	1
289	в предисловии	1	1
290	в соответствии	1	1
291	себя как	1	1
292	такие же	1	1
293	не есть	2	1
294	это время	3	1
295	между прочим	3	1
296	каким-то образом	1	1
297	не дают	1	1
298	одном из	1	1
299	как в	7	1
300	роль в	3	1
301	ли не	1	1
302	по своему	1	1
303	как нам	2	1
304	этот вывод	1	1
305	он ее	1	1
306	и я	1	1
307	эту сторону	1	1
308	никто не	3	1
309	что им	1	1
310	да и	3	1
311	по его	3	1
312	ли он	3	1
313	в свете	4	1
314	ему и	1	1
315	о котором	1	1
316	том как	3	1
317	это было	2	1
318	из которого	1	1
319	пока не	5	1
320	в сторону	1	1
