N	3gram	Tiupa_Narr	Dialekti
1	с точки зрения	2	46
2	по крайней мере	1	26
3	в том что	8	25
4	не может быть	5	18
5	не что иное	2	18
6	что иное как	2	18
7	тем не менее	3	16
8	сам по себе	1	16
9	само по себе	1	16
10	то же время	3	15
11	в то же	3	14
12	в таком случае	2	14
13	с другой стороны	4	12
14	о том что	6	12
15	есть не что	1	11
16	в самом деле	1	10
17	иметь в виду	1	9
18	по себе не	1	9
19	содержит в себе	1	9
20	подобно тому как	2	9
21	то или иное	2	9
22	только то что	1	8
23	в этом смысле	1	8
24	можно сказать что	4	7
25	так или иначе	2	7
26	сами по себе	2	7
27	точно так же	2	7
28	в связи с	2	7
29	той или иной	4	7
30	только потому что	1	6
31	более или менее	2	6
32	и прежде всего	1	6
33	и в то	1	6
34	ни на что	1	6
35	с одной стороны	7	6
36	может быть и	1	6
37	на самом деле	1	5
38	и даже не	1	5
39	не отличается от	2	5
40	до сих пор	1	5
41	есть прежде всего	1	5
42	по себе а	1	4
43	с этой точки	1	4
44	так же как	2	4
45	этой точки зрения	2	4
46	может быть только	1	4
47	в данном случае	4	4
48	к тому же	4	4
49	не только о	2	4
50	не может не	2	4
51	то же самое	1	4
52	а не только	1	4
53	но это не	1	4
54	может и не	1	4
55	ничем не отличается	1	4
56	в меру того	1	4
57	и тем более	1	4
58	на что не	1	4
59	можно было бы	2	4
60	пространства и времени	1	4
61	в этом отношении	3	4
62	в той или	2	3
63	тех или иных	1	3
64	и как бы	1	3
65	может быть без	1	3
66	из двух или	1	3
67	он не может	1	3
68	что это за	1	3
69	но все же	4	3
70	бы то ни	3	3
71	того или иного	2	3
72	ту или иную	2	3
73	в данный момент	1	3
74	как и в	1	3
75	может содержать в	1	3
76	не только в	2	3
77	речь идет о	2	3
78	же как и	1	3
79	некоторые из них	1	2
80	том что у	1	2
81	том что в	1	2
82	в силу своей	1	2
83	поскольку речь идет	1	2
84	далеко не всегда	1	2
85	друг от друга	1	2
86	в нем не	1	2
87	друг с другом	1	2
88	не имеет значения	1	2
89	том что именно	1	2
90	не было и	1	2
91	в ней не	1	2
92	оно и не	1	2
93	перед нами не	2	2
94	или хотя бы	1	2
95	в чистом виде	1	2
96	и не быть	1	2
97	в свою очередь	3	2
98	мы не имеем	1	2
99	еще не есть	1	2
100	никогда и не	1	2
101	не с точки	1	2
102	и в особенности	1	2
103	и не в	4	2
104	как это было	1	2
105	в себе самом	1	2
106	не в состоянии	1	2
107	несмотря на свою	1	2
108	тот или иной	1	2
109	дело в том	1	2
110	что оно есть	1	2
111	но о том	1	2
112	в себе не	1	2
113	и то что	1	2
114	и при этом	1	2
115	по направлению к	1	2
116	на первый взгляд	2	2
117	ни с чем	1	2
118	есть так или	1	2
119	не есть само	1	2
120	мы имеем дело	2	2
121	человек и как	1	1
122	это дает нам	1	1
123	он еще не	1	1
124	уже более не	1	1
125	до известной степени	1	1
126	то что он	1	1
127	проявляет себя в	1	1
128	точки зрения не	1	1
129	быть не только	1	1
130	свою силу и	1	1
131	так и от	1	1
132	из этих двух	1	1
133	нет у него	2	1
134	в себе момент	1	1
135	было и не	1	1
136	содержащий в себе	1	1
137	собственно говоря и	1	1
138	в качестве одного	1	1
139	что не только	1	1
140	совершенно очевидно что	1	1
141	то что было	1	1
142	из них в	1	1
143	одна за другой	1	1
144	в первом случае	2	1
145	не о том	1	1
146	независимо от того	1	1
147	если же в	1	1
148	в отличие от	5	1
149	по себе без	1	1
150	то ни было	3	1
151	как мы уже	1	1
152	возможна только в	1	1
153	а именно с	1	1
154	не входит в	1	1
155	перед нами два	1	1
156	в конечном счете	2	1
157	а не с	1	1
158	а с другой	1	1
159	и не дает	1	1
160	а в особенности	1	1
161	от тех кто	1	1
162	не то что	2	1
163	не мог бы	1	1
164	это то что	1	1
165	о себе самом	1	1
166	может показаться что	1	1
167	никогда не бывает	1	1
168	не могло не	1	1
169	а не в	2	1
170	как это часто	1	1
171	как то что	1	1
172	качестве одного из	1	1
173	при всей своей	2	1
174	в том чтобы	1	1
175	это не так	1	1
176	или иное состояние	1	1
177	на ту или	1	1
178	а не как	1	1
179	а иногда и	1	1
180	и быть может	1	1
181	как и для	1	1
182	или ином отношении	1	1
183	том или ином	2	1
184	в свое время	1	1
185	в этой формуле	1	1
186	самом деле не	1	1
187	исторического бытия и	1	1
188	не смог бы	1	1
189	в себя и	2	1
190	все же не	4	1
191	он не есть	1	1
192	имеем дело не	1	1
193	все те же	4	1
194	и как будто	1	1
195	даже если это	1	1
196	как и на	2	1
197	мы увидим впоследствии	1	1
198	и с точки	1	1
199	его жизни и	1	1
200	включает в себя	1	1
201	так и его	1	1
202	во всей его	1	1
203	что каждый из	1	1
204	именно в том	2	1
205	говорить о разных	1	1
206	том что он	1	1
207	в первую очередь	1	1
208	и не то	1	1
209	самой по себе	1	1
210	как мы увидим	1	1
211	но и самого	1	1
212	вовсе и не	1	1
213	она может быть	1	1
214	жизнь личности в	1	1
215	все равно что	1	1
216	легко может быть	1	1
217	обратим внимание на	1	1
218	как того требует	1	1
219	как переход от	1	1
220	то что они	1	1
221	точки зрения и	1	1
222	что в этом	1	1
223	прежде всего в	1	1
224	дело прежде всего	1	1
225	но от этого	1	1
226	при всем своем	1	1
227	что несмотря на	1	1
228	в основе своей	4	1
229	все их основные	1	1
230	не мешает ему	1	1
