N	2gram	Losev_Vlad	Myshleni
1	в том	26	195
2	в этом	30	167
3	то что	30	166
4	и в	56	162
5	том что	22	161
6	таким образом	6	147
7	точки зрения	4	143
8	с помощью	1	131
9	что в	24	119
10	не только	35	116
11	того что	6	109
12	так же	4	100
13	и речи	3	96
14	потому что	16	95
15	того чтобы	4	91
16	может быть	12	89
17	что он	22	86
18	не может	12	81
19	как и	7	79
20	для того	4	78
21	так как	11	78
22	и не	33	78
23	только в	11	75
24	в целом	3	74
25	как мы	17	72
26	речи в	1	70
27	но и	26	70
28	заключается в	1	67
29	в его	18	67
30	сказать что	14	65
31	как бы	5	64
32	вместе с	9	62
33	представляет собой	1	60
34	и что	11	60
35	было бы	7	60
36	в качестве	7	60
37	то же	10	58
38	в отношении	5	55
39	в силу	1	53
40	что мы	2	53
41	в самом	3	52
42	в сущности	2	51
43	мы должны	3	50
44	к тому	5	49
45	что они	4	48
46	тем что	2	48
47	мы можем	1	48
48	тогда когда	1	47
49	мы не	2	47
50	если бы	2	46
51	по отношению	1	45
52	но не	5	45
53	с другой	3	45
54	с тем	4	43
55	тем самым	2	43
56	тому что	1	42
57	как это	11	42
58	о том	13	40
59	по своей	4	40
60	одной стороны	1	40
61	никогда не	15	39
62	с одной	1	39
63	так и	11	39
64	мы видели	1	38
65	в области	3	38
66	и к	10	37
67	вопрос о	1	37
68	не в	12	37
69	в этой	4	37
70	с самого	1	36
71	в своем	10	36
72	все эти	6	36
73	как в	6	36
74	а не	5	36
75	и его	12	36
76	того же	11	35
77	в себе	5	35
78	в которой	8	35
79	он не	13	35
80	для себя	6	35
81	связи с	7	34
82	и как	7	34
83	прежде всего	5	33
84	для ребенка	1	33
85	при этом	5	33
86	по себе	3	33
87	именно в	4	32
88	и на	7	32
89	той же	6	32
90	по своему	5	32
91	же самое	1	32
92	что и	6	32
93	и тем	2	32
94	но в	19	32
95	все же	11	31
96	и то	13	31
97	мысли и	5	30
98	на то	7	30
99	этом отношении	2	30
100	этого слова	1	29
101	как известно	2	29
102	от того	2	29
103	с этим	3	28
104	что с	3	28
105	самом деле	1	28
106	только что	2	27
107	с этой	4	27
108	в результате	6	27
109	другой стороны	3	27
110	этом случае	1	27
111	в то	15	27
112	и с	27	27
113	в своей	7	27
114	связь между	1	27
115	что все	2	27
116	перед нами	1	27
117	в их	2	26
118	что это	2	26
119	для него	16	26
120	в частности	4	26
121	в чем	4	25
122	что она	2	25
123	еще не	2	25
124	уже в	9	25
125	все это	7	25
126	можно сказать	10	25
127	только не	2	25
128	мы уже	8	25
129	это не	3	25
130	мы знаем	5	24
131	тот же	7	24
132	целый ряд	1	24
133	на этот	9	24
134	того как	2	24
135	в какой	1	24
136	так что	13	24
137	в нем	7	24
138	как уже	2	24
139	в высшей	2	24
140	друг друга	3	23
141	речи с	2	23
142	бы в	1	23
143	ни в	4	23
144	как он	4	23
145	во всяком	8	22
146	уже сказано	1	22
147	не могут	2	22
148	то время	6	22
149	смысле этого	1	22
150	столь же	1	22
151	отношения между	1	22
152	высшей степени	1	22
153	между ними	2	21
154	к этому	11	21
155	с таким	1	21
156	на основании	3	21
157	представление о	2	21
158	в нашем	5	21
159	его в	3	21
160	и все	8	21
161	не имеет	2	21
162	в истории	4	21
163	ее в	1	21
164	и более	1	21
165	отношение к	7	21
166	в пользу	1	20
167	не менее	9	20
168	в котором	10	20
169	из них	3	20
170	время как	3	20
171	из этих	5	20
172	на вопрос	2	20
173	в такой	1	20
174	и других	2	20
175	а в	20	20
176	говорит что	4	20
177	едва ли	3	20
178	как раз	7	20
179	к выводу	1	20
180	на этом	3	20
181	должно быть	1	20
182	по существу	4	20
183	но мы	3	19
184	в связи	9	19
185	во всех	4	19
186	а с	5	19
187	и по	10	19
188	один из	4	19
189	но если	1	19
190	независимо от	1	19
191	в данном	1	19
192	для других	1	19
193	в той	2	19
194	мы и	4	19
195	об отношении	1	19
196	как на	2	19
197	с ним	10	19
198	в себя	1	19
199	из которых	1	19
200	во всем	4	18
201	во всей	1	18
202	но это	6	18
203	приходит к	1	18
204	этом смысле	4	18
205	всяком случае	8	18
206	чем в	2	18
207	в этих	5	17
208	в своих	7	17
209	к другим	1	17
210	их в	3	17
211	казалось бы	1	17
212	в одном	2	17
213	я не	8	17
214	не есть	4	17
215	и той	1	17
216	в свою	3	17
217	до конца	8	17
218	и для	4	17
219	все что	2	17
220	и того	1	17
221	у него	28	17
222	ту же	1	17
223	и от	6	17
224	и есть	2	17
225	то и	3	17
226	мы находим	2	17
227	и только	1	17
228	и другие	2	16
229	одной и	1	16
230	раньше чем	1	16
231	в которых	1	16
232	мы имеем	2	16
233	вовсе не	8	16
234	к одному	1	16
235	выводу что	1	16
236	которые не	1	16
237	и даже	23	16
238	между двумя	1	16
239	по поводу	15	16
240	то в	6	16
241	видели что	1	16
242	для нас	9	16
243	которые в	2	16
244	таким же	1	16
245	в них	5	15
246	вопрос об	1	15
247	и это	4	15
248	со всеми	1	15
249	что если	3	15
250	на все	3	15
251	тем более	4	15
252	хотя бы	5	15
253	в начале	7	15
254	те же	2	15
255	между этими	1	15
256	но как	6	15
257	которое мы	1	15
258	детском возрасте	1	15
259	том же	4	15
260	ничего не	4	15
261	который мы	1	15
262	когда он	6	15
