N	4gram	Vinokur_Ku	FransuaR
1	в то же время	4	55
2	до сих пор еще	1	15
3	большей или меньшей степени	2	14
4	в большей или меньшей	2	14
5	дело в том что	1	13
6	и в то же	1	12
7	мы имеем в виду	1	5
8	одной и той же	1	4
9	одного и того же	2	3
10	не что иное как	2	3
11	о том что в	1	3
12	есть не что иное	1	3
13	а с другой стороны	2	2
14	том или ином виде	1	2
15	все более и более	1	2
16	заключается в том что	2	2
17	бы то ни было	1	2
18	в тех или иных	1	2
19	и в том что	1	2
20	в узком смысле слова	1	2
21	все дело в том	1	2
22	только для того чтобы	2	2
23	и с точки зрения	1	2
24	нас в том что	1	2
25	какой бы то ни	1	2
26	в том или ином	1	2
27	и еще один пример	1	1
28	но также и в	1	1
29	это уже не просто	1	1
30	в том и в	1	1
31	но рано или поздно	1	1
32	что с точки зрения	1	1
33	не укладывается в прокрустово	1	1
34	сводится к тому чтобы	1	1
35	сводится в сущности к	1	1
36	потому что он есть	1	1
37	в тех случаях когда	2	1
38	о том что он	1	1
39	можно было бы привести	2	1
40	нужно для того чтобы	1	1
41	и у других писателей	1	1
42	в своей книге о	1	1
43	и в самом деле	4	1
44	как об особом речевом	1	1
45	свидетельствует о том что	1	1
46	и в другом случае	1	1
47	в свое время еще	1	1
48	на начало новой эпохи	1	1
49	одно и то же	1	1
50	о чем свидетельствует это	1	1
51	в одном и том	1	1
52	одном и том же	1	1
53	и вместе с тем	1	1
54	в одном ряду с	1	1
55	том и в другом	1	1
56	и если бы он	1	1
57	в них несмотря на	1	1
58	находит свое выражение в	1	1
59	в настоящее время совершенно	1	1
60	состоит в том что	4	1
61	в силу того что	2	1
62	можно говорить как об	1	1
63	есть и еще один	1	1
64	и в том и	1	1
65	в том случае если	3	1
66	в том что она	1	1
67	и пр и пр	2	1
68	в огромном большинстве случаев	1	1
69	я имею в виду	2	1
70	и то же слово	1	1
71	примеров можно было бы	1	1
72	по существу она не	1	1
73	укладывается в прокрустово ложе	1	1
74	находится в противоречии с	2	1
75	в данном очерке в	1	1
76	по отношению к которому	1	1
77	и на самом деле	1	1
78	хотя бы и не	1	1
79	по отношению же к	1	1
80	в самом деле в	1	1
81	и с другой стороны	1	1
82	в том что он	3	1
83	однако не в этом	1	1
84	форме и вовсе не	1	1
85	в нашем смысле но	1	1
86	из того факта что	1	1
87	языка но и для	1	1
88	с помощью которого они	1	1
89	в каждом из этих	1	1
90	и то обстоятельство что	2	1
91	не в том что	1	1
92	говорить как об особом	1	1
93	свидетельствуют о том что	1	1
94	в том что оно	2	1
