N	3gram	Losev_Prob	OGranits
1	с точки зрения	3	5
2	не может быть	5	4
3	до тех пор	4	4
4	одно и то	1	3
5	есть прежде всего	3	3
6	в том что	7	2
7	не чем иным	2	2
8	ничего общего с	9	2
9	не что иное	5	2
10	того или иного	6	2
11	в зависимости от	1	2
12	представим себе что	2	2
13	в данном случае	10	2
14	и то же	1	2
15	есть не что	5	2
16	чем иным как	2	2
17	в самом деле	4	2
18	что иное как	5	2
19	с одной стороны	4	2
20	с другой стороны	7	2
21	путем отвлечения однородных	1	2
22	с самого начала	2	2
23	языка как системы	1	2
24	случае и в	1	1
25	и один из	1	1
26	мы все же	1	1
27	возможно только в	1	1
28	само собой разумеется	1	1
29	не было бы	1	1
30	не вошедшие в	1	1
31	на самом деле	6	1
32	слов и в	1	1
33	идти только о	1	1
34	в течение всей	1	1
35	и тот же	1	1
36	и как бы	2	1
37	между собою и	1	1
38	может и должно	1	1
39	в общем виде	1	1
40	иметь в виду	4	1
41	так и для	2	1
42	но в то	1	1
43	ни одно слово	1	1
44	и сводится к	1	1
45	может идти только	1	1
46	между тем как	1	1
47	подобно тому как	2	1
48	в значительной мере	2	1
49	с момента своего	1	1
50	если бы мы	1	1
51	в истории мышления	1	1
52	так же как	2	1
53	мы утверждаем что	1	1
54	тех или иных	2	1
55	на то что	12	1
56	для того чтобы	9	1
57	мы уже видели	1	1
58	только потому что	3	1
59	том что в	2	1
60	может быть это	1	1
61	постановка вопроса о	1	1
62	до такой степени	1	1
63	в каждом отдельном	1	1
64	можно говорить о	2	1
65	во всей своей	1	1
66	вовсе не на	1	1
67	но тем не	1	1
68	сознании не только	1	1
69	в чем же	1	1
70	все указанные нами	1	1
71	речь может идти	1	1
72	не только на	1	1
73	очень трудно разграничить	1	1
74	хотя бы в	1	1
75	то или иное	2	1
76	в последнее время	1	1
77	в собственном смысле	1	1
78	что в этом	1	1
79	в нем только	2	1
80	один и тот	1	1
81	выходит за пределы	1	1
82	ли кто-нибудь станет	2	1
83	говорить и о	1	1
84	одно слово не	1	1
85	как и в	1	1
86	в связи с	7	1
87	то же самое	9	1
88	то что в	4	1
89	но далеко не	1	1
90	а вовсе не	1	1
91	к тому что	1	1
92	та или иная	1	1
93	что ведь и	1	1
94	будет существовать если	1	1
95	тем не менее	25	1
96	все равно не	1	1
97	только то что	6	1
98	и в его	2	1
99	вступает в свои	1	1
100	связаны между собою	1	1
101	что же такое	5	1
102	и к тому	1	1
103	только в связи	1	1
104	в этом отношении	2	1
105	в своей статье	1	1
106	в свои права	1	1
107	более или менее	7	1
108	в то же	4	1
109	само по себе	1	1
110	едва ли кто-нибудь	3	1
111	и следовательно в	2	1
112	можно было бы	4	1
113	те или иные	1	1
114	никоим образом не	1	1
115	в сознании и	2	1
116	конечно мы не	1	1
117	и не может	1	1
118	потому что они	1	1
119	нам кажется что	1	1
120	тот же самый	1	1
121	а также и	2	1
122	является не чем	1	1
123	может быть и	5	1
