N	3gram	Tiupa_Teor	FransuaR
1	то же время	8	55
2	в то же	8	55
3	в том что	10	27
4	в том числе	3	27
5	в большинстве случаев	1	22
6	с точки зрения	3	20
7	но в то	2	20
8	для того чтобы	5	17
9	том числе и	2	17
10	о том что	1	17
11	в связи с	3	16
12	то есть в	1	15
13	и прежде всего	1	14
14	не может быть	5	13
15	дело в том	1	13
16	с одной стороны	3	13
17	и в то	2	12
18	с другой стороны	6	12
19	все то что	1	11
20	в отличие от	7	11
21	можно сказать что	3	11
22	в той или	1	10
23	таким образом и	1	10
24	той или иной	3	10
25	как и в	2	10
26	в данном случае	5	10
27	в значительной степени	2	10
28	по отношению к	10	9
29	до известной степени	2	9
30	в свое время	1	9
31	более или менее	6	8
32	и др в	1	8
33	в самом деле	2	7
34	в то время	1	7
35	включает в себя	2	7
36	века и в	1	7
37	в настоящее время	1	7
38	подобно тому как	3	7
39	в следующей главе	1	7
40	к тому же	1	6
41	имеем в виду	3	6
42	в xix веке	1	6
43	в свою очередь	3	6
44	в новое время	1	6
45	одной стороны и	1	5
46	то же самое	1	5
47	и в этой	1	5
48	в последней главе	1	5
49	в одной из	1	5
50	и в частности	1	5
51	мы имеем в	3	5
52	между вещами и	1	5
53	в первом случае	1	5
54	только то что	1	5
55	шире и глубже	1	5
56	как бы в	1	5
57	как раз в	1	5
58	это и есть	1	5
59	в этой системе	2	5
60	в основе своей	2	5
61	том что в	1	4
62	начало и конец	1	4
63	по ту сторону	1	4
64	связи с этим	1	4
65	так же как	1	4
66	в самом начале	2	4
67	может быть и	2	4
68	о мире и	1	4
69	но прежде всего	1	4
70	в тарасе бульбе	2	4
71	но он не	2	4
72	это уже не	1	4
73	и в самом	2	4
74	и как бы	1	3
75	друг от друга	1	3
76	в нашем примере	1	3
77	можно говорить о	1	3
78	не только не	2	3
79	и того же	4	3
80	не входит в	1	3
81	в области литературы	1	3
82	со всех сторон	1	3
83	то есть для	1	3
84	он не только	1	3
85	это своего рода	2	3
86	в себе и	1	3
87	в целом ряде	1	3
88	как один из	1	3
89	но дело в	1	3
90	содержит в себе	1	3
91	нового времени в	1	3
92	является одним из	1	3
93	в этом смысле	3	3
94	особое отношение к	1	3
95	одного и того	4	3
96	именно потому что	1	3
97	те и другие	1	3
98	тех или иных	3	3
99	а с другой	2	3
100	есть не что	1	3
101	бы то ни	2	3
102	в особенности в	1	3
103	заключается в том	1	3
104	так и не	5	3
105	не что иное	1	3
106	и те и	1	3
107	что иное как	1	3
108	в узком и	1	3
109	в одном и	1	2
110	никак не может	1	2
111	в том или	1	2
112	в себя и	1	2
113	при этом что	2	2
114	в коем случае	2	2
115	во внешнем мире	2	2
116	в его лице	1	2
117	в более или	1	2
118	таким образом что	1	2
119	что в основе	2	2
120	то ни было	2	2
121	из того что	1	2
122	имея в виду	1	2
123	и тем же	1	2
124	в литературе в	1	2
125	в последующих частях	1	2
126	в основе его	1	2
127	именно в этом	1	2
128	у нее нет	1	2
129	по своей природе	3	2
130	так и его	2	2
131	одним из древнейших	1	2
132	не могут быть	2	2
133	в полной мере	1	2
134	том или ином	1	2
135	в конечном счете	6	2
136	а также в	1	2
137	ни в коем	2	2
138	здесь как бы	1	2
139	и по отношению	1	2
140	именно эта сторона	1	2
141	в известном смысле	2	2
142	он и сам	1	2
143	и в художественном	1	2
144	языка но и	1	2
145	же время они	1	2
146	что одна из	1	2
147	существенно связаны с	1	2
148	какой бы то	1	2
149	на котором он	1	2
150	одним и тем	1	2
151	в этом случае	1	2
152	том что он	2	2
153	и в сущности	1	2
154	в таких случаях	1	2
155	на две части	1	2
156	однако и в	1	1
157	есть в конечном	1	1
158	целый ряд произведений	1	1
159	в соответствии с	2	1
160	которая характерна для	1	1
161	человека с его	1	1
162	говорит в частности	1	1
163	самой жизни на	1	1
164	лично для себя	1	1
165	к которому впервые	1	1
166	родного дома и	1	1
167	не совпадает с	1	1
168	он же и	1	1
169	умения отрешиться от	1	1
170	бы ни был	1	1
171	отношений между людьми	1	1
172	начала и конца	1	1
173	он оказывается в	1	1
174	об этом так	1	1
175	жизни а также	1	1
176	в глаза в	1	1
177	то что может	1	1
178	и свободы но	1	1
179	лишь в самом	2	1
180	существенное значение в	1	1
181	прежде всего к	1	1
