N	4gram	Losev_Prob	Vladivir
1	дело в том что	4	11
2	в то же время	1	9
3	в том что в	1	5
4	в то время как	4	5
5	не что иное как	3	4
6	то это значит что	1	4
7	не говоря уже о	2	4
8	и вместе с тем	2	4
9	также и то что	2	4
10	и в этом смысле	1	4
11	еще и потому что	2	4
12	во что бы то	1	3
13	а с другой стороны	3	3
14	указать хотя бы на	2	3
15	так или иначе но	1	3
16	о том что он	1	3
17	что бы то ни	1	3
18	как мы видели выше	1	3
19	достаточно указать хотя бы	2	3
20	в том что он	2	3
21	и в том числе	1	3
22	бы то ни стало	1	3
23	мы должны сказать что	1	2
24	говоря уже о том	1	2
25	уже о том что	1	2
26	как мы увидим ниже	1	2
27	или по крайней мере	1	2
28	отдавать себе отчет в	1	2
29	и ни в чем	1	2
30	в связи с этим	1	2
31	свидетельствует о том что	1	2
32	бы то ни было	2	2
33	не имеет ничего общего	2	2
34	не подлежит никакому сомнению	1	2
35	имеет ничего общего с	1	2
36	и тем не менее	1	2
37	но в то же	2	2
38	с этой точки зрения	2	1
39	но даже и просто	1	1
40	здесь мы имеем дело	1	1
41	состоит в том что	1	1
42	что перед нами здесь	2	1
43	этому поводу необходимо сказать	1	1
44	уже содержит в себе	1	1
45	том смысле как мы	1	1
46	уже с самого начала	1	1
47	которое к тому же	1	1
48	может быть никакой речи	1	1
49	и о том что	2	1
50	в том смысле как	1	1
51	но тем не менее	1	1
52	можно сказать что здесь	1	1
53	то можно сказать что	1	1
54	том что даже и	1	1
55	указывает на то что	1	1
56	уже по одному тому	1	1
57	видит в том что	1	1
58	ни за что не	1	1
59	в то же самое	1	1
60	в том что и	1	1
61	ни в каком смысле	1	1
62	в своей работе года	1	1
63	нам представляется что здесь	1	1
64	означает не что иное	1	1
65	по этому поводу необходимо	1	1
66	в самой общей форме	1	1
67	смысле а именно в	1	1
68	в каком смысле не	1	1
69	же в конце концов	1	1
70	заключается не в том	1	1
71	и в частности для	1	1
72	в такой же мере	1	1
73	а вместе с тем	1	1
74	но так или иначе	1	1
75	приходит к выводу что	1	1
76	по крайней мере в	3	1
77	то же самое время	1	1
78	не чем иным как	3	1
79	в результате чего вся	1	1
80	не к кому другому	1	1
81	поводу необходимо сказать что	1	1
82	ничего общего ни с	2	1
83	но даже и с	1	1
84	с такой точки зрения	1	1
85	будем приводить других примеров	1	1
86	мы имеем дело с	1	1
87	с начала до конца	2	1
88	и в связи с	1	1
89	не худо было бы	1	1
90	то более то менее	1	1
91	что у него есть	1	1
92	с другой стороны не	1	1
93	и то и другое	1	1
94	ни в чем не	2	1
95	не будем приводить других	1	1
96	стоит на точке зрения	1	1
97	одному тому что в	1	1
98	в чем не заинтересованного	1	1
99	заключается в том чтобы	1	1
100	по одному тому что	1	1
101	не может быть никакой	1	1
102	и в конце концов	1	1
103	для нас в настоящее	2	1
104	крайней мере в двух	1	1
105	в последнее время в	1	1
106	нас в настоящее время	2	1
107	к тому же и	1	1
108	которых вы не знаете	1	1
109	есть только некоторого рода	1	1
110	в буквальном смысле слова	1	1
111	же необходимо сказать что	1	1
112	насколько можно судить по	1	1
113	мы не будем здесь	1	1
