N	2gram	Medvedev_V	KulturaY
1	и в	2	84
2	в том	2	74
3	потому что	1	68
4	в этом	1	57
5	и не	1	52
6	том что	2	44
7	в самом	1	41
8	хотя бы	1	37
9	самом деле	1	37
10	так как	1	36
11	то же	1	23
12	только в	1	23
13	все это	1	18
14	именно в	1	15
15	ни к	1	15
16	я не	1	14
17	крайней мере	1	13
18	в которых	1	13
19	по крайней	1	13
20	по существу	1	13
21	и его	1	13
22	ясно что	1	12
23	а только	1	12
24	речи и	1	11
25	и то	1	11
26	что язык	1	11
27	в их	1	11
28	к этому	1	10
29	тем более	1	10
30	что слово	1	9
31	но это	1	9
32	да и	1	8
33	в частности	1	8
34	далеко не	1	8
35	история языка	1	7
36	столь же	1	7
37	сводится к	1	7
38	по поводу	1	6
39	гораздо более	1	6
40	главным образом	1	6
41	говоря о	1	6
42	в другом	1	5
43	не даром	1	5
44	время в	1	5
45	как же	1	5
46	в конце	2	5
47	бы уже	1	5
48	не будем	1	5
49	так в	1	5
50	и только	1	5
51	хочу сказать	1	4
52	совершенно ясно	1	4
53	собственно и	1	4
54	все дело	1	3
55	по своим	1	3
56	другое дело	1	3
57	все время	1	3
58	под влиянием	1	3
59	даже не	1	3
60	сводится в	1	3
61	их как	1	3
62	один пример	1	3
63	более чем	1	3
64	с большой	1	3
65	том же	1	3
66	в устах	1	3
67	конце концов	2	3
68	стилистики в	1	3
69	и составляет	1	2
70	не стоило	1	2
71	стоило бы	1	2
72	для них	1	2
73	стоит на	1	2
74	не хочу	1	2
75	дело именно	1	2
76	дело в	1	2
77	имеется в	1	2
78	другом месте	1	2
79	же с	1	2
80	в теории	1	2
81	языка если	1	2
82	прозы на	1	1
83	значительной степени	1	1
84	себе лишь	1	1
85	бы потому	1	1
86	оно с	1	1
87	но разве	1	1
88	и самым	1	1
89	к чему	1	1
90	связанным с	1	1
91	и стоит	1	1
92	же все	1	1
93	одно и	1	1
94	с головой	1	1
95	а отсюда	1	1
96	поэтического творчества	1	1
97	с о	1	1
98	одном и	1	1
99	от общего	1	1
100	на заре	1	1
101	все то	1	1
102	поэтических школ	1	1
103	с несколько	1	1
104	то я	1	1
105	в значительной	1	1
106	статей в	1	1
107	и своеобразно	1	1
108	деле как	1	1
109	к созданию	1	1
110	связаны и	1	1
111	и том	1	1
112	и изменяется	1	1
113	впрочем не	1	1
114	то немногое	1	1
115	разве это	1	1
116	то чего	1	1
117	что имеется	1	1
118	без знания	1	1
119	не играет	1	1
120	слово по	1	1
121	не хотел	1	1
122	ведь это	1	1
123	в книге	3	1
124	этом и	1	1
125	чем к	1	1
