N	2gram	Vygotskiy_	Komedia
1	и в	38	77
2	и не	16	47
3	в том	59	44
4	том что	44	42
5	о том	6	33
6	едва ли	6	32
7	но и	9	32
8	может быть	25	30
9	из них	5	29
10	таким образом	36	29
11	в то	5	28
12	и его	5	28
13	в этом	35	27
14	потому что	14	27
15	что он	13	26
16	к тому	8	26
17	тому же	6	25
18	не только	16	25
19	вместе с	18	25
20	так как	19	24
21	как и	20	23
22	ни в	12	23
23	что в	31	23
24	в самом	8	22
25	что и	14	22
26	если бы	12	22
27	то же	18	21
28	ясно что	4	21
29	в конце	1	21
30	так и	11	21
31	а в	7	21
32	в его	22	20
33	к этому	5	19
34	во время	3	19
35	со стороны	1	19
36	в этой	7	18
37	тем что	12	17
38	в нем	4	17
39	и здесь	5	17
40	еще не	6	17
41	при этом	13	16
42	все же	11	16
43	не менее	8	16
44	у него	3	16
45	сих пор	3	16
46	он не	6	16
47	и сам	4	16
48	до сих	3	16
49	тот же	10	16
50	не в	10	15
51	в своем	9	15
52	точки зрения	27	15
53	его в	8	15
54	в которой	4	15
55	на себя	2	15
56	между тем	10	15
57	один из	8	15
58	и на	9	15
59	было бы	15	15
60	прежде всего	6	15
61	и с	5	14
62	столь же	7	14
63	к нему	1	14
64	iii в	1	14
65	в свою	4	14
66	все это	8	14
67	об этом	2	14
68	только что	5	13
69	самом деле	4	13
70	в них	3	13
71	в одном	4	13
72	что она	7	13
73	того же	12	13
74	как раз	1	13
75	мы можем	13	13
76	так что	3	13
77	то что	27	13
78	того чтобы	15	13
79	но в	4	13
80	в котором	3	12
81	для того	14	12
82	так же	26	12
83	с другой	11	12
84	несмотря на	1	12
85	хотя и	2	12
86	в качестве	25	12
87	как это	16	12
88	из которых	6	12
89	как в	14	12
90	уже в	10	12
91	в истории	9	12
92	не по	2	12
93	в начале	5	12
94	не может	11	12
95	но не	7	12
96	и даже	4	11
97	с тем	18	11
98	по отношению	4	11
99	наряду с	3	11
100	с ним	4	11
101	то время	5	11
102	речь идет	4	11
103	как мы	14	11
104	на этот	5	11
105	и для	4	11
106	в их	12	11
107	в частности	4	11
108	к ней	2	11
109	одного из	3	11
110	с этим	6	10
111	он был	1	10
112	свою очередь	3	10
113	на него	2	10
114	с одной	8	10
115	в чем	2	10
116	как бы	17	10
117	и что	15	10
118	в отношении	14	10
119	и все	5	10
120	более чем	1	10
121	на основании	11	10
122	одной из	1	10
123	с его	3	10
124	мы не	14	10
125	на его	5	10
126	тем более	2	10
127	еще в	2	10
128	отношение к	1	10
129	же в	3	10
130	в целом	22	10
131	все что	4	9
132	но все	4	9
133	в своей	9	9
134	больше чем	2	9
135	одной стороны	8	9
136	говорить о	1	9
137	тому что	3	9
138	время как	5	9
139	только в	16	9
140	друг друга	7	9
141	в тех	2	9
142	даже не	1	9
143	и по	5	9
144	независимо от	5	9
145	из его	1	9
146	однако в	2	9
147	того как	5	9
148	а также	6	9
