N	3gram	Propp_Isto	EvropaiC
1	в том что	8	16
2	до сих пор	7	15
3	по отношению к	2	11
4	друг с другом	2	9
5	с точки зрения	1	8
6	на то что	4	7
7	мы знаем что	8	7
8	на самом деле	1	7
9	друг от друга	1	6
10	сих пор не	1	5
11	по сравнению с	2	5
12	так или иначе	1	5
13	к тому же	4	5
14	не может быть	4	4
15	о том что	3	4
16	тем не менее	6	4
17	совершенно так же	4	4
18	с другой стороны	10	4
19	в этом случае	8	4
20	может быть и	1	4
21	вместе с тем	1	3
22	заключается в том	1	3
23	не в состоянии	1	3
24	отличаются друг от	1	3
25	все же не	1	3
26	так же как	7	3
27	в данном случае	6	3
28	и то что	4	3
29	в связи с	5	3
30	время от времени	1	2
31	в свою очередь	1	2
32	но вместе с	1	2
33	во всяком случае	2	2
34	и может быть	1	2
35	во всех этих	1	2
36	каждый из этих	1	2
37	несмотря на то	1	2
38	как и в	2	2
39	таким же образом	1	2
40	в то время	2	2
41	и все что	1	2
42	ничего общего с	1	2
43	указывают на то	1	2
44	но все же	5	2
45	только то что	1	2
46	с одной стороны	2	2
47	о том чтобы	1	2
48	он все же	3	2
49	и в том	1	2
50	мы видели что	6	1
51	он при этом	1	1
52	не только по	1	1
53	однако мы знаем	1	1
54	таким образом мы	2	1
55	и у нас	1	1
56	друг друга и	1	1
57	за то что	1	1
58	все эти черты	1	1
59	каждый имеет свою	1	1
60	по этому поводу	1	1
61	мы уже знаем	3	1
62	и так или	1	1
63	на своем пути	1	1
64	вопрос поставленный в	1	1
65	в более позднее	1	1
66	мы видим что	6	1
67	на задний план	1	1
68	к тому времени	1	1
69	может рассматриваться как	1	1
70	не есть нечто	1	1
71	и в другом	1	1
72	была у него	1	1
73	они основаны на	1	1
74	мы должны выяснить	1	1
75	не есть ли	1	1
76	этой точки зрения	1	1
77	совершенно ясно что	1	1
78	потому что как	1	1
79	у данного народа	1	1
80	с этой точки	1	1
81	еще не вполне	2	1
82	это может быть	1	1
83	точно так же	8	1
84	в общих чертах	1	1
85	в том числе	1	1
86	совершенно таким же	1	1
87	на вопрос поставленный	1	1
88	и той же	2	1
89	все же он	1	1
90	что в данном	2	1
91	тогда как при	1	1
92	тем более что	1	1
93	независимо от того	2	1
94	вместе с ней	1	1
95	состоит в том	2	1
96	не находят себе	1	1
97	оградить себя от	1	1
98	хотя и не	1	1
99	примеры показывают что	1	1
100	и если бы	1	1
101	мы видели выше	2	1
102	однако это не	1	1
103	именно в этой	1	1
104	которые не находят	1	1
105	иметь в виду	1	1
106	смысле этого слова	3	1
107	на земле в	1	1
108	что представление об	1	1
109	как мы видели	7	1
110	в зависимости от	1	1
111	в приложении к	1	1
112	следить за тем	1	1
113	одной и той	2	1
114	можно было бы	2	1
115	все эти вопросы	1	1
116	так и к	1	1
117	надо сказать что	1	1
118	выше мы видели	5	1
119	часто можно встретить	1	1
120	направление в котором	1	1
121	с самого начала	1	1
122	образом мы видим	1	1
123	к которой он	1	1
124	этом случае мы	1	1
125	не только не	2	1
126	если бы при	1	1
127	уже знаем что	1	1
128	тех случаях когда	2	1
129	иначе обстоит дело	1	1
130	же самое что	1	1
131	на все эти	1	1
132	и при помощи	1	1
133	то обстоятельство что	1	1
134	то же самое	1	1
135	во всем мире	3	1
136	по этому вопросу	1	1
137	а так как	1	1
138	с тех пор	1	1
139	к тому что	1	1
140	таким образом этот	1	1
141	не только с	1	1
142	и для европейца	1	1
143	мы уже говорили	1	1
144	из того что	1	1
145	таким образом и	2	1
146	за тем чтобы	1	1
147	то время как	2	1
148	в тех случаях	2	1
149	в другом случае	3	1
150	и не может	1	1
151	случаев в которых	1	1
152	более позднее время	1	1
