N	3gram	Tiupa_Hudo	TeoriaLi
1	в том что	15	10
2	по отношению к	15	10
3	не сводится к	1	9
4	в то же	11	8
5	то же время	11	8
6	в отличие от	1	7
7	присутствия в мире	1	6
8	того или иного	4	6
9	в конечном счете	4	6
10	с другой стороны	1	6
11	более или менее	1	6
12	состоит в том	3	6
13	не может быть	5	5
14	так и не	3	5
15	для того чтобы	2	5
16	так или иначе	3	5
17	в данном случае	3	5
18	роли в миропорядке	2	5
19	факторов художественного впечатления	1	4
20	в свою очередь	1	3
21	той или иной	1	3
22	а всего лишь	2	3
23	с точки зрения	5	3
24	в этом смысле	1	3
25	в том числе	1	3
26	тем не менее	6	3
27	можно сказать что	1	3
28	подобно тому как	4	3
29	по своей природе	2	3
30	в равной степени	1	3
31	несет в себе	4	3
32	по сути дела	2	3
33	в связи с	3	3
34	с одной стороны	4	3
35	тот или иной	1	3
36	до известной степени	1	2
37	в русской литературе	3	2
38	причастной вненаходимости бахтин	1	2
39	при этом что	1	2
40	этой точки зрения	1	2
41	и в самом	4	2
42	с этой точки	1	2
43	как и в	5	2
44	в самом деле	5	2
45	не могло быть	1	2
46	в самом начале	1	2
47	в таком случае	1	2
48	но в то	3	2
49	том числе и	1	2
50	до прихода в	1	2
51	и в то	2	2
52	в соответствии с	1	2
53	а с другой	1	2
54	том что он	1	2
55	не только не	3	2
56	мы имеем дело	1	2
57	художественного мышления и	1	2
58	к тому что	8	2
59	тогда как в	1	2
60	это своего рода	2	2
61	бы то ни	1	2
62	в известном смысле	1	2
63	ту или иную	2	2
64	приводит к тому	2	2
65	в значительной степени	3	2
66	как уже говорилось	1	2
67	с кротким мягким	1	1
68	что он не	3	1
69	во времени или	1	1
70	связана с мотивом	1	1
71	на вопрос что	1	1
72	облекается в молчание	1	1
73	см в следующей	1	1
74	никогда не бывает	1	1
75	и личностного самоопределения	1	1
76	в пределах текста	1	1
77	и в жизни	1	1
78	в том и	1	1
79	том случае если	2	1
80	в миропорядке то	1	1
81	раз в том	1	1
82	героев дамы с	1	1
83	и потому что	1	1
84	жалостливая барышня с	1	1
85	человека и его	1	1
86	в последней главе	1	1
87	не для себя	1	1
88	культуры художественного восприятия	2	1
