N	2gram	Vygotskiy_	Problemy
1	и в	38	106
2	и не	16	90
3	как бы	17	70
4	может быть	25	66
5	в его	22	56
6	в этом	35	52
7	в нем	4	51
8	не может	11	49
9	как и	20	44
10	что он	13	44
11	точки зрения	27	40
12	но и	9	40
13	для него	6	39
14	и его	5	39
15	а не	7	38
16	то же	18	36
17	не только	16	36
18	в пределах	1	35
19	то что	27	33
20	но в	4	33
21	прежде всего	6	32
22	он не	6	29
23	в то	5	29
24	все это	8	29
25	и все	5	28
26	в одном	4	27
27	не в	10	27
28	к другому	2	27
29	в самом	8	25
30	и с	5	25
31	к нему	1	25
32	с точки	11	25
33	в сущности	3	25
34	не как	3	24
35	вовсе не	5	24
36	самом деле	4	24
37	и на	9	23
38	слова и	8	23
39	по себе	11	22
40	в каждом	2	22
41	таким образом	36	22
42	там где	4	21
43	как мы	14	21
44	все же	11	20
45	никогда не	11	20
46	только в	16	20
47	потому что	14	20
48	что же	1	19
49	что в	31	19
50	с его	3	19
51	отношению к	3	19
52	слова в	8	19
53	уже не	3	18
54	по отношению	4	18
55	в себе	9	18
56	еще не	6	18
57	о нем	2	18
58	но не	7	18
59	все эти	9	18
60	и к	9	17
61	с ним	4	17
62	а в	7	17
63	в том	59	17
64	это не	5	17
65	так и	11	17
66	так же	26	16
67	если бы	12	16
68	в своей	9	16
69	этом смысле	7	16
70	в другом	3	16
71	у него	3	15
72	до конца	2	15
73	и для	4	15
74	и сам	4	14
75	в своем	9	14
76	как раз	1	14
77	в конце	1	14
78	а как	2	14
79	в отношении	14	14
80	так как	19	14
81	я не	1	14
82	с другим	1	14
83	но все	4	13
84	на него	2	13
85	точка зрения	1	13
86	с другими	3	13
87	его в	8	13
88	в мире	2	13
89	и это	7	13
90	перед нами	15	13
91	в большинстве	1	13
92	в целом	22	13
93	при этом	13	12
94	даже в	5	12
95	и как	11	12
96	и даже	4	12
97	и слово	3	12
98	к тому	8	12
99	во всяком	10	12
100	в котором	3	12
101	что и	14	12
102	не знает	1	12
103	так сказать	1	12
104	себе и	2	12
105	так что	3	12
106	и что	15	12
107	за пределы	1	12
108	было бы	15	12
109	между тем	10	12
110	как в	14	12
111	том что	44	12
112	но это	7	12
113	слово в	4	12
114	в плане	2	12
115	тем что	12	11
116	их в	6	11
117	входит в	7	11
118	с другой	11	11
119	ни одного	1	11
120	должно быть	3	11
121	это слово	1	11
122	слово и	1	11
123	бы в	5	11
124	мы уже	8	11
125	в форме	2	11
126	не могут	5	11
127	дело идет	1	11
128	бы и	2	11
129	сливается с	1	11
130	так чтобы	2	11
131	слово с	2	11
132	этого слова	13	11
133	она не	1	11
134	или как	2	11
135	конце концов	1	11
136	самого начала	6	10
137	слово не	1	10
138	говорит он	8	10
139	что не	1	10
140	сих пор	3	10
141	в него	4	10
142	до сих	3	10
143	для себя	2	10
144	в слове	3	10
145	приводит к	5	10
146	той же	8	10
147	в самой	1	10
148	к одному	10	10
149	слова с	2	10
150	далеко не	2	10
151	лишь как	1	10
152	отношение к	1	10
153	в той	2	9
154	зрения на	2	9
155	другой стороны	5	9
156	в них	3	9
157	хотя бы	2	9
158	друг с	10	9
159	что у	3	9
160	хотя и	2	9
161	но он	1	9
162	с самого	6	9
163	точек зрения	1	9
164	могут быть	9	9
165	всяком случае	10	9
166	ни в	12	9
167	да и	1	9
168	или в	4	9
169	раз и	1	9
170	и потому	2	9
171	же и	2	8
172	в результате	6	8
173	и до	1	8
174	о том	6	8
175	мы увидим	4	8
176	все время	6	8
177	из них	5	8
178	и он	1	8
179	несмотря на	1	8
180	ни было	2	8
181	но как	4	8
182	одним из	6	8
183	здесь не	2	8
184	и у	7	8
185	и от	5	8
186	мы должны	15	8
187	был бы	2	8
188	что это	8	8
189	не на	2	8
190	с ними	3	8
191	из его	1	8
192	самого автора	1	8
193	он есть	1	8
194	уже в	10	8
195	того что	17	8
196	это и	1	8
197	же не	3	8
198	с их	3	8
199	менее всего	2	8
200	с другом	10	8
201	от него	1	7
202	уже говорили	6	7
203	тем как	4	7
204	в виду	4	7
205	в жизни	3	7
206	к самому	1	7
207	отличается от	5	7
208	вопрос о	2	7
209	в себя	3	7
210	только на	2	7
211	сказать что	10	7
212	что все	2	7
213	что она	7	7
214	от себя	1	7
215	что они	23	7
216	все его	2	7
217	не о	1	7
218	как его	1	7
219	лишь на	2	7
220	между ними	6	7
221	в этих	4	7
222	и следовательно	1	7
223	во всех	3	7
224	то ни	1	7
225	и др	1	7
226	с которым	2	7
227	его к	6	7
228	и ее	1	7
