N	3gram	Ircho_Kome	Psycholo
1	в том что	15	78
2	для того чтобы	8	70
3	на то что	1	55
4	в самом деле	13	51
5	и т п	4	37
6	о том что	7	34
7	то же самое	3	31
8	с точки зрения	6	29
9	с одной стороны	4	28
10	так же точно	1	24
11	не может быть	1	23
12	до сих пор	12	23
13	и т д	1	22
14	и в самом	7	22
15	к тому что	1	20
16	с другой стороны	2	20
17	в том чтобы	1	20
18	мы увидим что	1	19
19	с самого начала	5	16
20	в зависимости от	1	15
21	так же как	1	14
22	во всяком случае	3	14
23	в то время	3	14
24	в этом отношении	2	14
25	можно было бы	1	13
26	и в этом	1	13
27	то время как	3	13
28	этой точки зрения	1	12
29	в конце концов	3	12
30	то что он	1	11
31	в конечном счете	2	11
32	по сравнению с	3	11
33	подобно тому как	1	11
34	с этой точки	1	10
35	вместе с тем	5	10
36	только в том	1	10
37	том что она	2	10
38	том что он	1	10
39	никак не может	1	9
40	потому что в	2	9
41	таким образом что	1	9
42	в отличие от	3	9
43	потому что он	1	9
44	точно так же	1	9
45	что он не	3	9
46	не в состоянии	1	9
47	друг с другом	3	8
48	речь идет о	3	8
49	по этому поводу	1	8
50	состоит в том	2	7
51	на этот вопрос	1	7
52	на то чтобы	1	7
53	в свою очередь	10	7
54	в какой мере	2	7
55	можно сказать что	1	7
56	что и в	2	7
57	потому что она	1	6
58	сама по себе	1	6
59	до тех пор	5	6
60	мы не можем	1	6
61	тех пор пока	1	6
62	и тот же	3	6
63	тем не менее	3	6
64	более или менее	2	6
65	что у него	1	6
66	именно потому что	2	6
67	по себе не	1	6
68	и в том	1	6
69	не только в	1	6
70	по его мнению	2	6
71	о том как	5	5
72	в собственном смысле	1	5
73	один и тот	3	5
74	не было бы	1	5
75	и в частности	1	5
76	зависимости от того	1	5
77	в том виде	1	5
78	как бы в	1	5
79	должен был бы	1	5
80	в лучшем случае	1	5
81	как раз в	1	5
82	вместо того чтобы	1	5
83	как будто бы	1	4
84	в согласии с	1	4
85	в настоящее время	1	4
86	и того же	1	4
87	к тому же	9	4
88	таким образом и	2	4
89	собственном смысле слова	1	4
90	за то что	1	4
91	таким образом в	1	4
92	и для нас	1	4
93	вопрос о том	1	4
94	он не может	1	4
95	здесь мы видим	1	4
96	одного и того	1	4
97	в этой области	1	4
98	том что в	1	4
99	и никогда не	1	4
100	и не может	1	4
101	же самое что	1	4
102	в основе своей	2	4
103	друг от друга	1	3
104	что речь идет	1	3
105	рассказывает о том	1	3
106	в отношении к	1	3
107	и для этого	1	3
108	но если бы	1	3
109	и мы можем	1	3
110	того чтобы показать	1	3
111	по отношению к	4	3
112	действующих лиц и	1	3
113	он не только	1	3
114	это не так	1	3
115	к этому что	1	3
116	о чем идет	2	3
117	тому что он	1	3
118	своим собственным законам	1	3
