N	2gram	Bakhtin_Fr	Poddanst
1	не только	24	17
2	и в	105	14
3	и не	34	12
4	в области	10	11
5	в этом	22	10
6	в отношении	7	10
7	в том	17	9
8	то же	6	9
9	в качестве	1	9
10	но в	16	9
11	хотя бы	2	8
12	в пределах	3	8
13	только в	16	7
14	же время	5	7
15	в то	5	7
16	в ней	7	6
17	xix века	6	6
18	было бы	4	6
19	но и	20	6
20	в смысле	2	6
21	и пр	5	5
22	может быть	11	5
23	отношении к	1	5
24	с другой	3	5
25	не в	4	5
26	и о	4	5
27	в которых	1	5
28	и к	7	4
29	что в	4	4
30	в котором	1	4
31	по себе	1	4
32	и если	1	4
33	и потому	14	4
34	но также	1	4
35	мы должны	2	4
36	европейской культуры	3	4
37	не может	9	4
38	а в	4	4
39	то что	7	4
40	как бы	33	4
41	если бы	1	4
42	в своем	11	4
43	же в	4	4
44	том что	9	4
45	большей степени	1	4
46	наряду с	2	3
47	в себе	7	3
48	что мы	2	3
49	с одной	2	3
50	мы не	1	3
51	это не	4	3
52	одной стороны	2	3
53	для того	2	3
54	между тем	5	3
55	с точки	6	3
56	хотя и	4	3
57	с тем	1	3
58	потому что	6	3
59	прежде всего	26	3
60	сводится к	1	3
61	тем самым	1	3
62	сами по	1	3
63	но не	7	3
64	могут быть	4	3
65	и как	2	3
66	с ними	2	3
67	в нем	16	3
68	и без	4	3
69	тот же	4	3
70	точки зрения	10	3
71	с этим	1	2
72	во всех	13	2
73	именно как	1	2
74	и это	3	2
75	и других	6	2
76	было в	1	2
77	которую мы	1	2
78	xix век	1	2
79	народа его	1	2
80	и вот	5	2
81	время в	3	2
82	в значительной	9	2
83	том числе	10	2
84	не будем	1	2
85	теперь в	1	2
86	еще более	6	2
87	по-видимому не	1	2
88	по сравнению	2	2
89	эта идея	1	2
90	так называемые	2	2
91	и весьма	1	2
92	на этих	1	2
93	в ее	5	2
94	того что	3	2
95	как раз	3	2
96	в частности	6	2
97	в его	24	2
98	xix веке	2	2
99	не о	2	2
100	а не	1	2
101	для нас	5	2
102	все это	16	2
103	в которую	1	2
104	говорить о	1	2
105	в тот	1	2
106	для них	2	2
107	как мир	1	2
108	в виде	1	2
109	в них	13	2
110	творчества и	1	2
111	и мучеников	1	2
112	не было	3	2
113	к чему	1	2
114	и с	8	2
115	в начале	4	2
116	как на	4	2
117	в общем	4	2
118	которое в	2	2
119	главным образом	6	2
120	духа и	3	2
121	именно в	6	2
122	значительной мере	3	2
123	в жизни	7	2
124	отношения к	5	2
125	во всей	4	2
126	имеет не	1	2
127	в силу	1	2
128	одна из	5	2
129	между прочим	2	2
130	в мире	1	2
131	например в	3	2
132	не менее	2	2
133	в ряду	3	2
134	где бы	1	2
135	не столько	1	2
136	думать что	2	2
137	со стороны	1	2
138	да и	5	2
139	точек зрения	1	2
140	исключительно в	1	2
141	в эту	6	2
142	культуры в	4	2
143	из них	7	2
144	есть не	1	2
145	есть в	6	2
146	образом на	2	2
147	что из	1	2
148	не к	2	2
149	бы ни	2	2
150	мира с	1	2
151	в xix	2	2
152	введении в	1	1
153	дать еще	1	1
154	что было	1	1
155	этих двух	2	1
156	и мир	1	1
157	каким оно	1	1
158	нет ничего	3	1
159	как к	3	1
160	во всяком	2	1
161	тем в	1	1
162	ни к	2	1
163	опиралась на	1	1
164	был и	4	1
165	не есть	1	1
166	наша задача	1	1
167	собственном смысле	3	1
168	и теперь	1	1
169	государство и	1	1
170	эту эпоху	5	1
171	но как	3	1
172	история и	1	1
173	мы можем	2	1
174	перед тем	1	1
175	и эти	2	1
176	на этой	5	1
177	мы видим	2	1
178	эта не	1	1
179	раньше в	1	1
180	только к	1	1
181	с его	9	1
182	к формам	1	1
183	и многие	2	1
184	и более	4	1
185	можно говорить	3	1
186	те же	1	1
187	жива и	1	1
188	вместе с	1	1
189	и здесь	4	1
190	средневековья с	1	1
191	план в	1	1
192	пр в	1	1
193	этого творчества	1	1
194	и на	25	1
195	отличие от	5	1
196	традиции в	1	1
197	в самом	7	1
198	мир в	3	1
199	и очень	2	1
200	в народе	1	1
201	они не	1	1
202	является и	1	1
203	как начало	2	1
204	них в	1	1
205	это в	5	1
206	мысль и	1	1
207	они являются	4	1
208	получили в	1	1
209	бы она	1	1
210	с двух	1	1
211	ее представители	1	1
212	в наши	2	1
213	интеллигенции и	1	1
214	xv веку	1	1
215	в основном	4	1
216	культуры ее	2	1
217	народной стихии	1	1
218	отчасти и	2	1
219	прямо на	1	1
220	нем в	2	1
221	она не	2	1
222	уже в	5	1
223	как условие	1	1
224	должна быть	1	1
225	исключительно на	1	1
226	применении к	3	1
227	степени чем	2	1
228	в творчестве	2	1
229	связана с	8	1
230	только как	1	1
231	того чтобы	3	1
232	мы знаем	1	1
233	власть и	1	1
234	в применении	3	1
235	на основе	1	1
