N	4gram	Vinokur_Ku	DiskursI
1	в то же время	4	8
2	состоит в том что	4	7
3	дело в том что	1	5
4	одного и того же	2	4
5	не говоря уже о	1	3
6	одно и то же	1	3
7	той мере в какой	6	2
8	в той мере в	6	2
9	в том случае если	3	2
10	а в том что	2	2
11	в тех случаях когда	2	2
12	одной и той же	1	2
13	и в то же	1	2
14	бы то ни было	1	2
15	в одно и то	1	2
16	обратить внимание на то	2	1
17	в тех или иных	1	1
18	не что иное как	2	1
19	в том и в	1	1
20	целое в свою очередь	1	1
21	и в том и	1	1
22	не следует думать что	1	1
23	в целом и в	1	1
24	том и в другом	1	1
25	большей или меньшей степени	2	1
26	в том что и	1	1
27	не только потому что	3	1
28	можно говорить и о	1	1
29	в большей или меньшей	2	1
30	в том что не	1	1
31	во всяком случае ясно	1	1
32	в первую очередь с	1	1
33	только в том случае	2	1
34	позицию по отношению к	1	1
35	следует обратить внимание на	1	1
36	только в том что	1	1
37	по крайней мере в	1	1
38	не только в том	1	1
39	одном и том же	1	1
40	и в другом случае	1	1
41	сошлюсь хотя бы на	2	1
42	заключается в том что	2	1
43	сами по себе они	1	1
44	по мере того как	3	1
45	в том что он	3	1
46	свидетельствует о том что	1	1
47	лишь в том случае	1	1
48	дело не в том	1	1
49	из уст в уста	1	1
50	состояло в том что	1	1
51	все дело в том	1	1
52	не в том что	1	1
53	в том или ином	1	1
54	есть не что иное	1	1
