N	3gram	Propp_Isto	Vvedenie
1	и т д	36	39
2	для того чтобы	3	22
3	в том что	4	15
4	о том что	5	13
5	не может быть	6	10
6	тем не менее	6	9
7	в широком смысле	1	7
8	до сих пор	7	7
9	до н э	1	6
10	в самом деле	1	6
11	в то же	1	6
12	в этом случае	13	6
13	то же время	1	6
14	в том чтобы	2	5
15	на этот вопрос	2	5
16	не что иное	1	5
17	что иное как	1	5
18	с другой стороны	10	5
19	во всяком случае	1	5
20	вопрос о том	1	5
21	и в том	1	4
22	по отношению к	2	4
23	с точки зрения	1	4
24	по сравнению с	1	4
25	и в особенности	2	4
26	само по себе	1	4
27	не только в	2	4
28	в данном случае	2	4
29	в отличие от	1	4
30	т е в	6	4
31	но все же	6	4
32	с одной стороны	7	4
33	одной стороны и	1	3
34	и тем не	2	3
35	вместе с тем	7	3
36	можно сказать что	1	3
37	как мы видели	2	3
38	в зависимости от	1	3
39	и то что	3	3
40	есть не что	1	3
41	с тем что	1	3
42	то же самое	1	3
43	что может быть	1	3
44	в этих случаях	7	2
45	в свою очередь	1	2
46	как будто бы	1	2
47	не в том	2	2
48	и потому что	1	2
49	мы уже знаем	1	2
50	но вместе с	4	2
51	на задний план	3	2
52	только после того	1	2
53	на том что	3	2
54	этой точки зрения	2	2
55	с этой точки	2	2
56	может быть в	1	2
57	только в том	1	2
58	и то же	2	2
59	состоит в том	1	2
60	сам по себе	1	2
61	но дело не	1	2
62	т д в	1	2
63	т д все	2	2
64	если таким образом	1	2
65	смысле этого слова	1	2
66	это еще не	2	2
67	потому что он	5	2
68	одно и то	2	2
69	точно так же	3	2
70	в соответствии с	1	2
71	что в нем	1	2
72	что в этом	1	2
73	подобно тому как	2	2
74	не могут быть	1	2
75	представить себе что	1	2
76	в связи с	6	2
77	влечет за собой	1	2
78	что даже и	1	2
79	широком смысле этого	1	2
80	после того как	4	2
81	вовсе не в	1	2
82	а также и	1	2
83	может быть и	1	2
84	вместе с другими	1	1
85	что в ней	1	1
86	в руки и	1	1
87	внимание на то	1	1
88	таким образом мы	3	1
89	с этим и	1	1
90	и вот почему	1	1
91	это может быть	1	1
92	с этим в	1	1
93	никак не может	1	1
94	в том как	1	1
95	но и в	2	1
96	как он есть	1	1
97	от того что	1	1
98	т е на	2	1
99	как мы знаем	1	1
100	в том смысле	2	1
101	что в одном	1	1
102	т д такая	1	1
103	которой у нас	1	1
104	это только одна	1	1
105	на самом деле	1	1
106	то или иное	1	1
107	мы можем только	1	1
108	одним из них	1	1
109	в одно целое	1	1
110	легко представить себе	1	1
111	тесно связано с	1	1
112	здесь как и	2	1
113	не в формах	1	1
114	наряду с этим	3	1
115	и не потому	2	1
116	имеет свою предысторию	1	1
117	только одна сторона	1	1
118	дело не в	1	1
119	что не только	1	1
120	у меня в	1	1
121	в своей работе	1	1
122	это заставляет нас	1	1
123	как один из	1	1
124	ответить на этот	1	1
125	в том числе	3	1
126	т д мы	3	1
127	т д и	1	1
128	деле представляет собой	1	1
129	одна из наиболее	1	1
130	этот вопрос мы	1	1
131	здесь не может	1	1
132	в частности в	1	1
133	но это только	1	1
134	смысле в каком	1	1
135	в таком случае	1	1
136	в одном случае	1	1
137	входит в ее	2	1
138	можем утверждать что	1	1
139	может быть только	1	1
140	в них не	1	1
141	очевидно что если	1	1
142	хотя бы на	1	1
143	и в более	1	1
144	потому что в	1	1
145	не потому что	2	1
146	в особенности в	2	1
147	он представляет собой	1	1
148	но уже в	2	1
149	всем что в	1	1
150	может быть не	1	1
151	с этой стороны	1	1
152	как мы видим	1	1
153	также и с	1	1
154	так же как	10	1
155	том смысле в	1	1
156	только потому что	1	1
157	мы имеем в	2	1
158	но не к	1	1
159	но есть один	1	1
160	д все эти	1	1
161	об этом говорится	1	1
162	по себе не	1	1
163	не сам по	1	1
164	что наряду с	1	1
165	уже и сейчас	1	1
166	с самого начала	1	1
167	эта связь в	1	1
168	может быть названа	1	1
169	быть человек в	1	1
170	с полной ясностью	1	1
171	не только служит	1	1
172	но это уже	1	1
173	то обстоятельство что	1	1
174	же как он	2	1
175	то что у	1	1
176	вопрос о связи	1	1
177	еще и потому	1	1
178	это сказывается и	1	1
179	только то что	1	1
180	в таких случаях	2	1
181	из того что	1	1
182	сказывается и в	2	1
183	а не только	1	1
184	том смысле что	1	1
185	только тогда когда	2	1
186	из которых каждый	1	1
187	этой стороне дела	1	1
188	того что сказано	1	1
189	так как в	3	1
190	в чистом виде	1	1
191	но не исключительно	1	1
192	только с помощью	1	1
193	самом деле представляет	1	1
194	и из него	1	1
195	в его исторических	1	1
