N	3gram	Vygotskiy_	Formalny
1	с точки зрения	5	40
2	не может быть	4	29
3	на самом деле	8	21
4	то же время	1	20
5	в то же	1	20
6	и т д	6	19
7	и т п	5	18
8	во всяком случае	1	16
9	по отношению к	2	12
10	в истории литературы	1	12
11	в самом деле	8	11
12	в этом отношении	3	11
13	бы то ни	1	10
14	в зависимости от	7	10
15	с другой стороны	8	9
16	для того чтобы	41	8
17	до сих пор	9	8
18	вместе с тем	4	8
19	с одной стороны	15	8
20	в применении к	1	7
21	более или менее	1	7
22	того или иного	1	7
23	сами по себе	2	7
24	то ни было	1	7
25	в высшей степени	1	7
26	в свою очередь	1	7
27	и в этом	2	7
28	в том что	30	6
29	и в то	1	6
30	с тем что	3	6
31	сам по себе	4	6
32	в данном случае	3	6
33	не только не	4	6
34	в художественном произведении	2	6
35	смысле этого слова	1	6
36	может быть и	2	6
37	одной стороны и	1	5
38	к тому чтобы	1	5
39	в этом смысле	3	5
40	в отличие от	3	5
41	к тому что	8	5
42	может войти в	1	5
43	в поэтическом языке	1	5
44	до известной степени	1	5
45	мы не можем	2	5
46	и не в	1	4
47	не в том	1	4
48	в конце концов	6	4
49	не могут быть	1	4
50	а не в	1	4
51	в лучшем случае	3	4
52	подобно тому как	1	4
53	с самого начала	5	4
54	сама по себе	3	4
55	сводится к тому	3	4
56	так сказать в	1	3
57	на этом фоне	1	3
58	и тот же	2	3
59	с помощью языка	1	3
60	в нем как	1	3
61	то или иное	1	3
62	друг с другом	6	3
63	фабула и сюжет	1	3
64	вместо того чтобы	1	3
65	уже знаем что	1	3
66	то же самое	8	3
67	только то что	1	3
68	на первый план	2	3
69	и в этой	4	3
70	равно как и	2	3
71	с тем и	1	3
72	в том смысле	1	3
73	в том чтобы	6	3
74	а не как	1	3
75	потому что он	3	3
76	один и тот	1	3
77	мы увидим что	7	3
78	в литературном произведении	1	3
79	и в частности	2	3
80	именно в том	3	3
81	у нас не	1	3
82	нам кажется что	2	3
83	с его помощью	1	2
84	все то что	6	2
85	не могло бы	1	2
86	о том как	1	2
87	ложного предположения что	1	2
88	том что искусство	1	2
89	ни о какой	1	2
90	это приводит к	1	2
91	в собственном смысле	2	2
92	должно было бы	2	2
93	и ни на	1	2
94	с этой точки	3	2
95	в жизни и	1	2
96	вовсе не в	2	2
97	должны быть поняты	1	2
98	друг от друга	2	2
99	совершенно очевидно что	2	2
100	в том случае	1	2
101	именно потому что	3	2
102	иметь в виду	3	2
103	между тем как	1	2
104	и прежде всего	1	2
105	в том или	1	2
106	что они находятся	1	2
107	в последнее время	1	2
108	как если бы	1	2
109	что это не	2	2
110	но в этом	1	2
111	в своем целом	1	2
112	из того что	3	2
113	и в том	2	2
114	на то чтобы	1	2
115	может быть только	1	2
116	мы видели что	1	2
117	и все же	1	2
118	именно в этом	2	2
119	и тем же	3	2
120	ни одного из	1	2
121	в какой мере	1	2
122	это не так	3	2
123	в это время	1	2
124	не может и	2	2
125	этой точки зрения	3	2
126	том или ином	1	2
127	в целом ряде	2	2
128	между ними и	1	2
129	какой бы то	1	2
130	как один из	1	2
131	от того что	1	2
132	ничего общего с	1	2
133	исходили из ложного	2	2
134	если бы оно	1	2
135	из ложного предположения	1	2
136	на этот вопрос	5	2
137	мы приходим к	1	2
138	не может стать	1	2
139	в одной из	1	2
140	да и не	1	2
141	художественного произведения и	1	2
142	они находятся в	1	2
143	если же мы	1	2
144	одним и тем	3	2
145	дело в том	2	2
146	так как они	1	2
147	зависимости от того	4	2
148	не только в	5	2
149	так же как	3	2
150	они никогда не	1	2
151	мы имеем в	1	2
152	ни в каких	1	2
153	в этом случае	2	2
154	что в нем	3	2
155	ради него самого	1	2
156	формы и содержания	1	2
157	лежит в основе	1	2
158	что и в	1	2
159	ни в чем	1	2
160	он был бы	1	2
161	при таком понимании	2	2
162	что он не	3	1
163	оставив в стороне	1	1
164	заложены в самых	1	1
165	никак не могут	1	1
166	был бы быть	1	1
167	только затем чтобы	2	1
168	он полагает что	1	1
169	усиление одного за	1	1
170	как она есть	2	1
171	это то что	1	1
172	и как бы	4	1
173	которого он является	1	1
174	и если в	1	1
175	бы при этом	1	1
176	о котором мы	3	1
177	понятно что при	1	1
178	но вместе с	1	1
179	это значило бы	1	1
180	вслед за этим	1	1
181	когда думает что	1	1
182	то что он	5	1
183	совершенно прав когда	3	1
184	на задний план	1	1
185	сводится к следующему	1	1
186	героя и его	1	1
187	чтобы понять что	1	1
188	обстоит дело и	2	1
189	он указывает что	2	1
190	по сравнению с	4	1
191	не в этом	1	1
192	в своей теории	1	1
193	самом деле в	1	1
194	что ни одна	1	1
195	указывает что в	1	1
196	самое и в	1	1
197	пишет для того	1	1
198	совершенно непонятно для	1	1
199	целый ряд общих	1	1
200	фабулы и сюжета	1	1
201	в самых основах	1	1
202	все те черты	1	1
203	влечет за собой	1	1
204	еще не было	1	1
205	и на этом	1	1
206	произведения искусства как	1	1
207	нельзя было бы	1	1
208	ни к каким	1	1
209	можно выразить так	1	1
210	противоречия между ними	1	1
211	в своем развитии	1	1
212	во внешнем мире	1	1
213	в учении о	3	1
214	и во всех	1	1
215	мы еще не	1	1
216	вот что говорит	1	1
217	они не могут	1	1
218	вполне совпадает с	1	1
219	то чем является	1	1
220	дело и в	1	1
221	и вне искусства	2	1
222	не оказывает никакого	1	1
223	и романа и	1	1
224	в составе художественного	1	1
225	поэтического произведения с	1	1
226	и то же	4	1
227	в частности в	1	1
228	а кроме того	1	1
229	одного и того	2	1
230	что он был	1	1
231	так что она	1	1
232	в искусстве и	3	1
233	элементов художественного произведения	1	1
234	рядом с этим	2	1
235	эта теория является	1	1
236	о самом процессе	1	1
237	трудно не заметить	1	1
238	можем подвести итоги	1	1
239	к этой цели	1	1
240	мы знаем что	3	1
241	оно есть не	1	1
242	слов и в	1	1
243	то о чем	2	1
244	за счет другого	1	1
245	значение и смысл	1	1
246	мы уже указывали	1	1
247	том и заключается	3	1
248	если допустить что	1	1
249	вовсе не обязательно	1	1
250	мы впадаем в	1	1
251	здесь имеет место	1	1
252	и что язык	1	1
253	она дана в	1	1
254	если бы в	1	1
255	в этой области	1	1
256	что в самом	1	1
257	для нас это	1	1
258	в нем нет	3	1
259	что в этом	6	1
260	прямой зависимости от	1	1
261	то что жизнь	1	1
262	к действительности но	1	1
263	и только из	1	1
264	мы все время	3	1
265	в чем не	1	1
266	но эта внешняя	1	1
267	мы совершенно не	2	1
268	но если бы	1	1
269	и никогда не	1	1
270	по себе не	2	1
271	таким образом в	2	1
272	до тех пор	2	1
273	а с другой	5	1
274	не могло быть	1	1
275	они как бы	1	1
276	что в основе	1	1
277	каждый данный момент	1	1
