N	2gram	Bakhtin_Pr	EvropaiC
1	таким образом	22	34
2	в том	17	31
3	и в	59	24
4	том что	15	20
5	все эти	12	19
6	то что	21	18
7	не может	31	18
8	может быть	38	17
9	до сих	3	15
10	все же	9	15
11	сих пор	3	15
12	точки зрения	36	14
13	в этом	40	13
14	все это	12	13
15	самом деле	9	12
16	с этим	2	12
17	между тем	5	12
18	в своем	12	12
19	по отношению	17	11
20	но и	22	11
21	отношению к	17	11
22	все что	6	10
23	не только	26	10
24	так и	13	10
25	как и	21	10
26	во всех	8	10
27	как бы	40	10
28	что в	14	9
29	при этом	5	9
30	в результате	6	9
31	не в	10	9
32	и все	4	9
33	и не	66	9
34	с другом	4	9
35	потому что	20	9
36	и что	2	9
37	друг с	4	9
38	того же	1	9
39	в самом	19	8
40	с точки	21	8
41	более или	1	8
42	ясно что	1	8
43	или менее	1	8
44	к тому	1	8
45	мы говорили	1	8
46	для того	3	8
47	если бы	12	8
48	того чтобы	5	8
49	так же	10	8
50	а и	2	8
51	из этих	2	8
52	так как	11	7
53	того что	4	7
54	что и	10	7
55	на самом	5	7
56	что он	16	7
57	не менее	3	7
58	о котором	1	7
59	из этого	1	7
60	о том	5	7
61	вместе с	2	7
62	из элементов	1	7
63	по своей	1	7
64	в этой	5	7
65	в сознании	4	7
66	по существу	5	7
67	для этого	4	7
68	мы можем	3	6
69	и на	15	6
70	несмотря на	7	6
71	с ним	13	6
72	только в	15	6
73	от друга	2	6
74	в мире	10	6
75	отличается от	3	6
76	друг от	2	6
77	еще не	11	6
78	все они	4	6
79	и если	1	6
80	должна быть	4	6
81	так что	3	6
82	и при	1	6
83	к чужой	1	6
84	тогда как	1	6
85	что касается	1	6
86	как на	4	6
87	в каждый	1	6
88	с другой	3	6
89	в то	15	6
90	в европе	1	6
91	у них	1	6
92	и для	5	6
93	и к	5	5
94	как к	3	5
95	а потому	4	5
96	ничем не	2	5
97	между собою	1	5
98	должно быть	4	5
99	тех кто	1	5
100	в состоянии	1	5
101	в его	44	5
102	из всех	1	5
103	что это	1	5
104	многие из	1	5
105	другой стороны	3	5
106	у него	9	5
107	его в	6	5
108	в которой	6	5
109	но все	8	5
110	и с	10	5
111	именно в	8	5
112	случае если	1	5
113	по сравнению	2	5
114	сравнению с	2	5
115	быть и	1	5
116	не будет	1	5
117	и их	7	5
118	далеко не	3	5
119	лишь в	4	5
120	так называемого	1	5
121	в себе	9	5
122	и от	3	5
123	что все	5	5
124	как будто	4	5
125	к этому	6	5
126	в пользу	1	5
127	в целом	8	5
128	из них	8	5
129	но в	7	5
130	не так	3	4
131	и то	1	4
132	социальной жизни	2	4
133	то они	2	4
134	ее и	2	4
135	та же	1	4
136	на вопрос	2	4
137	из того	1	4
138	этом случае	1	4
139	хотя и	1	4
140	тем не	1	4
141	совершенно не	2	4
142	из которых	3	4
143	в их	5	4
144	в виде	1	4
145	связи с	1	4
146	одним из	11	4
147	уже существующих	1	4
148	в конце	9	4
149	в таком	2	4
150	не есть	2	4
151	не могут	6	4
152	и у	6	4
153	а с	4	4
154	что мы	2	4
155	мы уже	4	4
156	ни один	5	4
157	хотя бы	5	4
158	то ни	3	4
159	в дальнейшем	2	4
160	мы должны	6	4
161	для меня	2	4
162	что эта	1	4
163	признать что	1	4
164	и т.д	2	4
165	отношение к	4	4
166	что для	4	4
167	что как	1	4
168	ибо в	2	4
169	в области	3	4
170	он не	11	4
171	конце концов	7	4
172	если мы	1	4
173	всех этих	3	4
174	мы сказали	2	4
175	то же	15	4
176	совершенно так	2	4
177	никогда не	19	4
178	во всем	1	3
179	бы то	3	3
180	на почве	5	3
181	от него	3	3
182	что оно	2	3
183	возможно лишь	1	3
184	данном случае	3	3
185	только что	3	3
186	и по	4	3
187	которые не	1	3
188	в начале	3	3
189	с одной	1	3
190	тогда когда	2	3
191	еще больше	1	3
192	даже в	7	3
193	ни было	4	3
194	в нашем	3	3
195	как у	4	3
196	для нас	3	3
197	прежде всего	17	3
198	у нас	2	3
199	одно из	2	3
200	же не	1	3
201	целом ряде	3	3
202	в этих	5	3
203	чем в	3	3
204	ко всем	2	3
205	что по	1	3
206	в нем	38	3
207	заключается в	3	3
208	слагается из	1	3
209	в жизни	7	3
210	же как	5	3
211	на земле	1	3
212	в истории	3	3
213	вследствие этого	2	3
214	и это	5	3
215	в сторону	1	3
216	ничего общего	1	3
217	тем более	2	3
218	жизнь и	3	3
219	и того	1	3
220	и потому	9	3
221	в данном	3	3
222	и других	8	3
223	отличие от	3	3
224	вопрос о	4	3
225	но даже	1	3
226	в ней	8	3
227	двух или	2	3
