N	3gram	Bakhtin_Fr	Analitik
1	в том что	2	25
2	не может быть	2	19
3	по отношению к	2	18
4	в то же	13	16
5	о том что	3	15
6	в данном случае	3	14
7	в отличие от	3	14
8	то же время	13	14
9	той или иной	2	14
10	в конечном счете	1	11
11	с другой стороны	5	9
12	в свою очередь	2	9
13	в том чтобы	1	9
14	подобно тому как	2	9
15	с одной стороны	4	9
16	с точки зрения	4	8
17	как и в	2	8
18	не только в	3	8
19	в этом отношении	4	8
20	в свое время	1	7
21	во всяком случае	2	7
22	что иное как	1	7
23	одного и того	1	6
24	в полной мере	1	6
25	и того же	1	6
26	не что иное	1	6
27	в той или	2	5
28	есть не что	1	5
29	но и в	4	5
30	но и не	1	5
31	в этом случае	1	5
32	до известной степени	1	4
33	для того чтобы	5	4
34	тех или иных	2	4
35	и не может	1	4
36	и в этом	1	4
37	большей или меньшей	3	4
38	дело здесь не	1	4
39	в значительной степени	2	4
40	в основе своей	1	4
41	и тот же	3	3
42	и то что	1	3
43	хотя бы и	1	3
44	в том числе	4	3
45	именно в этом	1	3
46	бы то ни	1	3
47	в первом случае	1	3
48	между тем как	1	3
49	то ни было	1	3
50	в связи с	5	3
51	как раз и	1	3
52	дело не с	1	3
53	и в самом	1	3
54	можно сказать что	2	3
55	и той же	2	3
56	включает в себя	1	3
57	дело в том	2	3
58	одной и той	2	3
59	при встрече с	1	3
60	в применении к	1	2
61	в коем случае	1	2
62	в данном контексте	1	2
63	но ведь и	1	2
64	более или менее	1	2
65	можно было бы	2	2
66	во втором случае	1	2
67	до сих пор	6	2
68	смысле этого слова	2	2
69	ни в коем	1	2
70	и прежде всего	3	2
71	хотя он и	1	2
72	же время они	1	2
73	который в свою	1	2
74	и в сущности	1	2
75	в этой части	1	2
76	заключается в том	1	2
77	один и тот	3	2
78	какой бы то	1	2
79	в таких случаях	1	2
80	со всех сторон	1	2
81	в одной из	1	2
82	но в то	7	2
83	в отрыве от	1	2
84	в этой системе	2	2
85	войне и мире	1	2
86	прежде всего в	1	2
87	нет и не	1	2
88	в начале этого	1	2
89	не могла не	1	1
90	а не так	1	1
91	первый и второй	1	1
92	он не видит	1	1
93	от них не	1	1
94	как будто бы	1	1
95	в целом как	1	1
96	и в данном	1	1
97	не подлежит никакому	2	1
98	до нас в	1	1
99	в художественном произведении	1	1
100	о том как	1	1
101	в той же	5	1
102	мы видим что	2	1
103	конечном счете всегда	1	1
104	в одном слове	1	1
105	во всех этих	1	1
106	вследствие чего она	1	1
107	имеется в виду	1	1
108	и тут же	1	1
109	самом деле в	1	1
110	как и его	1	1
111	однако и здесь	1	1
112	или иной форме	1	1
113	в том же	3	1
114	не видит что	1	1
115	и во всех	1	1
116	под этим углом	1	1
117	но дело здесь	1	1
118	они не могут	1	1
119	и здесь остается	1	1
120	что в отличие	1	1
121	не так как	1	1
122	свидетельствует о том	1	1
123	вместе с ними	1	1
124	что в них	1	1
125	в его лице	1	1
126	с одной из	1	1
127	что один из	1	1
128	этим углом зрения	1	1
129	в том случае	1	1
130	из них в	1	1
131	еще и до	1	1
132	и свободы но	1	1
133	те же самые	2	1
134	можно судить по	1	1
135	этот сокровенный смысл	1	1
136	в конце концов	3	1
137	не только для	1	1
138	ему и не	1	1
139	само по себе	1	1
140	и вместе с	1	1
141	в частности и	1	1
142	как будто он	1	1
143	встречаемся с ним	1	1
144	по ту сторону	1	1
145	таким образом в	1	1
146	есть на самом	1	1
