N	2gram	Propp_Isto	Stilisti
1	и в	43	42
2	как бы	5	30
3	не только	28	28
4	прежде всего	3	22
5	хотя бы	3	18
6	то же	11	16
7	но и	24	16
8	и не	16	14
9	может быть	22	13
10	не может	8	13
11	как и	9	12
12	что мы	5	11
13	мы уже	9	11
14	точки зрения	3	11
15	в этом	25	10
16	в себе	2	10
17	и как	6	10
18	мы должны	9	10
19	как мы	11	10
20	отнюдь не	1	10
21	мы не	3	9
22	при этом	4	9
23	все же	13	9
24	эти слова	1	9
25	то что	20	9
26	в то	2	9
27	таким образом	15	8
28	так как	13	8
29	с тем	3	8
30	и это	5	8
31	в ней	3	8
32	что же	2	8
33	с его	1	8
34	ничего не	12	8
35	и на	7	7
36	так и	6	7
37	мы можем	10	7
38	только в	8	7
39	в которой	1	7
40	зависимости от	1	7
41	и его	10	7
42	потому что	8	7
43	другими словами	2	7
44	и тем	2	7
45	было бы	5	7
46	и той	2	7
47	той же	3	7
48	и от	3	7
49	в зависимости	1	7
50	а не	13	7
51	никогда не	9	7
52	во всех	1	6
53	в его	7	6
54	не в	9	6
55	в нем	11	6
56	и так	3	6
57	на его	5	6
58	бы в	1	6
59	в свою	5	6
60	речи и	1	6
61	с помощью	1	6
62	в форме	1	6
63	когда мы	1	6
64	в этой	7	6
65	слова в	1	6
66	мы будем	1	6
67	в области	1	6
68	в самом	1	5
69	связанных с	4	5
70	уже в	1	5
71	и их	4	5
72	с точки	1	5
73	те же	2	5
74	все время	2	5
75	самом деле	1	5
76	но все	5	5
77	и с	10	5
78	но в	15	5
79	тому что	1	5
80	вместе с	12	5
81	своей жизни	1	5
82	мы увидим	6	5
83	и следовательно	1	5
84	как это	5	5
85	и является	1	5
86	а в	13	5
87	же самое	1	5
88	художественного творчества	1	5
89	и то	4	5
90	же мы	2	5
91	независимо от	3	5
92	и наконец	1	5
93	мы видели	18	5
94	одной и	2	4
95	были бы	1	4
96	и к	4	4
97	мы видим	15	4
98	один из	7	4
99	что это	4	4
100	на него	4	4
101	что такое	1	4
102	все это	4	4
103	в качестве	4	4
104	в одном	9	4
105	с появлением	8	4
106	его в	7	4
107	если бы	7	4
108	и все	4	4
109	с самого	1	4
110	к своему	3	4
111	у нас	7	4
112	да и	2	4
113	как только	2	4
114	уже не	11	4
115	к тому	9	4
116	о том	4	4
117	связаны с	1	4
118	самого начала	1	4
119	можно сказать	3	4
120	и пр	19	4
121	не существует	1	4
122	о своей	1	4
123	не что	6	4
124	можно было	3	4
125	свою очередь	1	4
126	или иное	1	4
127	на это	4	4
128	так же	16	4
129	в целом	4	4
130	себя в	2	4
131	что именно	1	4
132	словесное выражение	1	4
133	не просто	4	4
134	которой мы	1	4
135	того что	8	4
136	не к	1	4
137	какую роль	1	3
138	что было	3	3
139	этом случае	8	3
140	ответ на	1	3
141	видели что	8	3
142	социальной жизни	1	3
143	и здесь	8	3
144	что у	4	3
145	как таковой	3	3
146	совершенно не	2	3
147	если он	2	3
148	для нас	6	3
149	и вот	3	3
150	которое может	1	3
151	в том	13	3
152	несмотря на	1	3
153	хотя и	4	3
154	в разных	1	3
155	в ее	1	3
156	из которых	1	3
157	то мы	3	3
158	мы легко	1	3
159	на самом	2	3
160	и уже	2	3
161	что и	17	3
162	в виду	2	3
163	долгое время	2	3
164	между ними	1	3
