N	2gram	Voloshinov	Tvorches
1	и в	32	56
2	как бы	31	41
3	в его	10	37
4	в романе	2	34
5	в то	7	30
6	то же	19	25
7	не только	18	24
8	же время	7	24
9	но в	13	24
10	как и	19	23
11	то есть	2	23
12	и не	42	23
13	а в	5	23
14	и его	33	23
15	в этом	27	22
16	что в	5	21
17	в том	13	21
18	он не	5	19
19	том что	12	19
20	может быть	50	19
21	потому что	2	19
22	у него	2	18
23	то что	12	18
24	таким образом	29	17
25	и на	8	17
26	что он	5	17
27	все это	4	17
28	при этом	13	16
29	но и	17	16
30	никогда не	7	16
31	как в	5	16
32	прежде всего	19	16
33	не может	40	16
34	и с	4	15
35	xix века	4	15
36	но это	1	15
37	в этой	3	15
38	с его	6	15
39	и даже	4	14
40	достоевский в	1	14
41	это не	5	14
42	о том	4	13
43	а не	15	13
44	в котором	6	12
45	тем самым	1	12
46	в целом	2	12
47	в своей	5	11
48	все же	13	11
49	отнюдь не	14	11
50	для него	18	11
51	в самом	14	10
52	он сам	1	10
53	в русской	3	10
54	не в	13	10
55	в конце	5	10
56	только в	14	10
57	когда он	1	10
58	в основном	10	10
59	уже в	3	10
60	так и	21	10
61	но не	2	10
62	по нашему	1	10
63	в душе	3	9
64	в своих	2	9
65	первой части	2	9
66	по природе	1	9
67	и от	6	9
68	жизни в	5	9
69	в свою	6	9
70	человека в	3	9
71	в нем	17	9
72	в духе	2	8
73	именно в	6	8
74	в соответствии	1	8
75	не менее	5	8
76	так же	10	8
77	к этому	10	8
78	хотя и	1	8
79	одним из	4	8
80	вместе с	2	8
81	соответствии с	1	8
82	одной из	5	8
83	еще не	7	8
84	в себе	5	8
85	так как	5	8
86	в их	5	8
87	вовсе не	15	8
88	человека и	1	8
89	в лице	1	8
90	русской литературе	1	7
91	в этих	2	7
92	например в	2	7
93	уже не	2	7
94	в дальнейшем	3	7
95	что она	1	7
96	влияние на	3	7
97	и он	4	7
98	в которой	4	7
99	в чем	2	7
100	самом деле	18	7
101	еще более	1	6
102	не столько	5	6
103	и как	8	6
104	конечном счете	1	6
105	если он	2	6
106	на эту	1	6
107	хотя бы	8	6
108	одна из	6	6
109	его в	7	6
110	в конечном	1	6
111	так что	2	6
112	и ее	4	6
113	а потому	1	6
114	с ним	1	6
115	если бы	12	6
116	и все	8	6
117	приводит к	3	6
118	все эти	8	6
119	ли не	2	6
120	место в	5	6
121	и другие	2	5
122	из всех	1	5
123	мысли и	7	5
124	у пушкина	1	5
125	с другой	6	5
126	по отношению	10	5
127	отметить что	1	5
128	в своем	3	5
129	в одной	4	5
130	во всей	2	5
131	все время	1	5
132	из них	3	5
133	что они	1	5
134	на него	1	5
135	в ее	9	5
136	что и	5	5
137	не было	6	5
138	что не	4	5
139	в таком	8	5
140	и это	6	5
141	а с	1	5
142	героя и	1	5
143	что это	3	5
144	в наше	1	5
145	если не	1	5
146	между тем	8	5
147	в первой	2	5
148	значит что	1	5
149	наше время	1	5
150	не так	2	5
151	та же	1	5
152	с этим	6	5
153	в россии	1	5
154	не имеют	5	5
155	в истории	5	5
156	до конца	6	5
157	в образе	1	5
158	но если	2	5
159	тот же	4	5
160	ничего не	9	5
161	из этой	1	5
162	мы не	6	5
163	в литературе	2	5
164	бы не	2	5
165	в виде	1	5
166	в ту	1	5
167	и по	1	5
168	и других	3	5
169	что я	1	5
170	как он	3	5
171	отношению к	9	5
172	с этой	2	4
173	него в	1	4
174	тем что	3	4
175	роль в	1	4
176	только на	7	4
177	говорить о	2	4
178	и когда	1	4
179	превращается в	2	4
180	самого начала	9	4
181	что все	3	4
182	точки зрения	48	4
183	это значит	1	4
184	крайней мере	1	4
185	к нему	5	4
186	мы видим	2	4
187	по преимуществу	5	4
188	в дневнике	1	4
189	и потому	7	4
190	с точки	31	4
191	стремится к	2	4
192	первая часть	1	4
193	не знает	4	4
194	что его	1	4
195	же как	2	4
196	так сказать	19	4
197	сих пор	10	4
198	в каждом	8	4
199	не означает	1	4
200	вся история	2	4
201	как это	2	4
202	но только	1	4
203	и я	1	4
204	этот вопрос	5	4
205	ту же	2	4
206	но без	1	4
207	себя в	2	4
208	могут быть	4	4
209	и есть	3	4
210	до сих	10	4
211	с ними	5	4
212	по крайней	1	4
213	нет ничего	4	4
214	это и	3	4
215	его и	3	4
216	в основе	10	4
217	и более	6	4
218	сливается с	1	4
219	связана с	4	4
220	эта мысль	2	4
221	времени и	1	4
222	при помощи	1	4
223	в отличие	7	4
224	той же	5	4
225	того что	5	4
226	чуть ли	2	4
227	связан с	1	4
228	это был	1	4
229	зависит от	2	4
230	же не	2	4
231	он же	1	4
232	отказаться от	1	4
233	дело в	1	4
234	было в	1	4
235	к жизни	2	4
236	что ж	1	4
237	особенно в	1	4
238	с самого	9	4
239	творческий процесс	1	4
240	он ни	2	4
241	отличие от	7	4
242	но он	1	4
243	в частности	2	4
244	еще в	2	4
245	далеко не	5	4
246	у нее	1	4
247	в плане	1	4
248	и наконец	1	4
249	и к	3	3
250	от него	4	3
251	только что	2	3
252	кроме того	7	3
253	в виду	2	3
254	другой стороны	7	3
255	но что	2	3
256	по себе	5	3
257	связь с	4	3
258	в первом	3	3
259	мысль о	1	3
260	в мир	1	3
261	в жизни	2	3
262	к самому	2	3
263	но когда	1	3
264	только для	1	3
265	отличается от	1	3
266	так например	2	3
267	к тому	8	3
268	на все	2	3
269	во всяком	8	3
270	можно сказать	4	3
271	всегда с	1	3
272	в этот	1	3
273	может служить	1	3
274	как она	2	3
275	в одном	2	3
276	перед ним	1	3
277	сказать что	7	3
278	воли и	1	3
279	то в	3	3
280	на протяжении	2	3
281	мы знаем	7	3
282	несмотря на	1	3
283	к которому	1	3
284	иными словами	2	3
285	тому же	2	3
286	для того	8	3
287	на себя	1	3
288	и внутреннего	1	3
289	не есть	6	3
290	действительности и	3	3
291	со всеми	1	3
292	и мир	2	3
293	в философии	2	3
294	всяком случае	4	3
295	совсем не	2	3
296	и тем	4	3
297	должны быть	4	3
298	и что	2	3
299	для человека	1	3
300	является одним	2	3
301	вот в	2	3
302	в направлении	11	3
303	что для	1	3
304	его как	2	3
305	и др	3	3
306	более всего	2	3
307	его к	4	3
308	там где	4	3
309	гораздо более	1	3
310	в один	1	3
311	и особенно	2	3
312	пришел к	1	3
313	в статье	1	3
314	образом и	1	3
315	этой проблемы	4	3
316	переходит в	1	3
317	его с	1	3
318	был бы	1	3
319	для себя	4	3
320	от этой	1	3
321	ее и	1	3
322	сводится к	5	3
323	себе не	1	3
324	других людей	1	3
325	в процессе	31	3
326	подхода к	4	3
327	да и	1	3
328	о котором	1	3
329	со стороны	2	3
330	ни на	1	3
331	не является	11	3
332	и если	2	3
333	и тогда	2	3
334	самого автора	1	3
335	в которую	1	3
336	и до	4	3
337	идеи в	1	3
338	действия и	1	3
339	сами по	1	3
340	среды и	1	3
341	нет и	4	3
342	как мы	26	3
343	на этот	3	3
344	только с	3	3
345	друг друга	10	3
346	во времени	1	3
347	жизни но	2	3
348	как к	2	3
349	что оно	3	3
350	нет ни	2	3
351	действительности в	2	3
352	и вот	2	3
353	он и	2	3
354	что с	1	3
355	ее в	2	3
356	на самом	10	3
357	у нас	4	3
358	таком случае	5	3
359	в русском	1	3
360	не существует	6	3
361	или в	4	3
362	иного рода	1	3
363	этого вопроса	2	3
364	но уже	2	3
365	для которого	2	3
366	не все	3	3
367	этого он	1	3
368	не по	1	3
369	в ней	5	3
370	мы узнаем	1	3
371	из этих	3	3
372	в него	1	3
373	а по	1	3
374	и их	2	3
375	не с	2	3
376	с ее	2	3
377	в начале	7	3
378	в другом	5	3
379	лишь в	17	3
380	дает ему	1	3
381	отношение к	1	3
382	к ней	1	3
383	одного из	3	3
384	бы он	3	3
385	во многих	1	3
386	жизни и	4	3
387	этой связи	4	3
388	в области	3	3
389	и только	2	3
390	к другим	1	3
391	более того	7	3
392	мы наблюдаем	1	2
393	является в	5	2
