N	3gram	Losev_Dial	Myslijsy
1	в том что	12	47
2	не может быть	4	19
3	тем не менее	3	18
4	только тогда когда	4	17
5	по крайней мере	11	17
6	и т д	28	15
7	сам по себе	8	14
8	само по себе	7	14
9	мере того как	1	14
10	по мере того	1	14
11	не в том	2	13
12	а между тем	1	13
13	то же время	8	13
14	от того что	1	13
15	в том смысле	4	13
16	в то же	7	13
17	более или менее	5	12
18	с другой стороны	7	12
19	и в этом	4	12
20	до сих пор	4	12
21	только в том	1	12
22	во всяком случае	3	12
23	для того чтобы	1	11
24	сами по себе	4	11
25	а в том	1	11
26	и т п	3	11
27	подобно тому как	1	11
28	в то время	2	10
29	с одной стороны	3	10
30	то что я	2	10
31	в таком случае	2	9
32	то и другое	3	9
33	на то что	4	9
34	но и в	1	9
35	о том что	6	9
36	не могут быть	1	9
37	что и в	1	9
38	вместе с тем	1	8
39	на самом деле	3	8
40	только потому что	4	8
41	как бы ни	2	8
42	в том как	1	7
43	в этом смысле	4	7
44	и то же	8	7
45	сама по себе	12	7
46	и в том	1	7
47	с точки зрения	18	7
48	можно сказать что	6	7
49	не в состоянии	1	7
50	и той же	1	7
51	одно и то	8	7
52	одной и той	1	7
53	не только в	2	7
54	и как бы	1	6
55	друг от друга	1	6
56	может быть только	2	6
57	то же самое	3	6
58	то что мы	1	6
59	и может быть	3	6
60	в одно время	2	6
61	с самого начала	2	6
62	не было бы	2	6
63	тем и другим	1	5
64	по себе а	2	5
65	по себе не	7	5
66	к тому что	3	5
67	не то что	1	5
68	что мы называем	1	5
69	что если бы	1	5
70	в сравнении с	1	5
71	и то что	1	5
72	если бы не	1	5
73	том смысле что	3	4
74	все более и	1	4
75	в данном случае	1	4
76	в некотором смысле	1	4
77	между тем и	1	4
78	в том и	1	4
79	или по крайней	2	4
80	в том чтобы	1	4
81	что не только	1	4
82	более и более	1	4
83	тех и других	1	4
84	субъекта и объекта	4	4
85	не что иное	4	4
86	дело в том	1	4
87	то все же	1	4
88	так что в	1	4
89	именно в том	1	4
90	и то и	3	4
91	не есть ни	7	4
92	что иное как	4	4
93	в этом отношении	2	4
94	вопрос о том	1	4
95	то время как	2	4
96	это было бы	1	4
97	точно так же	3	3
98	что он не	2	3
99	одной стороны и	3	3
100	нельзя сказать чтобы	1	3
101	до известной степени	1	3
102	я и не	1	3
103	говоря уже о	1	3
104	это не значит	3	3
105	так или иначе	3	3
106	том что он	1	3
107	ничего общего с	3	3
108	с этой стороны	2	3
109	если бы мы	1	3
110	а потому что	2	3
111	по себе и	3	3
112	в связи с	3	3
113	потому что и	2	3
114	но это не	2	3
115	но так как	1	3
116	и это есть	1	3
117	между тем в	1	3
118	которые не могут	1	3
119	равно как и	1	3
120	не есть только	4	3
121	так что не	1	3
122	несколько слов об	1	3
123	именно то что	1	3
124	когда мы говорим	2	3
125	бы ни было	1	3
126	дает нам возможность	1	3
127	в них не	1	3
128	из того что	1	3
129	потому что он	5	3
130	не говоря уже	1	3
131	можно было бы	4	3
132	есть то что	1	3
133	которые могут быть	1	3
134	не менее в	1	3
135	сказать несколько слов	1	3
136	в таком виде	1	3
137	на первый взгляд	2	3
138	что же касается	1	3
139	в чем бы	1	2
140	а можно только	1	2
141	а не иначе	1	2
142	главным образом в	1	2
143	мы говорим о	1	2
144	то к чему	1	2
145	бы не было	1	2
146	и во многих	1	2
147	в душе а	1	2
148	на этом основании	1	2
149	то что она	1	2
150	с нею в	2	2
151	не только о	1	2
152	при других обстоятельствах	1	2
153	того что в	1	2
154	хотя бы даже	1	2
155	что в нем	4	2
156	есть прежде всего	1	2
157	не было и	1	2
158	то или другое	1	2
159	идеи и образа	2	2
160	бы это было	1	2
161	связанные с этим	1	2
162	и стало быть	5	2
163	же и в	1	2
164	в нем есть	6	2
165	и быть может	1	2
166	что это не	1	2
167	нельзя сказать что	3	2
168	видно что в	1	2
169	а не с	1	2
170	и говорить о	2	2
171	оно не есть	1	2
172	но все же	2	2
173	только то что	6	2
174	это значит что	16	2
175	имея в виду	1	2
176	так же и	1	2
177	не существует и	1	2
178	можем сказать что	3	2
179	и мертвых душ	1	2
180	и не может	1	2
181	мы имеем дело	1	2
182	может и не	2	2
183	в этих случаях	1	2
184	того что она	2	2
185	в себе никаких	1	2
186	друг к другу	2	2
187	мы говорим что	2	2
188	не есть нечто	1	2
189	не нуждается в	6	2
190	а равно и	1	2
191	есть поэтическое произведение	2	2
192	и в отношении	1	2
193	не потому что	5	2
194	и не в	1	2
195	в разной мере	1	2
196	в себе самом	2	2
197	что есть в	1	2
198	того и другого	2	2
199	во внимание что	1	2
200	но никак не	1	2
201	да и самое	1	2
202	мы говорим не	2	2
203	заметить что в	1	2
204	для того кто	1	2
205	при известных условиях	1	2
206	и до сих	1	2
207	можно сравнить с	1	2
208	и та же	5	2
209	а потом уже	4	2
210	так же как	1	2
211	тогда когда оно	2	2
212	не зависит от	1	2
213	совмещает в себе	1	2
214	так как и	2	2
215	одна и та	5	2
216	так а не	1	2
217	было бы совершенно	1	2
218	том смысле как	1	2
219	мы уже не	1	2
220	во всем этом	1	2
221	и не только	4	2
222	из тех которые	1	2
223	стало быть если	1	2
224	или быть может	1	2
225	как она есть	3	1
226	в самом деле	3	1
227	но все эти	1	1
228	образ может быть	1	1
229	имеет ничего общего	3	1
230	ведь мы же	1	1
231	не есть произведение	1	1
232	и в некотором	1	1
233	на деле же	2	1
234	это дает нам	1	1
235	по себе он	1	1
236	том что все	1	1
237	это далеко не	1	1
238	содержание то в	1	1
239	с тех пор	2	1
240	это значило бы	1	1
241	есть форма в	1	1
242	в малом виде	1	1
243	всякую мысль о	1	1
244	то что он	1	1
245	бы только один	1	1
246	в душе и	1	1
247	на задний план	1	1
248	может иметь много	1	1
249	как же это	2	1
250	во всех этих	1	1
251	что в одном	1	1
252	по сравнению с	2	1
253	не было ни	1	1
254	том что такое	1	1
255	что все это	1	1
256	поэзия как и	1	1
257	точки зрения той	1	1
258	того или другого	1	1
259	д и т	3	1
260	точки зрения так	1	1
261	мысли тем более	1	1
262	но уже и	3	1
263	не впасть в	1	1
264	от души и	1	1
265	имеет своим предметом	1	1
266	внутреннее и внешнее	3	1
267	вовсе не в	3	1
268	если они не	1	1
269	не в силу	1	1
270	сказать и о	1	1
271	мире мы находим	1	1
272	стало быть и	1	1
273	мы замечаем что	1	1
274	стало быть в	1	1
275	с теми которые	2	1
276	что каждая из	1	1
277	все что ни	1	1
278	то что есть	2	1
279	все это происходит	1	1
280	нет различия между	1	1
281	различаются между собою	1	1
282	может быть так	1	1
283	далеко не всегда	1	1
284	потому что она	3	1
285	как более или	2	1
286	свет и только	1	1
287	то что человек	1	1
288	но даже и	1	1
289	и есть то	1	1
290	она построена на	1	1
291	дело вовсе не	1	1
292	во многих отношениях	1	1
293	точек зрения и	1	1
294	в ней не	1	1
295	т д в	1	1
296	связаны между собою	1	1
297	сказать что в	1	1
298	и то не	2	1
299	и без нее	1	1
300	пространство и время	1	1
301	если бы это	1	1
302	не отличаются от	1	1
303	иметь в виду	4	1
304	мы можем сказать	3	1
305	она не может	1	1
306	есть только отвлеченное	1	1
307	том что именно	2	1
308	на всю жизнь	1	1
309	как бы она	1	1
310	образа и идеи	1	1
311	бросается в глаза	1	1
312	чтобы убедиться в	1	1
313	и что не	1	1
314	но так что	1	1
315	образ в котором	1	1
316	если она и	1	1
317	только тогда и	2	1
318	в чем не	1	1
319	в каждом из	2	1
320	тем же путем	1	1
321	ни в их	1	1
322	можно говорить о	1	1
323	не имеет смысла	1	1
324	к тому же	2	1
325	то ясно что	1	1
326	такое же отношение	1	1
327	так как это	2	1
328	есть не что	3	1
329	может быть названа	1	1
330	или точнее говоря	1	1
331	не имеет ничего	3	1
332	также что в	1	1
333	это показывает что	1	1
334	а о том	1	1
335	все эти качества	1	1
336	имеет место в	1	1
337	что не всякий	2	1
338	том что она	1	1
339	которая хотя и	1	1
340	действительно существуют и	1	1
341	выйти за пределы	1	1
342	есть нечто совершенно	3	1
343	чтобы убедиться что	1	1
344	самим по себе	1	1
345	говорит ни о	2	1
346	не знаем но	1	1
347	но все это	2	1
348	все же не	1	1
349	незаметно для нас	1	1
350	но и к	1	1
351	и не дает	1	1
352	той или другой	7	1
353	так как все	1	1
354	то прежде всего	1	1
355	да и не	1	1
356	отношении его к	1	1
357	таким образом и	1	1
358	сказать что поэзия	1	1
359	и о том	1	1
360	как одно и	1	1
361	тоже не есть	1	1
362	все же есть	1	1
363	при всей своей	1	1
364	нечто отличное от	1	1
365	что это и	1	1
366	это будет значить	1	1
367	что и то	1	1
368	тогда когда есть	1	1
369	сих пор не	1	1
370	тому и другому	1	1
371	и не могу	1	1
372	хотя и не	1	1
373	т д и	3	1
374	и тем не	1	1
375	несмотря на свою	1	1
376	и есть только	1	1
377	заметим только что	1	1
378	большей или меньшей	1	1
379	вместе с ним	1	1
380	перехода от одного	1	1
381	еще не есть	1	1
382	только в очень	1	1
383	я этого не	1	1
384	была бы невозможна	2	1
385	отношении ее к	1	1
386	нечто совсем другое	1	1
387	друг с другом	2	1
388	в голову что	1	1
389	же может быть	2	1
390	себе не можем	1	1
391	она ни была	1	1
392	в сознании в	1	1
393	точки зрения можно	1	1
394	в чем же	1	1
395	и вместе с	1	1
396	несмотря на все	1	1
397	не выходя за	2	1
398	в это время	1	1
399	его только на	1	1
400	в одном неделимом	1	1
401	будет значить что	1	1
402	а не по	1	1
