N	2gram	Vygotskiy_	Russkaja
1	не может	16	22
2	и не	15	19
3	в этом	32	17
4	в том	47	17
5	с другом	6	14
6	и в	37	14
7	друг с	6	14
8	то что	32	13
9	самим собой	1	12
10	таким образом	39	11
11	то же	12	11
12	точки зрения	49	11
13	но и	23	10
14	же время	2	10
15	в то	7	10
16	не только	29	9
17	с точки	34	9
18	том что	42	9
19	во всяком	6	9
20	может быть	19	9
21	в себе	8	9
22	прежде всего	12	8
23	того чтобы	23	8
24	как на	5	8
25	ни к	1	7
26	самом деле	8	7
27	стремление к	1	7
28	к тому	10	7
29	о том	14	7
30	самого себя	1	7
31	в данном	5	7
32	и если	4	7
33	мы должны	11	7
34	и с	10	7
35	отнюдь не	2	7
36	и к	9	6
37	для всех	8	6
38	и при	2	6
39	для него	5	6
40	признать что	3	6
41	все это	9	6
42	на самом	4	6
43	в своих	6	6
44	если бы	10	6
45	и для	3	6
46	с тем	8	6
47	что он	16	6
48	для того	19	6
49	к которой	1	6
50	в своем	10	6
51	всяком случае	5	6
52	а потому	1	5
53	до сих	4	5
54	и на	8	5
55	из которых	6	5
56	только в	8	5
57	или иной	3	5
58	по существу	8	5
59	в своей	7	5
60	во имя	1	5
61	жизни в	1	5
62	между собой	5	5
63	во всех	4	5
64	сих пор	4	5
65	и только	2	5
66	вопрос о	11	5
67	хотя бы	7	5
68	потому что	11	5
69	в нем	2	5
70	между тем	10	5
71	он не	11	5
72	конечно не	1	5
73	а в	4	5
74	при этом	6	5
75	было бы	12	5
76	на то	11	5
77	он должен	4	5
78	никогда не	8	5
79	что в	25	4
80	во всем	4	4
81	бы то	1	4
82	и то	3	4
83	все что	4	4
84	когда они	1	4
85	так как	11	4
86	к этой	4	4
87	тогда когда	8	4
88	в его	16	4
89	тому чтобы	2	4
90	не могут	1	4
91	не в	9	4
92	лишь к	1	4
93	вместе с	14	4
94	как и	20	4
95	все же	6	4
96	приводит к	8	4
97	в их	5	4
98	к вопросу	4	4
99	со стороны	4	4
100	себе и	3	4
101	которой он	2	4
102	то ни	1	4
103	можно было	6	4
104	что же	3	4
105	в совершенно	5	4
106	от того	7	4
107	и т.д	15	4
108	как бы	16	4
109	в этой	13	4
110	жизни и	2	4
111	но не	6	4
112	точку зрения	8	4
113	в самом	16	3
114	то в	1	3
115	что они	5	3
116	что оно	6	3
117	и этот	1	3
118	может не	4	3
119	данном случае	5	3
120	и сейчас	1	3
121	должно быть	4	3
122	несмотря на	6	3
123	вопросу о	2	3
124	что это	8	3
125	в качестве	12	3
126	для них	1	3
127	что и	3	3
128	сводится к	1	3
129	что может	5	3
130	в виде	3	3
131	не было	1	3
132	связи с	7	3
133	или в	2	3
134	тем что	7	3
135	именно в	8	3
136	в конце	2	3
137	и как	7	3
138	и т	1	3
139	да и	1	3
140	о которых	4	3
141	о котором	3	3
142	не есть	1	3
143	но если	3	3
144	но мы	4	3
145	той или	3	3
146	еще не	1	3
147	и потому	3	3
148	только к	1	3
149	то это	2	3
150	ко всем	3	3
151	мы говорили	4	3
152	одна из	1	3
153	в значительной	2	3
154	на том	2	3
155	в другом	7	3
156	говорить о	4	3
157	борьбе с	1	3
158	приходит к	4	3
159	знаем что	1	3
160	лишь в	9	3
161	что для	8	3
162	главным образом	2	3
163	и во	1	3
164	том чтобы	6	3
165	одной из	4	3
166	тем чтобы	1	3
167	что все	8	3
168	в сознании	2	3
169	из этого	6	3
170	он сам	3	3
171	и по	3	3
172	а следовательно	2	3
173	конце концов	1	3
174	друг друга	5	3
175	из этих	6	3
176	для этого	7	3
177	всех этих	2	3
178	таким же	4	3
179	из них	4	3
180	того что	28	3
181	были бы	2	2
182	представить себе	5	2
183	к такому	1	2
184	от него	1	2
185	с уверенностью	1	2
186	что с	6	2
187	ничего другого	2	2
188	не нужна	1	2
189	именно на	1	2
190	это потому	1	2
191	что такое	1	2
192	на совершенно	1	2
193	т.е к	1	2
194	зависит от	2	2
195	в единое	2	2
196	и вот	3	2
197	к себе	2	2
198	сама по	3	2
199	для себя	7	2
200	и должно	1	2
201	с самим	2	2
202	из всех	3	2
203	самому своему	2	2
204	естественно что	2	2
205	же образом	1	2
206	с ним	3	2
207	в некоторых	1	2
208	от этой	1	2
209	для нас	4	2
210	на которой	4	2
211	ни в	6	2
212	в результате	7	2
213	у многих	1	2
214	это есть	2	2
215	противоречие с	1	2
216	том и	1	2
217	в этих	3	2
218	у него	2	2
219	по себе	9	2
220	и человек	1	2
221	что действительно	1	2
222	и даже	5	2
223	если не	3	2
224	бы для	1	2
225	от друга	4	2
226	ее в	3	2
227	к чему	1	2
228	себя на	1	2
229	все эти	6	2
230	раз навсегда	1	2
231	но для	2	2
232	том же	4	2
233	указывает на	4	2
234	в таком	1	2
235	отношения к	3	2
236	виде чем	1	2
237	тому что	6	2
238	речь шла	1	2
239	ясно что	2	2
240	которой она	2	2
241	их в	6	2
242	себя как	1	2
243	является не	2	2
244	и вместе	1	2
245	на эту	2	2
246	во главе	1	2
247	следовательно и	1	2
248	последнее время	3	2
249	только для	6	2
250	отличается от	1	2
251	нисколько не	2	2
252	по самому	2	2
253	так же	18	2
254	друг от	4	2
255	в других	2	2
256	уже не	2	2
257	бы нас	1	2
258	то которое	1	2
259	общественной жизни	3	2
260	с этим	8	2
261	остается в	2	2
262	того или	1	2
263	совершенно не	1	2
264	мы можем	11	2
265	на этой	2	2
266	а с	8	2
267	за то	2	2
268	больше чем	1	2
269	и более	6	2
270	в таких	1	2
271	в котором	6	2
272	лежит не	1	2
273	зрения этой	1	2
274	мы уже	7	2
275	в борьбе	2	2
276	она не	3	2
277	при отсутствии	1	2
278	в течение	4	2
279	но даже	2	2
280	значительной части	1	2
281	собой все	3	2
282	бы речь	1	2
283	в ней	2	2
284	и тогда	1	2
285	и тем	8	2
286	в частности	8	2
287	а не	5	2
288	только на	1	2
289	отношении к	1	2
290	в противоречие	1	2
291	речь идет	4	2
292	есть и	1	2
293	в силу	8	2
294	и является	2	2
295	точно так	2	2
296	и что	11	2
297	и тот	1	2
298	на основании	6	2
299	в начале	2	2
300	говоря о	1	2
301	факт что	3	2
302	по отношению	12	2
303	целый ряд	6	2
304	тем самым	8	2
305	и те	2	2
306	тот факт	1	2
307	этот вопрос	6	2
308	состоит в	4	2
309	дела не	2	2
310	на это	1	2
311	свою задачу	1	2
312	центр тяжести	1	2
313	первый вид	1	2
314	только с	2	2
315	друг другу	4	2
316	их к	1	2
317	приводят к	1	2
318	смотрят на	1	2
319	что только	2	2
320	стоит только	5	2
321	и от	4	2
322	но в	9	2
323	и есть	2	2
324	по этому	4	2
325	место в	1	2
326	так что	2	2
327	и о	1	2
328	значило бы	1	2
329	согласиться с	1	2
330	как будто	1	2
331	в области	4	2
332	это в	1	2
333	во время	1	2
334	не просто	1	2
335	если только	1	2
336	не можем	3	2
337	и наконец	3	2
338	эта работа	1	2
339	разумеется что	1	2
340	не к	3	2
341	к нему	1	2
342	подход к	2	1
343	когда он	5	1
344	тем не	1	1
345	всего в	3	1
346	то этим	1	1
347	иначе говоря	4	1
348	ближе к	2	1
349	которую можно	3	1
350	ее части	1	1
351	связан с	5	1
352	стать во	1	1
353	есть много	1	1
354	однако и	1	1
355	значительная часть	1	1
356	не вызывает	1	1
357	к общему	1	1
358	может интересовать	1	1
359	только не	2	1
360	сколько и	1	1
361	как это	6	1
362	бы обозначить	1	1
363	что его	6	1
364	поэтому что	5	1
365	свойства которые	1	1
366	проблема и	2	1
367	еще одну	1	1
