N	3gram	Bakhtin_Pr	Formalny
1	с точки зрения	6	40
2	не может быть	11	29
3	на самом деле	3	21
4	то же время	3	20
5	в то же	3	20
6	и т д	1	19
7	и т п	13	18
8	в связи с	1	16
9	в настоящее время	1	13
10	по отношению к	19	12
11	в самом деле	3	11
12	так и в	2	11
13	в этом отношении	2	11
14	в его целом	5	10
15	бы то ни	3	10
16	в большинстве случаев	5	9
17	с другой стороны	4	9
18	и не может	2	9
19	для того чтобы	2	8
20	до сих пор	1	8
21	поэтического языка как	1	8
22	с одной стороны	3	8
23	в применении к	3	7
24	того или иного	2	7
25	сами по себе	1	7
26	то ни было	2	7
27	в высшей степени	5	7
28	в свою очередь	1	7
29	а вовсе не	1	7
30	и в этом	1	7
31	в том что	3	6
32	и в то	2	6
33	с тем что	1	6
34	в данном случае	4	6
35	раз и навсегда	1	6
36	в художественном произведении	4	6
37	смысле этого слова	1	6
38	может быть и	1	6
39	одной стороны и	1	5
40	в этом смысле	3	5
41	художественного произведения в	1	5
42	языка как такового	1	5
43	в отличие от	5	5
44	к тому что	1	5
45	может войти в	1	5
46	в значительной степени	1	5
47	до известной степени	1	5
48	и не в	1	4
49	в художественное произведение	1	4
50	тем не менее	3	4
51	можно и должно	1	4
52	не в том	1	4
53	дело идет о	1	4
54	не следует что	2	4
55	русский формальный метод	2	4
56	художественное произведение как	1	4
57	не могут быть	2	4
58	не входит в	4	4
59	то ни стало	1	4
60	в ее целом	1	4
61	но и в	2	4
62	отнюдь не следует	1	4
63	в лучшем случае	2	4
64	подобно тому как	1	4
65	хотя бы в	1	4
66	настоящее время в	1	4
67	в нем и	1	4
68	по аналогии с	1	4
69	отсюда отнюдь не	1	4
70	вовсе не о	1	3
71	то или иное	2	3
72	при этом условии	1	3
73	во что бы	1	3
74	точки зрения самого	2	3
75	то же самое	2	3
76	самом же деле	1	3
77	на самом же	1	3
78	на первый план	2	3
79	равно как и	1	3
80	в том смысле	1	3
81	во всех своих	2	3
82	и в частности	2	3
83	в самом произведении	1	3
84	в противном случае	3	3
85	что бы то	1	3
86	но в то	1	3
87	и не менее	1	3
88	именно в том	1	3
89	как мы увидим	3	3
90	произведения и его	1	3
91	основных понятий и	2	2
92	с его помощью	1	2
93	все то что	3	2
94	о том как	1	2
95	том смысле что	1	2
96	отнюдь не является	1	2
97	в известной степени	2	2
98	более того можно	1	2
99	всех своих моментах	2	2
100	одного к другому	1	2
101	не выходит за	1	2
102	хотя бы и	1	2
103	говоря уже о	1	2
104	произведение в его	3	2
105	в изобразительных искусствах	2	2
106	не совпадает с	2	2
107	она не может	1	2
108	в строгом смысле	2	2
109	только на основе	1	2
110	иметь в виду	1	2
111	в его художественной	1	2
112	между тем как	5	2
113	в области познания	2	2
114	имеет место и	1	2
115	в двух направлениях	1	2
116	и тем самым	2	2
117	и прежде всего	5	2
118	и в общем	1	2
119	в в виноградова	1	2
120	и в других	1	2
121	иметь место в	1	2
122	и пр в	1	2
123	творчества и восприятия	1	2
124	в своем целом	1	2
125	от одного к	1	2
126	и в том	1	2
127	не нуждается ни	1	2
128	в своем творчестве	1	2
129	может быть только	3	2
130	от всех других	1	2
131	может и не	2	2
132	задачи и методы	1	2
133	вовсе не как	1	2
134	к нему и	2	2
135	в самой литературе	1	2
136	в какой мере	2	2
137	в связи со	1	2
138	не выходя за	3	2
139	не может и	2	2
140	с другими областями	1	2
141	и нисколько не	1	2
142	как и в	1	2
143	и не нуждается	1	2
144	художественном произведении как	2	2
145	на этот вопрос	1	2
146	не может стать	1	2
147	не говоря уже	1	2
148	со всех сторон	2	2
149	да и не	1	2
150	и в их	1	2
151	и с точки	1	2
152	в других областях	1	2
153	дело в том	1	2
154	в поэтическом произведении	1	2
155	не только в	2	2
156	но отнюдь не	7	2
157	и между ними	1	2
158	в виду что	1	2
159	его целом ни	1	2
160	о произведении как	1	2
161	совершенно независимо от	2	2
162	на один шаг	1	2
163	выходит за пределы	1	2
164	художественного произведения не	1	2
165	особенности поэтического языка	1	2
166	или хотя бы	1	2
167	тем что оно	1	2
168	формы и содержания	2	2
169	за его пределы	2	2
170	в следующей главе	1	2
171	нам важно лишь	1	2
172	нуждается ни в	1	2
173	ни в чем	2	2
174	в готовом виде	1	1
175	в искусстве есть	1	1
176	и исторической жизни	1	1
177	области наук об	1	1
178	она никогда не	1	1
179	иной чем в	1	1
180	художественного произведения как	1	1
181	за пределы произведения	3	1
182	и как бы	1	1
183	слова в поэзии	1	1
184	его лингвистической определенности	3	1
185	отнюдь не в	1	1
186	не входят в	2	1
187	именно на эту	1	1
188	следует однако отметить	1	1
189	связей с единством	1	1
190	становится как бы	1	1
191	что в его	1	1
192	момент может быть	1	1
193	связи с теорией	1	1
194	можем сказать что	1	1
195	в искусстве мы	3	1
196	о чем говорится	1	1
197	оценок а не	1	1
198	отношению к этой	1	1
199	в том как	1	1
200	однако отметить что	1	1
201	место и в	1	1
202	художника и созерцателя	3	1
203	может быть определен	1	1
204	которые могут быть	1	1
205	по сравнению с	1	1
206	мы здесь не	2	1
207	быть понята как	1	1
208	вопроса о том	1	1
209	материала и его	1	1
210	из художественного произведения	1	1
211	здесь совершенно не	1	1
212	у нас в	1	1
213	высшей степени характерно	1	1
214	по возможности от	1	1
215	в поэзии язык	1	1
216	в самых основах	1	1
217	язык в его	1	1
218	содержания и формы	1	1
219	чем не выходя	1	1
220	жизни таким образом	1	1
221	в том же	2	1
222	в своих более	1	1
223	которых идет речь	1	1
224	к его значению	1	1
225	в коем случае	2	1
226	в литературном контексте	1	1
227	и во всех	2	1
228	мы еще не	1	1
229	которую мы назовем	1	1
230	так например в	1	1
231	произведении как о	1	1
232	комбинацию в пределах	1	1
233	то чем является	1	1
234	широком смысле слова	1	1
235	совершенно не критически	2	1
236	в его состав	1	1
237	должно строго различать	3	1
238	в ней как	1	1
239	бы в пределах	1	1
240	в этом его	1	1
241	его отличии от	1	1
242	неправильным было бы	1	1
243	не критически и	1	1
244	материал так и	1	1
245	этой тенденции является	1	1
246	слагаются в единство	1	1
247	эстетический объект в	5	1
248	в нашем примере	2	1
249	психике художника и	1	1
250	чего бы то	1	1
251	и должна быть	1	1
252	о которых идет	1	1
253	мы уже указывали	1	1
254	может иметь место	1	1
255	как его момент	1	1
256	должно быть соотнесено	1	1
257	мы можем сказать	2	1
258	могут быть поняты	2	1
259	ведь в противном	1	1
260	лишь там где	2	1
261	могут быть выделены	1	1
262	начинает проникать собою	1	1
263	и не должна	2	1
264	прежде всего и	1	1
265	может быть понята	1	1
266	правильная постановка проблемы	1	1
267	как в нашем	1	1
268	в нем нет	1	1
269	к предмету но	1	1
270	в чем не	2	1
271	вне искусства является	1	1
272	быть определены и	1	1
273	организма и психики	1	1
274	по себе не	1	1
275	таким образом в	1	1
276	конечно не может	1	1
277	строгом смысле этого	1	1
278	таким образом есть	1	1
279	произведения в ее	1	1
280	и в нем	3	1
281	может быть конечно	1	1
282	есть не что	1	1
283	сравнению с предшествующим	1	1
284	чем иным как	1	1
285	значительной степени и	1	1
286	и иной чем	1	1
287	может быть понят	1	1
288	художественных произведений в	1	1
289	в соотнесении с	1	1
290	там где оно	2	1
291	художественного творчества в	1	1
292	художественное произведение в	3	1
293	как в его	1	1
294	quaternio terminorum в	1	1
295	так называемый формальный	1	1
296	не подлежит конечно	1	1
297	к вопросу о	1	1
298	художественного воплощения в	1	1
299	в другом направлении	1	1
300	и в его	1	1
301	точки зрения любой	1	1
302	с помощью всех	1	1
303	полном согласии с	1	1
304	его место в	1	1
305	противном случае мы	1	1
306	произведения в его	1	1
307	познавательной и иной	1	1
308	художественное произведение является	1	1
309	и как таковой	1	1
310	мышления о мире	1	1
311	произведения в большинстве	1	1
312	в этом последнем	1	1
313	а также и	1	1
314	в его отличии	1	1
315	где оно не	1	1
316	отношению к данному	1	1
317	право говорить об	1	1
318	в том и	1	1
319	следует отметить что	1	1
320	место в целом	1	1
321	художественного творчества и	3	1
322	и тем не	1	1
323	и в романе	1	1
324	если так то	1	1
325	но совершенно не	2	1
326	содержание и форма	1	1
327	той или иной	2	1
328	момент художественного произведения	2	1
329	вследствие того что	1	1
330	идет вовсе не	1	1
331	на то что	1	1
332	эта действительность познания	1	1
333	познания и поступка	15	1
334	и может быть	1	1
335	в м жирмунского	4	1
336	как и для	2	1
337	не нуждается в	1	1
338	момент не входит	1	1
339	как явление языка	2	1
340	направлен не на	1	1
341	ни в какой	1	1
342	а иногда и	1	1
343	лицом к лицу	1	1
344	своем творчестве если	1	1
345	действительностью познания и	2	1
346	и в самом	1	1
347	во всей полноте	1	1
348	движется не в	1	1
349	ее художественного воплощения	1	1
350	хотя и иной	1	1
351	мы различаем в	1	1
352	отвлекаясь по возможности	1	1
353	выходя за пределы	2	1
354	художественной формы и	1	1
355	а следовательно и	1	1
356	с самим собою	1	1
357	что все они	1	1
358	можно сказать что	2	1
359	в психике художника	1	1
360	и смысла в	1	1
361	быть соотнесено с	1	1
