N	2gram	Losev_Prob	Vvedenie
1	и т	20	45
2	т е	1	40
3	т д	20	39
4	в том	35	38
5	в этом	25	35
6	и в	62	35
7	может быть	39	30
8	том что	25	30
9	не только	33	26
10	для того	5	23
11	того чтобы	4	22
12	таким образом	13	21
13	также и	22	20
14	не может	14	19
15	то что	42	19
16	потому что	40	18
17	но также	2	16
18	только в	33	16
19	о том	14	16
20	так как	14	15
21	языка и	4	15
22	что в	11	13
23	в самом	4	13
24	и именно	2	13
25	и не	56	13
26	в нем	13	13
27	в его	10	12
28	того что	10	12
29	в их	2	12
30	точки зрения	14	12
31	что такое	4	12
32	как на	2	12
33	то же	23	11
34	в ее	6	11
35	по себе	36	11
36	в данном	14	11
37	этом смысле	5	11
38	ясно что	11	11
39	как мы	12	11
40	прежде всего	13	10
41	не в	21	10
42	вопрос о	2	10
43	в той	8	10
44	уже и	2	10
45	но в	17	10
46	как об	1	9
47	дело с	3	9
48	тем не	23	9
49	смысле этого	1	9
50	все же	10	9
51	из этих	1	9
52	но не	6	9
53	и как	4	9
54	не менее	24	9
55	в истории	4	9
56	это не	10	8
57	в качестве	10	8
58	как нечто	9	8
59	именно в	4	8
60	о котором	1	8
61	а только	9	8
62	широком смысле	2	8
63	можно было	7	8
64	с другой	14	8
65	представить себе	5	7
66	и то	17	7
67	до сих	4	7
68	смысле слова	19	7
69	к выводу	1	7
70	как и	15	7
71	самом деле	6	7
72	но и	20	7
73	выводу что	1	7
74	сих пор	4	7
75	в разных	4	7
76	было бы	14	7
77	только как	3	7
78	этот вопрос	3	7
79	как бы	11	7
80	об этом	7	6
81	этом случае	8	6
82	все это	9	6
83	не могут	1	6
84	его в	4	6
85	на этот	4	6
86	тем что	8	6
87	с тем	9	6
88	в какой	1	6
89	а именно	12	6
90	вместе с	3	6
91	в которых	3	6
92	и это	11	6
93	так например	1	6
94	вовсе не	62	6
95	уже не	12	6
96	мере в	1	6
97	исторической науки	1	6
98	и даже	21	6
99	в руки	1	6
100	хотя бы	6	6
101	каждой из	2	6
102	и что	9	6
103	как он	2	6
104	сказать что	24	6
105	могут быть	2	6
106	том чтобы	1	6
107	но если	12	6
108	и его	12	6
109	в то	18	6
110	а в	9	6
111	иное как	6	6
112	связь между	1	5
113	а потому	1	5
114	этого понятия	2	5
115	уже в	5	5
116	внимание на	2	5
117	с этой	3	5
118	хотя и	9	5
119	науки и	1	5
120	что и	11	5
121	в виду	20	5
122	другой стороны	11	5
123	с их	2	5
124	в них	6	5
125	но с	2	5
126	в первом	1	5
127	одним из	2	5
128	дело в	6	5
129	что не	4	5
130	имеет дело	1	5
131	не есть	57	5
132	что он	16	5
133	приходим к	1	5
134	что иное	6	5
135	от этого	1	5
136	по своему	6	5
137	данном случае	12	5
138	во всяком	14	5
139	так что	21	5
140	и тем	16	5
141	а не	28	5
142	говорить о	7	5
143	есть и	2	5
144	дело не	4	5
145	на основании	2	5
146	не что	6	5
147	или вообще	1	5
148	быть в	2	5
149	а как	2	5
150	независимо от	4	5
151	она есть	2	5
152	не просто	36	5
153	в целом	9	5
154	как это	4	5
155	есть не	13	5
156	всяком случае	8	5
157	ответ на	1	4
158	в более	1	4
159	в прямом	1	4
160	языке и	1	4
161	только что	4	4
162	здесь нет	1	4
163	с одной	3	4
164	тогда когда	1	4
165	об искусстве	1	4
166	с точки	9	4
167	о чем	4	4
168	как раз	11	4
169	в результате	8	4
170	в виде	20	4
171	в себе	23	4
172	так или	2	4
173	особого рода	1	4
174	и понимать	1	4
175	но все	5	4
176	из двух	1	4
177	или иначе	2	4
178	в одном	4	4
179	в котором	3	4
180	заключается в	8	4
181	и ее	7	4
182	но ведь	2	4
183	как она	2	4
184	в своей	8	4
185	да и	9	4
186	сравнению с	3	4
187	в чем	5	4
188	к тому	4	4
189	по крайней	9	4
190	чтобы понять	1	4
191	еще не	12	4
