N	2gram	Propp_Isto	Mirosoze
1	и в	43	97
2	может быть	22	64
3	не только	28	63
4	в этом	25	55
5	но и	24	54
6	он не	11	53
7	а не	13	53
8	в нем	11	49
9	не может	8	49
10	у него	4	47
11	и не	16	39
12	никогда не	9	38
13	в ней	3	37
14	потому что	8	37
15	не было	2	36
16	не в	9	34
17	и есть	3	33
18	не есть	3	30
19	но он	8	30
20	человека в	2	30
21	как и	9	29
22	прежде всего	3	29
23	и он	2	27
24	в мире	1	27
25	но в	15	27
26	человека и	1	26
27	в своей	4	25
28	он был	1	25
29	и это	5	25
30	переходит в	4	24
31	и все	4	24
32	у нас	7	24
33	ведет к	2	23
34	в своем	2	23
35	что в	29	23
36	что он	17	22
37	в самом	1	21
38	в себе	2	20
39	отношение к	4	20
40	как бы	5	19
41	человек не	1	19
42	в его	7	18
43	того что	8	17
44	и потому	2	17
45	том что	12	16
46	в том	13	16
47	на земле	2	16
48	то что	20	16
49	было бы	5	16
50	и его	10	16
51	в котором	5	15
52	не знает	2	15
53	в этой	7	15
54	она не	4	14
55	нет ничего	3	14
56	так как	13	14
57	в глубине	1	14
58	и на	7	13
59	друг друга	6	13
60	и вот	3	13
61	в русском	3	13
62	привести к	1	12
63	в них	6	12
64	он сам	2	12
65	к нему	12	12
66	и у	6	12
67	но не	10	12
68	это не	10	12
69	все это	4	12
70	и к	4	11
71	с тем	3	11
72	уже не	11	11
73	хотя бы	3	11
74	духа и	1	11
75	в которой	1	11
76	в русской	5	11
77	был бы	1	11
78	только в	8	11
79	как в	6	11
80	и там	6	11
81	но это	5	11
82	и для	3	11
83	жизни и	2	11
84	то же	11	10
85	так же	16	10
86	для человека	1	10
87	всю жизнь	2	10
88	один из	7	10
89	должна быть	2	10
90	не имеет	3	10
91	это и	4	10
92	связана с	4	10
93	человека к	1	10
94	есть не	2	10
95	все что	4	9
96	к тому	9	9
97	он весь	2	9
98	не мог	2	9
99	что и	17	9
100	xix века	1	9
101	человек и	1	9
102	я не	3	9
103	не будет	1	9
104	доходит до	2	9
105	он уже	2	9
106	с ним	1	9
107	вместе с	12	9
108	человека на	1	9
109	в свою	5	9
110	и во	1	9
111	есть и	7	9
112	а в	13	9
113	от него	3	8
114	в этих	18	8
115	и с	10	8
116	тем что	8	8
117	о том	4	8
