N	2gram	Losev_Dial	Tvorches
1	у достоевского	1	91
2	и в	34	56
3	как бы	19	41
4	в его	6	37
5	в романе	1	34
6	в то	9	30
7	достоевского в	1	27
8	то же	9	25
9	не только	35	24
10	же время	5	24
11	но в	3	24
12	как и	14	23
13	то есть	1	23
14	и не	50	23
15	а в	3	23
16	и его	8	23
17	в этом	14	22
18	и т	41	22
19	что в	12	21
20	в том	17	21
21	он не	8	19
22	том что	18	19
23	может быть	30	19
24	потому что	21	19
25	у него	2	18
26	то что	25	18
27	таким образом	14	17
28	и на	6	17
29	что он	18	17
30	т д	38	17
31	все это	13	17
32	при этом	7	16
33	но и	14	16
34	никогда не	9	16
35	как в	2	16
36	прежде всего	20	16
37	не может	29	16
38	и с	10	15
39	в мире	2	15
40	но это	10	15
41	в этой	3	15
42	с его	7	15
43	и даже	21	14
44	это не	13	14
45	о том	11	13
46	а не	39	13
47	в котором	2	12
48	тем самым	3	12
49	в своей	4	11
50	все же	4	11
51	отнюдь не	16	11
52	для него	4	11
53	в самом	9	10
54	представление о	3	10
55	он сам	1	10
56	не в	11	10
57	в конце	2	10
58	только в	10	10
59	когда он	3	10
60	так и	11	10
61	но не	3	10
62	как будто	3	10
63	в душе	1	9
64	в своих	3	9
65	наряду с	1	9
66	по природе	1	9
67	и от	4	9
68	жизни в	1	9
69	в нем	7	9
70	во многом	1	9
71	даже в	1	8
72	в духе	1	8
73	именно в	5	8
74	не менее	11	8
75	так же	7	8
76	к этому	3	8
77	хотя и	9	8
78	это уже	2	8
79	вместе с	3	8
80	тогда как	1	8
81	одной из	3	8
82	еще не	7	8
83	в себе	8	8
84	так как	12	8
85	романе достоевского	1	8
86	в их	2	8
87	на его	1	8
88	об этом	8	8
89	вовсе не	18	8
90	человека и	2	8
91	в лице	1	8
92	в этих	3	7
93	и сам	1	7
94	например в	3	7
95	уже не	9	7
96	казалось бы	1	7
97	он видит	1	7
98	что она	13	7
99	и он	3	7
100	в которой	1	7
101	в чем	11	7
102	самом деле	7	7
103	и как	13	6
104	конечном счете	1	6
105	если он	2	6
106	хотя бы	9	6
107	одна из	4	6
108	его в	2	6
109	в конечном	1	6
110	человек по	2	6
111	так что	11	6
112	и ее	8	6
113	а потому	1	6
114	и далее	1	6
115	с ним	3	6
116	если бы	10	6
117	и все	17	6
118	все эти	4	6
119	ли не	1	6
120	место в	2	6
121	более не	2	5
122	что человек	1	5
123	быть может	3	5
124	в них	6	5
125	что этот	3	5
126	с другой	5	5
127	приходит к	1	5
128	в своем	7	5
