N	2gram	Losev_Prob	Poddanst
1	не только	37	17
2	и в	64	14
3	и не	63	12
4	в области	8	11
5	в этом	30	10
6	в отношении	7	10
7	н а	1	10
8	в том	19	9
9	то же	10	9
10	в качестве	3	9
11	но в	19	9
12	хотя бы	15	8
13	в пределах	2	8
14	только в	19	7
15	в то	7	7
16	е с	1	6
17	в ней	1	6
18	xix века	1	6
19	было бы	16	6
20	но и	23	6
21	в смысле	2	6
22	и пр	4	5
23	может быть	29	5
24	о в	1	5
25	с другой	8	5
26	не в	6	5
27	т в	1	5
28	и о	11	5
29	в которых	4	5
30	а н	1	5
31	а я	1	5
32	и к	2	4
33	что в	21	4
34	в котором	5	4
35	по себе	20	4
36	на путях	1	4
37	и если	9	4
38	и потому	3	4
39	мы должны	5	4
40	в с	2	4
41	не может	18	4
42	а в	7	4
43	то что	72	4
44	как бы	18	4
45	если бы	8	4
46	а также	6	4
47	в своем	7	4
48	же в	5	4
49	том что	26	4
50	в сравнении	1	3
51	наряду с	1	3
52	в себе	16	3
53	сравнении с	1	3
54	исторического материализма	1	3
55	что мы	23	3
56	с одной	4	3
57	мы не	6	3
58	это не	7	3
59	одной стороны	4	3
60	для того	10	3
61	между тем	3	3
62	с точки	3	3
63	хотя и	8	3
64	т е	2	3
65	с тем	6	3
66	потому что	24	3
67	она есть	5	3
68	прежде всего	17	3
69	сводится к	3	3
70	тем самым	11	3
71	в настоящий	1	3
72	сами по	5	3
73	в россии	1	3
74	заключается в	2	3
75	но не	13	3
76	могут быть	2	3
77	я и	2	3
78	и т	13	3
79	и как	10	3
80	столь же	1	3
81	в порядке	1	3
82	россии как	2	3
83	настоящий момент	1	3
84	в нем	14	3
85	и без	6	3
86	тот же	4	3
87	точки зрения	5	3
88	с этим	7	2
89	во всех	9	2
90	м а	6	2
91	именно как	7	2
92	является в	3	2
93	и это	13	2
94	и других	1	2
95	осуществляется в	1	2
96	и мы	1	2
97	как факт	1	2
98	которую мы	1	2
99	если в	2	2
100	в значительной	2	2
101	том числе	2	2
102	не будем	5	2
103	начала и	1	2
104	в ее	3	2
105	и тем	16	2
106	того что	18	2
107	никак не	13	2
108	как раз	20	2
109	в частности	5	2
110	в его	12	2
111	не о	7	2
112	а не	21	2
113	но о	2	2
114	нужно было	1	2
115	для нас	11	2
116	все это	11	2
117	говорить о	14	2
118	для них	5	2
119	может и	3	2
120	и есть	7	2
121	стороны и	3	2
122	сколько бы	2	2
123	и и	1	2
124	о с	2	2
125	в виде	20	2
126	в них	8	2
127	здесь нужно	1	2
128	только это	1	2
129	не было	7	2
130	и с	12	2
131	в начале	1	2
132	может ли	1	2
133	как на	3	2
134	в а	1	2
135	в общем	5	2
136	мысль о	3	2
137	которое в	1	2
138	нужно помнить	1	2
139	в сфере	1	2
140	обстоятельство это	1	2
141	потому в	1	2
142	духа и	1	2
143	именно в	5	2
144	значительной мере	2	2
145	должно быть	3	2
146	в жизни	3	2
147	отношения к	2	2
148	друг другу	2	2
149	iii в	1	2
150	в последние	3	2
