N	4gram	Vygotskiy_	Morfolog
1	как мы увидим ниже	1	4
2	в связи с этим	2	4
3	состоит в том что	4	3
4	в то время как	5	3
5	в собственном смысле слова	3	3
6	в том случае если	2	2
7	бы то ни было	1	2
8	не что иное как	2	2
9	бы они ни были	1	1
10	с этой точки зрения	4	1
11	могут иметь различное значение	1	1
12	независимо от того как	2	1
13	или во всяком случае	1	1
14	в том что он	1	1
15	этой точки зрения совершенно	1	1
16	одно и то же	6	1
17	но это нисколько не	1	1
18	отношении друг к другу	1	1
19	как причины так и	1	1
20	все более и более	1	1
21	ли можно сомневаться в	1	1
22	ответить на этот вопрос	1	1
23	которые не могут быть	1	1
24	сомневаться в том что	1	1
25	какого бы то ни	1	1
26	во всех этих случаях	1	1
27	один и тот же	6	1
28	можно сомневаться в том	1	1
29	мы видим таким образом	5	1
30	операции при помощи которых	1	1
31	приводит к тому что	1	1
32	в обоих случаях значение	1	1
33	с самого начала в	1	1
34	на то что в	1	1
35	с другой стороны они	1	1
36	видим таким образом что	5	1
37	есть не что иное	1	1
