N	4gram	Voloshinov	Problema
1	и тем не менее	2	15
2	не что иное как	1	14
3	ни в каком случае	2	12
4	или по крайней мере	1	11
5	есть не что иное	1	11
6	дело в том что	1	10
7	в каком случае не	1	9
8	на самом же деле	2	8
9	не чем иным как	2	7
10	заключается в том что	2	6
11	бы то ни было	2	6
12	ни в чем не	4	5
13	во что бы то	1	4
14	что бы то ни	1	4
15	в собственном смысле слова	1	4
16	и ни в чем	1	4
17	одно и то же	1	4
18	ни в коем случае	1	4
19	во всяком случае не	1	4
20	бы то ни стало	1	4
21	и в то же	1	3
22	тем не менее он	1	3
23	в том что он	2	3
24	нужно сказать и о	1	3
25	но в то же	3	3
26	говорить о том что	2	3
27	но тем не менее	1	2
28	мы говорили выше в	1	2
29	и только в таком	1	2
30	как мы уже сказали	1	2
31	не выходит за пределы	1	2
32	каких бы то ни	1	2
33	в том что в	1	2
34	одной и той же	3	2
35	один и тот же	3	2
36	а может быть и	1	2
37	каком случае не является	1	2
38	о том что это	1	2
39	здесь в том что	2	2
40	мы имеем в виду	1	2
41	ничего общего не имеет	1	2
42	не может обойтись без	1	2
43	и ни в какой	1	2
44	ведь для того чтобы	1	2
45	все больше и больше	1	2
46	время иметь в виду	1	1
47	и не подозревает об	1	1
48	которой мы говорили выше	1	1
49	и в таком случае	1	1
50	и в данном случае	1	1
51	сказать несколько слов о	1	1
52	который в данном случае	1	1
53	только в таком виде	1	1
54	в то же время	6	1
55	ни в какой степени	2	1
56	общем можно сказать что	1	1
57	в общем можно сказать	1	1
58	узком смысле слова и	1	1
59	и не допускать никаких	1	1
60	то же время это	1	1
61	и в вопросе о	1	1
62	в нем может быть	1	1
63	и не было такого	1	1
64	о которой мы говорили	1	1
65	ответ на этот вопрос	1	1
66	до сих пор не	1	1
67	что в данном случае	1	1
68	если бы он был	1	1
69	и не нуждается ни	1	1
70	в жизни и в	1	1
71	случае не может быть	1	1
72	сказать и о других	1	1
73	и не может быть	3	1
74	то ни о каком	1	1
75	не может быть и	4	1
76	за то за что	1	1
77	сам по себе является	1	1
78	и тот же предмет	1	1
79	приходит к выводу что	1	1
80	может быть и речи	3	1
81	в данном случае является	1	1
82	в коем случае не	1	1
83	в конце концов и	1	1
84	в заключение этой главы	1	1
85	не нуждается ни в	1	1
86	в узком смысле слова	2	1
87	о том что даже	1	1
88	в каком случае нельзя	1	1
89	в какой степени не	1	1
90	в одной из своих	1	1
91	но вместо этого он	1	1
92	что же это за	1	1
93	никогда не говорил о	1	1
94	в самом деле если	1	1
95	так и в отношении	1	1
