N	3gram	Vygotskiy_	TeoriaLi
1	в том что	24	10
2	по отношению к	9	10
3	в то же	2	8
4	то же время	1	8
5	в отличие от	4	7
6	в конечном счете	2	6
7	с другой стороны	3	6
8	состоит в том	3	6
9	не может быть	6	5
10	для того чтобы	24	5
11	в данном случае	5	5
12	в силу своей	1	4
13	одного и того	3	4
14	и того же	3	4
15	в свою очередь	3	3
16	той или иной	2	3
17	с точки зрения	31	3
18	в этом смысле	2	3
19	в том числе	2	3
20	тем не менее	4	3
21	можно сказать что	7	3
22	подобно тому как	2	3
23	по своей природе	4	3
24	по сути дела	1	3
25	с одной стороны	7	3
26	до известной степени	2	2
27	этой точки зрения	4	2
28	с этой точки	4	2
29	как и в	4	2
30	в самом деле	4	2
31	в самом начале	5	2
32	и то же	3	2
33	внутренней и внешней	1	2
34	включает в себя	2	2
35	одно и то	3	2
36	том числе и	2	2
37	и тем самым	8	2
38	в соответствии с	1	2
39	том что он	2	2
40	не только не	11	2
41	что в основе	1	2
42	мы имеем дело	2	2
43	не могут быть	3	2
44	сама по себе	1	2
45	к тому что	10	2
46	в известном смысле	2	2
47	приводит к тому	3	2
48	в значительной степени	1	2
49	что он не	1	1
50	может и не	1	1
51	это имеет место	1	1
52	его мысли более	1	1
53	мере в какой	2	1
54	в том и	3	1
55	с тем же	1	1
56	не что иное	1	1
57	между ним и	1	1
58	сводится до минимума	1	1
59	слова принадлежит к	1	1
60	точки зрения не	1	1
61	в иной ситуации	1	1
62	и том же	3	1
63	языка но и	1	1
64	и тем же	2	1
65	является как бы	1	1
66	вследствие того что	1	1
67	что по своему	1	1
68	никак не может	1	1
69	в той мере	2	1
70	только о том	1	1
71	больше и больше	2	1
72	в большинстве случаев	2	1
73	состоит как раз	1	1
74	в котором по	1	1
75	не по отношению	1	1
76	мы видим в	3	1
77	не содержит в	2	1
78	деятельностью а не	1	1
79	заключается в том	9	1
80	ту же самую	1	1
81	внутренней речи а	1	1
82	он мог бы	2	1
83	не в состоянии	1	1
84	о том что	4	1
85	в ее внутренней	1	1
86	заключает в себе	2	1
87	при этом отношение	1	1
88	во внутренней речи	4	1
89	не только к	1	1
90	это и есть	1	1
91	из этих двух	1	1
92	иного рода и	1	1
93	в основе всех	1	1
94	таким же образом	1	1
95	стадии в развитии	1	1
96	не принадлежит к	1	1
97	друг от друга	3	1
98	речи от внешней	1	1
99	в настоящее время	1	1
100	на вопрос о	1	1
101	не совпадает с	4	1
102	друг другу и	1	1
103	одной стороны и	4	1
104	в одной из	1	1
105	том что она	2	1
106	полностью совпадает с	1	1
107	как бы не	1	1
108	всей своей полноте	1	1
109	с которыми он	1	1
110	в нашем примере	1	1
111	отличием внутренней речи	1	1
112	у нее нет	2	1
113	именно потому что	1	1
114	а и в	1	1
115	одним и тем	2	1
116	именно в этом	3	1
117	в первом случае	5	1
118	по своей структуре	2	1
119	в то время	8	1
120	в первую очередь	3	1
121	таким образом что	1	1
122	которого только и	1	1
123	речь идет о	1	1
124	может и должен	1	1
125	содержит в себе	4	1
126	в лучшем случае	3	1
127	как это имеет	1	1
128	как раз в	3	1
129	в зависимости от	6	1
130	природу каждой из	1	1
131	отношение к объекту	2	1
132	в его сознании	1	1
133	что он это	1	1
134	по одним и	1	1
135	из того что	5	1
136	точно так же	3	1
137	так же как	13	1
138	же по своей	1	1
139	в том или	1	1
140	по ту сторону	1	1
141	имеет место слияние	1	1
142	в отдельности и	1	1
143	в этом случае	15	1
144	начинается с осознания	1	1
145	во всей своей	1	1
146	речевой деятельности в	1	1
147	другом но не	1	1
148	той мере в	2	1
149	внутренней речи от	2	1
150	но не с	1	1
151	к тому же	1	1
152	не менее важным	1	1
153	и является в	2	1
154	и по отношению	1	1
155	так же точно	6	1
156	есть не что	1	1
157	речи хотя и	1	1
158	том что в	3	1
159	внутренней речи может	1	1
160	в первой и	1	1
161	но не в	1	1
162	заключать в себе	2	1
163	имеет место в	1	1
164	исходит из того	1	1
165	каждой из них	1	1
166	то же самое	11	1
167	но только не	1	1
168	что представляет собой	1	1
169	внутренней речи как	4	1
170	что иное как	1	1
171	иначе говоря различные	1	1
172	едва ли не	3	1
173	на этом пути	1	1
174	форма внутренней речи	1	1
175	в одном случае	2	1
176	в его мысли	1	1
177	одном и том	3	1
178	нашей внутренней речи	1	1
179	в своей внутренней	1	1
180	мы в наших	1	1
181	не могли быть	1	1
182	имеем дело с	1	1
183	что несмотря на	1	1
