N	2gram	Medvedev_U	KulturaY
1	и в	14	84
2	в том	2	74
3	не только	10	60
4	в этом	7	57
5	было бы	3	53
6	и не	8	52
7	может быть	6	47
8	что в	1	44
9	том что	2	44
10	в самом	2	41
11	у нас	3	38
12	хотя бы	5	37
13	самом деле	2	37
14	в области	3	34
15	таким образом	2	33
16	а не	10	33
17	если бы	2	32
18	не в	2	30
19	в его	2	30
20	прежде всего	8	30
21	все же	3	29
22	того что	1	28
23	уже не	1	26
24	то что	7	25
25	не может	7	25
26	с другой	4	24
27	то же	5	23
28	только в	2	23
29	так и	1	23
30	по себе	2	20
31	и что	1	20
32	но и	4	20
33	тем что	2	19
34	о том	1	19
35	речи в	1	19
36	что он	2	19
37	что же	1	19
38	но в	3	19
39	и с	2	18
40	с тем	1	18
41	в качестве	1	18
42	между тем	2	18
43	все это	5	18
44	в той	1	17
45	другой стороны	3	17
46	как раз	2	17
47	это не	3	17
48	в виду	1	16
49	что и	2	16
50	тот же	1	16
51	ничего не	2	16
52	но не	2	16
53	в данном	1	15
54	как на	1	15
55	не было	1	15
56	того как	1	15
57	должно быть	1	15
58	сказать что	1	14
59	что такое	4	14
60	сих пор	2	14
61	в ней	1	14
62	до сих	2	14
63	мы имеем	1	14
64	что она	2	13
65	крайней мере	2	13
66	в этой	4	13
67	не случайно	2	13
68	не могут	2	13
69	в которых	1	13
70	по крайней	2	13
71	той же	1	13
72	по существу	2	13
73	в пределах	1	13
74	но также	1	12
75	вопроса о	2	12
76	могут быть	2	12
77	тогда когда	1	12
78	для этого	3	12
79	в своем	1	11
80	он не	1	11
81	в нем	1	11
82	должна быть	2	11
83	и то	3	11
84	этом отношении	2	11
85	в их	4	11
86	как и	3	10
87	конечно не	4	10
88	к этому	1	10
89	бы в	1	10
90	этом смысле	2	10
91	в то	3	10
92	вряд ли	3	10
93	бы и	2	10
94	тем более	1	10
95	в своей	3	9
96	можно сказать	1	9
97	что все	2	9
98	в которой	1	9
99	но для	1	9
100	очевидно что	3	9
101	что мы	2	9
102	но это	2	9
103	и для	2	9
104	на то	1	9
105	в первую	1	8
106	может служить	1	8
107	с одной	1	8
108	в таком	1	8
109	не есть	2	8
110	отнюдь не	1	8
111	то и	1	8
112	с его	2	8
113	этом случае	1	8
114	независимо от	1	8
115	об этом	1	8
116	в частности	3	8
117	далеко не	1	8
118	же в	1	8
119	само по	1	8
120	в котором	1	7
121	не значит	1	7
122	одной стороны	1	7
123	в процессе	1	7
124	есть язык	1	7
125	сводится к	2	7
126	до конца	1	7
127	в г	1	7
128	смысле этого	2	7
129	не все	2	7
130	и потому	1	7
131	она не	1	7
132	только как	1	7
133	не следует	3	7
134	язык в	1	7
135	только для	1	6
136	не столько	2	6
137	приемов и	2	6
138	могли бы	2	6
139	за пределы	1	6
140	первую очередь	1	6
141	пушкин и	1	6
142	если не	2	6
143	содержание и	1	6
144	пишет он	2	6
145	же время	3	6
146	в сфере	1	6
147	в свое	1	6
148	в себе	2	6
149	данном случае	1	6
150	мы не	2	6
151	что с	1	6
152	этого не	1	6
153	приводит к	1	6
154	формы в	3	5
155	в большей	1	5
156	не как	3	5
157	нас в	2	5
158	но что	1	5
159	и даже	1	5
160	более или	1	5
161	нужно будет	1	5
162	даже и	2	5
163	с проблемой	2	5
164	превращается в	2	5
165	установка на	1	5
166	не то	1	5
167	никогда не	1	5
168	в конце	2	5
169	и у	2	5
170	у него	1	5
171	всего лишь	1	5
172	и является	2	5
173	всех этих	2	5
174	о котором	1	5
175	широком смысле	1	5
176	относится к	1	5
177	быть не	1	5
178	но если	1	5
179	а это	1	5
180	о нем	1	5
181	материал для	2	5
182	или менее	1	5
183	в конечном	4	5
184	или иначе	1	5
185	и только	5	5
186	поэтикой и	1	4
187	еще раз	1	4
188	мы и	2	4
189	или иных	2	4
190	о чем	2	4
191	одно из	1	4
192	конечном счете	4	4
193	вот почему	7	4
194	в различных	1	4
195	быть в	1	4
196	иначе говоря	1	4
197	но он	1	4
198	не о	3	4
199	же как	1	4
200	и это	1	4
201	остается в	1	4
202	мы можем	1	4
203	сюда же	1	4
204	что для	1	4
205	и все	1	4
206	как таковой	2	4
207	это уже	2	4
208	сам по	1	4
209	из которых	1	4
210	так или	1	4
211	связанные с	1	4
212	в известном	1	4
213	все они	2	4
214	между поэтикой	1	4
215	и содержание	1	4
216	в современном	1	4
217	обе эти	1	4
218	именно этот	1	4
219	пришлось бы	3	4
220	формы и	2	4
221	этого термина	2	4
222	этой области	3	4
223	этих слов	1	4
224	в виде	1	4
225	наука о	1	4
226	это в	1	4
227	все что	1	3
228	история литературы	1	3
229	тех кто	1	3
230	в некоторых	2	3
231	до крайности	1	3
232	из самых	1	3
233	мы получаем	2	3
234	на эту	2	3
235	случайно и	1	3
236	большей или	1	3
237	еще один	1	3
238	отсюда и	1	3
239	но даже	2	3
240	всего что	1	3
241	так то	1	3
242	в противном	2	3
243	в системе	2	3
244	на своем	1	3
245	бы то	3	3
246	в буквальном	2	3
247	одним из	2	3
248	в сторону	2	3
249	языковых фактов	1	3
250	именно как	2	3
251	не приходится	2	3
252	даже не	1	3
253	то ни	3	3
254	или меньшей	1	3
255	которое мы	1	3
256	меньшей степени	2	3
257	поэзию как	1	3
258	еще одно	1	3
259	и свое	1	3
260	содержания и	1	3
261	фактов и	2	3
262	и делает	1	3
263	в россии	4	3
264	и действительно	1	3
265	же остается	1	3
266	поэзии и	1	3
267	один пример	1	3
268	его и	2	3
269	более чем	2	3
270	тому чтобы	1	3
271	нет и	1	3
272	он в	1	3
273	формы как	1	3
274	именно к	1	3
275	для него	3	3
276	не для	1	3
277	сколько угодно	2	3
278	в противовес	2	3
279	от слова	1	3
280	или даже	1	3
281	противном случае	2	3
282	на его	1	3
283	а как	2	3
284	конце концов	2	3
285	в искусстве	6	3
286	отказ от	1	3
287	признать что	1	3
288	этой же	1	3
289	тех или	2	3
290	что было	1	2
291	с которыми	1	2
292	есть наука	1	2
293	смысле и	1	2
294	у пушкина	1	2
295	достоевского и	1	2
296	поскольку он	1	2
297	и слово	1	2
298	что этот	1	2
299	по его	1	2
300	как принцип	2	2
301	что еще	1	2
302	литературного жанра	1	2
303	содержания в	1	2
304	от смысла	1	2
305	есть конечно	1	2
306	в пользу	1	2
307	тут мы	1	2
308	как такового	3	2
309	ни было	3	2
310	и через	2	2
311	говорит он	1	2
312	к простому	1	2
313	место и	1	2
314	слово как	1	2
315	не самый	1	2
316	смысла слов	1	2
317	свое место	1	2
318	очень часто	1	2
319	которой и	1	2
320	литературы и	2	2
321	это же	1	2
322	равно как	1	2
323	его как	1	2
324	и др	1	2
325	что только	1	2
326	и спорить	1	2
327	искусства в	1	2
328	доказывает что	1	2
329	к сожалению	3	2
330	он уже	1	2
331	переходит в	1	2
332	смысле можно	1	2
333	формы слова	1	2
334	он будет	1	2
335	есть слово	1	2
336	пройти мимо	1	2
337	и так	1	2
338	состоит из	1	2
339	пушкина но	1	2
340	в словах	1	2
341	этот процесс	1	2
342	своем месте	1	2
343	но тут	1	2
344	у других	1	2
345	имеем в	1	2
346	все в	1	2
347	то содержание	1	2
348	на значение	1	2
349	сторону от	1	2
350	друг другу	1	2
351	как науки	1	2
352	он называет	1	2
353	он и	1	2
354	ее в	1	2
355	ему приходится	1	2
356	в широком	2	2
357	же не	2	2
358	слова а	1	2
359	отказаться от	1	2
360	не столь	1	2
361	речи чтобы	1	2
362	это было	2	2
363	буквальном смысле	1	2
364	только к	3	2
365	связанных с	1	2
366	она должна	1	2
367	мы снова	1	2
368	как таковая	1	2
369	и революция	1	2
370	и стилистических	1	2
371	и прежде	1	2
372	в период	1	2
373	точно и	1	2
374	и возможностей	1	1
375	несомненно что	1	1
376	к проблеме	1	1
377	на форму	1	1
378	таком понимании	1	1
379	учителя и	1	1
380	об искусстве	1	1
381	это значит	1	1
382	литературы а	1	1
383	является в	2	1
384	на лингвистику	1	1
385	эстетическое содержание	1	1
386	сам автор	1	1
387	в последние	1	1
388	и своеобразным	1	1
389	случае он	1	1
390	важный шаг	1	1
391	возражать против	1	1
392	историю литературы	1	1
393	стороны в	1	1
394	является с	1	1
395	ал блока	1	1
396	находит себе	1	1
397	что по	1	1
398	их в	1	1
399	так много	1	1
400	в поэтическом	1	1
401	их хотя	1	1
402	на первый	2	1
403	гораздо больше	1	1
404	определяется не	1	1
405	стихи маяковского	1	1
406	словами как	1	1
407	перестает быть	5	1
408	наша задача	1	1
409	материал поэзии	1	1
410	искусства и	1	1
411	довести до	1	1
412	в этот	1	1
413	самая попытка	1	1
414	случае все	1	1
415	и формы	3	1
416	задачи и	1	1
417	также более	1	1
418	литературы как	1	1
419	удивительного что	1	1
420	группы и	1	1
421	теории словесности	1	1
422	тезис о	1	1
423	него не	1	1
424	сдвиг в	1	1
425	еще ничего	2	1
426	теории и	1	1
427	к вопросам	1	1
428	она сводится	1	1
429	пишут и	1	1
430	методом и	1	1
431	то о	1	1
432	научного мышления	1	1
433	и лингвистической	1	1
434	эта работа	1	1
435	образом на	1	1
436	жанра в	1	1
437	от которой	1	1
438	может обойтись	1	1
439	является наиболее	1	1
440	стилистический прием	1	1
441	все его	1	1
442	толстого и	1	1
443	его работы	1	1
444	она в	1	1
445	что научная	1	1
446	по мнению	1	1
447	как элемент	1	1
448	они в	1	1
449	не обладает	1	1
450	до эстетического	1	1
451	раз обратное	1	1
452	бы только	1	1
453	столько же	1	1
454	термина не	1	1
455	он может	1	1
456	такое понимание	1	1
457	о методах	1	1
458	и прием	2	1
459	приобретая все	1	1
460	что под	1	1
461	вообще в	1	1
462	в совокупности	1	1
463	быть материалом	1	1
464	убедительно в	1	1
465	практической речи	1	1
466	осталось бы	1	1
467	себе известное	1	1
468	конечно как	1	1
469	деле есть	1	1
470	не имеется	1	1
471	во главу	1	1
472	формального метода	9	1
473	поэтики в	1	1
474	очевидно не	2	1
475	объясняется и	1	1
476	последние годы	1	1
477	только одним	1	1
478	этого изучения	1	1
479	где же	1	1
480	тем сам	1	1
481	резких и	1	1
482	при построении	1	1
483	единицы и	1	1
484	так он	1	1
485	не внешне	1	1
486	формальный метод	11	1
487	его форма	1	1
488	время на	1	1
489	от вопроса	1	1
490	реакцией против	1	1
491	когда нужно	1	1
492	какой именно	1	1
493	это для	1	1
494	этот анализ	1	1
495	бы ни	1	1
496	форму и	2	1
497	самыми разнообразными	1	1
498	вообще во	1	1
499	есть ли	1	1
500	обработке мы	1	1
501	то есть	1	1
502	с прозой	1	1
503	для себя	1	1
504	получают свое	1	1
505	этого построения	1	1
506	от самых	1	1
507	основного вопроса	1	1
508	явно преувеличивает	1	1
509	поэтика есть	1	1
510	и форм	1	1
511	отлична от	1	1
512	тем менее	2	1
513	претендует на	1	1
514	смыслом этих	1	1
515	поэтики и	1	1
516	поэтических школ	1	1
517	более точно	1	1
518	меньшей мере	1	1
519	лингвистическим проблемам	1	1
520	словесного искусства	1	1
521	только более	1	1
522	в итоге	2	1
523	не входит	1	1
524	и творчество	1	1
525	конкретную жизнь	1	1
526	думается что	2	1
527	есть основной	1	1
528	этого общего	1	1
529	в значительной	1	1
530	построении поэтики	1	1
531	мыслей о	1	1
532	и независимо	1	1
533	в кавычки	1	1
534	находящихся в	1	1
535	и вся	1	1
536	наука изучающая	1	1
537	художественного впечатления	1	1
538	материал не	2	1
539	которых нужно	1	1
540	и исторически	1	1
541	литературы в	1	1
542	было и	1	1
543	она все	1	1
544	к следующему	1	1
545	к созданию	1	1
546	но именно	1	1
547	может пройти	1	1
548	какие мы	1	1
549	л толстой	1	1
550	по меньшей	1	1
551	материал и	1	1
552	которых слово	1	1
553	невозможна без	1	1
554	связаны и	1	1
555	к лицу	1	1
556	истории литературы	3	1
557	находятся в	1	1
558	что ему	1	1
559	применение в	1	1
560	все элементы	1	1
561	произведения как	1	1
562	но прежде	1	1
563	методе и	1	1
564	этот и	1	1
565	именно такой	1	1
566	не без	1	1
567	материала и	2	1
568	как элементы	1	1
569	художественного задания	2	1
570	эмоциональную и	1	1
571	смирны и	1	1
572	к голому	2	1
573	восприятия и	1	1
574	не существует	1	1
575	элементарным и	1	1
576	а о	2	1
577	и вы	1	1
578	существу то	1	1
579	объекта и	1	1
580	и эта	1	1
581	и индивидуального	1	1
582	перестают быть	1	1
583	впрочем не	1	1
584	главу угла	1	1
585	и стилистики	1	1
586	но по	1	1
587	но нам	1	1
588	ли пушкин	1	1
589	и исторические	1	1
590	явления стиля	1	1
591	форма в	1	1
592	нового в	1	1
593	проблемой художественной	1	1
594	метод и	1	1
595	но конечно	2	1
