N	3gram	Medvedev_V	Formalny
1	в самом деле	1	11
2	в том что	2	6
3	в значительной степени	1	5
4	в конце концов	2	4
5	и в частности	1	3
6	в шкловского в	1	2
7	именно в этом	1	2
8	да и не	1	2
9	дело в том	1	2
10	а только номерами	1	1
11	способами ее ткать	1	1
12	и способами ее	1	1
13	внутренних законов его	1	1
14	слово по своим	1	1
15	занимаюсь в теории	1	1
16	в теории литературы	1	1
17	заводскую параллель то	1	1
18	если провести заводскую	1	1
19	то я интересуюсь	1	1
20	языка если провести	1	1
21	изменяется слово по	1	1
22	теории литературы исследованием	1	1
23	главным образом из	1	1
24	пряжи и способами	1	1
25	под влиянием социальных	1	1
26	слово вещь и	1	1
27	и то же	1	1
28	параллель то я	1	1
29	исследованием внутренних законов	1	1
30	провести заводскую параллель	1	1
31	я интересуюсь не	1	1
32	рынка не политикой	1	1
33	связанным с физиологией	1	1
34	трестов а только	1	1
35	по своим словесным	1	1
36	влиянием социальных отношений	1	1
37	язык находится под	1	1
38	своим словесным законам	1	1
39	по крайней мере	1	1
40	не положением мирового	1	1
41	вещь и изменяется	1	1
42	что сами формалисты	1	1
43	и изменяется слово	1	1
44	находится под влиянием	1	1
45	литературы исследованием внутренних	1	1
46	его языка если	1	1
47	законам связанным с	1	1
48	одно и то	1	1
49	интересуюсь не положением	1	1
50	только номерами пряжи	1	1
51	что язык находится	1	1
52	и заключается что	1	1
53	словесным законам связанным	1	1
54	законов его языка	1	1
55	я занимаюсь в	1	1
56	не политикой трестов	1	1
57	физиологией речи и	1	1
58	политикой трестов а	1	1
59	значительной степени уже	1	1
60	номерами пряжи и	1	1
61	с физиологией речи	1	1
