N	3gram	Voloshinov	formyVre
1	то же время	6	21
2	в то же	6	18
3	как мы уже	5	15
4	с точки зрения	15	15
5	друг с другом	1	13
6	для того чтобы	3	12
7	но и в	1	12
8	и в то	1	10
9	до сих пор	3	10
10	в большинстве случаев	5	8
11	и прежде всего	7	8
12	к себе самому	1	8
13	и т д	1	7
14	не может быть	14	7
15	в отличие от	2	7
16	в этом отношении	4	7
17	в том же	1	6
18	а также и	2	6
19	имеем в виду	1	6
20	во всех этих	1	6
21	с одной стороны	2	6
22	мы уже сказали	1	6
23	в том что	9	5
24	в то время	1	5
25	на первый план	4	5
26	той или иной	1	5
27	одно и то	1	5
28	и то же	1	5
29	мы имеем в	1	5
30	вполне понятно что	1	4
31	по отношению к	11	4
32	же что и	1	4
33	мы уже указывали	4	4
34	друг на друга	1	4
35	но все же	1	4
36	в его целом	2	4
37	в последнем счете	4	4
38	равно как и	2	4
39	в этом случае	1	4
40	во всяком случае	8	4
41	может быть и	6	4
42	все то что	3	3
43	до известной степени	1	3
44	точки зрения не	1	3
45	по сравнению с	1	3
46	в себя и	1	3
47	нашей точки зрения	1	3
48	но при этом	1	3
49	в зависимости от	4	3
50	в чем не	4	3
51	может быть конечно	1	3
52	вещи и явления	1	3
53	как раз и	2	3
54	то же самое	2	3
55	и все прочие	1	3
56	в другом месте	2	3
57	а следовательно и	2	3
58	узком смысле слова	3	3
59	но в то	3	3
60	о том что	3	3
61	так же как	1	3
62	как бы ни	1	3
63	с самого начала	5	3
64	так и в	3	3
65	из того же	1	3
66	жизни и в	1	3
67	ни в чем	4	3
68	тот или иной	1	3
69	первый план выдвигается	1	2
70	можно сказать что	5	2
71	конечно не в	1	2
72	в ее целом	4	2
73	очень важный момент	1	2
74	может войти в	1	2
75	они не могут	1	2
76	вместе с этим	1	2
77	вообще не может	1	2
78	в особенности в	1	2
79	только в этом	1	2
80	как мы видим	1	2
81	мы должны коснуться	1	2
82	со всем этим	1	2
83	все его моменты	1	2
84	быть и речи	3	2
85	в данном случае	4	2
86	а вовсе не	3	2
87	роль в истории	1	2
88	вовсе не является	1	2
89	он не был	1	2
90	таким образом и	1	2
91	все без исключения	1	2
92	всех этих явлениях	1	2
93	а как бы	1	2
94	в свою очередь	4	2
95	и др в	1	2
96	не было бы	1	2
97	мы находим в	1	2
98	быть конечно и	1	2
99	между собой в	1	2
100	конечно и речи	1	2
101	и в дальнейшем	1	2
102	жизни так и	1	2
103	в тех же	1	2
104	бросается в глаза	1	2
105	во всех своих	3	2
106	в подходе к	2	2
107	со всех сторон	1	2
108	но повторяем в	1	2
109	в узком смысле	2	2
110	как и все	1	2
111	дело в том	1	2
112	и все другие	1	2
113	и все его	2	2
114	к тому что	2	2
115	большую роль в	1	2
116	с другом и	1	2
117	жизни в ее	1	2
118	и до конца	4	2
119	человека так и	1	2
120	что и в	2	2
121	это прежде всего	2	2
122	если бы он	3	2
123	в основе своей	1	2
124	и окружающей его	1	1
125	в целом ряде	1	1
126	на этой почве	1	1
127	последующей жизни но	1	1
128	он никогда не	1	1
129	может быть выделен	1	1
130	в первых двух	1	1
131	что он не	1	1
132	в двух направлениях	1	1
133	роль в развитии	1	1
134	и для развития	1	1
135	одно из разветвлений	1	1
136	все больше и	1	1
137	и со всеми	1	1
138	сущность этого метода	1	1
139	но она не	1	1
140	распадается на ряд	1	1
141	уже указывали что	1	1
142	о которой мы	1	1
143	это как бы	2	1
144	он конечно не	1	1
145	в противоречии с	1	1
146	точка зрения на	2	1
147	но вместе с	2	1
148	лежит на границе	1	1
149	плоть от плоти	1	1
150	культуры и истории	1	1
151	прежде всего тот	1	1
152	в применении к	2	1
153	и существеннее чем	1	1
154	в стадии разложения	1	1
155	конечном счете всегда	1	1
156	больше и больше	1	1
157	которой мы говорили	1	1
158	одна из разновидностей	1	1
159	том что в	1	1
160	снова и снова	2	1
161	и тогда когда	1	1
162	в этом смысле	2	1
163	в нем мы	1	1
164	то что является	1	1
165	во всех его	1	1
166	и вот когда	1	1
167	не выходит за	1	1
168	значение чем в	1	1
169	хотя бы и	2	1
170	не умирает и	1	1
171	во всех отношениях	1	1
172	его отношение к	2	1
173	вовсе не в	2	1
174	в самом деле	10	1
175	в котором он	1	1
176	здесь рядом с	1	1
177	дело и со	1	1
178	тем не менее	4	1
179	довлеет себе и	1	1
180	но чаще всего	1	1
181	только в пределах	1	1
182	отличает его от	1	1
183	как и большинство	1	1
184	и между различными	1	1
185	и довлеет себе	1	1
186	что все члены	1	1
187	с ним в	1	1
188	всю жизнь человека	1	1
189	жизни по преимуществу	1	1
190	во всей последующей	1	1
191	и пр и	2	1
192	и пр все	1	1
193	по своему содержанию	2	1
194	то что может	1	1
195	своей энергии и	1	1
196	приходит к выводу	1	1
197	мы различаем в	1	1
198	в себе самом	1	1
199	как в самом	1	1
200	мы берем его	1	1
201	мы можем сказать	5	1
202	а есть только	1	1
203	прежде всего к	3	1
204	время как бы	1	1
205	так и по	1	1
206	его жизни поэтому	1	1
207	по аналогии с	1	1
208	жизни но эта	1	1
209	если мы проследим	1	1
210	и все же	1	1
211	и никогда не	1	1
212	можно говорить о	1	1
213	конечно не может	2	1
214	точки зрения в	1	1
215	точки зрения этого	1	1
216	все что в	2	1
217	и в нем	1	1
218	мы уже знаем	3	1
219	совершенно независимо от	1	1
220	как раз наиболее	1	1
221	всей его жизни	1	1
222	во всех видах	1	1
223	и др и	1	1
224	в высшей степени	6	1
225	в целом и	1	1
226	в конечном счете	3	1
227	должны коснуться еще	1	1
228	в маленьком масштабе	1	1
229	лучше всего может	1	1
230	это вовсе не	4	1
231	новых и новых	1	1
232	только то что	3	1
233	во время болезни	1	1
234	частной жизни по	1	1
235	все это не	1	1
236	богатство и разнообразие	1	1
237	прежде всего показать	1	1
238	принимают участие в	1	1
239	точки зрения на	1	1
240	пр и пр	2	1
241	или во всяком	1	1
242	мы должны еще	1	1
243	не то что	1	1
244	между ними уже	1	1
245	так как в	1	1
246	и совсем не	1	1
247	или хотя бы	1	1
248	и не может	3	1
249	то время когда	1	1
250	и наконец в	1	1
251	сих пор не	1	1
252	и у нас	1	1
253	все это для	1	1
254	свои корни в	1	1
255	только о социальной	1	1
256	в основе этой	1	1
257	упомянем еще о	1	1
258	социальных групп и	1	1
259	и борьбы с	1	1
260	прежде всего на	1	1
261	и ее удовлетворением	1	1
262	чем не выходит	1	1
263	в самую гущу	1	1
264	и может быть	2	1
265	мы видим в	1	1
266	лежат в основе	1	1
267	одни из них	1	1
268	мы только назовем	1	1
269	как мы знаем	1	1
270	не оставляет места	1	1
271	мы найдем и	1	1
272	и для других	1	1
273	стадии разложения и	1	1
274	его таким образом	1	1
275	его жизни по	1	1
276	он связан с	1	1
277	единства и целостности	1	1
278	бы он был	1	1
279	в данный момент	1	1
280	как бы в	1	1
281	но и не	1	1
282	к выводу что	1	1
283	и нигде не	1	1
284	и той же	3	1
285	достаточно указать на	1	1
286	все снова и	2	1
287	вся жизнь человека	1	1
288	его в основном	1	1
289	была бы совершенно	1	1
290	весь остальной мир	1	1
291	но нам важно	1	1
292	человека в условиях	1	1
293	чтобы войти в	1	1
294	менее всего это	1	1
295	которой мы остановимся	1	1
296	по преимуществу его	1	1
297	мы не будем	1	1
298	высшей степени существенных	1	1
299	хотя и не	1	1
300	все новых и	1	1
301	навлекает на себя	1	1
302	в одной из	1	1
303	на самом деле	4	1
304	и связанных с	2	1
305	если же мы	1	1
306	на которой мы	1	1
