N	2gram	Losev_Prob	Problemy
1	и в	48	106
2	и не	29	90
3	как бы	10	70
4	может быть	11	66
5	в его	19	56
6	в этом	31	52
7	в нем	8	51
8	не может	6	49
9	как и	10	44
10	что он	12	44
11	у достоевского	4	43
12	точки зрения	17	40
13	но и	21	40
14	для него	2	39
15	и его	11	39
16	а не	7	38
17	о себе	3	37
18	то же	6	36
19	не только	28	36
20	то что	26	33
21	но в	17	33
22	прежде всего	15	32
23	он не	4	29
24	в то	6	29
25	все это	8	29
26	и все	12	28
27	в одном	6	27
28	не в	16	27
29	к другому	5	27
30	к себе	1	26
31	же время	1	26
32	в самом	7	25
33	и с	10	25
34	к нему	3	25
35	с точки	13	25
36	в сущности	1	25
37	и т	2	25
38	не как	3	24
39	вовсе не	18	24
40	героя и	1	24
41	самом деле	3	24
42	и на	9	23
43	слова и	1	23
44	по себе	5	22
45	в каждом	2	22
46	что я	1	22
47	таким образом	20	22
48	там где	1	21
49	как мы	5	21
50	все же	12	20
51	никогда не	7	20
52	только в	21	20
53	потому что	21	20
54	что в	12	19
55	достоевского в	1	19
56	с его	3	19
57	отношению к	2	19
58	уже не	12	18
59	по отношению	2	18
60	т п	1	18
61	в себе	7	18
62	еще не	4	18
63	на самом	2	18
64	но не	12	18
65	все эти	12	18
66	и к	9	17
67	себе самом	1	17
68	с ним	4	17
69	а в	8	17
70	в том	25	17
71	это не	8	17
72	так и	15	17
73	человека из	5	17
74	так же	7	16
75	если бы	2	16
76	в своей	29	16
77	этом смысле	4	16
78	в другом	6	16
79	у него	13	15
80	до конца	4	15
81	и для	11	15
82	достоевского не	1	15
83	и наконец	4	15
84	и сам	5	14
85	в своем	16	14
86	как раз	7	14
87	в конце	10	14
88	а как	2	14
89	другого человека	1	14
90	в отношении	8	14
91	себя самого	3	14
92	так как	10	14
93	я не	3	14
94	он и	5	14
95	с другим	1	14
96	но все	6	13
97	на него	3	13
98	с другими	1	13
99	его в	9	13
100	большинстве случаев	2	13
101	в мире	1	13
102	и это	3	13
103	достоевского и	1	13
104	в романе	2	13
105	себя и	1	13
106	перед нами	14	13
107	в романах	2	13
108	в большинстве	1	13
109	при этом	6	12
110	даже в	2	12
111	отношении к	1	12
112	и как	10	12
113	и даже	24	12
114	к тому	7	12
115	во всяком	7	12
116	в котором	5	12
117	что и	8	12
118	так что	18	12
119	и что	9	12
120	за пределы	1	12
121	было бы	12	12
122	между тем	2	12
123	как в	3	12
124	том что	29	12
125	у меня	2	12
126	но это	7	12
127	ничего не	3	12
128	в одной	2	12
129	тем что	2	11
130	их в	1	11
131	входит в	1	11
132	с другой	8	11
133	ни одного	1	11
134	он сам	3	11
135	должно быть	1	11
136	это слово	1	11
