N	2gram	Voloshinov	Komedia
1	и в	16	77
2	и не	4	47
3	в том	3	44
4	том что	3	42
5	о том	2	33
6	едва ли	3	32
7	но и	4	32
8	может быть	17	30
9	таким образом	9	29
10	и его	8	28
11	в этом	9	27
12	что он	2	26
13	к тому	1	26
14	не только	7	25
15	вместе с	3	25
16	так как	4	24
17	как и	2	23
18	ни в	5	23
19	что в	3	23
20	в самом	2	22
21	что и	2	22
22	если бы	1	22
23	то же	2	21
24	в конце	1	21
25	так и	4	21
26	а в	3	21
27	в его	4	20
28	к этому	2	19
29	во время	3	19
30	со стороны	1	19
31	в этой	4	18
32	в нем	4	17
33	и здесь	1	17
34	еще не	5	17
35	при этом	6	16
36	все же	1	16
37	не менее	2	16
38	у него	2	16
39	сих пор	3	16
40	он не	2	16
41	и сам	1	16
42	до сих	3	16
43	тот же	1	16
44	точки зрения	8	15
45	его в	4	15
46	один из	2	15
47	и на	4	15
48	было бы	2	15
49	прежде всего	9	15
50	и с	8	14
51	на протяжении	2	14
52	столь же	1	14
53	к нему	1	14
54	в свою	1	14
55	все это	4	14
56	только что	1	13
57	самом деле	6	13
58	в них	2	13
59	в одном	3	13
60	что она	1	13
61	того же	2	13
62	как раз	1	13
63	мы можем	9	13
64	то что	3	13
65	того чтобы	1	13
66	но в	4	13
67	для того	1	12
68	так же	2	12
69	с другой	1	12
70	несмотря на	1	12
71	хотя и	1	12
72	в качестве	1	12
73	как это	3	12
74	уже в	1	12
75	в начале	2	12
76	не может	8	12
77	но не	1	12
78	и даже	4	11
79	с тем	1	11
80	что его	1	11
81	с ним	2	11
82	как мы	4	11
83	на этот	1	11
84	и для	2	11
85	в частности	2	11
86	с этим	2	10
87	он был	1	10
88	с одной	1	10
89	к себе	3	10
90	в чем	5	10
91	как бы	5	10
92	и что	1	10
93	и все	4	10
94	с его	7	10
95	ничего не	1	10
96	мы не	2	10
97	на его	1	10
98	еще в	1	10
99	отношение к	5	10
100	же в	1	10
101	все что	4	9
102	в своей	2	9
103	одной стороны	1	9
104	говорить о	2	9
105	и еще	1	9
106	только в	4	9
107	даже не	3	9
108	о его	1	9
109	и по	2	9
110	однако в	1	9
111	вовсе не	1	9
112	в ней	1	9
113	и особенно	1	9
114	с этой	2	8
115	по поводу	1	8
116	не знает	2	8
117	во всех	3	8
118	то ни	1	8
119	можно было	1	8
120	что для	1	8
121	в течение	1	8
122	связи с	1	8
123	меньше всего	2	8
124	по своему	2	8
125	и других	2	8
126	с самого	4	8
127	как он	1	8
128	и ее	4	8
129	и к	6	7
130	дело с	1	7
131	в этих	3	7
132	во всяком	3	7
133	вопрос о	1	7
134	хотя бы	4	7
135	в другом	1	7
136	в руках	1	7
137	самого начала	4	7
138	бы то	1	7
139	что они	1	7
140	ни было	2	7
141	в связи	1	7
142	и это	6	7
143	не имеет	1	7
144	из этих	2	7
145	мы знаем	3	7
146	но если	1	7
147	всяком случае	3	7
148	и вот	3	7
149	для нас	2	7
150	отнюдь не	4	7
151	тех же	3	7
152	и о	2	7
153	по всему	2	6
154	еще более	1	6
155	в виду	1	6
156	в своих	1	6
157	не слишком	1	6
158	с точки	6	6
159	что не	2	6
160	на этом	3	6
161	не дает	1	6
162	могут быть	3	6
163	на ее	1	6
164	в сущности	1	6
165	в другой	1	6
166	а не	1	6
167	нет и	2	6
168	главным образом	1	6
169	в области	3	6
170	на вопрос	1	6
171	здесь в	1	6
172	и как	3	6
173	это было	1	6
174	в уже	1	6
175	на которые	1	6
176	человека в	1	6
177	когда он	1	6
178	на это	1	6
179	для всех	4	5
180	что по	1	5
181	роль в	1	5
182	с помощью	2	5
183	любовь к	1	5
184	любви к	1	5
185	а на	2	5
186	к ним	2	5
187	сказать что	7	5
188	под названием	1	5
189	все время	1	5
190	себя в	1	5
191	никогда не	2	5
192	и мы	2	5
193	в мире	1	5
194	между собой	2	5
195	все остальные	2	5
196	в развитии	2	5
197	друг другу	1	5
198	каждого из	1	5
199	от нее	1	5
200	что это	2	5
201	из того	1	5
202	за пределы	2	5
203	приводит к	1	5
204	конечно не	6	5
205	да еще	2	5
206	у меня	1	5
207	и теперь	3	5
208	же самое	1	5
209	золотого века	1	5
210	той же	1	5
211	что я	1	5
212	в сознании	1	5
213	этом отношении	1	5
214	мы имеем	1	5
215	в следующем	1	5
216	от того	1	5
217	жизни и	3	5
218	в период	1	5
219	для этого	2	5
220	его современников	1	5
221	что на	2	5
222	следует что	1	4
223	нас в	1	4
224	в духе	1	4
225	их в	3	4
226	не всегда	1	4
227	его не	1	4
228	одна из	1	4
229	к этим	1	4
230	и столь	1	4
231	к их	1	4
232	в состоянии	1	4
233	этой же	1	4
234	аналогии с	2	4
235	и этим	2	4
236	как его	1	4
237	я не	1	4
238	как видим	1	4
239	между ними	3	4
240	же как	2	4
241	в себя	1	4
242	как известно	1	4
243	с которым	1	4
244	человека который	1	4
245	не случайно	1	4
246	к сожалению	1	4
247	не позволяет	1	4
248	не на	2	4
249	сравнению с	3	4
250	нет ничего	1	4
251	что мы	2	4
252	то и	1	4
253	наконец в	1	4
254	по сравнению	3	4
255	что же	1	4
256	по мнению	1	4
257	или к	1	4
258	в более	1	4
259	хотя в	1	4
260	у нас	1	4
261	в свои	1	4
262	а то	1	4
263	с их	3	4
264	времени и	1	4
265	по его	1	4
266	мог бы	1	4
267	и их	4	4
268	не следует	1	4
269	в пределах	2	4
270	которые в	1	4
271	бы он	1	4
272	нуждается в	5	4
273	за счет	2	4
274	в основе	3	4
275	во всем	1	3
276	в году	1	3
277	разу не	1	3
278	конечном счете	2	3
279	похож на	1	3
280	только для	5	3
281	за ней	1	3
282	сам же	1	3
283	при всей	2	3
284	выходит из	1	3
285	только на	3	3
286	от своего	1	3
287	путь к	2	3
288	как на	1	3
289	в нашем	1	3
290	находится в	2	3
291	друг с	1	3
292	нет никаких	2	3
293	о ней	1	3
294	эдипа и	1	3
295	этих двух	1	3
296	время и	1	3
297	с другом	1	3
298	искать в	1	3
