N	2gram	Vygotskiy_	Hudozhes
1	в качестве	12	31
2	и в	37	23
3	не только	29	20
4	состоит в	4	20
5	в том	47	20
6	при этом	6	19
7	может быть	19	19
8	в частности	8	18
9	и не	15	16
10	но и	23	14
11	внутренней речи	14	14
12	а не	5	13
13	но не	6	13
14	а в	4	13
15	в себе	8	13
16	в этом	32	12
17	то же	12	12
18	такого рода	1	12
19	так и	12	12
20	и его	10	12
21	сводится к	1	11
22	представляет собой	13	11
23	как бы	16	11
24	точки зрения	49	11
25	в его	16	11
26	по отношению	12	10
27	но в	9	10
28	отношению к	11	10
29	или иной	3	9
30	том что	42	9
31	с другой	16	9
32	не в	9	9
33	не может	16	9
34	в принципе	1	8
35	в области	4	8
36	в то	7	8
37	что в	25	7
38	в самом	16	7
39	только в	8	7
40	в своей	7	7
41	в основе	9	7
42	и т.п	5	7
43	же время	2	7
44	в отличие	3	7
45	отличие от	3	7
46	я и	1	7
47	не столько	4	7
48	как это	6	7
49	по своей	9	7
50	лишь в	9	7
51	другой стороны	10	6
52	приводит к	8	6
53	уже не	2	6
54	можно сказать	6	6
55	с ее	3	6
56	с его	7	6
57	мы имеем	2	6
58	в ее	3	6
59	а также	1	6
60	по сути	1	6
61	в нем	2	6
62	ни в	6	5
63	в виду	5	5
64	не на	1	5
65	мыслится как	1	5
66	конечном счете	4	5
67	что он	16	5
68	не менее	1	5
69	не является	16	5
70	того чтобы	23	5
71	для того	19	5
72	со стороны	4	5
73	я с	1	5
74	иначе говоря	4	5
75	как к	1	5
76	для него	5	5
77	того что	28	5
78	прежде всего	12	5
79	с другими	5	5
80	в их	5	5
81	в конечном	4	5
82	говоря словами	5	5
83	между ними	2	5
84	той или	3	5
85	самим собой	1	5
86	тем самым	8	5
87	то что	32	5
88	в ходе	9	5
89	могут быть	5	5
90	место в	1	5
91	слова как	3	5
92	для себя	7	4
93	без исключения	1	4
94	по пути	2	4
95	не следует	1	4
96	например в	1	4
97	значении этого	1	4
98	отношения к	3	4
99	в слове	2	4
100	роли в	2	4
101	из которого	2	4
102	для читателя	1	4
103	еще не	1	4
104	в данном	5	4
105	в воображении	1	4
106	входит в	1	4
107	в другом	7	4
108	сознания в	3	4
109	говорить о	4	4
110	и т.д	15	4
111	сказать что	16	4
112	жизни как	1	4
113	к которому	4	4
114	в своем	10	4
115	к тому	10	4
116	и то	3	4
117	это не	5	4
118	в отношении	14	4
119	не знает	1	4
120	и как	7	4
121	в этих	3	4
122	в себя	2	4
123	того или	1	4
124	личности в	1	4
125	между тем	10	4
126	речи и	41	4
127	он не	11	4
128	и тем	8	4
129	и что	11	4
130	в форме	1	4
131	со своей	1	4
132	и о	1	4
133	однако в	1	4
134	силу своей	1	4
135	в силу	8	4
136	хотя и	2	4
137	в той	1	3
138	и к	9	3
139	к действительности	13	3
140	на деле	5	3
141	и составляет	3	3
142	и на	8	3
143	в момент	1	3
144	с этой	7	3
145	и читателей	1	3
146	даже в	4	3
147	говорит и	1	3
148	о чем	2	3
149	подобно тому	2	3
150	если бы	10	3
151	оказывается в	2	3
152	и сам	2	3
153	а именно	2	3
154	в жизни	2	3
155	сути дела	1	3
156	как и	20	3
157	к его	3	3
158	их в	6	3
159	тем не	1	3
160	но их	1	3
161	для автора	1	3
162	в противоположность	3	3
163	к нему	1	3
164	потому что	11	3
165	одной стороны	15	3
