N	2gram	Bakhtin_Pr	Myslijsy
1	потому что	9	182
2	то есть	86	142
3	и в	83	121
4	может быть	23	107
5	в том	22	103
6	то что	14	83
7	в слове	2	78
8	что в	5	73
9	и не	41	73
10	только в	10	72
11	не только	14	67
12	а не	19	67
13	таким образом	9	64
14	в языке	1	60
15	в этом	24	59
16	но и	16	59
17	том что	9	59
18	так как	12	59
19	то же	10	56
20	не в	10	54
21	если бы	1	53
22	в себе	10	53
23	по себе	3	52
24	не может	18	52
25	того что	1	47
26	в сознании	2	46
27	в душе	1	45
28	было бы	6	45
29	в нем	21	45
30	не есть	1	42
31	как и	13	42
32	так что	1	39
33	вместе с	5	39
34	что и	4	38
35	мы не	7	38
36	при этом	6	37
37	как в	10	37
38	так и	9	37
39	тогда когда	1	36
40	что мы	2	36
41	тем что	2	33
42	и что	3	32
43	по отношению	6	30
44	а в	4	30
45	что не	1	29
46	между тем	2	29
47	но не	9	29
48	вовсе не	12	28
49	мы можем	9	28
50	для него	1	28
51	с этим	3	27
52	могут быть	5	27
53	не было	5	26
54	независимо от	1	26
55	отношению к	5	26
56	языка и	1	25
57	этого слова	3	25
58	между собою	2	24
59	в то	8	24
60	как бы	27	23
61	того как	4	23
62	а потому	1	22
63	по мере	3	22
64	то это	4	22
65	с другой	4	22
66	не имеет	1	22
67	но в	12	22
68	и потому	6	21
69	не менее	4	21
70	в одном	4	20
71	это не	10	20
72	в ней	8	20
73	мысли и	2	19
74	и как	1	19
75	но это	7	19
76	сказать что	12	19
77	с ним	3	19
78	того же	5	19
79	тем не	2	19
80	что это	2	19
81	и то	2	19
82	из этих	3	19
83	о том	3	19
84	есть уже	1	19
85	тем самым	2	19
86	должно быть	4	19
87	есть не	1	19
88	в самом	7	18
89	в таком	3	18
90	для того	1	18
91	не могут	4	18
92	в человеке	1	18
93	бы не	1	18
94	что я	2	18
95	еще не	10	18
96	точки зрения	17	17
97	крайней мере	2	17
98	со стороны	1	17
99	по крайней	2	17
100	слова и	5	17
101	заметить что	1	17
102	уже в	3	17
103	в его	15	17
104	во всяком	2	17
105	слова в	3	17
106	не можем	1	17
107	и на	27	16
108	к тому	2	16
109	так же	4	16
110	в своем	2	16
111	в которой	2	16
112	а только	2	16
113	в них	4	16
114	если б	7	16
115	есть нечто	1	16
116	что если	1	16
117	каждый раз	1	16
118	на то	2	16
119	в этих	8	15
120	уже не	5	15
121	с другими	6	15
122	и тем	4	15
123	и по	5	15
124	что он	6	15
125	стало быть	1	15
126	в свою	1	15
127	прежде всего	20	15
128	все же	3	14
129	в одно	1	14
130	в котором	8	14
131	то в	1	14
132	связи с	1	14
133	так сказать	8	14
134	во всех	15	14
135	столь же	1	14
136	там где	3	14
137	мере того	1	14
138	должны быть	2	14
139	в истории	4	14
140	же время	8	14
141	и без	4	14
142	мы должны	4	14
143	те же	1	13
144	например в	8	13
145	языка в	1	13
146	а между	3	13
147	как на	1	13
148	из них	7	13
149	что все	3	13
150	в смысле	2	13
151	и все	14	13
152	смысле этого	3	13
153	образом в	2	13
154	и может	1	13
155	и его	13	13
156	от него	3	12
157	другой стороны	3	12
158	до сих	8	12
159	более или	3	12
160	мысли о	3	12
161	это последнее	2	12
162	не то	3	12
163	никогда не	10	12
164	и при	2	12
165	хотя и	10	12
166	быть только	2	12
167	и вместе	1	12
168	в чем	1	12
169	под влиянием	1	12
170	сих пор	8	12
171	в каждом	5	12
172	все остальные	2	12
173	всяком случае	1	12
174	себе представить	1	12
175	относится к	1	12
176	друг друга	7	12
177	все это	11	12
178	возможно только	1	12
179	есть в	7	12
180	или менее	3	12
181	тем более	2	12
182	человека и	10	12
183	как мы	12	12
184	что на	2	12
185	все что	1	11
186	и если	4	11
187	что человек	1	11
188	которые мы	3	11
189	только на	3	11
190	и это	3	11
191	к нему	3	11
192	души и	1	11
193	его в	4	11
194	и притом	2	11
195	в силу	1	11
196	речи и	3	11
197	мы видели	2	11
198	сами по	1	11
199	к ней	3	11
200	той же	6	11
201	с нею	1	11
202	со словом	1	11
203	что для	1	11
204	и вообще	3	11
205	к одному	2	11
206	и их	6	11
207	указывает на	2	11
208	но тем	1	10
209	и с	10	10
210	хотя бы	6	10
211	одной и	1	10
212	духа и	1	10
213	находится в	1	10
214	представить себе	1	10
215	мы видим	2	10
216	что при	1	10
217	это слово	1	10
218	и следовательно	1	10
219	в других	2	10
220	бы в	2	10
221	если же	5	10
222	и от	4	10
223	и есть	1	10
224	бы быть	1	10
225	он не	5	10
226	образа и	1	10
227	мы говорим	2	10
228	в словах	2	10
229	если мы	5	10
230	тем же	1	10
231	и для	5	10
232	образ и	1	10
233	слово в	5	10
234	так в	1	10
235	и понимания	1	10
236	тому что	1	10
237	ко всем	2	9
238	и даже	5	9
239	а вместе	1	9
240	вопрос о	1	9
241	во многих	2	9
242	до того	1	9
243	на него	2	9
244	что она	2	9
245	на язык	4	9
246	зрения и	2	9
247	могли бы	2	9
248	в нее	1	9
249	во время	1	9
250	от нее	1	9
251	один из	7	9
252	себе не	1	9
253	никто не	1	9
254	но оно	1	9
255	с точки	13	9
256	таком случае	1	9
257	это было	3	9
258	не все	1	9
259	и других	12	9
260	далеко не	4	9
261	в целом	3	9
262	нам кажется	4	9
263	и о	3	9
264	можно сказать	12	9
265	язык в	1	9
266	таким же	1	9
267	во всем	5	8
268	которые не	2	8
269	говорить о	2	8
270	не как	5	8
271	но все	1	8
272	именно в	3	8
273	их в	3	8
274	в более	5	8
275	и слово	2	8
276	так например	2	8
277	перестает быть	1	8
278	с какою	2	8
279	что даже	1	8
280	что они	2	8
281	влияние на	14	8
282	мы в	2	8
283	слово как	1	8
284	от них	2	8
285	одно и	1	8
286	что есть	1	8
287	отношений между	2	8
288	с ними	2	8
289	в которых	2	8
290	между ними	14	8
291	внимание на	1	8
292	и тогда	1	8
293	и той	4	8
294	в глазах	1	8
295	нельзя сказать	2	8
296	в самой	2	8
297	тот же	2	8
298	этом случае	1	8
299	то мы	1	8
300	на самом	2	8
301	слова не	2	8
302	все равно	6	8
303	или в	7	8
304	и более	3	8
305	словом и	2	8
306	на все	4	8
307	или что	1	8
308	по его	1	8
309	человеческой природы	1	8
310	с этой	1	7
311	в разных	4	7
312	тем как	1	7
313	язык как	1	7
314	касается до	1	7
315	связь с	4	7
316	все эти	9	7
317	к другим	4	7
318	в жизни	14	7
319	в собственном	3	7
320	но мы	1	7
321	в данном	1	7
322	не существует	1	7
323	даже и	3	7
324	этого последнего	1	7
325	не всегда	3	7
326	превращается в	5	7
327	самого начала	5	7
328	языка как	1	7
329	для понимания	3	7
330	что именно	2	7
331	к этому	5	7
332	несмотря на	3	7
333	одном из	1	7
334	к мысли	1	7
335	из одного	2	7
336	в эту	3	7
337	на себе	1	7
338	но как	2	7
339	в своих	4	7
340	она не	4	7
341	и та	1	7
342	и тот	4	7
343	за пределы	7	7
344	этом смысле	5	7
345	значение и	2	7
346	а как	4	7
347	во втором	1	7
348	все в	3	7
349	за ним	1	7
350	к одной	1	7
351	его с	2	7
352	вряд ли	2	7
353	себя и	3	7
354	о котором	1	7
355	этот образ	2	7
356	слове и	1	7
357	бы и	3	7
358	и теперь	1	7
359	только один	1	7
360	и во	6	7
361	мысли не	1	7
362	из него	1	7
363	за собою	1	7
364	в таких	1	7
365	слова но	3	7
366	сама по	2	7
367	как она	1	7
368	один и	1	7
369	с самого	4	7
370	не с	1	7
371	на это	1	7
372	не знаем	1	7
373	место в	3	7
374	и к	13	6
375	для всех	2	6
376	же и	1	6
377	увидим что	1	6
378	образом и	3	6
379	в виду	3	6
380	мысли как	1	6
381	если и	1	6
382	его на	1	6
383	в своей	5	6
384	человеческой мысли	4	6
385	между двумя	4	6
386	имеют для	1	6
387	из виду	1	6
388	к ним	5	6
389	слово не	1	6
390	или если	1	6
391	после того	1	6
392	слов в	1	6
393	в ее	3	6
394	у него	5	6
395	но он	3	6
396	прежде чем	2	6
397	в мире	8	6
398	могло бы	3	6
399	слова то	2	6
400	к слову	3	6
401	мы уже	9	6
402	же самое	1	6
403	главным образом	3	6
404	друг другу	1	6
405	показывает что	1	6
406	и сами	1	6
407	и самое	2	6
408	в последнем	1	6
409	должна быть	1	6
410	в сущности	15	6
411	заключается в	1	6
412	может стать	4	6
413	да и	3	6
414	друг от	2	6
415	ничего общего	1	6
416	и уже	2	6
417	лишь в	1	6
418	не могло	1	6
419	в этой	3	6
420	и до	6	6
421	мог бы	1	6
422	при котором	1	6
423	в образе	3	6
424	слово и	2	6
425	но если	4	6
426	но на	2	6
427	что с	1	6
428	у нас	2	6
429	в их	7	6
430	что ни	1	6
431	от друга	2	6
432	от языка	1	6
433	на нее	1	6
434	на его	4	6
435	в каждой	1	6
436	об этом	3	6
437	все более	2	6
438	как он	4	6
439	смотрит на	1	6
440	в один	3	6
441	понятия и	1	6
442	оно должно	2	6
443	мы бы	1	6
444	жизни и	13	6
445	человек не	1	6
446	ни был	1	6
447	в той	2	5
448	человеческой жизни	3	5
449	были бы	1	5
450	даже в	3	5
451	формы в	1	5
452	или нет	1	5
453	например с	1	5
454	всех остальных	1	5
455	в некотором	1	5
456	по мнению	1	5
457	времени и	4	5
458	но самое	1	5
459	и другим	1	5
460	предмет и	2	5
461	уже и	1	5
462	входит в	1	5
463	состоит в	1	5
464	но эти	3	5
465	конечно не	11	5
466	на предмет	5	5
467	лишь тогда	1	5
468	на которую	1	5
469	время и	3	5
470	в произведении	3	5
471	из того	1	5
472	а с	1	5
473	чем в	2	5
474	ли мы	1	5
475	образа как	1	5
476	одним из	6	5
477	без него	1	5
478	одна из	9	5
479	о которых	2	5
480	о предмете	1	5
481	собою и	2	5
482	и у	8	5
483	рядом с	2	5
484	предполагает что	1	5
485	оно и	2	5
486	можно было	2	5
487	но только	2	5
488	этот вопрос	3	5
489	что может	1	5
490	мысль в	1	5
491	можно только	1	5
492	в процессе	4	5
493	если в	2	5
494	время как	1	5
495	все то	4	5
496	можно назвать	2	5
497	для создания	1	5
498	из которого	1	5
499	самое это	1	5
500	перед нами	17	5
501	следует сказать	1	5
502	для нее	1	5
503	отношении к	2	5
504	слов и	1	5
505	ее не	1	5
506	на этот	1	5
507	и здесь	4	5
508	слова так	1	5
509	они не	5	5
510	мы имеем	4	5
511	а это	2	5
512	указание на	1	5
513	на которой	2	5
514	нет ничего	3	5
515	без слов	1	5
516	не подлежит	1	5
517	но уже	2	5
518	определенное место	1	5
519	в области	6	5
520	человека в	6	5
521	и народа	1	5
522	но при	2	5
523	здесь только	2	5
524	нужно было	1	5
525	этого не	1	5
526	как слово	3	5
527	в начале	2	5
528	отношение к	14	5
529	не к	3	5
530	быть названы	1	5
531	вытекают из	1	5
532	или по	3	4
533	еще более	6	4
534	в применении	1	4
535	говоря что	1	4
536	слове а	1	4
537	свою мысль	1	4
538	в некоторых	7	4
539	равно как	1	4
540	сами собою	1	4
541	точке зрения	1	4
542	значение то	1	4
543	но во	2	4
544	в другом	1	4
545	не вполне	1	4
546	не что	1	4
547	некоторое время	2	4
548	над собою	2	4
549	что иное	1	4
550	кажется нам	1	4
551	эти отношения	3	4
552	видели что	2	4
553	все его	3	4
554	проявляется в	4	4
555	не знает	8	4
556	влияния на	1	4
557	я и	2	4
558	в связи	2	4
559	души в	1	4
560	следовательно и	2	4
561	от этого	1	4
562	с его	4	4
563	связанная с	2	4
564	на этом	4	4
565	мы думаем	1	4
566	в наше	1	4
567	не дает	3	4
568	на другой	1	4
569	ту же	2	4
570	определенности и	1	4
571	кажется что	3	4
572	и затем	1	4
573	и какое	2	4
574	он в	2	4
575	его как	3	4
576	если оно	3	4
577	ничего не	8	4
578	ведет к	3	4
579	собственном смысле	3	4
580	та же	1	4
581	мысль не	1	4
582	относятся к	1	4
583	нашего времени	1	4
584	было связано	1	4
585	ни в	4	4
586	не на	1	4
587	мы чувствуем	1	4
588	но без	1	4
589	так или	1	4
590	и между	5	4
591	к которым	1	4
592	и они	4	4
593	и так	4	4
594	о единстве	1	4
595	все они	2	4
596	здесь как	3	4
597	одним и	1	4
598	всеми остальными	1	4
599	сознании и	1	4
600	более и	1	4
601	образа в	1	4
602	между людьми	5	4
603	начиная с	4	4
604	произведения и	1	4
605	с духом	2	4
606	он может	2	4
607	только о	1	4
608	образы и	1	4
609	слова от	1	4
610	ему в	1	4
611	данном случае	1	4
612	сознания и	1	4
613	этом отношении	1	4
614	в науке	1	4
615	между этими	2	4
616	от своих	2	4
617	но с	2	4
618	но эта	2	4
619	дело в	3	4
620	других в	2	4
621	или даже	1	4
622	стремление к	1	4
623	к своему	4	4
624	по своему	6	4
625	в такой	1	4
626	остановимся на	5	4
627	мы находим	8	4
628	человеком и	1	4
629	перейти к	2	4
630	на них	2	4
631	он говорит	1	4
632	что касается	2	4
633	но она	3	4
634	есть и	4	4
635	стороны и	1	4
636	имеет свою	1	4
637	скажем что	1	4
638	что можно	1	4
639	явления и	1	4
640	про себя	1	4
641	во многом	3	4
642	одного из	1	4
643	на следующее	1	4
644	бытия и	5	4
645	такой же	1	4
646	слова например	1	4
647	иное как	1	4
648	с которыми	1	3
649	мы и	4	3
650	к этой	3	3
651	дело с	1	3
652	что делает	1	3
653	кроме того	6	3
654	в результате	2	3
655	в различных	1	3
656	именно эти	1	3
657	одной из	6	3
658	и которые	2	3
