N	3gram	Trubetskoy	Problema
1	тем не менее	4	56
2	о том что	4	39
3	в том что	16	37
4	то же самое	1	30
5	в настоящее время	3	30
6	в связи с	3	29
7	в данном случае	3	28
8	по крайней мере	1	26
9	во всяком случае	2	25
10	с другой стороны	4	25
11	с точки зрения	8	25
12	в конце концов	4	23
13	и то что	3	20
14	на то что	7	19
15	для того чтобы	7	17
16	то есть в	1	17
17	в то же	2	17
18	точно так же	1	16
19	то что мы	1	15
20	до сих пор	15	14
21	в этом случае	4	14
22	ничего общего с	2	13
23	на самом деле	7	13
24	можно было бы	1	13
25	не может быть	4	12
26	так или иначе	5	12
27	также и то	1	12
28	в то время	2	12
29	то время как	1	12
30	дело в том	1	11
31	бы то ни	3	11
32	с одной стороны	2	11
33	не только не	1	10
34	вместе с тем	3	10
35	более или менее	8	10
36	только то что	2	10
37	по этому поводу	1	9
38	что же касается	2	9
39	не говоря уже	1	9
40	может быть и	4	9
41	никак не может	1	8
42	только в том	1	8
43	только тогда когда	1	8
44	заключается в том	3	8
45	говоря уже о	1	7
46	а может быть	1	7
47	к тому же	5	7
48	в чистом виде	1	7
49	с самого начала	1	7
50	иметь в виду	1	7
51	в этой области	4	7
52	в том или	1	7
53	мы находим в	1	7
54	хотя и не	1	7
55	тот или иной	1	7
56	в самом деле	5	6
57	и то же	1	6
58	то ни было	3	6
59	на первый взгляд	1	6
60	свидетельствует о том	1	5
61	пока еще не	1	5
62	мы говорили выше	6	5
63	если мы возьмем	1	5
64	так же как	3	5
65	та или иная	1	5
66	в том виде	2	5
67	в том числе	1	5
68	до некоторой степени	1	5
69	в зависимости от	1	5
70	том виде как	1	5
71	том или ином	1	5
72	одно и то	1	5
73	не менее в	1	5
74	том что он	2	5
75	несмотря на всю	1	4
76	друг от друга	6	4
77	том числе и	1	4
78	они вовсе не	1	4
79	но все же	2	4
80	с большим трудом	1	4
81	мы видели выше	1	4
82	этой точки зрения	1	4
83	до тех пор	1	4
84	все же не	3	4
85	в других областях	1	4
86	в другом случае	1	4
87	это было бы	1	4
88	именно потому что	2	4
89	а с другой	2	4
90	мы все же	2	4
91	сливаются в одно	1	4
92	и с точки	1	4
93	как мы видели	1	4
94	во всех этих	2	4
95	так что в	1	4
96	то обстоятельство что	1	4
97	друг к другу	2	4
98	что в данном	1	3
99	то ясно что	4	3
100	и того же	3	3
101	то что у	2	3
102	во всем мире	1	3
103	к тому что	1	3
104	в тех случаях	1	3
105	как и вообще	1	3
106	за то что	1	3
107	нет ничего общего	1	3
108	как и в	2	3
109	отличаются друг от	3	3
110	тех случаях когда	1	3
111	что мы можем	1	3
112	с этой точки	1	3
113	тот факт что	4	3
114	по сравнению с	5	3
115	несмотря на то	2	3
116	одного и того	3	3
117	хотя бы в	1	3
118	как мы сказали	1	3
119	и может быть	2	3
120	не есть нечто	1	3
121	и не очень	1	3
122	в одно целое	1	3
123	мы не знаем	1	3
124	или лучше сказать	1	3
125	и все они	1	3
126	настолько сильна что	1	2
127	так и для	2	2
128	многие из этих	1	2
129	по отношению к	11	2
130	о которых мы	4	2
131	а в том	1	2
132	совершенно ясно что	1	2
133	между тем как	1	2
134	и по своему	1	2
135	и все прочие	1	2
136	что и сам	1	2
137	уже о том	1	2
138	потому что для	1	2
139	такое положение дела	1	2
140	мысль о том	1	2
141	это не так	1	2
142	не во всех	1	2
143	ясно также и	1	2
144	таким образом в	3	2
145	и состоит из	1	2
146	каких бы то	1	2
147	ни одна из	1	2
148	между прочим в	1	2
149	и все другие	1	2
150	мы только что	1	2
151	и это не	1	2
152	и все же	1	2
153	а так как	1	2
154	мы сказали выше	2	2
155	является одним из	1	2
156	о котором мы	1	2
157	для этого необходимо	1	2
158	одна от другой	1	2
159	не отличается от	1	2
160	еще не вполне	1	2
161	в том же	3	2
162	и не имеет	1	2
163	друг на друга	2	2
164	что все эти	1	2
165	дело заключается в	1	2
166	а потому что	1	2
167	ввиду того что	1	2
168	в нем не	1	2
169	принять во внимание	2	2
170	не может не	3	2
171	а не в	1	2
172	в свою очередь	2	2
173	и в том	2	2
174	на русском языке	1	2
175	и не может	1	2
176	в том и	2	2
177	широком смысле слова	1	2
178	одним из самых	1	2
179	теряет всю свою	1	2
180	в том случае	4	2
181	вот тут-то и	1	2
182	а следовательно и	2	2
183	и той же	1	2
184	только в этом	1	2
185	очень много и	1	2
186	не тем что	1	2
187	одной и той	1	2
188	ни тем более	1	2
189	тоже представляет собою	1	2
190	в себе и	1	2
191	но с другой	1	2
192	если мы будем	1	2
193	мы уже сказали	1	2
194	нечего и говорить	3	2
195	есть одно из	1	1
196	прежде всего для	1	1
197	их таким образом	1	1
198	в мире является	1	1
199	о которой мы	2	1
200	все дело заключается	1	1
201	ни то ни	1	1
202	что в настоящее	1	1
203	одна из этих	1	1
204	а для этого	1	1
205	бороться с этим	1	1
206	на месте в	1	1
207	и в другом	1	1
208	у него с	2	1
