N	2gram	Vygotskiy_	Narrotol
1	не только	29	62
2	и не	15	50
3	при этом	6	47
4	но и	23	45
5	а не	5	38
6	в качестве	12	35
7	в частности	8	31
8	может быть	19	30
9	и в	37	30
10	в том	47	29
11	в этом	32	28
12	том что	42	28
13	а в	4	27
14	такого рода	1	26
15	представляет собой	13	25
16	только в	8	25
17	состоит в	4	25
18	в данном	5	24
19	как и	20	24
20	не в	9	23
21	то что	32	23
22	не может	16	20
23	в себе	8	17
24	данном случае	5	17
25	так и	12	17
26	а также	1	17
27	со стороны	4	16
28	в его	16	16
29	к тому	10	15
30	можно сказать	6	15
31	и т.п	5	15
32	но в	9	15
33	иначе говоря	4	15
34	в жизни	2	14
35	и его	10	14
36	то же	12	13
37	в своей	7	13
38	уже не	2	13
39	о том	14	13
40	в своем	10	13
41	у него	2	13
42	все же	6	12
43	на протяжении	3	12
44	сводится к	1	12
45	как в	7	12
46	перед нами	7	12
47	как бы	16	12
48	прежде всего	12	12
49	по отношению	12	11
50	об этом	6	11
51	к себе	2	11
52	хотя и	2	11
53	если бы	10	11
54	и тем	8	11
55	в этой	13	11
56	в нем	2	11
57	жизни в	1	11
58	в отличие	3	11
59	отличие от	3	11
60	тем самым	8	11
61	отношению к	11	11
62	один из	3	10
63	никогда не	8	10
64	тому же	1	10
65	точки зрения	49	10
66	между тем	10	10
67	как это	6	10
68	в то	7	10
69	и все	7	10
70	не является	16	10
71	жизни и	2	10
72	с его	7	10
73	ничего не	6	10
74	того что	28	10
75	но не	6	10
76	и т.д	15	10
77	в соответствии	1	9
78	как раз	8	9
79	тем не	1	9
80	той или	3	9
81	столь же	8	9
82	отнюдь не	2	9
83	что в	25	9
84	с ним	3	9
85	что он	16	9
86	еще не	1	9
87	потому что	11	9
88	для него	5	9
89	в той	1	8
90	и к	9	8
91	в самом	16	8
92	в таком	1	8
93	о чем	2	8
94	по мысли	1	8
95	не менее	1	8
96	не мог	1	8
97	одна из	1	8
98	он не	11	8
99	и он	1	8
100	самом деле	8	8
101	того чтобы	23	8
102	внимание на	1	8
103	мы имеем	2	8
104	же время	2	8
105	соответствии с	1	8
106	и для	3	8
107	этом отношении	6	8
108	у нас	1	8
109	или иной	3	8
110	в принципе	1	7
111	в речи	3	7
112	при всей	1	7
113	в котором	6	7
114	с другой	16	7
115	едва ли	5	7
116	в ее	3	7
117	в конце	2	7
118	в чем	5	7
119	в силу	8	7
120	и на	8	7
121	в форме	1	7
122	в свою	4	7
123	это не	5	7
124	вслед за	3	7
125	или в	2	7
126	также и	2	7
127	в ней	2	7
128	одного из	4	7
129	в целом	29	7
130	все что	4	6
131	в результате	7	6
132	например в	1	6
133	между двумя	2	6
134	сказать что	16	6
135	в нашем	3	6
136	на него	3	6
137	о ней	1	6
138	то в	1	6
139	что у	3	6
140	с одной	14	6
141	что и	3	6
142	в конечном	4	6
143	могло бы	2	6
144	на другой	1	6
145	не могла	1	6
146	в современной	3	6
147	известном смысле	3	6
148	однако в	1	6
149	однако и	1	6
150	таким образом	39	6
151	представляют собой	2	6
152	никак не	1	6
153	к его	3	6
154	в слове	2	6
155	в известном	4	6
156	то и	4	6
157	из этих	6	6
158	в сознании	2	6
159	здесь не	1	6
160	ответ на	4	6
161	как у	1	6
162	слова в	2	6
163	не по	1	6
164	одной стороны	15	6
165	на то	11	6
166	вплоть до	1	6
167	только что	7	5
168	исходя из	1	5
169	не столько	4	5
170	в своих	6	5
171	и даже	5	5
172	и сам	2	5
173	именно в	8	5
174	а именно	2	5
175	мира и	2	5
176	свою очередь	3	5
177	в другом	7	5
178	для того	19	5
179	не всегда	1	5
180	может служить	1	5
181	в одном	5	5
182	он сам	3	5
183	точка зрения	3	5
184	из них	4	5
185	к нему	1	5
186	от его	5	5
187	бы и	4	5
188	не было	1	5
189	или не	1	5
190	но для	2	5
191	я не	4	5
192	так сказать	1	5
193	между собой	5	5
194	а для	2	5
195	по поводу	5	5
196	точку зрения	8	5
197	и от	4	5
198	с ее	3	5
199	и здесь	1	5
200	что это	8	5
201	подобно тому	2	5
202	если не	3	5
203	их в	6	5
204	и у	1	5
205	да и	1	5
206	о котором	3	5
207	том как	1	5
208	стало быть	2	5
209	было бы	12	5
210	и то	3	5
211	мы не	13	5
212	на самом	4	5
213	в равной	2	5
214	в какой	5	5
215	тем более	7	5
216	тому как	3	5
217	в начале	2	5
218	еще в	1	5
219	в пределах	1	5
220	и о	1	5
221	место в	1	5
222	как будто	1	5
223	и мира	1	4
224	даже в	4	4
225	строго говоря	2	4
226	не являются	1	4
227	в виду	5	4
228	по себе	9	4
229	в них	5	4
230	в первом	2	4
231	и с	10	4
232	все его	1	4
233	ведет к	1	4
234	конечном счете	4	4
235	не вполне	1	4
236	он является	3	4
237	когда в	2	4
238	не существует	4	4
239	которой он	2	4
240	хотя бы	7	4
241	только на	1	4
242	который в	7	4
243	к этому	7	4
244	внутренней речи	14	4
245	ситуации и	1	4
246	представить себе	5	4
247	что они	5	4
248	на том	2	4
249	несмотря на	6	4
250	то у	1	4
251	к жизни	1	4
252	в третьем	1	4
253	не говорит	1	4
254	тому что	6	4
255	в себя	2	4
256	в ответ	1	4
257	содержание сознания	1	4
258	по своей	9	4
259	и по	3	4
260	и ее	9	4
261	жизни а	1	4
262	на ее	2	4
263	для себя	7	4
264	о которой	2	4
265	не на	1	4
266	со всеми	2	4
267	оно не	1	4
268	вместе с	14	4
269	не имеет	5	4
270	которая не	1	4
271	в основе	9	4
272	могла бы	2	4
273	в итоге	1	4
274	не могло	5	4
275	в обоих	1	4
276	в сфере	4	4
277	начиная с	2	4
278	что я	1	4
279	всяком случае	5	4
280	друг друга	5	4
281	в ходе	9	4
282	зависит от	2	4
283	во всяком	6	4
284	для нас	4	4
285	раз в	3	4
286	а то	1	4
287	и как	7	4
288	или даже	2	4
289	ли не	1	4
290	по своему	1	4
291	это было	1	4
292	в области	4	4
293	она не	3	4
294	эти два	1	4
295	что касается	1	4
