N	3gram	Losev_Prob	Myshleni
1	в том что	13	133
2	с точки зрения	13	89
3	для того чтобы	3	78
4	заключается в том	1	51
5	мы могли бы	1	48
6	по отношению к	2	42
7	с одной стороны	5	39
8	с самого начала	3	36
9	то же самое	2	31
10	в этом отношении	4	30
11	можно было бы	2	28
12	вместе с тем	5	26
13	с другой стороны	7	26
14	на то что	2	25
15	о том что	14	25
16	не может быть	2	23
17	в то время	4	22
18	к тому что	1	22
19	не только не	1	21
20	можно сказать что	4	21
21	то время как	4	20
22	в самом деле	1	19
23	состоит в том	1	18
24	во всяком случае	6	18
25	в этом смысле	4	18
26	до сих пор	3	17
27	этой точки зрения	2	17
28	как мы видели	1	17
29	в связи с	11	17
30	с этой точки	2	16
31	и то что	3	15
32	в данном случае	5	15
33	в известном смысле	1	15
34	в первую очередь	1	14
35	нам думается что	1	14
36	потому что он	2	14
37	в свою очередь	2	14
38	к выводу что	1	14
39	в сущности говоря	1	14
40	как показывает исследование	1	13
41	это значит что	2	13
42	точно так же	4	13
43	а с другой	3	13
44	то и другое	5	13
45	в том чтобы	2	12
46	при переходе от	1	12
47	тем не менее	8	12
48	как мы уже	1	11
49	в последнее время	1	11
50	в такой же	1	11
51	том что в	1	11
52	то обстоятельство что	1	11
53	только тогда когда	3	11
54	такой же мере	1	10
55	том числе и	1	10
56	то что в	2	10
57	тот факт что	1	10
58	от того что	1	10
59	в том числе	2	10
60	друг на друга	1	10
61	сама по себе	2	9
62	ни в какой	4	9
63	более или менее	1	9
64	силу того что	1	9
65	в силу того	1	9
66	на самом деле	2	9
67	именно в этом	1	9
68	том что он	3	9
69	друг к другу	1	9
70	только в том	2	8
71	сам по себе	3	8
72	в силу этого	1	8
73	более и более	1	8
74	той или иной	4	8
75	в том же	1	8
76	в этой области	1	8
77	все более и	1	8
78	о том как	1	7
79	и вместе с	3	7
80	по этому поводу	4	7
81	содержит в себе	1	7
82	как раз в	1	7
83	вопрос о том	1	7
84	той и другой	1	7
85	по своему значению	1	7
86	ничего общего с	2	6
87	и таким образом	1	6
88	и тем же	1	6
89	и в частности	4	6
90	именно потому что	1	6
91	если бы мы	1	6
92	и том же	1	6
93	одном и том	1	6
94	мы находим в	3	6
95	в том смысле	2	6
96	того что мы	1	6
97	не что иное	3	6
98	одним и тем	1	6
99	что перед нами	2	6
100	что иное как	3	6
101	в следующем виде	1	6
102	мере в какой	1	5
103	и как бы	2	5
104	чем перейти к	1	5
105	указывает на то	1	5
106	прежде чем перейти	1	5
107	кроме того что	1	5
108	приходит к выводу	1	5
109	но все же	2	5
110	время как в	1	5
111	как мы увидим	1	5
112	прежде всего в	1	5
113	том смысле что	1	5
114	таким образом мы	1	5
115	в конце концов	7	5
116	мы хотели бы	2	5
117	уже по одному	2	5
118	и в этом	1	5
119	что представляет собой	1	5
120	в какой мере	3	5
121	в то же	2	5
122	только потому что	1	5
123	не только в	5	5
124	принять во внимание	1	5
125	едва ли не	1	5
126	в какой степени	1	4
127	таким же образом	1	4
128	так и в	1	4
129	как это мы	2	4
130	не потому что	1	4
131	между тем как	1	4
132	по аналогии с	1	4
133	не то что	1	4
134	но так как	1	4
135	мы имеем дело	1	4
136	и во всяком	1	4
137	но и в	2	4
138	как и все	1	4
139	потому что у	1	4
140	в настоящей работе	2	4
141	несмотря на то	1	4
142	так что в	1	4
143	в его состав	1	4
144	то же что	1	4
145	том что мы	1	4
146	потому что оно	2	4
147	мы должны сказать	1	4
148	в силу чего	1	4
149	если принять во	1	4
150	и в своей	1	4
151	в предисловии к	2	4
152	после того как	3	4
153	до самого последнего	1	3
154	же самое время	1	3
155	никак не может	2	3
156	к действительности и	1	3
157	по одному этому	1	3
158	на том что	1	3
159	то ни было	2	3
160	у нас в	1	3
161	все учение о	1	3
162	подлежит никакому сомнению	1	3
163	сказать что в	1	3
164	к тому же	5	3
165	чем иным как	3	3
166	то же время	1	3
167	и только в	1	3
168	какой мере не	3	3
169	в результате этого	1	3
170	потому что его	1	3
171	должны сказать что	1	3
172	связи с этим	1	3
173	мы видели выше	2	3
174	дело в том	4	3
175	того или иного	2	3
176	только не исключает	1	3
177	хотя бы в	1	3
178	является одним из	1	3
179	не только как	1	3
180	как и во	1	3
181	в истинном смысле	1	3
182	и в конце	1	3
183	все же в	1	3
184	не чем иным	3	3
185	и потому что	2	3
186	тех или иных	2	3
187	как раз и	1	3
188	сознательно и намеренно	1	3
189	бы то ни	4	3
190	не подлежит никакому	1	3
191	значит что он	1	3
192	в значительной мере	3	3
193	а вместе с	1	3
194	во всем его	1	3
195	в настоящее время	7	3
196	имеем дело с	1	3
197	то здесь мы	1	3
198	потому что они	2	3
199	в той или	2	2
200	в одном и	1	2
201	ни в каком	1	2
202	в новую структуру	1	2
203	который мог бы	1	2
204	а в других	1	2
205	и речи с	1	2
206	что в данном	2	2
207	с ним в	2	2
208	потому что она	1	2
209	того чтобы понять	1	2
210	я не вижу	1	2
211	образом как и	1	2
212	таким образом если	1	2
213	мы встречаемся с	1	2
214	подобно этому и	1	2
215	со всеми другими	1	2
216	и я не	1	2
217	не входит в	1	2
218	только в самом	1	2
219	во всех областях	1	2
220	в одном из	1	2
221	с тем же	1	2
222	за то что	2	2
223	не только для	2	2
224	не в его	1	2
225	в этом же	1	2
226	же образом как	1	2
227	это не имеет	2	2
228	что они были	1	2
229	одному тому что	1	2
230	что он должен	2	2
231	здесь мы имеем	1	2
232	все же не	3	2
233	как мы его	2	2
234	уже и в	1	2
235	мы уже видели	1	2
236	и все же	1	2
237	им же самим	1	2
238	оставить в стороне	1	2
239	о котором мы	1	2
240	я не хочу	1	2
241	мы увидим ниже	1	2
242	в которой они	1	2
243	или иной мере	2	2
244	вовсе не в	1	2
245	которые могли бы	1	2
246	до некоторой степени	4	2
247	что у него	1	2
248	что только в	1	2
