N	3gram	Bakhtin_Pr	VerxiiNi
1	с точки зрения	21	6
2	во всяком случае	3	6
3	друг с другом	4	5
4	по крайней мере	3	5
5	до сих пор	3	5
6	для того чтобы	3	5
7	в том числе	1	5
8	более или менее	1	5
9	том числе и	1	4
10	но все же	3	4
11	о том что	5	4
12	в том что	10	3
13	в конце концов	7	3
14	так же как	4	3
15	всяком случае не	1	3
16	точно так же	1	3
17	тем не менее	1	3
18	ничего общего с	1	2
19	той или иной	3	2
20	то что он	1	2
21	сих пор еще	1	2
22	таким образом в	2	2
23	с самого начала	3	2
24	с одним из	1	2
25	может быть даже	2	2
26	то ни было	2	2
27	этой точки зрения	3	2
28	то же самое	1	2
29	по сравнению с	2	2
30	можно сказать что	3	2
31	бы то ни	3	2
32	в этом отношении	7	2
33	то же время	10	2
34	в то же	10	2
35	с этой точки	1	2
36	и в этом	8	2
37	может быть и	1	2
38	все те же	1	1
39	сами по себе	4	1
40	так и в	1	1
41	те же что	1	1
42	что и у	1	1
43	их он может	1	1
44	у него в	1	1
45	в первом случае	1	1
46	точки зрения а	1	1
47	может показаться что	1	1
48	притом не только	1	1
49	в этот период	1	1
50	не потому что	3	1
51	именно потому что	3	1
52	сказать что в	1	1
53	не только не	1	1
54	может быть по	1	1
55	смысле этого слова	2	1
56	а вместе с	1	1
57	том что все	2	1
58	но в то	5	1
59	ни один из	1	1
60	этого в самом	1	1
61	он как бы	2	1
62	в то что	2	1
63	ни с одним	1	1
64	один из этих	1	1
65	мы видим что	2	1
66	до известной степени	1	1
67	и только в	1	1
68	не может быть	8	1
69	то есть о	1	1
70	по отношению к	17	1
71	и в то	3	1
72	в данном случае	3	1
73	мы имеем в	2	1
74	он в конце	1	1
75	а потому что	1	1
76	в отличие от	3	1
77	и никогда не	1	1
78	и не могут	1	1
79	и превращается в	1	1
80	же что и	1	1
81	а в том	1	1
82	а не как	4	1
83	из них не	1	1
84	может ли быть	1	1
85	своей индивидуальности и	1	1
86	но все они	1	1
87	тем или иным	1	1
88	и того же	1	1
89	на задний план	1	1
90	имеем в виду	2	1
91	и в новом	1	1
92	сам он не	1	1
93	что все эти	1	1
94	и есть то	1	1
95	и не потому	2	1
96	и люди и	1	1
97	которые могли бы	1	1
98	и в сущности	2	1
99	может быть в	1	1
100	в самом деле	5	1
101	найти в нем	1	1
102	в одном из	3	1
103	а следовательно и	1	1
104	но с другой	2	1
105	совершенно так же	2	1
106	таким образом уже	2	1
107	только то что	2	1
108	лицом к лицу	1	1
109	как бы в	3	1
110	в нашем смысле	1	1
111	с другой стороны	3	1
112	по всей вероятности	1	1
113	с ними в	1	1
114	мы уже говорили	2	1
115	но тем не	1	1
116	к нему в	1	1
117	даже там где	2	1
118	не в том	1	1
119	одном из своих	1	1
120	это однако не	1	1
121	перестает быть тем	1	1
122	не совпадает с	2	1
123	в то время	3	1
124	это и есть	3	1
125	что и в	1	1
126	его мировоззрения в	1	1
127	из этих трех	1	1
128	мира должна была	1	1
129	одного и того	1	1
130	друг к другу	4	1
