N	3gram	Propp_Isto	Morfolog
1	и т д	25	60
2	в этих случаях	12	14
3	в сказке №	1	14
4	мы видим что	4	11
5	в этом случае	4	10
6	не может быть	5	9
7	в связи с	1	9
8	таким образом мы	3	7
9	по отношению к	3	7
10	мы увидим ниже	1	6
11	с точки зрения	1	6
12	тем не менее	4	6
13	в иное царство	6	6
14	как мы увидим	1	5
15	с другой стороны	17	5
16	в том что	7	4
17	не может считаться	1	4
18	связи с сватовством	2	4
19	независимо от того	2	4
20	имеем в сказке	5	4
21	образом мы видим	3	4
22	к тому что	1	4
23	но все же	3	4
24	т д но	2	4
25	бой со змеем	1	4
26	может быть названо	1	4
27	на то что	1	3
28	в большинстве случаев	1	3
29	здесь прежде всего	1	3
30	о том что	9	3
31	как и в	3	3
32	для того чтобы	1	3
33	не значит что	1	3
34	в то время	4	3
35	требует чтобы герой	1	3
36	бы то ни	1	3
37	состоит в том	1	3
38	случай мы имеем	5	3
39	на первый взгляд	5	3
40	то время как	4	3
41	мы имеем также	1	3
42	в сказке о	4	2
43	это не значит	1	2
44	в точности соответствует	1	2
45	о том как	3	2
46	с того что	3	2
47	до наших дней	1	2
48	мы увидим что	2	2
49	дело не в	3	2
50	задавание трудных задач	1	2
51	то что в	4	2
52	можно заметить что	1	2
53	есть и другие	2	2
54	более или менее	3	2
55	для наших целей	1	2
56	друг на друга	2	2
57	начинается с того	3	2
58	хотя и не	1	2
59	летит по воздуху	1	2
60	т д в	3	2
61	в иных случаях	1	2
62	решение трудной задачи	1	2
63	в обоих случаях	1	2
64	здесь можно наблюдать	1	2
65	на составные части	1	2
66	случай в сказке	1	2
67	можно было бы	3	2
68	точно так же	2	2
69	сказке о жар-птице	1	2
70	мы уже видели	3	2
71	в данном случае	7	2
72	мы имеем в	7	2
73	и в других	2	2
74	но так как	4	2
75	но для наших	1	2
76	то ни было	1	2
77	то же происходит	1	2
78	тех случаях когда	6	2
79	там где оно	1	2
80	можно сделать из	1	2
81	приводят к тому	1	2
82	не входит в	1	2
83	во время боя	4	2
84	во всяком случае	3	2
85	в тех случаях	7	2
86	с одной стороны	11	2
87	в таких случаях	1	2
88	мы не будем	2	2
89	вопрос о том	1	2
90	отсюда видно что	5	2
91	оно может быть	1	2
92	так как такой	2	1
93	и здесь можно	1	1
94	о которых говорилось	1	1
95	героя т е	2	1
96	на тот свет	1	1
97	при помощи которых	1	1
98	на вопрос что	1	1
99	но то что	1	1
100	враждебного отношения к	1	1
101	ответить на вопрос	1	1
102	взгляд кажется что	1	1
103	в церковь и	1	1
104	зажжено великое множество	1	1
105	т д здесь	1	1
106	между героем и	2	1
107	что в сказке	2	1
108	т д и	1	1
109	этот случай с	1	1
110	огненных змеев на	1	1
111	и тот же	1	1
112	к заключению что	2	1
113	а не от	1	1
114	елена премудрая такой	1	1
115	колесница в упряжи	1	1
116	или духа в	1	1
117	упряжи шесть огненных	1	1
118	семь лет в	1	1
119	входит в наши	1	1
120	как видно будет	1	1
121	такой красы неописанной	1	1
122	в подземное царство	1	1
123	т д то	1	1
124	и вот мы	1	1
125	и в сказках	1	1
126	те случаи когда	1	1
127	мы уже знаем	5	1
128	колодец и ковшик	1	1
129	они представляют собой	1	1
130	воздуху золотая колесница	1	1
131	в других случаях	1	1
132	трудная задача в	1	1
133	с золотыми яблоками	1	1
134	с этим в	1	1
135	золотая колесница в	1	1
136	он как бы	1	1
137	мы можем указать	1	1
138	неописанной что ни	1	1
139	что они имеют	1	1
140	на русском языке	1	1
141	со змеем или	1	1
142	со мной на	1	1
143	же в ином	1	1
144	то что он	1	1
145	и светло что	1	1
146	может быть изучена	1	1
147	сидит королевна елена	1	1
148	идет со мной	1	1
