N	3gram	Bakhtin_fo	Komedia
1	в том что	4	29
2	к тому же	2	21
3	в то же	10	16
4	то же время	13	16
5	до сих пор	4	16
6	в самом деле	1	13
7	о том что	2	13
8	и т п	18	11
9	для того чтобы	11	11
10	в то время	3	11
11	в свою очередь	1	10
12	по отношению к	3	9
13	вместе с тем	3	9
14	с одной стороны	3	9
15	то время как	2	9
16	с другой стороны	1	8
17	и в самом	1	8
18	в конце концов	1	7
19	дошедших до нас	1	7
20	с самого начала	3	7
21	во всяком случае	1	7
22	в отличие от	3	6
23	в том числе	7	6
24	в связи с	12	6
25	с точки зрения	9	6
26	о том как	2	5
27	то же самое	1	5
28	и т д	3	5
29	в этом отношении	5	5
30	в самом начале	1	4
31	в одном из	1	4
32	к тому что	1	4
33	но все же	3	4
34	само собой разумеется	2	4
35	в это время	1	4
36	так как он	2	4
37	по сравнению с	3	4
38	обстоит дело с	1	4
39	что и в	1	4
40	в той же	1	3
41	в том же	3	3
42	друг от друга	2	3
43	друг с другом	5	3
44	в соответствии с	2	3
45	в чем не	3	3
46	в высшей степени	1	3
47	сих пор не	1	3
48	равно как и	4	3
49	на протяжении всего	2	3
50	но и в	5	3
51	собой разумеется что	2	3
52	наряду с этим	3	3
53	в новое время	1	3
54	и речи о	1	3
55	из того же	1	3
56	том числе и	4	3
57	ни в чем	3	3
58	в риме в	1	2
59	одной стороны и	2	2
60	в большинстве случаев	2	2
61	же что и	3	2
62	то что не	1	2
63	с этой точки	1	2
64	как и в	3	2
65	в частности в	1	2
66	так и в	1	2
67	каждый из них	1	2
68	дошедший до нас	1	2
69	все это время	1	2
70	каким он был	1	2
71	в зависимости от	1	2
72	друг за другом	2	2
73	и в то	7	2
74	том что в	1	2
75	не похож на	3	2
76	не было и	2	2
77	в нем не	3	2
78	каждой из них	1	2
79	здесь мы встречаем	1	2
80	на первый план	2	2
81	и в том	1	2
82	в тех случаях	1	2
83	одних и тех	2	2
84	и в дальнейшем	1	2
85	этой точки зрения	1	2
86	только в том	1	2
87	под открытым небом	1	2
88	и тех же	2	2
89	таким образом и	2	2
90	так же как	2	2
91	имеем в виду	3	2
92	не только в	6	2
93	только для того	1	2
94	мы имеем в	2	2
95	в этом случае	1	2
96	как мы видели	1	2
97	тех случаях когда	1	2
98	тем более что	2	2
99	и все же	1	2
100	под тем же	1	2
101	в разных ее	1	1
102	чаще всего это	1	1
103	неизвестно кем и	1	1
104	и как раз	6	1
105	но все эти	2	1
106	как и во	1	1
107	соответствии с этим	2	1
108	что весь этот	1	1
109	он имеет в	1	1
110	не было в	1	1
111	то время когда	1	1
112	но вместе с	1	1
113	до нас в	3	1
114	и вернуться к	1	1
115	не может быть	4	1
116	отношение к будущему	1	1
117	того чтобы не	1	1
118	в русском переводе	1	1
119	времени потому что	1	1
120	самого начала не	1	1
121	своему содержанию и	1	1
122	можно сказать что	1	1
123	здесь не только	1	1
124	во всех его	1	1
125	в борьбе с	2	1
126	тем же названием	1	1
127	они не были	1	1
128	о которых мы	1	1
129	в философии и	1	1
130	основе его лежит	1	1
131	да и в	1	1
132	до наших дней	1	1
133	уже в двух	1	1
134	если они не	1	1
135	к этому вопросу	1	1
136	и во всех	3	1
137	дошли до нас	1	1
138	прежде всего они	1	1
139	отношение к себе	1	1
140	и последующих веков	1	1
141	в наибольшей степени	1	1
142	здесь мы видим	1	1
143	не могла обойтись	1	1
144	они вынуждены были	1	1
145	первой из них	1	1
146	как мы уже	11	1
147	друг на друга	4	1
148	одного и того	6	1
149	в частности о	1	1
150	может быть только	3	1
151	по своему содержанию	1	1
152	но он не	2	1
153	и для себя	2	1
154	прямое отношение к	1	1
155	в себе самом	1	1
156	в тот же	1	1
157	каждом из них	2	1
158	смысле этого слова	1	1
159	по существу не	2	1
160	что в нем	1	1
161	бросается в глаза	1	1
162	по аналогии с	1	1
163	на римской почве	1	1
164	и во многом	1	1
165	и прежде всего	4	1
166	в данном случае	2	1
167	вместе с ними	1	1
168	все это на	1	1
169	в этих условиях	2	1
170	мы уже знаем	1	1
171	и у него	2	1
172	и того же	6	1
173	но в этом	2	1
174	об этом свидетельствует	1	1
175	в этот момент	1	1
176	в нем в	2	1
177	том что они	1	1
178	к самому существу	1	1
179	это вовсе не	1	1
180	в своих руках	1	1
181	вовсе не является	2	1
182	в любви и	1	1
183	к вопросу о	2	1
184	до эпохи возрождения	1	1
185	и художественного мышления	1	1
186	в стороне от	1	1
187	страсти и ее	1	1
188	в котором он	1	1
189	и по существу	1	1
190	он и есть	1	1
191	не о чем	1	1
192	сих пор еще	1	1
193	в значительной степени	1	1
194	к участию в	1	1
195	в течение которого	1	1
196	или хотя бы	1	1
197	в частности с	2	1
198	эти три типа	1	1
199	и в этом	2	1
200	времени в этом	1	1
201	он так же	1	1
202	что и при	1	1
203	все же в	2	1
204	что по существу	1	1
205	той или иной	3	1
206	человека и его	8	1
207	так уже в	1	1
208	в это же	1	1
209	сводится к тому	1	1
210	если бы на	1	1
211	что и у	1	1
212	мы находим в	1	1
213	и во всяком	1	1
214	мы еще вернемся	3	1
215	весь ее характер	1	1
216	в дом к	1	1
217	это время и	1	1
218	для своего выражения	1	1
219	на второй план	1	1
220	же время он	1	1
221	эта борьба и	1	1
222	а мне больше	1	1
223	могут быть использованы	1	1
224	она ни в	1	1
225	на протяжении полутора	1	1
226	великих французских реалистов	1	1
227	не попали в	1	1
228	мы остановимся здесь	1	1
229	то что в	1	1
230	в так называемой	1	1
231	и в помине	2	1
232	приведем несколько примеров	1	1
233	к выводу что	1	1
234	жизни но и	2	1
235	у великих французских	1	1
236	потому что весь	1	1
237	т п в	1	1
238	внешнее и внутреннее	2	1
239	со всеми ее	1	1
240	связи с этим	4	1
241	как об этом	1	1
242	и с радостью	1	1
243	в момент его	1	1
244	в полном виде	1	1
245	в основе его	1	1
246	так как все	1	1
247	и в эллинистической	1	1
248	но очень важный	1	1
249	во времени и	1	1
250	со всех сторон	2	1
251	в частности на	1	1
252	навлекает на себя	1	1
253	кроме того в	1	1
254	и до сих	1	1
255	из дому чтобы	1	1
256	во всех случаях	1	1
257	другой стороны в	1	1
258	и в их	1	1
259	и в частности	2	1
260	могут быть лишь	1	1
261	и та же	2	1
262	с другом и	1	1
263	и все его	2	1
264	этим объясняется и	1	1
265	мы вернемся к	1	1
266	так и на	1	1
267	уже за пределами	2	1
268	и ничего не	1	1
269	которые могут быть	1	1
270	мы будем называть	1	1
271	но прежде чем	1	1
272	жизни и быта	1	1
273	в отношении других	1	1
274	как раз в	4	1
275	подсмотреть и подслушать	1	1
276	все его поступки	1	1
277	же как и	2	1
278	главным образом в	1	1
279	на следующий год	1	1
280	одна и та	2	1
281	по этому вопросу	1	1
282	и в литературе	1	1
283	дошедшие до нас	1	1
284	с собой на	1	1
285	и не только	2	1
286	в честь богини	1	1
287	один из самых	1	1
288	и власть в	1	1
289	в виду что	2	1
290	к себе и	1	1
291	в человеческую жизнь	1	1
292	во всех отношениях	1	1
293	сама по себе	1	1
294	в один ряд	1	1
295	место уже в	1	1
296	потому что они	1	1
