N	2gram	Losev_Prob	Freidism
1	таким образом	13	34
2	и не	56	34
3	точки зрения	14	31
4	не может	14	30
5	в этом	25	28
6	может быть	39	28
7	и в	62	28
8	прежде всего	13	26
9	в его	10	25
10	и его	12	22
11	мы можем	11	20
12	как бы	11	19
13	как мы	12	18
14	то что	42	17
15	вовсе не	62	16
16	с точки	9	15
17	точка зрения	1	15
18	все эти	14	15
19	так как	14	15
20	с ним	11	14
21	в своей	8	14
22	так и	16	14
23	самом деле	6	14
24	в душе	1	13
25	и все	13	13
26	как и	15	13
27	но в	17	13
28	во всех	4	13
29	в самом	4	12
30	то же	23	12
31	ни в	17	12
32	что он	16	12
33	том что	25	12
34	точку зрения	1	12
35	для него	4	12
36	все это	9	12
37	и потому	13	12
38	и наконец	2	12
39	мы видели	2	12
40	только в	33	11
41	сказать что	24	11
42	его в	4	11
43	все что	1	10
44	не только	33	10
45	и с	11	10
46	но и	20	10
47	конечно не	3	10
48	что же	9	10
49	тот же	1	10
50	никогда не	7	10
51	в том	35	10
52	мы уже	4	10
53	он не	10	10
54	все те	2	10
55	за пределы	6	10
56	не в	21	10
57	и на	4	9
58	уже не	12	9
59	во всяком	14	9
60	совершенно не	7	9
61	мы не	15	9
62	к этому	2	9
63	к нему	3	9
64	в чем	5	9
65	а не	28	9
66	мы должны	13	9
67	и др	1	9
68	могут быть	2	9
69	при этом	9	8
70	все же	10	8
71	еще не	12	8
72	с этим	5	8
73	было бы	14	8
74	и вот	1	8
75	знаем что	1	8
76	а в	9	8
77	по мнению	2	8
78	с другими	6	8
79	на этом	1	8
80	в ней	12	8
81	оно и	2	8
82	всяком случае	8	8
83	что в	11	7
84	и к	9	7
85	не могут	1	7
86	в жизни	1	7
87	хотя бы	6	7
88	в каком	9	7
89	если мы	24	7
90	до конца	1	7
91	что все	2	7
92	и для	5	7
93	из них	4	7
94	сознания с	1	7
95	того что	10	7
96	не является	19	7
97	но не	6	7
98	об этом	7	7
99	и у	2	7
100	в нем	13	7
101	быть и	3	7
102	в этой	10	7
103	отношение к	1	7
104	в себе	23	7
105	жизни и	7	7
106	и прежде	3	7
107	в то	18	7
108	и ее	7	7
109	зрения на	2	6
110	учение о	3	6
111	если он	1	6
112	не менее	24	6
