N	4gram	Bakhtin_Pr	Dialekti
1	не что иное как	1	18
2	в то же время	8	14
3	одно и то же	1	12
4	есть не что иное	1	11
5	и в то же	3	6
6	одной и той же	1	5
7	на самом же деле	2	3
8	мы можем сказать что	1	3
9	но в то же	3	3
10	что с точки зрения	1	2
11	мы уже знаем что	1	2
12	не вызывает никаких сомнений	1	2
13	значит ли это что	1	2
14	дело в том что	2	2
15	не с точки зрения	1	2
16	никогда не может быть	1	1
17	но тем не менее	1	1
18	не было и не	1	1
19	ошибемся если скажем что	1	1
20	общего не имеет с	1	1
21	как мы уже сказали	2	1
22	и до сих пор	2	1
23	то это вовсе не	1	1
24	все более и более	1	1
25	о том что все	1	1
26	можно было бы дать	1	1
27	того как раз на	1	1
28	можно сказать что в	1	1
29	теперь мы можем сказать	1	1
30	по самой своей природе	1	1
31	к одному и тому	2	1
32	мы имеем в виду	3	1
33	по крайней мере не	1	1
34	уходит своими корнями в	1	1
35	в каждом из них	2	1
36	ничего общего не имеет	1	1
37	что мы имеем в	1	1
38	одному и тому же	2	1
39	в том что все	1	1
40	убеждение в том что	1	1
41	как бы в некотором	1	1
42	то же самое мы	1	1
43	то же время как	1	1
44	и не может быть	5	1
45	в них нет ничего	1	1
46	так как мы имеем	1	1
47	с точки зрения своей	1	1
48	в этом и заключается	1	1
49	с точки зрения истории	1	1
50	но мы уже знаем	1	1
51	не чем иным как	1	1
52	которые сами по себе	1	1
53	и с точки зрения	1	1
54	но дело в том	1	1
55	целом и в каждой	1	1
56	по мере того как	1	1
