N	2gram	Voloshinov	Freidism
1	таким образом	6	34
2	и не	8	34
3	точки зрения	7	31
4	не может	8	30
5	и пр	7	29
6	в этом	2	28
7	может быть	8	28
8	и в	13	28
9	прежде всего	9	26
10	в его	7	25
11	и его	12	22
12	с помощью	2	20
13	мы можем	4	20
14	как бы	6	19
15	то что	6	17
16	вовсе не	2	16
17	с точки	5	15
18	все эти	2	15
19	так как	3	15
20	в своей	4	14
21	так и	3	14
22	самом деле	3	14
23	и все	3	13
24	как и	3	13
25	по отношению	3	13
26	но в	4	13
27	психической жизни	1	12
28	в самом	2	12
29	то же	4	12
30	что он	1	12
31	том что	2	12
32	точку зрения	3	12
33	для него	2	12
34	все это	4	12
35	и наконец	5	12
36	только в	6	11
37	сказать что	1	11
38	отношению к	3	11
39	его в	1	11
40	один из	1	10
41	не только	6	10
42	но и	3	10
43	конечно не	1	10
44	что же	3	10
45	тот же	2	10
46	никогда не	3	10
47	в том	2	10
48	мы уже	2	10
49	за пределы	3	10
50	не в	3	10
51	те же	2	9
52	мы не	4	9
53	с его	1	9
54	к этому	1	9
55	к нему	1	9
56	в чем	2	9
57	а не	2	9
58	мы должны	6	9
59	и др	2	9
60	могут быть	2	9
61	при этом	2	8
62	все же	5	8
63	еще не	1	8
64	с этим	3	8
65	было бы	4	8
66	и вот	1	8
67	организма и	1	8
68	а в	2	8
69	на этом	1	8
70	в ней	2	8
71	что в	3	7
72	и к	2	7
73	связь с	1	7
74	роль в	2	7
75	хотя бы	5	7
76	до конца	1	7
77	и для	3	7
78	сознания с	1	7
79	не является	4	7
80	но не	1	7
81	об этом	1	7
82	и у	1	7
83	с самого	2	7
84	в нем	2	7
85	быть и	1	7
86	в этой	1	7
87	отношение к	1	7
88	в себе	3	7
89	в то	1	7
90	и ее	2	7
91	более того	2	7
92	индивидуальной психики	1	6
93	учение о	2	6
94	одно из	1	6
95	если он	1	6
96	не менее	2	6
97	но мы	4	6
98	к тому	2	6
99	в основе	1	6
100	для того	1	6
101	же время	1	6
102	мы имеем	1	6
103	ни о	1	6
104	что такое	1	6
105	на самом	1	6
106	сознания и	2	6
107	чем же	2	6
108	совсем не	1	6
109	и что	1	6
110	в пределах	3	6
111	человека и	1	6
112	и о	1	6
113	для этого	1	6
114	не можем	1	6
115	со всеми	1	5
116	в своих	2	5
117	ее в	2	5
118	в процессе	5	5
119	с ними	2	5
120	вместе с	1	5
121	того чтобы	1	5
122	говорить о	3	5
123	и до	1	5
