N	2gram	Vygotskiy_	Istorich
1	и в	37	181
2	и т	1	160
3	т д	1	142
4	может быть	19	115
5	не только	29	114
6	что он	16	111
7	мы имеем	2	102
8	что в	25	90
9	но и	23	85
10	в этом	32	81
11	так как	11	75
12	то что	32	73
13	таким образом	39	72
14	вместе с	14	71
15	и не	15	67
16	мы видим	7	65
17	все же	6	65
18	в этих	3	64
19	еще не	1	63
20	не может	16	61
21	так же	18	57
22	то же	12	56
23	никогда не	8	56
24	в том	47	53
25	том что	42	53
26	а в	4	52
27	с другой	16	52
28	потому что	11	52
29	и что	11	51
30	и здесь	1	51
31	что и	3	51
32	мы видели	8	49
33	а не	5	48
34	о том	14	48
35	связь с	2	47
36	не в	9	47
37	другой стороны	10	46
38	превращается в	3	45
39	и пр	2	44
40	мы должны	11	44
41	но в	9	44
42	это не	5	43
43	и его	10	43
44	мы знаем	3	42
45	в нем	2	42
46	только в	8	42
47	показывает что	4	42
48	как в	7	42
49	представление о	7	41
50	или в	2	39
51	тем что	7	38
52	и на	8	38
53	в его	16	38
54	для нас	4	38
55	как и	20	37
56	уже не	2	37
57	мы уже	7	37
58	он не	11	37
59	что здесь	2	37
60	так и	12	37
61	знаем что	1	36
62	мы увидим	3	36
63	мы можем	11	36
64	что они	5	35
65	с тем	8	35
66	мы не	13	35
67	здесь мы	1	35
68	все эти	6	35
69	не всегда	1	34
70	связи с	7	34
71	но не	6	34
72	а именно	2	34
73	у него	2	34
74	во время	1	34
75	что это	8	34
76	представления о	1	33
77	же как	8	33
78	там где	8	33
79	об этом	6	33
80	сих пор	4	32
81	в качестве	12	32
82	один из	3	31
83	прежде всего	12	31
84	то это	2	31
85	представляет собой	13	31
86	ничего не	6	31
87	с этим	8	30
88	с одной	14	30
89	до сих	4	30
90	к нему	1	30
91	при помощи	2	30
92	но все	3	29
93	одной стороны	15	29
94	как мы	11	29
95	и другие	1	28
96	что она	6	28
97	и с	10	28
98	например в	1	28
99	так что	2	27
100	могут быть	5	27
101	того что	28	27
102	в ином	2	27
103	как он	7	27
104	как это	6	26
105	на него	3	26
106	и др	5	26
107	представляют собой	2	26
108	предположить что	2	26
109	в ней	2	26
110	вопрос о	11	25
111	в дальнейшем	1	25
112	и он	1	25
113	не менее	1	24
114	к этому	7	24
115	было бы	12	24
116	раньше чем	3	24
117	того как	6	24
118	в виде	3	24
119	если бы	10	24
120	что мы	9	24
121	представлений о	2	23
122	их в	6	23
123	в доме	1	23
124	как бы	16	23
125	точно так	2	23
126	и это	3	23
127	показывают что	3	23
128	тем не	1	23
129	в этой	13	23
130	имеем в	1	23
131	не будем	1	23
132	все это	9	23
133	когда он	5	23
134	в частности	8	23
135	и по	3	22
136	с ним	3	22
137	при этом	6	22
138	в некоторых	1	22
139	связано с	3	21
140	в другом	7	21
141	в одном	5	21
142	сказать что	16	21
143	в связи	3	21
144	связан с	5	21
145	должны были	6	21
146	здесь не	1	21
147	к тому	10	21
148	ее в	3	21
149	это представление	3	21
150	из них	4	20
151	из этих	6	20
152	она не	3	20
153	наряду с	3	20
154	одна из	1	20
155	в свете	5	20
156	в других	2	20
157	в силу	8	20
158	видели что	6	20
159	другими словами	1	20
160	а затем	5	19
161	с собой	5	19
162	так например	1	19
163	что у	3	19
164	на том	2	19
165	в тех	2	19
166	в другой	2	19
167	есть и	1	19
168	на то	11	19
169	и как	7	19
170	после того	1	19
171	живет в	3	19
172	после этого	1	18
173	и говорит	2	18
174	в то	7	18
175	что этот	2	18
176	в данном	5	18
177	вовсе не	5	18
178	в них	5	17
179	нас к	10	17
180	выше мы	1	17
181	том как	1	17
182	то и	4	17
183	по существу	8	17
184	дело не	1	17
185	и только	2	17
186	во всех	4	16
187	этот вопрос	6	16
188	всех этих	2	16
189	то мы	1	16
190	в котором	6	16
191	между двумя	2	16
192	не вполне	1	16
193	и действительно	1	16
194	и все	7	16
195	со стороны	4	16
196	перед нами	7	16
197	связана с	4	16
198	даже в	4	15
199	в пределах	1	15
200	увидим что	2	15
201	что при	3	15
202	в особенности	1	15
203	уже знаем	1	15
204	и то	3	15
205	в своей	7	15
206	в которых	6	15
207	данном случае	5	15
208	и там	1	15
209	в одной	3	15
210	и эти	2	15
211	как будто	1	15
212	и даже	5	15
213	уже выше	2	15
214	на его	1	15
215	детей в	6	15
216	и тем	8	15
217	он в	6	15
218	друг друга	5	15
219	в целом	29	15
220	с этой	7	14
221	от него	1	14
222	но мы	4	14
223	по отношению	12	14
224	находится в	2	14
225	можно было	6	14
226	и ее	9	14
227	одной из	4	14
228	на вопрос	6	14
229	у нас	1	14
230	образом мы	2	14
231	его на	3	14
232	и есть	2	14
233	из которых	6	14
234	с ней	3	14
235	увидим ниже	2	14
236	должен был	1	14
237	а также	1	14
238	уже видели	2	14
239	отношению к	11	14
240	и наконец	3	14
241	или на	1	13
242	в своем	10	13
243	на котором	1	13
244	время как	4	13
245	по себе	9	13
246	то время	5	13
247	и для	3	13
248	в себе	8	13
249	в таких	1	13
250	все что	4	13
251	установить что	1	13
252	не просто	1	13
253	и у	1	13
254	на этом	3	13
255	в форме	1	13
256	и от	4	13
257	не имеет	5	13
258	в книге	3	13
259	к своему	2	13
260	в руки	1	13
261	его не	3	13
262	и если	4	13
263	таким же	4	13
264	во всем	4	12
265	кроме того	1	12
266	на землю	1	12
267	хотя бы	7	12
268	к себе	2	12
269	в основном	1	12
