N	3gram	Tiupa_Anal	Vladivir
1	в том что	13	29
2	о том что	8	22
3	тем не менее	3	18
4	что же касается	1	14
5	и то что	1	14
6	во всяком случае	1	12
7	в связи с	2	12
8	содержит в себе	3	11
9	более или менее	2	11
10	к тому же	6	11
11	не может быть	17	10
12	в то же	9	10
13	вместе с тем	1	10
14	с точки зрения	6	10
15	в этом смысле	3	9
16	как раз и	2	9
17	на этот раз	1	9
18	то же время	7	9
19	на то что	2	8
20	в свое время	3	7
21	так или иначе	1	6
22	в данном случае	3	6
23	в отличие от	8	6
24	с другой стороны	2	6
25	и в этом	4	6
26	том что он	2	6
27	ничего не говорит	1	5
28	бы то ни	3	5
29	он не только	1	5
30	не говоря уже	1	5
31	не только в	3	5
32	можно сказать что	1	4
33	говоря уже о	1	4
34	в том же	1	4
35	для того чтобы	3	4
36	в этом отношении	5	4
37	сам по себе	1	4
38	сказать что в	1	4
39	и вместе с	1	4
40	еще в году	1	4
41	в том чтобы	7	4
42	по крайней мере	4	4
43	заключается в том	1	4
44	не что иное	5	4
45	можно было бы	1	4
46	что иное как	6	4
47	с одной стороны	6	4
48	также и в	1	4
49	а не к	1	3
50	хотя бы и	1	3
51	а то что	1	3
52	в самом деле	3	3
53	в том числе	3	3
54	не в том	3	3
55	в том случае	1	3
56	свидетельствует о том	1	3
57	по себе в	1	3
58	а с другой	1	3
59	а в том	1	3
60	же касается самого	1	3
61	не только на	1	3
62	не только не	2	3
63	к тому что	2	3
64	самом же деле	1	3
65	на самом же	1	3
66	ко всему этому	1	3
67	во второй половине	1	3
68	в свою очередь	1	3
69	так и не	5	3
70	на себя внимание	3	3
71	только в том	1	3
72	субъекта и объекта	1	3
73	и в частности	1	3
74	нам представляется что	1	3
75	в первую очередь	1	3
76	между прочим и	1	3
77	нельзя сказать что	1	2
78	на предпоследнем слоге	1	2
79	но то что	1	2
80	и тот же	2	2
81	не подлежит никакому	1	2
82	то он не	1	2
83	и не в	4	2
84	не говорит о	1	2
85	уже содержит в	1	2
86	далеко за пределы	1	2
87	в течение всего	1	2
88	обращает на себя	3	2
89	до некоторой степени	1	2
90	в таком случае	5	2
91	в себе не	1	2
92	до сих пор	1	2
93	есть не что	4	2
94	том и заключается	1	2
95	с ним в	1	2
96	то ни было	3	2
97	что даже в	1	2
98	а не только	2	2
99	в ответ на	2	2
100	в том и	2	2
101	да и в	1	2
102	тех пор пока	1	2
103	один и тот	1	2
104	по возвращении в	1	2
105	и даже в	1	2
106	как это было	1	2
107	но и его	1	2
108	до тех пор	1	2
109	если исходить из	1	2
110	о свободе воли	2	2
111	но в то	2	2
112	одно и то	2	2
113	и то же	2	2
114	в этом случае	4	2
115	и заключается что	1	2
116	как мы увидим	1	2
117	и все же	2	2
118	том случае если	1	2
119	то что мы	1	2
120	субъект и объект	1	2
121	все того же	2	2
122	лишь в том	3	1
123	в самом начале	3	1
124	но и не	5	1
125	в частности к	1	1
126	и как бы	1	1
127	как будто бы	1	1
128	и после нее	1	1
129	ведь и сам	1	1
130	в себе в	1	1
131	и даже не	1	1
132	в той же	1	1
133	отнюдь не является	1	1
134	до известной степени	1	1
135	а не с	2	1
136	сразу же после	1	1
137	на наш взгляд	6	1
138	содержат в себе	1	1
139	да может быть	1	1
140	как и его	1	1
141	не было и	1	1
142	все той же	2	1
143	дело не в	2	1
144	для нас очень	1	1
145	еще а н	1	1
146	сказать и о	1	1
147	том же году	1	1
148	крайней мере в	1	1
149	еще раз что	1	1
150	не говоря о	1	1
151	далеко не всегда	2	1
152	тот же самый	1	1
153	собственно говоря и	3	1
154	такой степени что	1	1
155	более высокой ступени	1	1
156	том виде в	1	1
157	единого и цельного	1	1
158	то есть предполагает	1	1
159	выходит далеко за	1	1
160	в чем дело	1	1
161	возможно только в	1	1
162	уже потому что	1	1
163	обращают на себя	1	1
164	отнюдь не только	1	1
165	отнюдь не все	1	1
166	в которой я	1	1
167	есть она сама	1	1
168	которое есть не	1	1
169	чего бы то	1	1
170	те же самые	1	1
171	к своему собственному	1	1
172	того что в	2	1
173	в такой же	1	1
174	не свидетельствует о	1	1
175	духовного общения людей	1	1
176	той или иной	8	1
177	я от него	1	1
178	в то что	1	1
179	именно здесь в	1	1
180	и тем самым	2	1
181	себя также и	1	1
182	из которых состоит	1	1
183	это было в	1	1
184	же самое время	2	1
185	не столько о	1	1
186	виде в каком	1	1
187	вера в то	1	1
188	на него не	1	1
189	здесь как и	1	1
190	себя и не	1	1
191	имеет дело с	1	1
192	этом мы будем	1	1
193	то же самое	3	1
194	значении этого слова	7	1
195	сама по себе	1	1
196	себе ничего не	1	1
197	тому что из	1	1
198	этот раз не	1	1
199	могут и должны	1	1
200	в известном смысле	2	1
201	о том как	1	1
202	никак не может	1	1
203	то что выше	1	1
204	только тогда когда	1	1
205	в сторону и	2	1
206	мы имеем дело	7	1
207	в этом последнем	1	1
208	вл соловьевым для	1	1
209	собственном смысле слова	1	1
210	внимание на то	1	1
211	и ее систематизация	1	1
212	то его можно	1	1
213	есть рассказ о	1	1
214	на первом слоге	1	1
215	вместе с ним	2	1
216	этот факт не	1	1
217	равно как и	1	1
218	как нам представляется	1	1
219	а в начале	1	1
220	ни с той	1	1
221	мысль о том	1	1
222	и должно быть	1	1
223	на вопрос зачем	1	1
224	то есть на	1	1
225	и особенно в	1	1
226	по себе ничего	1	1
227	можно утверждать что	1	1
228	но и в	3	1
229	в котором по	1	1
230	в том смысле	1	1
231	с этой точки	2	1
232	выходят за пределы	1	1
233	тому же и	1	1
234	как и сам	1	1
235	какой бы то	2	1
236	в этой борьбе	1	1
237	в таких случаях	1	1
238	все что может	1	1
239	в основе своей	2	1
240	того что мы	1	1
241	и той же	1	1
242	и к тому	2	1
243	здесь мы имеем	1	1
244	во всех своих	1	1
245	на этот вопрос	1	1
246	не столько с	1	1
247	то и другое	1	1
248	хотя бы с	1	1
249	состоит в том	6	1
250	все же не	1	1
251	второй и третий	1	1
252	в противном случае	1	1
253	есть отнюдь не	1	1
254	но и все	1	1
255	смысле этого слова	1	1
256	в особенности же	1	1
257	включает в себя	1	1
258	далеко не все	1	1
259	по поводу того	1	1
260	в отрыве от	2	1
261	как и следовало	1	1
262	одной и той	1	1
263	в целом но	1	1
264	в понятии о	1	1
265	текста но на	1	1
266	такой же мере	1	1
267	как говорит е	1	1
268	и объекта и	1	1
269	но отнюдь не	2	1
270	а вместе с	1	1
271	в составе его	1	1
272	в собственном смысле	1	1
273	с ним и	1	1
274	выходит за пределы	1	1
275	поводу того что	1	1
276	как и вся	1	1
277	без опоры на	1	1
278	а вовсе не	1	1
279	при этом она	1	1
280	в результате чего	2	1
281	едва ли он	1	1
282	я никогда не	1	1
283	и не может	4	1
284	этой точки зрения	2	1
285	и следовало ожидать	1	1
286	в том виде	1	1
287	место лишь при	1	1
288	оно может быть	1	1
289	то что все	1	1
290	не мог найти	1	1
291	нет и не	2	1
292	в споре с	1	1
293	имеем дело с	4	1
294	но и для	1	1
295	с особого рода	1	1
296	которой он в	1	1
