N	2gram	Tiupa_Narr	RusskieA
1	и в	22	79
2	в том	20	64
3	том что	15	59
4	что в	6	57
5	не только	50	41
6	во время	2	38
7	так как	1	34
8	в этом	23	33
9	состоит в	19	32
10	как бы	11	31
11	но и	39	31
12	в других	2	30
13	как и	15	28
14	и на	5	28
15	может быть	24	28
16	на святках	2	27
17	одна из	5	24
18	о том	5	23
19	и т	3	23
20	при этом	31	22
21	в поле	3	22
22	т д	1	21
23	это не	6	20
24	а в	19	20
25	как мы	3	20
26	из них	4	19
27	представляют собой	5	18
28	xix в	2	18
29	все это	1	18
30	с тем	1	17
31	таким образом	5	17
32	то что	14	17
33	вместе с	3	17
34	об этом	8	17
35	потому что	7	17
36	во многих	1	16
37	мы не	5	16
38	или на	1	15
39	будто бы	2	15
40	один из	8	15
41	и с	3	14
42	не менее	6	14
43	тем не	7	14
44	как это	7	14
45	и что	1	14
46	мы видели	1	14
47	и не	34	14
48	для нас	2	14
49	у нас	4	14
50	в xix	1	14
51	уже не	11	13
52	к этому	2	13
53	так что	1	13
54	и по	3	13
55	как в	9	13
56	в которых	1	13
57	еще не	6	13
58	не может	16	13
59	тем что	1	12
60	между собой	3	12
61	полагает что	1	12
62	мы имеем	6	12
63	в виде	2	12
64	в дом	1	11
65	мы увидим	1	11
66	в лесу	1	11
67	следующим образом	1	11
68	не имеет	3	11
69	но это	2	11
70	а на	2	11
71	далеко не	6	11
72	что на	4	11
73	все же	10	10
74	так например	1	10
75	представляет собой	21	10
76	его в	1	10
77	между тем	5	10
78	что и	3	10
79	в течение	1	10
80	так и	12	10
81	или в	7	10
82	а также	11	10
83	то же	12	9
84	о чем	6	9
85	видно что	2	9
86	что они	1	9
87	к жизни	3	9
88	и все	7	9
89	данном случае	12	9
90	того как	1	9
91	но в	10	9
92	но не	7	9
93	одно из	2	8
94	в этих	3	8
95	так же	2	8
96	после этого	1	8
97	связи с	3	8
98	на себя	5	8
99	во всех	2	8
100	что это	4	8
101	подобно тому	4	8
102	их в	4	8
103	не объясняет	2	8
104	того чтобы	7	8
105	того что	7	8
106	ее в	1	8
107	в данном	17	8
108	не все	2	8
109	тому как	4	8
110	для того	4	8
111	же в	6	8
112	в своем	7	7
113	к нему	5	7
114	не в	12	7
115	а с	2	7
116	не совсем	1	7
117	было бы	2	7
118	главным образом	1	7
119	только в	23	7
120	с этого	1	7
121	еще в	4	7
122	это время	1	7
123	из этих	6	7
124	а не	27	7
125	начиная с	3	7
126	до конца	2	7
127	ничего не	8	7
128	не можем	2	7
129	и как	4	7
130	предположить что	1	7
131	мы должны	1	7
132	как будто	4	7
133	для этого	1	7
134	в году	2	6
135	с собой	2	6
136	же как	2	6
137	к тому	13	6
138	что этот	1	6
139	не всегда	4	6
140	только на	4	6
141	но они	4	6
142	в одном	5	6
143	этого обряда	1	6
144	что она	3	6
145	в качестве	27	6
146	в разные	1	6
147	в таком	4	6
148	тому что	4	6
149	также в	2	6
150	на земле	1	6
151	и у	4	6
152	на этом	1	6
153	должны были	1	6
154	в этой	8	6
155	в нем	9	6
156	как знак	1	6
157	должен был	1	6
158	с ними	5	6
159	приводит к	2	6
160	и более	2	6
161	друг друга	2	6
162	в первый	1	6
163	в их	1	6
164	на нее	2	6
165	все эти	3	6
166	игра в	1	6
167	так в	4	6
168	она не	2	6
169	но она	1	6
170	и о	4	6
171	и к	7	5
172	нас к	1	5
173	например в	2	5
174	после обеда	1	5
175	тогда как	23	5
176	с этим	1	5
177	вопрос о	1	5
178	входит в	2	5
179	с другой	6	5
180	к ним	2	5
181	как правило	8	5
182	по поводу	3	5
183	не было	3	5
184	в связи	3	5
185	мы уже	1	5
186	в тех	1	5
187	можно было	2	5
188	в москве	2	5
189	там где	1	5
190	в то	9	5
191	прежде всего	7	5
192	нет никаких	1	5
193	в особенности	2	5
194	с ним	6	5
195	для них	2	5
196	что он	7	5
197	то и	3	5
198	в свою	4	5
199	к себе	11	5
200	и для	4	5
201	тот же	1	5
202	в его	12	5
203	на самом	1	5
204	или даже	3	5
205	к вам	1	5
206	и потому	2	5
207	отнюдь не	6	5
208	не с	1	5
209	этих случаях	1	5
210	в целом	5	5
211	вплоть до	5	5
212	во всем	1	4
213	не столько	2	4
214	этого момента	1	4
215	их не	1	4
216	в своих	2	4
217	но все	1	4
218	именно в	5	4
219	во всяком	2	4
220	некоторые из	1	4
221	в котором	3	4
222	но эти	1	4
223	из земли	1	4
224	в глаза	1	4
225	в отличие	6	4
226	чтобы они	1	4
227	не просто	2	4
228	что у	6	4
229	что иное	1	4
230	она в	3	4
