N	2gram	Voloshinov	Russkaja
1	не может	16	22
2	и не	10	19
3	в этом	4	17
4	в том	6	17
5	и в	12	14
6	то что	5	13
7	таким образом	12	11
8	то же	5	11
9	точки зрения	14	11
10	но и	3	10
11	же время	1	10
12	в то	2	10
13	не только	4	9
14	с точки	2	9
15	том что	5	9
16	во всяком	1	9
17	может быть	14	9
18	в себе	3	9
19	прежде всего	8	8
20	того чтобы	1	8
21	как на	2	8
22	самом деле	3	7
23	к тому	1	7
24	о том	3	7
25	в данном	2	7
26	мы должны	1	7
27	и с	3	7
28	отнюдь не	5	7
29	и к	4	6
30	для него	3	6
31	признать что	1	6
32	все это	3	6
33	на самом	4	6
34	если бы	9	6
35	и для	3	6
36	к которой	1	6
37	в своем	2	6
38	всяком случае	1	6
39	до сих	3	5
40	и на	4	5
41	только в	6	5
42	в своей	3	5
43	жизни в	1	5
44	себя и	2	5
45	между собой	2	5
46	во всех	1	5
47	сих пор	3	5
48	и только	1	5
49	хотя бы	5	5
50	в нем	6	5
51	между тем	3	5
52	он не	2	5
53	а между	1	5
54	конечно не	3	5
55	при этом	6	5
56	было бы	1	5
57	он должен	3	5
58	никогда не	5	5
59	что в	2	4
60	бы то	3	4
61	и то	2	4
62	так как	9	4
63	тогда когда	2	4
64	в его	2	4
65	не могут	1	4
66	его в	4	4
67	более или	1	4
68	не в	4	4
69	он будет	1	4
70	в корне	2	4
71	вместе с	2	4
72	как и	5	4
73	все же	4	4
74	к вопросу	1	4
75	себе и	1	4
76	или менее	1	4
77	которой он	1	4
78	то ни	3	4
79	можно было	1	4
80	от того	4	4
81	а лишь	1	4
82	идет речь	1	4
83	как бы	13	4
84	себя в	1	4
85	жизни и	4	4
86	но не	2	4
87	точку зрения	2	4
88	в самом	4	3
89	то в	1	3
90	что они	1	3
91	что оно	1	3
92	данном случае	2	3
93	и сейчас	1	3
94	должно быть	1	3
95	несмотря на	1	3
96	вопросу о	1	3
97	что это	1	3
98	в качестве	1	3
99	для них	1	3
100	что и	2	3
101	сводится к	1	3
102	находят себе	1	3
103	в виде	1	3
104	не было	1	3
105	связи с	1	3
106	именно в	1	3
107	да и	3	3
108	не есть	2	3
109	но если	1	3
110	но мы	2	3
111	культуры в	1	3
112	еще не	3	3
113	все они	2	3
114	и потому	2	3
115	только к	1	3
116	ко всем	2	3
117	в лучшем	1	3
118	в значительной	1	3
119	в другом	1	3
