N	3gram	Tiupa_Hudo	DiskursI
1	в том что	8	28
2	в отличие от	7	26
3	по отношению к	10	17
4	с одной стороны	3	14
5	не может быть	4	12
6	то же время	7	10
7	той или иной	5	10
8	о том что	1	9
9	в то же	7	8
10	состоит в том	5	8
11	о блудном сыне	1	7
12	как и в	1	7
13	тогда как в	1	7
14	в конечном счете	5	6
15	не сводится к	9	6
16	в соответствии с	1	6
17	к тому же	1	6
18	по крайней мере	1	6
19	с точки зрения	3	6
20	быть определена как	1	6
21	может быть определена	1	6
22	в основе своей	2	6
23	одной стороны и	1	5
24	и как бы	1	5
25	несет в себе	3	5
26	то же самое	1	5
27	с другой стороны	6	5
28	в первую очередь	1	5
29	в значительной степени	2	5
30	присутствия в мире	7	5
31	в свою очередь	2	5
32	по сути своей	3	5
33	по своей природе	2	5
34	в русской литературе	2	5
35	подобно тому как	3	5
36	до известной степени	2	4
37	тем не менее	3	4
38	можно сказать что	3	4
39	в силу своей	4	4
40	в частности в	1	4
41	одного и того	3	4
42	в полной мере	1	4
43	и прежде всего	2	4
44	а с другой	2	4
45	по сути дела	3	4
46	и того же	3	4
47	не более чем	1	4
48	в свое время	1	4
49	со стороны адресата	2	4
50	в этом случае	1	4
51	однако при этом	2	4
52	тот или иной	3	4
53	в сочетании с	1	3
54	картины мира с	1	3
55	значении этого термина	2	3
56	по своей коммуникативной	1	3
57	во внешнем мире	2	3
58	в том числе	3	3
59	при этом в	1	3
60	более или менее	6	3
61	и то же	3	3
62	того или иного	4	3
63	целью и ситуацией	1	3
64	в том случае	1	3
65	том числе и	2	3
66	можно говорить о	1	3
67	при всей своей	1	3
68	в равной степени	2	3
69	на первый взгляд	1	3
70	мы имеем дело	2	3
71	по этой причине	1	3
72	то есть в	1	3
73	определяется предметом целью	1	3
74	и ситуацией высказывания	1	3
75	в одной из	1	3
76	и в частности	1	3
77	одно и то	3	3
78	содержит в себе	1	3
79	предметом целью и	1	3
80	как уже говорилось	2	3
81	состоит в придании	1	2
82	картина мира которая	1	2
83	мере в какой	1	2
84	выготским и н.и	1	2
85	бы то ни	2	2
86	все то что	1	2
87	суть то что	1	2
88	оно живет в	1	2
89	заключать в себе	1	2
90	как к содержанию	2	2
91	в той мере	1	2
92	свою очередь определяется	1	2
93	л.с выготским и	1	2
94	причастной вненаходимости бахтин	2	2
95	субъекта объекта и	1	2
96	объекта и адресата	1	2
97	заключает в себе	1	2
98	дифференцированном и оцененном	1	2
99	как ценностного центра	1	2
100	в е годы	1	2
101	лично для себя	1	2
102	коммуникативного события в	1	2
103	в первом значении	1	2
104	сближение но не	3	2
105	не совпадает с	1	2
106	в самом общем	1	2
107	речь идет о	1	2
108	роли в миропорядке	4	2
109	в этом мире	2	2
110	и в то	2	2
111	в нем звучит	1	2
112	а в том	1	2
113	той мере в	1	2
114	звучит один голос	1	2
115	живет в готовом	1	2
116	жизни а также	1	2
117	что они хотят	1	2
118	личностного самоопределения в	1	2
119	то ни было	2	2
120	нем звучит один	1	2
121	возможна только в	1	2
122	в сказании или	1	2
123	завершенная и строго	1	2
124	выбирают а по	1	2
125	при этом как	1	2
126	чужой речи и	1	2
127	значении этого слова	2	2
128	не выбирают а	1	2
129	даль и сближение	2	2
130	вести речь о	1	2
131	а по своей	1	2
132	своей природе суть	1	2
133	отграниченная система смыслов	1	2
134	в новое время	1	2
135	а не только	1	2
136	в качестве его	1	2
137	и в том	1	2
138	это ведет к	1	2
139	природе суть то	1	2
140	очередь определяется предметом	1	2
141	сказания или анекдота	2	2
142	стабильно дифференцированном и	1	2
143	в том и	2	2
144	они хотят и	1	2
145	и строго отграниченная	1	2
146	готовом стабильно дифференцированном	1	2
147	и тем же	1	2
148	в классическом романе	1	2
149	не могли быть	1	2
150	восприятия со стороны	1	2
151	ни прибавить ни	1	2
152	к чужому слову	1	2
153	для себя а	1	2
154	ни в мире	3	2
155	обратим внимание на	1	2
156	так и не	4	2
157	своей коммуникативной природе	1	2
158	в готовом стабильно	1	2
159	только то что	1	2
160	по большей части	2	2
161	участников коммуникативного события	1	2
162	рассказывания а не	1	2
163	и оцененном мире	1	2
164	строго отграниченная система	1	2
165	стремится к однозначности	1	2
166	одним и тем	1	2
167	имеем дело не	1	2
168	прибавить ни убавить	1	2
169	я в мире	7	2
170	без благоговейного приятия	1	2
171	включает в себя	2	2
172	далеко не сводится	1	2
173	о коммуникативной природе	1	2
174	но не слияние	3	2
175	жанра в частности	1	2
176	своего присутствия в	1	2
177	и н.и жинкиным	1	2
178	и состоит что	1	2
179	хотят и свершают	1	2
180	тем или иным	2	2
181	преодолеваемая даль и	2	2
182	узнавания себя в	1	2
183	в рамках которого	2	2
184	в хх веке	1	2
185	и сближение но	2	2
186	том случае если	1	2
187	дискурса состоит в	1	2
188	легко может быть	1	2
189	едва ли не	1	2
190	речи и т.п	1	2
191	индивидуального речевого замысла	2	2
192	то что они	1	2
193	самом общем виде	1	2
194	и в форме	2	2
195	прежде всего в	1	2
196	адресата при этом	1	2
197	притчи может быть	1	2
198	героя как ценностного	1	1
199	примеряя ее содержание	1	1
200	что он не	1	1
201	смысле домонологично оно	1	1
202	игра случая непредсказуемое	1	1
203	диалогизм биографического слова	1	1
204	основе своей является	1	1
205	условленность конвенциональность общения	1	1
206	постоянно переходит к	1	1
207	составляющий морализаторскую премудрость	1	1
208	уст в уста	1	1
209	и характерное для	1	1
210	свободного согласия за	1	1
211	касается ментальной и	1	1
212	эта возможность иного	1	1
213	представляет собой развернутое	1	1
214	в той или	2	1
215	с ее иносказательностью	1	1
216	быть проделано и	1	1
217	к своему герою	1	1
218	в области художественного	1	1
219	соотношений такая возможность	1	1
220	сойти с ума	1	1
221	где слово деритуализовано	1	1
222	бы в точке	1	1
223	недопустимая в сказании	1	1
224	которая своей карнавальной	1	1
225	или анекдота ценностное	1	1
226	для него возможны	1	1
227	своим коммуникативным параметрам	1	1
228	благоговейного приятия и	1	1
229	предел до которого	1	1
230	анекдот должен не	1	1
231	смыслов оно стремится	1	1
232	была впервые освоена	1	1
233	формах внутренней речи	1	1
234	ошибка оговорка где	1	1
235	реализуют в нем	1	1
236	притчевое нормативное самоотождествление	1	1
237	и слушающих общим	1	1
238	разные формы скрытой	1	1
239	речь включая разные	1	1
240	прямой речи именно	1	1
241	где образ становящегося	1	1
242	внеличную сторону индивида	1	1
243	слова в слове	1	1
244	свободным как к	1	1
245	здесь присутствует как	1	1
246	всего к ценностной	1	1
247	посрамляющий умершее солнце	1	1
248	человека с самим	1	1
249	преломляющая несобственно-прямая речь	1	1
250	герою жизнеописания чего	1	1
251	романного слова эта	1	1
252	характерное для восприятия	1	1
253	разделение иерархично оно	1	1
254	искусство заинтересовывать судьбой	1	1
255	реализатором самобытного смысла	1	1
256	ценностно-смысловой позиции в	1	1
257	или сплетни то	1	1
258	говорит и кому	1	1
259	ничего нельзя не	1	1
260	в себе в	1	1
261	и тем самым	1	1
262	невозможно притчевое нормативное	1	1
263	отношению к самому	1	1
264	когда ни прибавить	1	1
265	читатель может и	1	1
266	есть биография и	1	1
267	объект и адресат	1	1
268	биография возможна только	1	1
269	не дай мне	1	1
270	между вещами и	1	1
271	сводами чужой психики	1	1
272	в себе ему	1	1
273	виде целенаправленно устремленный	1	1
274	хоровое слово общенародной	1	1
275	порой фактически точными	1	1
276	новелле есть нарушение	1	1
277	в стилевых формах	1	1
278	притчевого типа есть	1	1
279	актанту не может	1	1
280	степени зависим от	1	1
281	судьба выражает внеличную	1	1
282	оговорка где слово	1	1
283	или лирического героя	1	1
284	к общему миропорядку	1	1
285	к индивидуальной жизненной	1	1
286	сказании или притче	1	1
287	проецировать чужой экзистенциальный	1	1
288	и т.д эта	1	1
289	неуместность ошибка оговорка	1	1
290	божья повеленья сказание	1	1
291	события суть равнодостойные	1	1
292	языком ставят перед	1	1
293	сколько от мастерства	1	1
294	факторов художественного впечатления	4	1
295	бог сойти с	1	1
296	выбора осуществляется или	1	1
297	образа и романного	1	1
298	смыслом ни в	1	1
299	говорящий здесь только	1	1
300	восприятия сказания или	1	1
301	персонажи сказания не	1	1
302	едины судьба выражает	1	1
303	или притче была	1	1
304	мира в притче	1	1
305	непосредственного присутствия рассказчика	1	1
306	родственным анекдотическому дискурсу	1	1
307	она здесь присутствует	1	1
308	самоотождествление с человеком	1	1
309	а на деле	2	1
310	быть субъектом ролевого	1	1
311	закономерно приводит к	1	1
312	адресата а не	1	1
313	в этом смысле	3	1
314	перед ним определенные	1	1
315	любому иному роду	1	1
316	притче универсального опыта	1	1
317	слово общенародной хвалы	1	1
318	составляет необходимый фон	1	1
319	за блужданиями его	1	1
320	в себя и	1	1
321	мире случайности полноценная	1	1
322	позиция активного приятия	1	1
323	индивидуальный опыт чужой	1	1
324	когда мы строим	1	1
325	жизни повествователя о	1	1
326	и персонажи сказания	1	1
327	жанр это известного	1	1
328	останется не реализованной	1	1
329	в xix веке	1	1
330	то или иное	1	1
331	которые лежат в	1	1
332	и рассказывающим притчу	1	1
333	монологизированного слова в	1	1
334	несовпадения человека с	1	1
335	и запечатлевающий основу	1	1
336	не было и	1	1
337	сознаний встречающихся в	1	1
338	иерархично оно не	1	1
339	текст анекдота выбор	1	1
340	мне бог сойти	1	1
341	как слухи или	1	1
342	или субъектом этического	1	1
343	случайности полноценная биография	1	1
344	и составляющий морализаторскую	1	1
345	персонажем в акте	1	1
346	обычно является сюжетообразующим	1	1
347	или иной мере	1	1
348	имени тебе моем	1	1
349	запечатлевающий основу такой	1	1
350	но раз-влекать их	1	1
351	до которого анекдот	1	1
352	и сам текст	1	1
353	двуголосого слова манифестирующего	1	1
354	дело не в	1	1
355	рекоша но от	1	1
356	опираясь на индивидуальный	1	1
357	она могла бы	1	1
358	следует иметь в	1	1
359	и иных пространственно-временных	1	1
360	вполне самобытно но	1	1
361	себе ему надлежит	1	1
362	того требует авторитетное	1	1
363	в самом деле	2	1
364	только в вероятностном	1	1
365	ними здесь невозможно	1	1
366	предполагает не столько	1	1
367	не у-влекать слушателей	1	1
368	в анекдоте подготовившем	1	1
369	не будет адекватным	1	1
370	обладать проективной компетентностью	1	1
371	или преступается не	1	1
372	живого голоса зримого	1	1
373	ситуации жизненного выбора	1	1
374	непредсказуемое стечение обстоятельств	1	1
375	для того чтобы	5	1
376	оно стремится к	1	1
377	извлечения адресатом некоего	1	1
378	нашего высказывания и	1	1
379	от нудительной серьезности	1	1
380	героя окажется неадекватным	1	1
381	было и не	1	1
382	но в таком	1	1
383	в сказании повествуемой	1	1
384	индивида и его	1	1
385	однако диалогизм биографического	1	1
386	нарушение запрета есть	1	1
387	и его поступки	1	1
388	есть субъектом самоопределения	1	1
389	нами не как	1	1
390	или напротив дискредитирующе	1	1
391	наличие так называемого	1	1
392	собой исторически продуктивный	1	1
393	собственным смыслом ни	1	1
394	универсального опыта к	1	1
395	точными они бытуют	1	1
396	слушателей с содержанием	1	1
397	в дискурсе речевой	1	1
398	высказывания в их	1	1
399	подготовившем почву для	1	1
400	романного видения мира	1	1
401	здесь отнюдь не	1	1
402	компетентность восприятия со	1	1
403	ответную реакцию предварительное	1	1
404	принадлежат самой ситуации	1	1
405	то есть принадлежат	1	1
406	друг от друга	1	1
407	в себе рецептивную	1	1
408	уникальным жизненным опытом	1	1
409	определена как регулятивная	1	1
410	в мире императивной	1	1
411	упустить из виду	1	1
412	иной конкретной ценностно-смысловой	1	1
413	двух сыновей в	1	1
414	высказывания как целого	1	1
415	диада личности и	1	1
416	беседы автора с	1	1
417	умения отрешиться от	1	1
418	отношение к своему	1	1
419	значения чьей-то биографии	1	1
420	самобытно но и	1	1
421	сплетни то есть	1	1
422	проделано и рассказывающим	1	1
423	персонажи не выбирают	1	1
424	целенаправленно устремленный от	1	1
425	не несет в	1	1
426	присутствует как правило	1	1
427	форме индивидуального речевого	1	1
428	чистом виде целенаправленно	1	1
429	обнаруживается преодолеваемая даль	1	1
430	самих состоят все	1	1
431	некоего ценностного урока	1	1
432	здесь невозможно притчевое	1	1
433	задания реализуют в	1	1
434	однозначности и прежде	1	1
435	далее речь пойдет	1	1
436	ибо предметно-тематическое содержание	1	1
437	в таком случае	2	1
438	особое отношение к	1	1
439	мире всеобщей межличностной	1	1
440	к ценностной однозначности	1	1
441	протороманного коммуникативного события	1	1
442	в своем составе	1	1
443	слушатель читатель может	1	1
444	то в качестве	1	1
445	излагаемой жизни как	1	1
446	которого анекдот легко	1	1
447	их в качестве	1	1
448	во втором случае	1	1
449	на свой опыт	1	1
450	не есть биография	1	1
451	очередь по отношению	1	1
452	адресата от героя	1	1
453	классическом романе реалистической	1	1
454	его под сводами	1	1
455	так или иначе	4	1
456	анекдот ни притча	1	1
457	как исполненной некоторого	1	1
458	собою в точке	1	1
459	об этом так	1	1
460	зависит от жанра	1	1
461	рода механизмом активизации	1	1
462	это ощущение составляет	1	1
463	и некоторыми другими	1	1
464	как бы непосредственного	1	1
465	в архитектуру души	1	1
466	высказывания и в	1	1
467	фактически точными они	1	1
468	сказания или притчи	1	1
469	мира с совершенно	1	1
470	точки зрения автора	1	1
471	не удовлетворяясь репродуктивной	1	1
472	характеру типу актанту	1	1
473	они бытуют как	1	1
474	ни для рассказчика	1	1
475	иных пространственно-временных масштабов	1	1
476	сторону индивида и	1	1
477	острота наизнанку глупость	1	1
478	от одного сознания	1	1
479	к содержанию анекдота	1	1
480	противоположность характеру типу	1	1
481	необыкновенное в новелле	1	1
482	притче была впервые	1	1
483	целое нашего высказывания	1	1
484	занять уготованной ему	1	1
485	жизнеописание несет в	1	1
486	не сделав хуже	1	1
487	опыта их свободного	1	1
488	но без благоговейного	1	1
489	претендуют на статус	1	1
490	произведение искусства не	1	1
491	которыми устанавливаются отношения	1	1
492	то что может	1	1
493	персонажа то она	1	1
494	в себе самом	1	1
495	раскрывают содержание судьбы	1	1
496	к позиции изобразителя	1	1
497	человеческому существованию вследствие	1	1
498	в иных случаях	1	1
499	доверительной и раскованной	1	1
500	преступается не предначертанность	1	1
501	не как объекты	1	1
502	для притчи иносказательность	1	1
503	другому что касается	1	1
504	этом и сам	1	1
505	адресат протороманного коммуникативного	1	1
506	определенной жанровой схемы	1	1
507	к своему собственному	1	1
508	но и характерное	1	1
509	будучи порой фактически	1	1
510	что касается ментальной	1	1
511	в нем определенные	1	1
512	принципиальная для притчи	1	1
513	ментальной и речевой	1	1
514	всеобщей межличностной соотносительности	1	1
515	иметь в виду	1	1
516	или острота наизнанку	1	1
517	заданность человеческих отношений	1	1
518	к служебной роли	1	1
519	самим собою в	1	1
520	культуры в самом	1	1
521	в отношении к	2	1
522	прежде всего к	1	1
523	потому что из	1	1
524	исторически продуктивный тип	1	1
525	человеческого сознания в	1	1
526	текста но и	1	1
527	формах косвенной речи	1	1
528	мире это требует	1	1
529	и адресат протороманного	1	1
530	нельзя не сделав	1	1
531	диалога согласия бахтин	1	1
532	позиции изобразителя жизни	1	1
533	опыт жизни а	1	1
534	мире императивной нормы	1	1
535	совершенно иной конкретной	1	1
536	именно диалог персонажей	1	1
537	уготованной ему позиции	2	1
538	почву для жизнеописания	1	1
539	мира вокруг я	1	1
540	на поучающего и	1	1
541	курьезное любопытное занимательное	1	1
542	мир как опыт	1	1
543	как правило лишь	1	1
544	адресата притчи может	1	1
545	бытуют как слухи	1	1
546	принципиально недопустимая в	1	1
547	с языком ставят	1	1
548	неприемлемо ни для	1	1
549	может быть осуществлено	1	1
550	границами между вещами	1	1
551	проектировать свою жизненную	1	1
552	удовлетворяясь репродуктивной рецепцией	1	1
553	притче о блудном	1	1
554	субъекты этического выбора	1	1
555	подлинная жизнь личности	1	1
556	предполагает внутренне свободного	1	1
557	никогда не бывает	1	1
558	случае его вступление	1	1
559	возможность иной интонации	1	1
560	коммуникативное событие произведения	1	1
561	домонологично оно объединяет	1	1
562	стратегии художественного письма	2	1
563	тех или иных	2	1
564	встречающихся в дискурсе	1	1
565	одного сознания к	1	1
566	чувство себя самого	1	1
567	бы непосредственного присутствия	1	1
568	нас самих состоят	1	1
569	учителя жизни постоянно	1	1
570	возможность совершенно иной	1	1
571	его ценностно-смысловой позиции	1	1
572	необходимый фон романного	1	1
573	моментам родственным анекдотическому	1	1
574	есть монолог в	1	1
575	и раскованной беседы	1	1
576	в том или	1	1
577	в окказионально-авантюрном мире	1	1
578	к другому что	1	1
579	припоминая и примеряя	1	1
580	тип высказывания реализующий	1	1
581	не в качестве	1	1
582	первую очередь по	1	1
583	зримого жеста и	1	1
584	можно вести речь	1	1
585	судьбой отдельных лиц	1	1
586	продуктивный тип высказывания	1	1
587	к предмету речи	1	1
588	их отношении к	1	1
589	с читателем к	1	1
590	но обязательно курьезное	1	1
591	суть равнодостойные субъекты	1	1
592	сказания еще не	1	1
593	вокруг я героя	2	1
594	содержание жизнеописания вполне	1	1
595	и поучаемого это	1	1
596	не могло быть	2	1
597	выводится в просторную	1	1
598	по своим коммуникативным	1	1
599	не сводятся к	2	1
600	и соотношений такая	1	1
601	которого он от	1	1
602	в точке этого	1	1
603	биография и не	1	1
604	не только на	1	1
605	притча разъединяет участников	1	1
606	косвенной речи хотя	1	1
607	есть не что	1	1
608	потому нейтральное к	1	1
609	и непристойность необыкновенное	1	1
610	непредубежденное любопытство к	1	1
611	иносказательность является своего	1	1
612	называемого чувства юмора	1	1
613	себе самому тогда	1	1
614	в литературных произведениях	1	1
615	судьбой предопределенной ему	1	1
616	лексики например в	1	1
617	и в пределах	1	1
618	смысле можно говорить	1	1
619	но не в	1	1
620	представляет собой исторически	1	1
621	столь свободным как	1	1
622	нам всегда предносится	1	1
623	в мире это	2	1
624	сам текст анекдота	1	1
625	субъектом этического выбора	1	1
626	отрешиться от нудительной	1	1
627	полускрытой рассеянной чужой	1	1
628	в рамках этой	1	1
629	языка и возможность	1	1
630	так называемого чувства	1	1
631	здесь действующие лица	1	1
632	уже не таково	1	1
633	в данном отношении	1	1
634	всегда преодолеваемая даль	1	1
635	первое может быть	1	1
636	коммуникативного события суть	1	1
637	и другого в	1	1
638	живое непредубежденное любопытство	1	1
639	сказании повествуемой ситуации	1	1
640	ситуации рассказывания а	1	1
641	равнодостойности сознаний встречающихся	1	1
642	что из нас	1	1
643	в связи с	3	1
644	дистанции между ними	1	1
645	известного рода взаимная	1	1
646	сводится к этим	1	1
647	функционирование в культуре	1	1
648	двоякий жизненный опыт	1	1
649	заинтересовывать судьбой отдельных	1	1
650	глупость неуместность ошибка	1	1
651	не утрачивает своей	1	1
652	отношения к сообщаемому	2	1
653	требует авторитетное слово	1	1
654	поэтому анекдот невозможно	1	1
655	слушателя к содержанию	1	1
656	и развития самоопределяющегося	1	1
657	ценностями иными соседствами	1	1
658	сказания не от	1	1
659	действующие лица по	1	1
660	к иллюзии живого	1	1
661	с человеком неким	1	1
662	в рассказе чехова	1	1
663	всегда предносится целое	1	1
664	а не ценностно	1	1
665	развития самоопределяющегося субъекта	1	1
666	как субъекта самоопределения	1	1
667	преодолевая их внутреннюю	1	1
668	да и персонажи	1	1
669	анекдотическому дискурсу речевая	1	1
670	запечатлеваемый и запечатлевающий	1	1
671	же время они	1	1
672	и примеряя ее	1	1
673	причастности к общему	1	1
674	всем потому что	1	1
675	самой ситуации рассказывания	1	1
676	разъединяет участников коммуникативного	1	1
677	на этом пути	1	1
678	другого в себе	1	1
679	чего анекдот не	1	1
680	ее иносказательностью требует	1	1
681	личности совершается как	1	1
682	составляет преломляющая несобственно-прямая	1	1
683	это разделение иерархично	1	1
684	точке выхода его	1	1
685	любопытное занимательное неожиданное	1	1
686	позвоночника роману человек	1	1
687	между которыми устанавливаются	1	1
688	этого несовпадения человека	1	1
689	нем определенные возможности	1	1
690	из того что	1	1
691	речевой деятельности персонажа	1	1
692	но от божья	1	1
693	одном и том	1	1
694	острота или острота	1	1
695	литературного произведения по	1	1
696	от позиции учителя	1	1
697	имея в виду	1	1
698	далеко не сводятся	1	1
699	мира которая своей	1	1
700	кощунство и непристойность	1	1
701	принципе можно припоминая	1	1
702	субъекты смыслополагания между	1	1
703	ночной жанр посрамляющий	1	1
704	для рассказчика ни	1	1
705	в молчание бахтин	1	1
706	содержанию сказания это	1	1
707	самобытного смысла развертывающейся	1	1
708	жизнь личности совершается	1	1
709	ценностной дистанции между	1	1
710	его уникальным жизненным	1	1
711	юмора умения отрешиться	1	1
712	строим свою речь	1	1
713	от божья повеленья	1	1
714	анекдот не знает	1	1
715	дает позвоночника роману	1	1
716	поучаемого это разделение	1	1
717	новелла ночной жанр	1	1
718	текста да и	1	1
719	содержанию анекдота ни	1	1
720	но как субъекты	1	1
721	совершенно иными границами	1	1
722	в форме определенной	1	1
723	или иной строй	2	1
724	образ становящегося человека	1	1
725	жизненный опыт запечатлеваемый	1	1
726	пространственно-временных масштабов и	1	1
727	именно это ощущение	1	1
728	силу своей принципиальной	2	1
729	осуществлено только самим	1	1
730	но не верифицируемым	1	1
731	интонации и оценки	1	1
732	с совершенно иными	1	1
733	и не быть	1	1
734	устремленный от одного	1	1
735	не может обладать	1	1
736	может и не	1	1
737	жизни то есть	1	1
738	лежат в основе	1	1
739	может быть проделано	1	1
740	что приводит к	1	1
741	лишь в стилевых	1	1
742	обязательно курьезное любопытное	1	1
743	носителем и реализатором	1	1
744	сводится к служебной	1	1
745	может быть наглядно	1	1
746	в евгении онегине	1	1
747	в этих случаях	1	1
748	правило лишь в	1	1
749	об отсутствии в	1	1
750	речевая маска биографа	1	1
751	вещами и ценностями	1	1
752	убеждения организующего учительный	1	1
753	опыт присутствия в	1	1
754	доверия к чужому	1	1
755	носителей различного жизненного	1	1
756	неожиданное маловероятное беспрецедентное	1	1
757	самому тогда как	1	1
758	совершается как бы	1	1
759	не знает к	1	1
760	но в отличие	1	1
761	мире на свой	1	1
762	романного образа и	1	1
763	есть профанация священного	1	1
764	экзистенциальный опыт присутствия	1	1
765	а не с	1	1
766	ощущение составляет необходимый	1	1
767	изобразителя жизни повествователя	1	1
768	и возможность иного	1	1
769	фатально непреложный и	1	1
770	искусства не сводится	1	1
771	соседствами именно это	1	1
772	жизненным опытом выводится	1	1
773	в точке выхода	1	1
