N	2gram	Losev_Vlad	KulturaY
1	и т	3	143
2	т п	1	93
3	и в	56	84
4	в том	26	74
5	потому что	16	68
6	не только	35	60
7	точки зрения	4	59
8	в этом	30	57
9	было бы	7	53
10	и не	33	52
11	может быть	12	47
12	что в	24	44
13	том что	22	44
14	того чтобы	4	44
15	т д	3	42
16	в самом	3	41
17	для того	4	41
18	у нас	11	38
19	хотя бы	5	37
20	самом деле	1	37
21	так как	11	36
22	в области	3	34
23	таким образом	6	33
24	а не	5	33
25	если бы	2	32
26	не в	12	30
27	и пр	1	30
28	в его	18	30
29	прежде всего	5	30
30	все же	11	29
31	не менее	9	28
32	того что	6	28
33	все эти	6	28
34	уже не	6	26
35	в силу	1	26
36	то что	30	25
37	вовсе не	8	25
38	не может	12	25
39	вопрос о	1	24
40	с другой	3	24
41	еще не	2	24
42	то же	10	23
43	с помощью	1	23
44	только в	11	23
45	так и	11	23
46	тем не	8	21
47	по себе	3	20
48	во всяком	8	20
49	и что	11	20
50	но и	26	20
51	тем что	2	19
52	о том	13	19
53	речи в	1	19
54	обстоятельство что	2	19
55	что он	22	19
56	что же	11	19
57	всяком случае	8	19
58	но в	19	19
59	то обстоятельство	2	19
60	и с	27	18
61	с тем	4	18
62	к тому	5	18
63	в сущности	2	18
64	в качестве	7	18
65	связи с	7	18
66	вместе с	9	18
67	как бы	5	18
68	все это	7	18
69	в той	2	17
70	можно говорить	2	17
71	другой стороны	3	17
72	как это	11	17
73	что это	2	17
74	как раз	7	17
75	это не	3	17
76	что и	6	16
77	что не	3	16
78	тот же	7	16
79	ничего не	4	16
80	в русском	2	16
81	но не	5	16
82	при этом	5	15
83	именно в	4	15
84	в данном	1	15
85	как на	2	15
86	в нашем	5	15
87	том чтобы	4	15
88	не было	12	15
89	и тем	2	15
90	один из	4	15
91	по отношению	1	15
92	ни к	2	15
93	целый ряд	1	15
94	только потому	1	15
95	того как	2	15
96	а в	20	15
97	лишь в	3	15
98	должно быть	1	15
99	в них	5	14
100	и на	7	14
101	сказать что	14	14
102	хотя и	9	14
103	что такое	3	14
104	в связи	9	14
105	я не	8	14
106	в ней	5	14
107	как мы	17	14
108	мы имеем	2	14
109	также и	13	14
110	что она	2	13
111	крайней мере	1	13
112	между прочим	18	13
113	в этой	4	13
114	не могут	2	13
115	в которых	1	13
116	по крайней	1	13
117	той же	6	13
118	для нас	9	13
119	это и	2	13
120	по существу	4	13
121	и его	12	13
122	с этой	4	12
123	говорить о	1	12
124	в результате	6	12
125	того же	11	12
126	ясно что	2	12
127	тогда когда	1	12
128	как в	6	12
129	этого слова	1	12
130	те же	2	11
131	в своем	10	11
132	на себе	1	11
133	он не	13	11
134	в нем	7	11
135	и здесь	3	11
136	и то	13	11
137	еще и	10	11
138	совершенно не	2	11
139	из этих	5	11
140	и если	8	11
141	этом отношении	2	11
142	уже в	9	11
143	в их	2	11
144	в таких	1	11
145	в какой	1	11
146	в особенности	4	10
147	как и	7	10
148	так же	4	10
149	конечно не	5	10
150	к этому	11	10
151	несмотря на	7	10
152	бы в	1	10
153	ту же	1	10
154	этом смысле	4	10
155	не просто	1	10
156	в общем	4	10
157	в то	15	10
158	после того	2	10
159	со стороны	5	10
160	в каком	3	10
161	в письмах	1	10
162	с этим	3	10
163	они не	1	10
164	бы и	1	10
165	тем более	4	10
166	тех же	3	10
167	тем самым	2	10
168	от того	2	10
169	в своей	7	9
170	можно сказать	10	9
171	что все	2	9
172	в которой	8	9
173	здесь не	6	9
174	и есть	2	9
175	ни в	4	9
176	не имеет	2	9
177	что мы	2	9
178	не потому	1	9
179	подобного рода	1	9
180	но это	6	9
181	и для	4	9
182	дает нам	1	9
183	и вот	5	9
184	то мы	3	9
185	а также	12	9
186	ли не	1	9
187	но уже	3	9
188	на то	7	9
189	в целом	3	9
190	своего рода	1	8
191	в этих	5	8
192	но все	3	8
193	что они	4	8
194	с одной	1	8
195	тому же	3	8
196	в таком	2	8
197	тому что	1	8
198	не есть	4	8
199	в чем	4	8
200	в своих	7	8
201	в тех	3	8
202	отнюдь не	3	8
203	мы видели	1	8
204	в статье	2	8
205	заключается в	1	8
206	да и	6	8
207	то и	3	8
208	тех пор	2	8
209	что я	5	8
210	с его	15	8
211	этом случае	1	8
212	независимо от	1	8
213	на самом	1	8
214	и как	7	8
215	об этом	13	8
216	не говоря	4	8
217	в частности	4	8
218	далеко не	1	8
219	и о	6	8
220	же в	3	8
221	само по	1	8
222	что на	2	8
223	же и	1	7
224	например в	1	7
225	а именно	4	7
226	казалось бы	1	7
227	всякого рода	3	7
228	в котором	10	7
229	пор пока	2	7
230	в одном	2	7
231	свою очередь	2	7
232	была бы	1	7
233	указать на	2	7
234	на том	1	7
235	внимание на	1	7
236	во внимание	1	7
237	учение о	2	7
238	так сказать	2	7
239	а с	5	7
240	столь же	1	7
241	чуть ли	1	7
242	одной стороны	1	7
243	и должно	1	7
244	с ним	10	7
245	никак не	6	7
246	сводится к	1	7
247	но вот	4	7
248	как о	1	7
249	с ними	2	7
250	и более	1	7
251	когда мы	2	7
252	в свою	3	7
253	в истории	4	7
254	как например	1	7
255	до конца	8	7
256	на этот	9	7
257	в самой	1	7
258	все равно	1	7
259	в г	2	7
260	смысле этого	1	7
261	и вовсе	1	7
262	нисколько не	4	7
263	и потому	8	7
264	до тех	2	7
265	она не	3	7
266	когда он	6	7
267	только как	1	7
268	что касается	6	7
269	как он	4	7
270	не следует	1	7
271	говоря уже	3	6
272	только что	2	6
273	даже в	4	6
274	уже о	3	6
275	о них	1	6
276	вообще и	1	6
277	что как	1	6
278	именно с	2	6
279	по поводу	15	6
280	она есть	1	6
281	гораздо более	1	6
282	мы знаем	5	6
283	не столько	4	6
284	прежде чем	1	6
285	на этом	3	6
286	за пределы	3	6
287	я в	4	6
288	главным образом	5	6
289	его к	3	6
290	е в	7	6
291	не на	1	6
292	если не	4	6
293	но только	3	6
294	содержание и	1	6
295	перед нами	1	6
296	роль в	1	6
297	когда в	1	6
298	что если	3	6
299	же время	7	6
300	свое время	7	6
301	в свое	6	6
302	в себе	5	6
303	мы не	2	6
304	что с	3	6
305	или в	1	6
306	этого не	2	6
307	то это	4	6
308	как будто	2	6
309	что эти	1	6
310	это конечно	4	6
311	дело не	3	6
312	не с	1	6
313	говоря о	2	6
314	только то	1	6
315	как к	4	6
316	которые в	2	6
317	на себя	3	6
318	же это	1	6
319	и к	10	5
320	очень много	2	5
321	еще более	3	5
322	думаю что	1	5
323	не как	1	5
324	нас в	2	5
325	но что	5	5
326	и даже	23	5
327	более или	5	5
328	и того	1	5
329	нельзя было	1	5
330	даже и	12	5
331	связь между	1	5
332	и еще	3	5
333	вопросу о	1	5
334	ни одного	2	5
335	кроме того	12	5
336	точка зрения	1	5
337	не то	3	5
338	никогда не	15	5
339	и он	7	5
340	на протяжении	1	5
341	к себе	2	5
342	время в	4	5
343	обратить внимание	2	5
344	чем в	2	5
345	в конце	22	5
346	я и	2	5
347	в двух	1	5
348	же касается	8	5
349	и у	4	5
350	у него	28	5
351	но как	6	5
352	пушкина с	1	5
353	в современной	1	5
354	так что	13	5
355	всех этих	3	5
356	не так	1	5
357	также что	2	5
358	и при	2	5
359	интерес к	1	5
360	в отношении	5	5
361	к его	5	5
362	о котором	2	5
363	то он	7	5
364	относится к	1	5
365	быть не	1	5
366	и тогда	1	5
367	но если	1	5
368	которые можно	1	5
369	на вопрос	2	5
370	не будем	3	5
371	бы на	2	5
372	а это	3	5
373	о нем	9	5
374	и от	6	5
375	мы находим	2	5
376	а на	1	5
377	но с	1	5
378	более что	2	5
379	язык и	1	5
380	так в	1	5
381	по своему	5	5
382	или менее	5	5
383	только не	2	5
384	мы должны	3	5
385	учения о	3	5
386	или иначе	3	5
387	что можно	4	5
388	отношение к	7	5
389	в каких	2	5
390	и только	1	5
391	вопросом о	1	5
392	есть не	1	5
393	в возможности	1	4
394	мы и	4	4
395	а вот	3	4
396	о чем	6	4
397	одно из	1	4
398	мне кажется	2	4
399	представление о	2	4
400	а а	7	4
401	так например	3	4
402	ответить на	1	4
403	к этой	4	4
404	мы увидим	4	4
405	вот почему	1	4
406	точно так	2	4
407	в различных	1	4
408	уже и	4	4
409	до того	1	4
410	так мы	1	4
411	и далее	1	4
412	всего этого	1	4
413	этом роде	1	4
414	с большим	1	4
415	именно так	2	4
416	быть в	1	4
417	как я	2	4
418	что даже	2	4
419	не мог	10	4
420	и иной	1	4
421	из них	3	4
422	к нему	6	4
423	несколько слов	2	4
424	в году	54	4
425	как можно	1	4
426	его в	3	4
427	отношения между	1	4
428	но он	7	4
429	не о	1	4
430	будто бы	2	4
431	что за	1	4
432	характер и	1	4
433	между ними	2	4
434	о которых	1	4
435	себе и	2	4
436	и это	4	4
437	остается в	1	4
438	в каждом	1	4
439	выражение в	2	4
440	мы можем	1	4
441	которые и	2	4
442	если б	1	4
443	почти всегда	1	4
444	в известных	1	4
445	как известно	2	4
446	так называемого	1	4
447	что для	5	4
448	и все	8	4
449	пушкина и	2	4
450	и по	10	4
451	а главное	2	4
452	однако и	1	4
453	уже на	3	4
454	себе представить	2	4
455	то в	6	4
456	которых мы	1	4
457	о поэзии	1	4
458	это уже	1	4
459	сам по	1	4
460	из которых	1	4
461	том и	1	4
462	я имею	1	4
463	так или	3	4
464	нам в	2	4
465	здесь мы	4	4
466	на месте	2	4
467	отношения к	4	4
468	я хочу	1	4
469	я говорю	1	4
470	ни на	1	4
471	не имеют	1	4
472	не понимает	1	4
473	для меня	8	4
474	он есть	1	4
475	что когда	1	4
476	на который	1	4
477	речи с	2	4
478	но на	3	4
479	этой области	2	4
480	п а	2	4
481	свидетельствует о	3	4
482	о значении	1	4
483	что так	1	4
484	в виде	4	4
485	что ничего	1	4
486	и без	2	4
487	последнее время	2	4
488	на все	3	4
489	в такой	1	4
490	сразу же	1	4
491	вопросе о	1	4
492	к одному	1	4
493	поскольку она	1	4
494	письмо к	3	4
495	в науке	3	4
496	поэзия и	1	4
497	этом слове	1	4
498	но дело	2	4
499	сказано выше	1	4
500	на это	2	4
501	одного из	1	4
502	для самого	1	4
503	только после	2	4
504	это в	2	4
505	не к	2	4
506	а то	2	4
507	и другие	2	3
508	все что	2	3
509	таковы например	1	3
510	факты и	1	3
511	можно и	1	3
512	в печати	2	3
513	тех кто	2	3
514	мысли и	5	3
515	что дело	2	3
516	не хочет	1	3
517	отношений в	2	3
518	вопрос об	1	3
519	кажется мне	1	3
520	чтобы в	1	3
521	жизнь в	2	3
522	все дело	1	3
523	из всего	1	3
524	нашей печати	1	3
525	на эту	3	3
526	по своим	3	3
527	в это	6	3
528	знаем что	2	3
529	но мы	3	3
530	мы с	4	3
531	в дальнейшем	10	3
532	еще один	2	3
