N	4gram	Vinokur_Ku	Istorich
1	не что иное как	2	11
2	во всех этих случаях	1	11
3	в тех случаях когда	2	10
4	по мере того как	3	8
5	и т д все	1	6
6	с этой точки зрения	3	6
7	точно так же как	3	6
8	и вместе с тем	1	5
9	и т д и	3	5
10	есть не что иное	1	5
11	здесь можно было бы	1	4
12	состоит в том что	4	4
13	и тем не менее	4	4
14	бы то ни было	1	3
15	о том что в	1	3
16	и т д по	1	2
17	в том что он	3	2
18	в том что и	1	2
19	но дело не в	1	2
20	что в тех случаях	1	2
21	одной и той же	1	2
22	но в том-то и	1	2
23	одно и то же	1	2
24	ответ на этот вопрос	1	2
25	в силу того что	2	2
26	не сам по себе	1	2
27	дело в том что	1	2
28	не в том чтобы	4	2
29	и т д это	2	2
30	стоит в связи с	1	2
31	само по себе не	1	1
32	по отношению к своему	1	1
33	в том-то и дело	1	1
34	уже не может быть	2	1
35	по рукам и ногам	1	1
36	в прямой связи с	1	1
37	но все же и	1	1
38	в прямой связи со	1	1
39	в том смысле как	1	1
40	несколько случаев в которых	1	1
41	сводится к тому чтобы	1	1
42	это еще не все	1	1
43	что можно было бы	1	1
44	ни за что не	1	1
45	дело совсем не в	1	1
46	вовсе не в том	1	1
47	в несомненной связи с	1	1
48	однако это еще не	1	1
49	только потому что у	1	1
50	и т д чтобы	1	1
51	свидетельствует о том что	1	1
52	широком смысле этого слова	1	1
53	заключается в том что	2	1
54	том-то и дело что	1	1
55	того что сказано выше	1	1
56	той обстановки в которой	1	1
57	или в том что	1	1
58	несмотря на то что	1	1
59	и т д а	1	1
60	и т д убеждают	1	1
61	стоит в прямой связи	1	1
62	и пр но для	1	1
63	на более или менее	1	1
64	о котором говорилось выше	1	1
65	т д все это	1	1
66	но и у других	1	1
67	мере того как они	1	1
68	ни тот ни другой	1	1
69	не только в том	1	1
70	состоит не в том	1	1
71	силу того что они	1	1
72	с другой стороны к	1	1
73	и потому что он	1	1
74	в том смысле что	1	1
75	целое в свою очередь	1	1
76	в том что она	1	1
77	я думаю что это	1	1
78	в огромном большинстве случаев	1	1
79	если с этим сопоставить	1	1
80	вот пример уже не	1	1
81	ниже мы увидим что	1	1
82	можно ли сказать что	1	1
83	говоря уже о том	1	1
84	все дело в том	1	1
85	ответить на этот вопрос	1	1
86	а в том что	2	1
87	уже о том что	1	1
88	только в том чтобы	2	1
89	не говоря уже о	1	1
90	только в том что	1	1
91	чтобы ответить на этот	1	1
92	сами по себе они	1	1
93	внимание только на те	1	1
94	т д и т	3	1
95	в широком смысле этого	1	1
96	однако не в этом	1	1
97	в зависимости от того	1	1
98	в том что на	1	1
99	но с другой стороны	1	1
100	в своей книге о	1	1
101	в большей или меньшей	2	1
102	о которых идет речь	1	1
103	только для того чтобы	2	1
104	никак не может быть	1	1
105	какой бы то ни	1	1
106	д и т д	2	1
107	стоит в несомненной связи	1	1
108	в то же время	4	1
109	хотелось бы обратить внимание	1	1
110	и с другой стороны	1	1
111	если бы нам удалось	1	1
